team,year,conference,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers
Ohio,2009,Mid-American,219.0,7.0,18.0,11.0,17.0,14.0,3.0,338.0,13.0,1.0,1038.0,50.0,3023.0,402.0,228.0,20.0,23.0,86.0,757.0,15269.0,4.0,437.0,53.0,455.0,9.0,1568.0,,,62.0,193.0,4342.0,24.0
Ohio,2010,Mid-American,221.0,13.0,19.0,12.0,8.0,13.0,1.0,136.0,20.0,0.0,1130.0,53.0,2270.0,272.0,159.0,16.0,20.0,73.0,628.0,14338.0,0.0,273.0,35.0,496.0,25.0,2125.0,,,50.0,145.0,4235.0,32.0
Ohio,2011,Mid-American,326.0,9.0,13.0,16.0,12.0,14.0,1.0,242.0,11.0,0.0,1255.0,58.0,3668.0,427.0,274.0,15.0,30.0,85.0,810.0,15929.0,1.0,317.0,55.0,599.0,18.0,2750.0,,,99.0,208.0,6236.0,27.0
Ohio,2012,Mid-American,300.0,10.0,20.0,5.0,12.0,13.0,1.0,51.0,5.0,1.0,968.0,45.0,3139.0,402.0,250.0,13.0,23.0,69.0,650.0,23694.0,0.0,287.0,30.0,596.0,24.0,2643.0,,,87.0,203.0,5782.0,10.0
Ohio,2013,Mid-American,254.0,5.0,12.0,11.0,8.0,13.0,3.0,180.0,13.0,0.0,1104.0,57.0,3190.0,425.0,256.0,14.0,22.0,74.0,700.0,22081.0,0.0,315.0,36.0,462.0,16.0,1742.0,,,74.0,189.0,4932.0,24.0
Ohio,2014,Mid-American,234.0,6.0,13.0,14.0,7.0,12.0,0.0,174.0,9.0,1.0,830.0,38.0,2474.0,375.0,202.0,12.0,11.0,72.0,648.0,21987.0,0.0,140.0,16.0,470.0,16.0,1969.0,,,69.0,176.0,4443.0,23.0
Ohio,2015,Mid-American,285.0,11.0,20.0,4.0,10.0,13.0,3.0,226.0,13.0,0.0,730.0,38.0,3024.0,403.0,240.0,12.0,18.0,90.0,868.0,25174.0,0.0,119.0,20.0,547.0,22.0,2352.0,,,80.0,196.0,5376.0,17.0
Ohio,2016,Mid-American,292.0,8.0,18.0,13.0,11.0,14.0,0.0,202.0,12.0,0.0,885.0,43.0,3147.0,459.0,251.0,15.0,22.0,79.0,757.0,26070.0,0.0,90.0,20.0,546.0,17.0,2350.0,44.0,103.0,80.0,213.0,5497.0,25.0
Ohio,2017,Mid-American,290.0,8.0,12.0,12.0,7.0,13.0,2.0,145.0,9.0,0.0,749.0,36.0,2451.0,321.0,178.0,9.0,20.0,67.0,590.0,24120.0,0.0,167.0,21.0,554.0,44.0,3179.0,34.0,76.0,67.0,164.0,5630.0,21.0
Ohio,2018,Mid-American,318.0,9.0,13.0,11.0,14.0,13.0,0.0,90.0,8.0,1.0,954.0,41.0,2707.0,311.0,185.0,15.0,25.0,64.0,653.0,25946.0,3.0,191.0,20.0,556.0,40.0,3361.0,25.0,78.0,76.0,156.0,6068.0,19.0
Ohio,2019,Mid-American,296.0,5.0,9.0,13.0,14.0,13.0,0.0,23.0,6.0,0.0,803.0,35.0,2866.0,335.0,203.0,5.0,21.0,70.0,627.0,24780.0,0.0,154.0,30.0,526.0,36.0,2883.0,26.0,81.0,83.0,168.0,5749.0,19.0
Ohio,2020,Mid-American,52.0,0.0,1.0,2.0,1.0,3.0,0.0,55.0,0.0,2.0,367.0,11.0,446.0,54.0,36.0,5.0,4.0,21.0,148.0,5260.0,0.0,25.0,5.0,117.0,8.0,650.0,4.0,11.0,12.0,32.0,1096.0,2.0
Ohio,2021,Mid-American,242.0,11.0,17.0,8.0,3.0,12.0,0.0,19.0,8.0,1.0,794.0,50.0,2209.0,313.0,200.0,6.0,11.0,74.0,703.0,21443.0,0.0,54.0,10.0,434.0,20.0,2248.0,15.0,55.0,52.0,144.0,4457.0,16.0
Ohio,2022,Mid-American,290.0,6.0,17.0,8.0,19.0,14.0,0.0,163.0,5.0,1.0,1115.0,58.0,3893.0,464.0,302.0,12.0,28.0,69.0,618.0,27015.0,0.0,31.0,15.0,493.0,23.0,2008.0,37.0,83.0,79.0,188.0,5901.0,13.0
Ohio,2023,Mid-American,271.0,8.0,16.0,4.0,8.0,13.0,1.0,137.0,9.0,0.0,273.0,15.0,2647.0,383.0,239.0,15.0,16.0,73.0,673.0,26050.0,0.0,41.0,15.0,485.0,18.0,1877.0,36.0,96.0,84.0,184.0,4524.0,13.0
Ohio State,2007,Big Ten,268.0,9.0,14.0,11.0,10.0,13.0,2.0,201.0,14.0,,,,2706.0,330.0,211.0,11.0,26.0,72.0,574.0,15593.0,1.0,482.0,66.0,553.0,21.0,2552.0,,,84.0,183.0,5117.0,25.0
Ohio State,2008,Big Ten,230.0,4.0,9.0,8.0,17.0,13.0,0.0,105.0,6.0,,,,2148.0,267.0,160.0,15.0,17.0,68.0,567.0,14993.0,2.0,455.0,50.0,540.0,21.0,2502.0,,,73.0,171.0,4455.0,14.0
Ohio State,2009,Big Ten,250.0,4.0,9.0,7.0,11.0,13.0,2.0,337.0,11.0,1.0,849.0,40.0,2443.0,316.0,174.0,24.0,19.0,71.0,543.0,15090.0,0.0,319.0,55.0,563.0,20.0,2540.0,,,81.0,193.0,4797.0,18.0
Ohio State,2010,Big Ten,289.0,8.0,10.0,2.0,11.0,13.0,3.0,311.0,13.0,1.0,1055.0,40.0,3104.0,349.0,228.0,19.0,30.0,62.0,580.0,15346.0,1.0,289.0,45.0,547.0,27.0,2861.0,,,80.0,171.0,5832.0,15.0
Ohio State,2011,Big Ten,221.0,6.0,12.0,10.0,7.0,13.0,0.0,128.0,5.0,0.0,1035.0,42.0,1902.0,245.0,125.0,13.0,18.0,70.0,572.0,14783.0,1.0,214.0,36.0,563.0,20.0,2485.0,,,67.0,173.0,4136.0,15.0
Ohio State,2012,Big Ten,257.0,7.0,9.0,11.0,7.0,12.0,2.0,164.0,7.0,0.0,578.0,30.0,2178.0,278.0,161.0,14.0,17.0,84.0,774.0,21673.0,3.0,280.0,28.0,559.0,37.0,2907.0,,,67.0,158.0,5085.0,18.0
Ohio State,2013,Big Ten,361.0,14.0,22.0,10.0,8.0,14.0,2.0,197.0,9.0,0.0,665.0,29.0,2846.0,368.0,238.0,16.0,38.0,73.0,638.0,26316.0,1.0,243.0,31.0,635.0,45.0,4321.0,,,79.0,169.0,7167.0,19.0
Ohio State,2014,Big Ten,386.0,13.0,22.0,14.0,8.0,15.0,2.0,295.0,12.0,0.0,886.0,39.0,3707.0,409.0,260.0,25.0,42.0,84.0,711.0,28787.0,1.0,451.0,42.0,690.0,41.0,3967.0,,,103.0,198.0,7674.0,26.0
Ohio State,2015,Big Ten,280.0,11.0,19.0,9.0,9.0,13.0,3.0,142.0,9.0,0.0,410.0,17.0,2455.0,325.0,204.0,12.0,19.0,76.0,656.0,22827.0,0.0,392.0,30.0,567.0,39.0,3188.0,,,70.0,172.0,5643.0,18.0
Ohio State,2016,Big Ten,313.0,13.0,21.0,5.0,6.0,13.0,7.0,443.0,7.0,0.0,682.0,28.0,2781.0,409.0,255.0,21.0,26.0,82.0,658.0,25886.0,0.0,131.0,27.0,583.0,33.0,3188.0,28.0,89.0,93.0,200.0,5969.0,12.0
Ohio State,2017,Big Ten,354.0,15.0,22.0,9.0,11.0,14.0,1.0,160.0,10.0,0.0,678.0,28.0,3679.0,440.0,287.0,13.0,39.0,97.0,943.0,23860.0,0.0,166.0,33.0,589.0,34.0,3405.0,45.0,114.0,86.0,185.0,7084.0,19.0
Ohio State,2018,Big Ten,399.0,14.0,21.0,9.0,11.0,14.0,1.0,107.0,8.0,0.0,463.0,26.0,5020.0,559.0,394.0,11.0,50.0,115.0,1040.0,25651.0,2.0,231.0,26.0,566.0,24.0,2460.0,41.0,98.0,93.0,201.0,7480.0,17.0
Ohio State,2019,Big Ten,393.0,8.0,13.0,13.0,16.0,14.0,1.0,280.0,3.0,0.0,283.0,17.0,3684.0,406.0,271.0,16.0,48.0,81.0,770.0,26854.0,0.0,212.0,29.0,663.0,39.0,3735.0,66.0,135.0,101.0,183.0,7419.0,16.0
Ohio State,2020,Big Ten,200.0,5.0,9.0,3.0,11.0,8.0,2.0,105.0,6.0,0.0,93.0,7.0,2100.0,225.0,158.0,7.0,22.0,49.0,437.0,15442.0,0.0,62.0,10.0,344.0,19.0,2050.0,21.0,46.0,52.0,106.0,4150.0,9.0
Ohio State,2021,Big Ten,348.0,11.0,19.0,3.0,9.0,13.0,4.0,283.0,8.0,0.0,686.0,29.0,4952.0,494.0,349.0,12.0,46.0,85.0,770.0,22909.0,0.0,132.0,22.0,423.0,24.0,2344.0,36.0,83.0,81.0,155.0,7296.0,11.0
Ohio State,2022,Big Ten,310.0,12.0,17.0,4.0,9.0,13.0,2.0,109.0,6.0,0.0,330.0,18.0,3878.0,410.0,274.0,11.0,42.0,73.0,624.0,23986.0,0.0,141.0,19.0,466.0,30.0,2501.0,34.0,84.0,75.0,166.0,6379.0,10.0
Ohio State,2023,Big Ten,272.0,10.0,18.0,6.0,4.0,13.0,3.0,230.0,7.0,0.0,259.0,13.0,3498.0,400.0,255.0,7.0,26.0,74.0,579.0,22955.0,0.0,75.0,17.0,431.0,20.0,1805.0,28.0,70.0,72.0,168.0,5303.0,13.0
Oklahoma,2007,Big 12,314.0,9.0,20.0,11.0,9.0,14.0,3.0,346.0,9.0,0.0,390.0,13.0,3678.0,402.0,271.0,19.0,39.0,96.0,817.0,17272.0,0.0,339.0,65.0,574.0,34.0,2679.0,,,93.0,189.0,5379.0,20.0
Oklahoma,2008,Big 12,385.0,12.0,23.0,2.0,16.0,14.0,1.0,271.0,9.0,,,,4988.0,517.0,350.0,19.0,51.0,102.0,905.0,14885.0,1.0,272.0,49.0,589.0,45.0,2779.0,,,101.0,197.0,7670.0,11.0
Oklahoma,2009,Big 12,303.0,7.0,20.0,11.0,12.0,13.0,1.0,225.0,15.0,0.0,687.0,33.0,3880.0,519.0,300.0,18.0,28.0,107.0,1044.0,14493.0,1.0,699.0,59.0,485.0,18.0,1750.0,,,81.0,202.0,5510.0,26.0
Oklahoma,2010,Big 12,371.0,14.0,27.0,6.0,13.0,14.0,3.0,223.0,12.0,0.0,935.0,42.0,5001.0,633.0,414.0,19.0,38.0,72.0,592.0,15990.0,0.0,323.0,65.0,578.0,23.0,1932.0,,,109.0,246.0,6739.0,18.0
Oklahoma,2011,Big 12,336.0,9.0,14.0,13.0,12.0,13.0,1.0,265.0,16.0,0.0,886.0,41.0,4639.0,583.0,365.0,15.0,29.0,64.0,592.0,14374.0,0.0,234.0,56.0,469.0,30.0,2118.0,,,80.0,194.0,6660.0,29.0
Oklahoma,2012,Big 12,353.0,7.0,11.0,9.0,3.0,13.0,1.0,124.0,11.0,1.0,904.0,35.0,4374.0,571.0,376.0,13.0,30.0,74.0,598.0,25796.0,2.0,387.0,27.0,434.0,30.0,2098.0,,,96.0,185.0,6472.0,20.0
Oklahoma,2013,Big 12,280.0,11.0,16.0,5.0,9.0,13.0,3.0,258.0,11.0,0.0,761.0,33.0,2588.0,383.0,225.0,16.0,24.0,87.0,723.0,25182.0,2.0,326.0,24.0,559.0,19.0,2911.0,,,77.0,195.0,5499.0,16.0
Oklahoma,2014,Big 12,293.0,9.0,15.0,7.0,7.0,13.0,3.0,191.0,17.0,2.0,840.0,37.0,2646.0,386.0,210.0,12.0,17.0,70.0,648.0,24151.0,0.0,93.0,16.0,557.0,40.0,3395.0,,,72.0,178.0,6041.0,24.0
Oklahoma,2015,Big 12,351.0,9.0,17.0,9.0,7.0,13.0,2.0,317.0,9.0,0.0,708.0,33.0,4006.0,439.0,292.0,20.0,38.0,80.0,800.0,23941.0,0.0,165.0,22.0,574.0,32.0,2887.0,,,79.0,181.0,6893.0,18.0
Oklahoma,2016,Big 12,330.0,7.0,13.0,9.0,8.0,13.0,2.0,157.0,8.0,1.0,815.0,36.0,4134.0,384.0,271.0,9.0,43.0,66.0,679.0,25170.0,1.0,122.0,12.0,573.0,30.0,3078.0,25.0,68.0,87.0,169.0,7212.0,17.0
Oklahoma,2017,Big 12,362.0,12.0,23.0,7.0,10.0,14.0,1.0,145.0,6.0,0.0,751.0,40.0,5065.0,433.0,309.0,8.0,47.0,82.0,808.0,26733.0,0.0,95.0,18.0,546.0,33.0,3049.0,23.0,69.0,69.0,162.0,8114.0,13.0
Oklahoma,2018,Big 12,367.0,11.0,16.0,5.0,5.0,14.0,0.0,60.0,7.0,0.0,841.0,37.0,4523.0,400.0,273.0,5.0,43.0,86.0,855.0,24266.0,3.0,285.0,19.0,525.0,42.0,3468.0,29.0,78.0,70.0,139.0,7991.0,12.0
Oklahoma,2019,Big 12,348.0,8.0,12.0,10.0,4.0,14.0,1.0,31.0,9.0,0.0,608.0,35.0,4164.0,381.0,262.0,7.0,36.0,101.0,1038.0,25995.0,1.0,187.0,28.0,565.0,38.0,3361.0,43.0,139.0,77.0,155.0,7525.0,19.0
Oklahoma,2020,Big 12,274.0,8.0,10.0,6.0,3.0,11.0,1.0,215.0,8.0,0.0,391.0,16.0,3465.0,362.0,249.0,16.0,30.0,79.0,721.0,21294.0,0.0,198.0,16.0,419.0,27.0,1977.0,37.0,81.0,55.0,135.0,5442.0,14.0
Oklahoma,2021,Big 12,289.0,11.0,16.0,4.0,14.0,13.0,0.0,104.0,9.0,0.0,244.0,13.0,3425.0,403.0,279.0,11.0,32.0,87.0,733.0,22892.0,0.0,69.0,12.0,448.0,29.0,2438.0,33.0,97.0,63.0,148.0,5863.0,13.0
Oklahoma,2022,Big 12,309.0,11.0,27.0,7.0,8.0,13.0,0.0,131.0,8.0,0.0,481.0,25.0,3310.0,407.0,251.0,17.0,27.0,74.0,652.0,20534.0,0.0,169.0,13.0,580.0,28.0,2859.0,28.0,101.0,80.0,195.0,6169.0,15.0
Oklahoma,2023,Big 12,332.0,13.0,19.0,11.0,6.0,13.0,4.0,344.0,9.0,0.0,442.0,21.0,4223.0,453.0,310.0,20.0,34.0,88.0,756.0,22662.0,1.0,137.0,23.0,521.0,32.0,2368.0,23.0,94.0,87.0,178.0,6591.0,20.0
Oklahoma State,2007,Big 12,310.0,11.0,23.0,12.0,8.0,13.0,2.0,118.0,10.0,0.0,144.0,7.0,3215.0,386.0,229.0,12.0,26.0,94.0,866.0,14742.0,1.0,205.0,35.0,592.0,30.0,3161.0,,,88.0,185.0,6023.0,22.0
Oklahoma State,2008,Big 12,324.0,14.0,20.0,11.0,15.0,13.0,2.0,87.0,10.0,,,,3239.0,326.0,210.0,12.0,25.0,84.0,706.0,14767.0,2.0,368.0,28.0,582.0,38.0,3191.0,,,70.0,154.0,6340.0,21.0
Oklahoma State,2009,Big 12,249.0,10.0,21.0,16.0,12.0,13.0,2.0,136.0,14.0,0.0,1037.0,55.0,2401.0,336.0,196.0,18.0,20.0,96.0,817.0,15873.0,2.0,355.0,38.0,555.0,22.0,2441.0,,,66.0,179.0,4774.0,30.0
Oklahoma State,2010,Big 12,336.0,7.0,15.0,8.0,15.0,13.0,3.0,324.0,14.0,2.0,1261.0,56.0,4615.0,532.0,357.0,19.0,36.0,88.0,825.0,13204.0,3.0,273.0,46.0,450.0,26.0,2267.0,,,76.0,176.0,6763.0,22.0
Oklahoma State,2011,Big 12,337.0,8.0,15.0,10.0,20.0,13.0,1.0,280.0,13.0,2.0,1157.0,52.0,5136.0,595.0,428.0,24.0,40.0,72.0,656.0,12870.0,0.0,79.0,41.0,392.0,36.0,2062.0,,,90.0,184.0,7096.0,23.0
Oklahoma State,2012,Big 12,348.0,7.0,14.0,6.0,11.0,13.0,0.0,146.0,16.0,2.0,1148.0,46.0,4312.0,495.0,312.0,11.0,34.0,83.0,777.0,21229.0,1.0,412.0,36.0,519.0,35.0,2799.0,,,85.0,184.0,7111.0,22.0
Oklahoma State,2013,Big 12,287.0,5.0,11.0,5.0,12.0,13.0,2.0,337.0,13.0,1.0,871.0,38.0,3599.0,484.0,280.0,21.0,26.0,87.0,780.0,20820.0,2.0,403.0,30.0,503.0,35.0,2235.0,,,76.0,197.0,5834.0,18.0
Oklahoma State,2014,Big 12,246.0,8.0,16.0,5.0,2.0,13.0,2.0,155.0,17.0,2.0,1024.0,51.0,3149.0,401.0,222.0,12.0,19.0,79.0,700.0,21763.0,1.0,293.0,31.0,506.0,18.0,1776.0,,,64.0,195.0,4925.0,22.0
Oklahoma State,2015,Big 12,305.0,8.0,10.0,5.0,11.0,13.0,2.0,256.0,10.0,0.0,868.0,42.0,4591.0,517.0,325.0,17.0,35.0,75.0,657.0,23004.0,2.0,160.0,24.0,460.0,25.0,1649.0,,,84.0,194.0,6240.0,15.0
Oklahoma State,2016,Big 12,308.0,5.0,12.0,10.0,11.0,13.0,0.0,150.0,4.0,0.0,557.0,27.0,4211.0,465.0,295.0,14.0,29.0,69.0,643.0,22500.0,0.0,152.0,14.0,491.0,32.0,2221.0,32.0,90.0,77.0,180.0,6432.0,14.0
Oklahoma State,2017,Big 12,360.0,13.0,20.0,11.0,4.0,13.0,2.0,244.0,10.0,0.0,533.0,29.0,5059.0,503.0,325.0,17.0,37.0,66.0,597.0,21927.0,0.0,83.0,17.0,505.0,34.0,2337.0,30.0,95.0,82.0,180.0,7396.0,21.0
Oklahoma State,2018,Big 12,337.0,15.0,24.0,8.0,7.0,13.0,1.0,39.0,13.0,0.0,568.0,29.0,4000.0,491.0,291.0,5.0,33.0,89.0,917.0,21649.0,1.0,123.0,19.0,516.0,30.0,2492.0,39.0,96.0,86.0,192.0,6492.0,21.0
Oklahoma State,2019,Big 12,287.0,11.0,21.0,8.0,11.0,13.0,2.0,121.0,12.0,0.0,540.0,34.0,2916.0,362.0,232.0,12.0,23.0,67.0,612.0,22497.0,0.0,164.0,20.0,562.0,27.0,3019.0,28.0,92.0,73.0,186.0,5935.0,20.0
Oklahoma State,2020,Big 12,261.0,5.0,10.0,6.0,10.0,11.0,1.0,95.0,10.0,1.0,467.0,27.0,2630.0,340.0,207.0,6.0,18.0,73.0,602.0,19744.0,0.0,109.0,19.0,505.0,17.0,2065.0,29.0,88.0,73.0,174.0,4695.0,16.0
Oklahoma State,2021,Big 12,331.0,7.0,13.0,7.0,12.0,14.0,1.0,159.0,13.0,2.0,608.0,22.0,3246.0,447.0,274.0,9.0,23.0,84.0,781.0,25941.0,1.0,68.0,18.0,620.0,27.0,2597.0,57.0,118.0,94.0,220.0,5843.0,20.0
Oklahoma State,2022,Big 12,289.0,5.0,16.0,5.0,6.0,13.0,0.0,104.0,18.0,1.0,779.0,33.0,3634.0,524.0,292.0,13.0,24.0,46.0,436.0,21663.0,1.0,147.0,16.0,476.0,20.0,1633.0,25.0,86.0,72.0,204.0,5267.0,23.0
Oklahoma State,2023,Big 12,303.0,11.0,20.0,6.0,10.0,14.0,1.0,194.0,16.0,0.0,651.0,34.0,3871.0,570.0,344.0,13.0,18.0,70.0,578.0,25144.0,0.0,42.0,12.0,449.0,29.0,2173.0,27.0,83.0,80.0,209.0,6044.0,22.0
Old Dominion,2014,Conference USA,275.0,18.0,30.0,4.0,14.0,12.0,0.0,0.0,16.0,0.0,690.0,43.0,3510.0,458.0,290.0,5.0,30.0,44.0,439.0,19181.0,1.0,112.0,12.0,365.0,22.0,1793.0,,,62.0,149.0,5303.0,20.0
Old Dominion,2015,Conference USA,230.0,8.0,25.0,10.0,10.0,12.0,0.0,114.0,9.0,0.0,951.0,45.0,2634.0,433.0,235.0,8.0,20.0,49.0,437.0,20034.0,0.0,34.0,20.0,401.0,16.0,1821.0,,,62.0,177.0,4455.0,19.0
Old Dominion,2016,Conference USA,273.0,18.0,32.0,4.0,12.0,13.0,1.0,76.0,6.0,0.0,881.0,40.0,3042.0,374.0,220.0,11.0,31.0,66.0,572.0,23143.0,0.0,204.0,22.0,500.0,27.0,2559.0,34.0,81.0,64.0,172.0,5601.0,10.0
Old Dominion,2017,Conference USA,205.0,8.0,25.0,6.0,8.0,12.0,0.0,76.0,14.0,3.0,872.0,34.0,2021.0,350.0,193.0,8.0,9.0,48.0,430.0,20620.0,0.0,210.0,25.0,461.0,17.0,1967.0,31.0,76.0,62.0,180.0,3988.0,20.0
Old Dominion,2018,Conference USA,280.0,17.0,30.0,8.0,5.0,12.0,1.0,200.0,12.0,0.0,712.0,40.0,3557.0,479.0,292.0,9.0,21.0,62.0,595.0,21015.0,1.0,191.0,16.0,425.0,24.0,1569.0,22.0,65.0,64.0,174.0,5126.0,20.0
Old Dominion,2019,Conference USA,203.0,20.0,33.0,7.0,12.0,12.0,0.0,132.0,12.0,0.0,700.0,31.0,2117.0,379.0,207.0,9.0,5.0,71.0,729.0,22126.0,0.0,100.0,14.0,431.0,16.0,1168.0,23.0,93.0,57.0,183.0,3285.0,19.0
Old Dominion,2021,Conference USA,265.0,9.0,21.0,9.0,11.0,13.0,1.0,159.0,14.0,2.0,796.0,34.0,2792.0,420.0,245.0,7.0,15.0,89.0,782.0,22499.0,1.0,303.0,28.0,494.0,22.0,2087.0,25.0,70.0,80.0,191.0,4879.0,23.0
Old Dominion,2022,Sun Belt,189.0,8.0,23.0,11.0,11.0,12.0,1.0,96.0,7.0,0.0,494.0,25.0,2977.0,417.0,237.0,12.0,19.0,83.0,765.0,17374.0,0.0,120.0,15.0,310.0,8.0,1097.0,31.0,74.0,47.0,158.0,4074.0,18.0
Old Dominion,2023,Sun Belt,215.0,7.0,26.0,7.0,10.0,13.0,2.0,275.0,11.0,0.0,501.0,31.0,2532.0,361.0,204.0,11.0,20.0,84.0,788.0,19359.0,0.0,137.0,19.0,474.0,15.0,1996.0,19.0,79.0,69.0,187.0,4528.0,18.0
Ole Miss,2007,SEC,224.0,7.0,21.0,7.0,10.0,12.0,1.0,202.0,20.0,,,,2744.0,391.0,199.0,8.0,17.0,76.0,556.0,12240.0,2.0,134.0,30.0,379.0,8.0,1578.0,,,60.0,159.0,4143.0,27.0
Ole Miss,2008,SEC,255.0,9.0,14.0,11.0,7.0,13.0,1.0,274.0,15.0,,,,2977.0,340.0,190.0,16.0,27.0,66.0,624.0,14367.0,1.0,380.0,51.0,520.0,21.0,2424.0,,,75.0,172.0,5299.0,26.0
Ole Miss,2009,SEC,266.0,10.0,19.0,10.0,11.0,13.0,2.0,253.0,21.0,2.0,1068.0,46.0,2959.0,377.0,205.0,13.0,22.0,71.0,549.0,14651.0,0.0,292.0,46.0,503.0,22.0,2387.0,,,73.0,177.0,5231.0,31.0
Ole Miss,2010,SEC,224.0,16.0,27.0,10.0,12.0,12.0,0.0,63.0,14.0,0.0,1338.0,63.0,2382.0,330.0,185.0,6.0,17.0,68.0,613.0,13447.0,1.0,240.0,35.0,496.0,28.0,2491.0,,,60.0,175.0,4798.0,24.0
Ole Miss,2011,SEC,186.0,7.0,20.0,12.0,7.0,12.0,1.0,153.0,13.0,0.0,1147.0,56.0,2079.0,313.0,155.0,10.0,9.0,80.0,684.0,12487.0,2.0,219.0,32.0,460.0,12.0,1555.0,,,57.0,173.0,3375.0,25.0
Ole Miss,2012,SEC,291.0,13.0,18.0,11.0,13.0,13.0,0.0,199.0,18.0,1.0,861.0,43.0,3249.0,411.0,261.0,15.0,24.0,62.0,480.0,23057.0,0.0,134.0,27.0,551.0,25.0,2260.0,,,90.0,201.0,5509.0,29.0
Ole Miss,2013,SEC,317.0,15.0,28.0,8.0,9.0,13.0,0.0,61.0,13.0,0.0,661.0,35.0,3683.0,490.0,310.0,13.0,24.0,72.0,541.0,23091.0,2.0,113.0,17.0,528.0,22.0,2470.0,,,90.0,197.0,6153.0,21.0
Ole Miss,2014,SEC,265.0,9.0,20.0,10.0,10.0,13.0,3.0,371.0,15.0,0.0,629.0,32.0,3427.0,428.0,258.0,22.0,24.0,69.0,549.0,23220.0,0.0,140.0,23.0,476.0,21.0,2021.0,,,72.0,183.0,5448.0,25.0
Ole Miss,2015,SEC,340.0,7.0,15.0,9.0,8.0,13.0,4.0,356.0,14.0,0.0,602.0,35.0,4351.0,489.0,318.0,15.0,35.0,79.0,702.0,20691.0,0.0,112.0,30.0,463.0,29.0,2380.0,,,70.0,169.0,6731.0,23.0
Ole Miss,2016,SEC,298.0,6.0,16.0,5.0,8.0,12.0,2.0,150.0,14.0,0.0,839.0,37.0,3779.0,483.0,289.0,8.0,27.0,59.0,520.0,18673.0,0.0,60.0,10.0,422.0,17.0,1793.0,20.0,68.0,68.0,169.0,5572.0,19.0
Ole Miss,2017,SEC,255.0,4.0,10.0,5.0,5.0,12.0,0.0,104.0,13.0,1.0,939.0,43.0,3941.0,434.0,281.0,8.0,28.0,91.0,749.0,18155.0,0.0,47.0,8.0,370.0,19.0,1607.0,29.0,75.0,59.0,156.0,5548.0,18.0
Ole Miss,2018,SEC,288.0,8.0,15.0,5.0,8.0,12.0,1.0,116.0,9.0,1.0,438.0,21.0,4157.0,440.0,282.0,7.0,21.0,88.0,803.0,18969.0,0.0,36.0,11.0,418.0,24.0,1971.0,23.0,86.0,55.0,157.0,6128.0,14.0
Ole Miss,2019,SEC,271.0,17.0,31.0,9.0,10.0,12.0,0.0,44.0,5.0,1.0,404.0,25.0,2328.0,331.0,186.0,10.0,11.0,59.0,585.0,20326.0,0.0,87.0,15.0,559.0,29.0,3012.0,52.0,108.0,67.0,182.0,5340.0,14.0
Ole Miss,2020,SEC,276.0,22.0,33.0,4.0,7.0,10.0,0.0,50.0,14.0,0.0,328.0,17.0,3450.0,335.0,238.0,6.0,30.0,60.0,516.0,16700.0,0.0,51.0,7.0,461.0,23.0,2116.0,16.0,47.0,70.0,141.0,5566.0,18.0
Ole Miss,2021,SEC,338.0,31.0,49.0,5.0,11.0,13.0,1.0,100.0,7.0,0.0,429.0,22.0,3573.0,429.0,286.0,11.0,21.0,117.0,978.0,21443.0,0.0,93.0,8.0,588.0,33.0,2829.0,39.0,80.0,73.0,191.0,6402.0,12.0
Ole Miss,2022,SEC,327.0,17.0,35.0,9.0,22.0,13.0,0.0,34.0,11.0,0.0,447.0,26.0,3118.0,386.0,239.0,8.0,22.0,88.0,821.0,20590.0,0.0,111.0,17.0,614.0,33.0,3335.0,33.0,74.0,88.0,187.0,6453.0,20.0
Ole Miss,2023,SEC,305.0,25.0,36.0,1.0,5.0,13.0,0.0,145.0,6.0,0.0,309.0,21.0,3713.0,395.0,256.0,13.0,26.0,93.0,768.0,21639.0,1.0,117.0,14.0,535.0,29.0,2294.0,35.0,82.0,65.0,176.0,6007.0,7.0
Oregon,2007,Pac-10,321.0,6.0,14.0,14.0,14.0,13.0,2.0,295.0,10.0,,,,2990.0,413.0,244.0,20.0,26.0,79.0,715.0,13513.0,0.0,287.0,49.0,615.0,32.0,3272.0,,,88.0,207.0,6078.0,24.0
Oregon,2008,Pac-10,302.0,8.0,20.0,14.0,16.0,13.0,3.0,236.0,12.0,,,,2783.0,374.0,204.0,16.0,20.0,91.0,792.0,12053.0,1.0,363.0,41.0,585.0,47.0,3641.0,,,72.0,182.0,6303.0,26.0
Oregon,2009,Pac-10,263.0,15.0,22.0,16.0,11.0,13.0,2.0,159.0,7.0,1.0,1395.0,57.0,2470.0,338.0,197.0,14.0,16.0,95.0,815.0,13584.0,2.0,336.0,42.0,547.0,38.0,3012.0,,,59.0,168.0,5356.0,23.0
Oregon,2010,Pac-10,344.0,22.0,34.0,15.0,16.0,13.0,2.0,231.0,9.0,0.0,984.0,46.0,3235.0,395.0,248.0,21.0,31.0,93.0,798.0,13250.0,5.0,679.0,53.0,630.0,42.0,3717.0,,,83.0,185.0,6895.0,24.0
