name,team,year,games,wins,losses,cumulative_wins,cumulative_games,career_win_pct
Urban Meyer,Utah,2003,12,10,2,27,35,0.7714285714285715
Mike Leach,Texas Tech,2003,13,8,5,31,52,0.5961538461538461
Jim Grobe,Wake Forest,2003,12,5,7,51,103,0.49514563106796117
Fitz Hill,San José State,2003,11,3,8,12,36,0.3333333333333333
Brian Knorr,Ohio,2003,12,2,10,7,35,0.2
Dirk Koetter,Arizona State,2003,12,5,7,43,73,0.589041095890411
Rickey Bustle,Louisiana,2003,12,4,8,7,24,0.2916666666666667
John Smith,Michigan State,2003,13,8,5,65,109,0.5963302752293578
Jeff Bower,Southern Mississippi,2003,13,9,4,88,152,0.5789473684210527
Guy Morriss,Baylor,2003,12,3,9,12,35,0.34285714285714286
John Mumford,Army,2003,7,0,7,0,7,0.0
Steve Kragthorpe,Tulsa,2003,13,8,5,8,13,0.6153846153846154
Dennis Franchione,Texas A&M,2003,12,4,8,79,141,0.5602836879432624
Ron Zook,Florida,2003,13,8,5,16,26,0.6153846153846154
Mike Shula,Alabama,2003,13,4,9,4,13,0.3076923076923077
Ted Roof,Duke,2003,5,2,3,2,5,0.4
Gary Darnell,Western Michigan,2003,12,5,7,48,88,0.5454545454545454
Alan Gooch,UCF,2003,2,0,2,0,2,0.0
Rick Minter,Cincinnati,2003,12,5,7,53,117,0.452991452991453
Kirk Ferentz,Iowa,2003,13,10,3,32,61,0.5245901639344263
Larry Coker,Miami,2003,13,11,2,35,38,0.9210526315789473
Gerry DiNardo,Indiana,2003,12,2,10,56,126,0.4444444444444444
Nick Saban,LSU,2003,14,13,1,82,122,0.6721311475409836
John Bunting,North Carolina,2003,12,2,10,13,37,0.35135135135135137
Bill Doba,Washington State,2003,13,10,3,10,13,0.7692307692307693
Les Miles,Oklahoma State,2003,13,9,4,21,37,0.5675675675675675
Mike Kruczek,UCF,2003,10,3,7,36,66,0.5454545454545454
Terry Hoeppner,Miami (OH),2003,14,13,1,40,60,0.6666666666666666
Joe Glenn,Wyoming,2003,12,4,8,4,12,0.3333333333333333
Bobby Petrino,Louisville,2003,13,9,4,9,13,0.6923076923076923
Bobby Johnson,Vanderbilt,2003,12,2,10,4,24,0.16666666666666666
Watson Brown,UAB,2003,12,5,7,60,178,0.33707865168539325
Phillip Fulmer,Tennessee,2003,13,10,3,112,141,0.7943262411347518
Jackie Sherrill,Mississippi State,2003,12,2,10,179,304,0.5888157894736842
Paul Johnson,Navy,2003,13,8,5,10,25,0.4
Chris Scelfo,Tulane,2003,12,5,7,25,59,0.423728813559322
Bobby Bowden,Florida State,2003,13,10,3,310,408,0.7598039215686274
Andy McCollum,Middle Tennessee,2003,12,4,8,25,57,0.43859649122807015
Mike Riley,Oregon State,2003,13,8,5,16,35,0.45714285714285713
Mark Richt,Georgia,2003,14,11,3,32,40,0.8
Tyrone Willingham,Notre Dame,2003,12,5,7,59,106,0.5566037735849056
Houston Nutt,Arkansas,2003,13,9,4,52,86,0.6046511627906976
Lloyd Carr,Michigan,2003,13,10,3,86,112,0.7678571428571429
Tom O'Brien,Boston College,2003,13,8,5,48,84,0.5714285714285714
Art Briles,Houston,2003,13,7,6,7,13,0.5384615384615384
Frank Beamer,Virginia Tech,2003,13,8,5,125,201,0.6218905472636815
Bobby Wallace,Temple,2003,12,1,11,17,68,0.25
Brady Hoke,Ball State,2003,12,4,8,4,12,0.3333333333333333
Jim Hofher,Buffalo,2003,12,1,11,5,35,0.14285714285714285
Chan Gailey,Georgia Tech,2003,13,7,6,14,26,0.5384615384615384
Darrell Dickey,North Texas,2003,13,9,4,30,71,0.4225352112676056
Dan McCarney,Iowa State,2003,12,2,10,38,105,0.3619047619047619
Lou Holtz,South Carolina,2003,12,5,7,243,377,0.6445623342175066
Bill Snyder,Kansas State,2003,15,11,4,127,183,0.6939890710382514
Randy Walker,Northwestern,2003,13,6,7,82,158,0.5189873417721519
Todd Berry,Army,2003,6,0,6,5,40,0.125
Pete Carroll,USC,2003,13,12,1,29,38,0.7631578947368421
Les Miles,Oklahoma State,2004,12,7,5,28,49,0.5714285714285714
Tom O'Brien,Boston College,2004,12,9,3,57,96,0.59375
Joe Tiller,Purdue,2004,12,7,5,101,169,0.5976331360946746
Andy McCollum,Middle Tennessee,2004,11,5,6,30,68,0.4411764705882353
Lou Holtz,South Carolina,2004,11,6,5,249,388,0.6417525773195877
John Bunting,North Carolina,2004,12,6,6,19,49,0.3877551020408163
George O'Leary,UCF,2004,11,0,11,52,96,0.5416666666666666
John Smith,Michigan State,2004,12,5,7,70,121,0.5785123966942148
Dennis Franchione,Texas A&M,2004,12,7,5,86,153,0.5620915032679739
Watson Brown,UAB,2004,12,7,5,67,190,0.3526315789473684
Mick Dennehy,Utah State,2004,11,3,8,19,56,0.3392857142857143
Guy Morriss,Baylor,2004,11,3,8,15,46,0.32608695652173914
Dan McCarney,Iowa State,2004,12,7,5,45,117,0.38461538461538464
Glen Mason,Minnesota,2004,12,7,5,110,220,0.5
Ron Zook,Florida,2004,11,7,4,23,37,0.6216216216216216
Rickey Bustle,Louisiana,2004,11,4,7,11,35,0.3142857142857143
Paul Johnson,Navy,2004,12,10,2,20,37,0.5405405405405406
Lloyd Carr,Michigan,2004,12,9,3,95,124,0.7661290322580645
Jim Grobe,Wake Forest,2004,11,4,7,55,114,0.4824561403508772
Mike Shula,Alabama,2004,12,6,6,10,25,0.4
Joe Novak,Northern Illinois,2004,12,9,3,47,102,0.46078431372549017
Sylvester Croom,Mississippi State,2004,11,3,8,3,11,0.2727272727272727
Tom Craft,San Diego State,2004,11,4,7,14,36,0.3888888888888889
Pete Carroll,USC,2004,13,13,0,42,51,0.8235294117647058
Larry Blakeney,Troy,2004,12,7,5,24,47,0.5106382978723404
Paul Pasqualoni,Syracuse,2004,12,6,6,107,167,0.6407185628742516
Mark Mangino,Kansas,2004,11,4,7,12,36,0.3333333333333333
Nick Holt,Idaho,2004,12,3,9,3,12,0.25
Joe Glenn,Wyoming,2004,12,7,5,11,24,0.4583333333333333
Bill Snyder,Kansas State,2004,11,4,7,131,194,0.6752577319587629
Jim Tressel,Ohio State,2004,12,8,4,40,51,0.7843137254901961
Darrell Dickey,North Texas,2004,12,7,5,37,83,0.4457831325301205
Joe Paterno,Penn State,2004,11,4,7,343,462,0.7424242424242424
Randy Edsall,Connecticut,2004,12,8,4,28,58,0.4827586206896552
Buddy Teevens,Stanford,2004,11,4,7,20,89,0.2247191011235955
Al Groh,Virginia,2004,12,8,4,56,117,0.47863247863247865
Bobby Johnson,Vanderbilt,2004,11,2,9,6,35,0.17142857142857143
Doug Martin,Kent State,2004,11,5,6,5,11,0.45454545454545453
Tommy Tuberville,Auburn,2004,13,13,0,76,120,0.6333333333333333
Gary Crowton,BYU,2004,11,5,6,47,83,0.5662650602409639
Bill Callahan,Nebraska,2004,11,5,6,5,11,0.45454545454545453
Karl Dorrell,UCLA,2004,12,6,6,12,25,0.48
John Thompson,East Carolina,2004,11,2,9,3,23,0.13043478260869565
Keith Gilbertson,Washington,2004,11,1,10,27,69,0.391304347826087
Gary Patterson,TCU,2004,11,5,6,32,49,0.6530612244897959
Ron Turner,Illinois,2004,11,3,8,42,103,0.4077669902912621
Charlie Weatherbie,Louisiana Monroe,2004,11,5,6,51,132,0.38636363636363635
Jeff Tedford,California,2004,12,10,2,25,38,0.6578947368421053
Urban Meyer,Utah,2004,12,12,0,39,47,0.8297872340425532
Gary Barnett,Colorado,2004,13,8,5,77,156,0.4935897435897436
Houston Nutt,Arkansas,2004,11,5,6,57,97,0.5876288659793815
Walt Harris,Pittsburgh,2004,12,8,4,63,131,0.48091603053435117
Bob Pruett,Marshall,2004,12,6,6,79,102,0.7745098039215687
Brian Kelly,Central Michigan,2004,11,4,7,4,11,0.36363636363636365
Mike Price,UTEP,2004,12,8,4,91,173,0.5260115606936416
Charlie Strong,Florida,2004,1,0,1,0,1,0.0
Ralph Friedgen,Maryland,2004,11,5,6,36,50,0.72
Chan Gailey,Georgia Tech,2004,12,7,5,21,38,0.5526315789473685
Pat Hill,Fresno State,2004,12,9,3,64,102,0.6274509803921569
Phillip Fulmer,Tennessee,2004,13,10,3,122,154,0.7922077922077922
Kyle Whittingham,Utah,2004,1,1,0,1,1,1.0
Tony Samuel,New Mexico State,2004,11,5,6,34,91,0.37362637362637363
Gregg Brandon,Bowling Green,2004,12,9,3,20,26,0.7692307692307693
Rich Rodriguez,West Virginia,2004,12,8,4,28,49,0.5714285714285714
Sonny Lubick,Colorado State,2004,11,4,7,95,146,0.6506849315068494
Howard Schnellenberger,Florida Atlantic,2004,12,9,3,109,192,0.5677083333333334
Mike Riley,Oregon State,2004,12,7,5,23,47,0.48936170212765956
Mike Stoops,Arizona,2004,11,3,8,3,11,0.2727272727272727
Bobby Petrino,Louisville,2004,12,11,1,20,25,0.8
Tom Amstutz,Toledo,2004,13,9,4,36,51,0.7058823529411765
Chuck Amato,NC State,2004,11,5,6,39,62,0.6290322580645161
Rocky Long,New Mexico,2004,12,7,5,40,85,0.47058823529411764
John Robinson,UNLV,2004,11,2,9,132,213,0.6197183098591549
Barry Alvarez,Wisconsin,2004,12,9,3,107,182,0.5879120879120879
Mark Dantonio,Cincinnati,2004,12,7,5,7,12,0.5833333333333334
Steve Roberts,Arkansas State,2004,11,3,8,14,36,0.3888888888888889
J.D. Brookhart,Akron,2004,11,6,5,6,11,0.5454545454545454
Jack Bicknell,Louisiana Tech,2004,12,6,6,92,186,0.4946236559139785
Phil Bennett,SMU,2004,11,3,8,6,35,0.17142857142857143
Terry Hoeppner,Miami (OH),2004,13,8,5,48,73,0.6575342465753424
Mike Bellotti,Oregon,2004,11,5,6,80,120,0.6666666666666666
Jim Hofher,Buffalo,2004,11,2,9,7,46,0.15217391304347827
Bob Stoops,Oklahoma,2004,13,12,1,67,79,0.8481012658227848
Dan Hawkins,Boise State,2004,12,11,1,44,51,0.8627450980392157
Tommy Bowden,Clemson,2004,11,6,5,62,95,0.6526315789473685
Brady Hoke,Ball State,2004,11,2,9,6,23,0.2608695652173913
Greg Schiano,Rutgers,2004,11,4,7,12,46,0.2608695652173913
Don Strock,Florida International,2004,10,3,7,3,10,0.3
Chris Scelfo,Tulane,2004,11,5,6,30,70,0.42857142857142855
Jim Leavitt,South Florida,2004,11,4,7,35,55,0.6363636363636364
Mike Leach,Texas Tech,2004,12,8,4,39,64,0.609375
Ken Hatfield,Rice,2004,11,3,8,167,301,0.5548172757475083
Tyrone Willingham,Notre Dame,2004,11,6,5,65,117,0.5555555555555556
Steve Kragthorpe,Tulsa,2004,12,4,8,12,25,0.48
Bobby Ross,Army,2004,11,2,9,96,183,0.5245901639344263
Jeff Genyk,Eastern Michigan,2004,11,4,7,4,11,0.36363636363636365
Fisher DeBerry,Air Force,2004,11,5,6,161,256,0.62890625
Fitz Hill,San José State,2004,11,2,9,14,47,0.2978723404255319
Bobby Wallace,Temple,2004,11,2,9,19,79,0.24050632911392406
Tommy West,Memphis,2004,12,8,4,56,107,0.5233644859813084
Mark Richt,Georgia,2004,12,10,2,42,52,0.8076923076923077
Art Briles,Houston,2004,11,3,8,10,24,0.4166666666666667
Bobby Bowden,Florida State,2004,12,9,3,319,420,0.7595238095238095
Ted Roof,Duke,2004,11,2,9,4,16,0.25
Frank Beamer,Virginia Tech,2004,13,10,3,135,214,0.6308411214953271
Kirk Ferentz,Iowa,2004,12,10,2,42,73,0.5753424657534246
Jeff Bower,Southern Mississippi,2004,12,7,5,95,164,0.5792682926829268
Gary Pinkel,Missouri,2004,11,5,6,95,160,0.59375
Larry Coker,Miami,2004,12,9,3,44,50,0.88
June Jones,Hawai'i,2004,13,8,5,48,78,0.6153846153846154
Rich Brooks,Kentucky,2004,11,2,9,97,227,0.42731277533039647
Randy Walker,Northwestern,2004,12,6,6,88,170,0.5176470588235295
Gary Darnell,Western Michigan,2004,11,1,10,49,99,0.494949494949495
David Cutcliffe,Ole Miss,2004,11,4,7,44,73,0.6027397260273972
Chris Ault,Nevada,2004,12,5,7,30,47,0.6382978723404256
Brian Knorr,Ohio,2004,11,4,7,11,46,0.2391304347826087
Dirk Koetter,Arizona State,2004,12,9,3,52,85,0.611764705882353
Nick Saban,LSU,2004,12,9,3,91,134,0.6791044776119403
Gerry DiNardo,Indiana,2004,11,3,8,59,137,0.4306569343065693
Bill Doba,Washington State,2004,11,5,6,15,24,0.625
Mack Brown,Texas,2004,12,11,1,150,239,0.6276150627615062
Terry Hoeppner,Indiana,2005,11,4,7,52,84,0.6190476190476191
Lloyd Carr,Michigan,2005,12,7,5,102,136,0.75
Andy McCollum,Middle Tennessee,2005,11,4,7,34,79,0.43037974683544306
Art Briles,Houston,2005,12,6,6,16,36,0.4444444444444444
Jim Hofher,Buffalo,2005,11,1,10,8,57,0.14035087719298245
Mike Stoops,Arizona,2005,11,3,8,6,22,0.2727272727272727
Pete Carroll,USC,2005,13,12,1,54,64,0.84375
Darrell Dickey,North Texas,2005,11,2,9,39,94,0.4148936170212766
Brent Guy,Utah State,2005,11,3,8,3,11,0.2727272727272727
Tom O'Brien,Boston College,2005,12,9,3,66,108,0.6111111111111112
Don Strock,Florida International,2005,11,5,6,8,21,0.38095238095238093
Bill Snyder,Kansas State,2005,11,5,6,136,205,0.6634146341463415
Bobby Wallace,Temple,2005,11,0,11,19,90,0.2111111111111111
Kyle Whittingham,Utah,2005,12,7,5,8,13,0.6153846153846154
Randy Edsall,Connecticut,2005,11,5,6,33,69,0.4782608695652174
Bobby Bowden,Florida State,2005,13,8,5,327,433,0.7551963048498845
Charlie Weatherbie,Louisiana Monroe,2005,11,5,6,56,143,0.3916083916083916
Bobby Johnson,Vanderbilt,2005,11,5,6,11,46,0.2391304347826087
Mike Riley,Oregon State,2005,11,5,6,28,58,0.4827586206896552
Brady Hoke,Ball State,2005,11,4,7,10,34,0.29411764705882354
Houston Nutt,Arkansas,2005,11,4,7,61,108,0.5648148148148148
Mark Richt,Georgia,2005,13,10,3,52,65,0.8
Mike Shula,Alabama,2005,12,10,2,20,37,0.5405405405405406
Greg Robinson,Syracuse,2005,11,1,10,1,11,0.09090909090909091
Sylvester Croom,Mississippi State,2005,11,3,8,6,22,0.2727272727272727
Jim Grobe,Wake Forest,2005,11,4,7,59,125,0.472
Bill Doba,Washington State,2005,11,4,7,19,35,0.5428571428571428
Mark Dantonio,Cincinnati,2005,11,4,7,11,23,0.4782608695652174
Les Miles,LSU,2005,13,11,2,39,62,0.6290322580645161
John Bunting,North Carolina,2005,11,5,6,24,60,0.4
Larry Coker,Miami,2005,12,9,3,53,62,0.8548387096774194
Kirk Ferentz,Iowa,2005,12,7,5,49,85,0.5764705882352941
Ted Roof,Duke,2005,11,1,10,5,27,0.18518518518518517
Ron Zook,Illinois,2005,11,2,9,25,48,0.5208333333333334
Shane Montgomery,Miami (OH),2005,11,7,4,7,11,0.6363636363636364
Steve Kragthorpe,Tulsa,2005,13,9,4,21,38,0.5526315789473685
Dennis Franchione,Texas A&M,2005,11,5,6,91,164,0.5548780487804879
Hal Mumme,New Mexico State,2005,12,0,12,20,58,0.3448275862068966
Bobby Ross,Army,2005,11,4,7,100,194,0.5154639175257731
Guy Morriss,Baylor,2005,11,5,6,20,57,0.3508771929824561
Jeff Bower,Southern Mississippi,2005,12,7,5,102,176,0.5795454545454546
John Smith,Michigan State,2005,11,5,6,75,132,0.5681818181818182
Rickey Bustle,Louisiana,2005,11,6,5,17,46,0.3695652173913043
Dirk Koetter,Arizona State,2005,12,7,5,59,97,0.6082474226804123
Charlie Weis,Notre Dame,2005,12,9,3,9,12,0.75
Urban Meyer,Florida,2005,12,9,3,48,59,0.8135593220338984
Mike Leach,Texas Tech,2005,12,9,3,48,76,0.631578947368421
Rich Rodriguez,West Virginia,2005,12,11,1,39,61,0.639344262295082
Steve Roberts,Arkansas State,2005,12,6,6,20,48,0.4166666666666667
Phil Bennett,SMU,2005,11,5,6,11,46,0.2391304347826087
Dick Tomey,San José State,2005,11,3,8,161,286,0.5629370629370629
Mike Bellotti,Oregon,2005,12,10,2,90,132,0.6818181818181818
Mike Gundy,Oklahoma State,2005,11,4,7,4,11,0.36363636363636365
Mike Sanford,UNLV,2005,11,2,9,2,11,0.18181818181818182
Joe Glenn,Wyoming,2005,11,4,7,15,35,0.42857142857142855
Bob Stoops,Oklahoma,2005,12,8,4,75,91,0.8241758241758241
Tommy Bowden,Clemson,2005,12,8,4,70,107,0.6542056074766355
Joe Novak,Northern Illinois,2005,12,7,5,54,114,0.47368421052631576
Jim Tressel,Ohio State,2005,12,10,2,50,63,0.7936507936507936
Jim Leavitt,South Florida,2005,12,6,6,41,67,0.6119402985074627
Bronco Mendenhall,BYU,2005,12,6,6,6,12,0.5
Dave Wannstedt,Pittsburgh,2005,11,5,6,5,11,0.45454545454545453
Tommy Tuberville,Auburn,2005,12,9,3,85,132,0.6439393939393939
Pat Hill,Fresno State,2005,13,8,5,72,115,0.6260869565217392
Bill Cubit,Western Michigan,2005,11,7,4,7,11,0.6363636363636364
Bill Callahan,Nebraska,2005,12,8,4,13,23,0.5652173913043478
Karl Dorrell,UCLA,2005,12,10,2,22,37,0.5945945945945946
Gregg Brandon,Bowling Green,2005,11,6,5,26,37,0.7027027027027027
Al Groh,Virginia,2005,12,7,5,63,129,0.4883720930232558
Chris Scelfo,Tulane,2005,11,2,9,32,81,0.3950617283950617
Bobby Petrino,Louisville,2005,12,9,3,29,37,0.7837837837837838
Tyrone Willingham,Washington,2005,11,2,9,67,128,0.5234375
Skip Holtz,East Carolina,2005,11,5,6,5,11,0.45454545454545453
Ralph Friedgen,Maryland,2005,11,5,6,41,61,0.6721311475409836
Joe Tiller,Purdue,2005,11,5,6,106,180,0.5888888888888889
Chuck Amato,NC State,2005,12,7,5,46,74,0.6216216216216216
Ed Orgeron,Ole Miss,2005,11,3,8,3,11,0.2727272727272727
Jeff Tedford,California,2005,12,8,4,33,50,0.66
Greg Schiano,Rutgers,2005,12,7,5,19,58,0.3275862068965517
Frank Solich,Ohio,2005,11,4,7,62,88,0.7045454545454546
Mark Snyder,Marshall,2005,11,4,7,4,11,0.36363636363636365
Gary Pinkel,Missouri,2005,12,7,5,102,172,0.5930232558139535
Tom Craft,San Diego State,2005,12,5,7,19,48,0.3958333333333333
Glen Mason,Minnesota,2005,12,7,5,117,232,0.5043103448275862
J.D. Brookhart,Akron,2005,13,7,6,13,24,0.5416666666666666
Rich Brooks,Kentucky,2005,11,3,8,100,238,0.42016806722689076
Mack Brown,Texas,2005,13,13,0,163,252,0.6468253968253969
Sonny Lubick,Colorado State,2005,12,6,6,101,158,0.6392405063291139
Joe Paterno,Penn State,2005,12,11,1,354,474,0.7468354430379747
Howard Schnellenberger,Florida Atlantic,2005,11,2,9,111,203,0.5467980295566502
Jack Bicknell,Louisiana Tech,2005,11,7,4,99,197,0.5025380710659898
Ken Hatfield,Rice,2005,11,1,10,168,312,0.5384615384615384
Chris Ault,Nevada,2005,12,9,3,39,59,0.6610169491525424
Larry Blakeney,Troy,2005,11,4,7,28,58,0.4827586206896552
Rocky Long,New Mexico,2005,11,6,5,46,96,0.4791666666666667
Doug Martin,Kent State,2005,11,1,10,6,22,0.2727272727272727
Brian Kelly,Central Michigan,2005,11,6,5,10,22,0.45454545454545453
Mike Price,UTEP,2005,12,8,4,99,185,0.5351351351351351
Steve Spurrier,South Carolina,2005,12,7,5,149,196,0.7602040816326531
Dan Hawkins,Boise State,2005,13,9,4,53,64,0.828125
Gary Barnett,Colorado,2005,12,7,5,84,168,0.5
Nick Holt,Idaho,2005,11,2,9,5,23,0.21739130434782608
Barry Alvarez,Wisconsin,2005,13,10,3,117,195,0.6
Tommy West,Memphis,2005,12,7,5,63,119,0.5294117647058824
Gary Patterson,TCU,2005,12,11,1,43,61,0.7049180327868853
Tom Amstutz,Toledo,2005,12,9,3,45,63,0.7142857142857143
Watson Brown,UAB,2005,11,5,6,72,201,0.3582089552238806
June Jones,Hawai'i,2005,12,5,7,53,90,0.5888888888888889
Fisher DeBerry,Air Force,2005,11,4,7,165,267,0.6179775280898876
Frank Beamer,Virginia Tech,2005,13,11,2,146,227,0.6431718061674009
Paul Johnson,Navy,2005,12,8,4,28,49,0.5714285714285714
Phillip Fulmer,Tennessee,2005,11,5,6,127,165,0.7696969696969697
Walt Harris,Stanford,2005,11,5,6,68,142,0.4788732394366197
George O'Leary,UCF,2005,13,8,5,60,109,0.5504587155963303
Jeff Genyk,Eastern Michigan,2005,11,4,7,8,22,0.36363636363636365
Dan McCarney,Iowa State,2005,12,7,5,52,129,0.40310077519379844
Mark Mangino,Kansas,2005,12,7,5,19,48,0.3958333333333333
Chan Gailey,Georgia Tech,2005,12,7,5,28,50,0.56
Randy Walker,Northwestern,2005,12,7,5,95,182,0.521978021978022
John Bunting,North Carolina,2006,12,3,9,27,72,0.375
Chris Ault,Nevada,2006,13,8,5,47,72,0.6527777777777778
Gregg Brandon,Bowling Green,2006,12,4,8,30,49,0.6122448979591837
Guy Morriss,Baylor,2006,12,4,8,24,69,0.34782608695652173
Larry Blakeney,Troy,2006,13,8,5,36,71,0.5070422535211268
Dennis Franchione,Texas A&M,2006,13,9,4,100,177,0.5649717514124294
Rocky Long,New Mexico,2006,13,6,7,52,109,0.47706422018348627
Bill Cubit,Western Michigan,2006,13,8,5,15,24,0.625
Al Golden,Temple,2006,12,1,11,1,12,0.08333333333333333
June Jones,Hawai'i,2006,14,11,3,64,104,0.6153846153846154
Bill Callahan,Nebraska,2006,14,9,5,22,37,0.5945945945945946
Fisher DeBerry,Air Force,2006,12,4,8,169,279,0.6057347670250897
Karl Dorrell,UCLA,2006,13,7,6,29,50,0.58
Tommy Tuberville,Auburn,2006,13,11,2,96,145,0.6620689655172414
Pat Hill,Fresno State,2006,12,4,8,76,127,0.5984251968503937
Dave Wannstedt,Pittsburgh,2006,12,6,6,11,23,0.4782608695652174
Steve Kragthorpe,Tulsa,2006,13,8,5,29,51,0.5686274509803921
Ted Roof,Duke,2006,12,0,12,5,39,0.1282051282051282
Tommy West,Memphis,2006,12,2,10,65,131,0.4961832061068702
Rickey Bustle,Louisiana,2006,12,6,6,23,58,0.39655172413793105
Shane Montgomery,Miami (OH),2006,12,2,10,9,23,0.391304347826087
Mike Price,UTEP,2006,12,5,7,104,197,0.5279187817258884
Ron Prince,Kansas State,2006,13,7,6,7,13,0.5384615384615384
Tommy Bowden,Clemson,2006,13,8,5,78,120,0.65
Charlie Weis,Notre Dame,2006,13,10,3,19,25,0.76
Chuck Long,San Diego State,2006,12,3,9,3,12,0.25
Bronco Mendenhall,BYU,2006,13,11,2,17,25,0.68
Bill Doba,Washington State,2006,12,6,6,25,47,0.5319148936170213
John Smith,Michigan State,2006,12,4,8,79,144,0.5486111111111112
Bobby Petrino,Louisville,2006,13,12,1,41,50,0.82
Rich Rodriguez,West Virginia,2006,13,11,2,50,74,0.6756756756756757
Frank Solich,Ohio,2006,14,9,5,71,102,0.696078431372549
Hal Mumme,New Mexico State,2006,12,4,8,24,70,0.34285714285714286
Chan Gailey,Georgia Tech,2006,14,9,5,37,64,0.578125
Dirk Koetter,Arizona State,2006,13,7,6,66,110,0.6
Gary Patterson,TCU,2006,13,11,2,54,74,0.7297297297297297
Brian Kelly,Cincinnati,2006,1,1,0,11,23,0.4782608695652174
Todd Graham,Rice,2006,13,7,6,7,13,0.5384615384615384
Jeff Genyk,Eastern Michigan,2006,12,1,11,9,34,0.2647058823529412
Joe Glenn,Wyoming,2006,12,6,6,21,47,0.44680851063829785
Walt Harris,Stanford,2006,12,1,11,69,154,0.44805194805194803
Les Miles,LSU,2006,13,11,2,50,75,0.6666666666666666
Gary Pinkel,Missouri,2006,13,8,5,110,185,0.5945945945945946
Jeff Tedford,California,2006,13,10,3,43,63,0.6825396825396826
Larry Coker,Miami,2006,13,7,6,60,75,0.8
Mark Dantonio,Cincinnati,2006,12,7,5,18,35,0.5142857142857142
Rick Stockstill,Middle Tennessee,2006,13,7,6,7,13,0.5384615384615384
Sonny Lubick,Colorado State,2006,12,4,8,105,170,0.6176470588235294
Bobby Ross,Army,2006,12,3,9,103,206,0.5
Jim Grobe,Wake Forest,2006,14,11,3,70,139,0.5035971223021583
Jeff Bower,Southern Mississippi,2006,14,9,5,111,190,0.5842105263157895
Howard Schnellenberger,Florida Atlantic,2006,12,5,7,116,215,0.5395348837209303
Ron Zook,Illinois,2006,12,2,10,27,60,0.45
Joe Paterno,Penn State,2006,13,9,4,363,487,0.7453798767967146
Chris Petersen,Boise State,2006,13,13,0,13,13,1.0
Kirk Ferentz,Iowa,2006,13,6,7,55,98,0.5612244897959183
Mike Leach,Texas Tech,2006,13,8,5,56,89,0.6292134831460674
Rich Brooks,Kentucky,2006,13,8,5,108,251,0.4302788844621514
Urban Meyer,Florida,2006,14,13,1,61,73,0.8356164383561644
Watson Brown,UAB,2006,12,3,9,75,213,0.352112676056338
Mark Mangino,Kansas,2006,12,6,6,25,60,0.4166666666666667
Chuck Amato,NC State,2006,12,3,9,49,86,0.5697674418604651
Kyle Whittingham,Utah,2006,13,8,5,16,26,0.6153846153846154
Don Strock,Florida International,2006,12,0,12,8,33,0.24242424242424243
Ed Orgeron,Ole Miss,2006,12,4,8,7,23,0.30434782608695654
Pete Carroll,USC,2006,13,11,2,65,77,0.8441558441558441
Dennis Erickson,Idaho,2006,12,4,8,116,167,0.6946107784431138
Glen Mason,Minnesota,2006,13,6,7,123,245,0.5020408163265306
Mark Snyder,Marshall,2006,12,5,7,9,23,0.391304347826087
Terry Hoeppner,Indiana,2006,12,5,7,57,96,0.59375
Lloyd Carr,Michigan,2006,13,11,2,113,149,0.7583892617449665
Greg Robinson,Syracuse,2006,12,4,8,5,23,0.21739130434782608
Greg Schiano,Rutgers,2006,13,11,2,30,71,0.4225352112676056
Ralph Friedgen,Maryland,2006,13,9,4,50,74,0.6756756756756757
J.D. Brookhart,Akron,2006,12,5,7,18,36,0.5
Mike Shula,Alabama,2006,13,6,7,26,50,0.52
Mike Riley,Oregon State,2006,14,10,4,38,72,0.5277777777777778
Skip Holtz,East Carolina,2006,13,7,6,12,24,0.5
Joe Tiller,Purdue,2006,14,8,6,114,194,0.5876288659793815
Houston Nutt,Arkansas,2006,14,10,4,71,122,0.5819672131147541
Art Briles,Houston,2006,14,10,4,26,50,0.52
Frank Beamer,Virginia Tech,2006,13,10,3,156,240,0.65
Brent Guy,Utah State,2006,12,1,11,4,23,0.17391304347826086
Paul Johnson,Navy,2006,13,9,4,37,62,0.5967741935483871
Tom O'Brien,Boston College,2006,12,9,3,75,120,0.625
Mark Richt,Georgia,2006,13,9,4,61,78,0.782051282051282
Phillip Fulmer,Tennessee,2006,13,9,4,136,178,0.7640449438202247
Joe Novak,Northern Illinois,2006,13,7,6,61,127,0.48031496062992124
Randy Edsall,Connecticut,2006,12,4,8,37,81,0.4567901234567901
George O'Leary,UCF,2006,12,4,8,64,121,0.5289256198347108
Dan McCarney,Iowa State,2006,12,4,8,56,141,0.3971631205673759
Bobby Johnson,Vanderbilt,2006,12,4,8,15,58,0.25862068965517243
Bobby Bowden,Florida State,2006,13,7,6,334,446,0.7488789237668162
Brady Hoke,Ball State,2006,12,5,7,15,46,0.32608695652173914
Darrell Dickey,North Texas,2006,12,3,9,42,106,0.39622641509433965
Tom Amstutz,Toledo,2006,12,5,7,50,75,0.6666666666666666
Tyrone Willingham,Washington,2006,12,5,7,72,140,0.5142857142857142
Pat Fitzgerald,Northwestern,2006,12,4,8,4,12,0.3333333333333333
Mike Stoops,Arizona,2006,12,6,6,12,34,0.35294117647058826
Bob Stoops,Oklahoma,2006,14,11,3,86,105,0.819047619047619
Mike Sanford,UNLV,2006,12,2,10,4,23,0.17391304347826086
