team,year,conference,expected_wins,win_pct,recent_win_pct,prev_win_pct,elo,fpi,conference_rating,recruiting_rank,recruiting_rating,talent_level,blue_chip,blue_chip_ratio,passing_usage,rushing_usage,usages,totalYards,turnover_margin,total_tds,off_drives,def_drives,off_explode,def_explode,off_ppa,def_ppa,off_success_rate,def_success_rate,coach,career_win_pct,sor,sos
Boston College,2017,ACC,6.9,0.5384615384615384,0.5787037037037037,0.5384615384615384,1367.0,-1.149,10.292857142857144,67,162.61,163.9675,0.0,0.0,0.072,0.693,0.555,3807.0,7.0,30.0,185,184,1.2023030335880545,1.449739360605067,0.0148076353147369,0.083153677021809,0.3383199079401611,0.3467336683417085,Steve Addazio,0.4933333333333333,50.0,11
Boston College,2018,ACC,7.5,0.5833333333333334,0.5764192139737991,0.5384615384615384,1665.0,7.151,11.3,71,172.47,162.805,1.0,0.0113636363636363,0.705,0.627,0.698,5027.0,5.0,40.0,189,187,1.1577158025561,1.238737930499365,0.0764583744805831,0.0864307134727853,0.3882709807886754,0.3881081081081081,Steve Addazio,0.5,38.0,54
Boston College,2019,ACC,6.7,0.4615384615384615,0.5767634854771784,0.5833333333333334,1636.0,7.865,5.292857142857143,63,177.26,164.7575,0.0,0.0123456790123456,0.84,0.874,0.799,4869.0,6.0,48.0,163,168,1.3399645615789968,1.1973155922904517,0.1330976243687862,0.0770664456393636,0.3923337091319053,0.3987068965517241,Steve Addazio,0.51,41.0,62
Boston College,2020,ACC,4.3,0.5454545454545454,0.5708661417322834,0.4615384615384615,1447.0,-1.517,2.9714285714285715,63,170.36,170.67499999999998,2.0,0.0384615384615384,0.559,0.438,0.514,5579.0,4.0,47.0,166,164,1.2246158110962595,1.272657576824919,0.2269428495031525,0.2314336322965785,0.4313725490196078,0.457,Jeff Hafley,0.0,70.0,31
Boston College,2021,ACC,6.4,0.5,0.569811320754717,0.5454545454545454,1505.0,2.879,4.7,36,201.66,180.4375,2.0,0.0595238095238095,1.0,0.628,0.803,4245.0,7.0,34.0,112,114,1.2769547907001046,1.2873269980030748,0.216616876420009,0.2595759306363422,0.4397058823529411,0.4732142857142857,Jeff Hafley,0.5454545454545454,54.0,72
Boston College,2022,ACC,3.1,0.25,0.5667870036101083,0.5,1415.0,0.004,6.121428571428571,40,202.55,187.9575,3.0,0.0833333333333333,0.369,0.722,0.597,4204.0,-1.0,34.0,131,137,1.25829355355559,1.17543707250769,0.1715574704613711,0.1402877424879416,0.41222366710013,0.4174496644295302,Jeff Hafley,0.5217391304347826,75.0,54
Boston College,2023,ACC,6.0,0.5384615384615384,0.5536332179930796,0.25,1222.0,-7.442,2.2,61,185.3,189.96750000000003,0.0,0.0833333333333333,0.456,0.686,0.532,3733.0,-10.0,27.0,146,144,1.337014301617217,1.2725367844333613,0.1010287820573487,0.19597727344191,0.3690140845070422,0.4199726402188782,Jeff Hafley,0.4285714285714285,101.0,76
Bowling Green,2014,Mid-American,6.3,0.5714285714285714,0.5523255813953488,0.7142857142857143,1792.0,8.612,-12.792307692307691,106,102.64,106.6975,0.0,0.0,0.324,0.918,0.642,6431.0,10.0,57.0,159,161,0.9876688412157724,0.9408007991569592,0.190262741297813,0.0589950685087181,0.4927536231884058,0.4205495818399044,Dino Babers,0.0,57.0,110
Bowling Green,2015,Mid-American,10.3,0.7142857142857143,0.553763440860215,0.5714285714285714,1319.0,-9.42,-9.507692307692308,104,119.83,117.2575,0.0,0.0,0.942,0.634,0.839,6061.0,10.0,47.0,206,209,1.2118280459271102,1.2171558997815912,0.1333420176292369,0.1918638058453665,0.396598030438675,0.4597402597402597,Dino Babers,0.5714285714285714,83.0,82
Bowling Green,2016,Mid-American,2.0,0.3333333333333333,0.565,0.7142857142857143,1661.0,7.151,-5.046153846153846,111,111.58,116.3525,0.0,0.0,0.677,0.99,0.483,7655.0,12.0,81.0,183,181,1.3451149382636574,1.2103029689943756,0.3473081242298778,0.1413370276968361,0.4950226244343891,0.4273584905660377,Mike Jinks,0.0,47.0,96
Bowling Green,2017,Mid-American,2.5,0.1666666666666666,0.5518867924528302,0.3333333333333333,1272.0,-14.666,-4.258333333333333,81,138.14,118.0475,0.0,0.0,0.703,0.547,0.634,4883.0,-17.0,37.0,154,153,1.1026462211943633,1.3091278537382791,0.0515504029274679,0.2861805421994471,0.416289592760181,0.4537607891491985,Mike Jinks,0.3333333333333333,113.0,86
Bowling Green,2018,Mid-American,2.8,0.25,0.53125,0.1666666666666666,1149.0,-16.321,-7.391666666666667,91,144.03,128.395,0.0,0.0,0.497,0.376,0.414,4640.0,-5.0,34.0,159,158,1.2542767803599626,1.200909961718766,0.1157501127362293,0.3023443523483384,0.41031652989449,0.5021786492374728,Carl Pelini,0.25,121.0,83
Bowling Green,2018,Mid-American,2.8,0.25,0.53125,0.1666666666666666,1149.0,-16.321,-7.391666666666667,91,144.03,128.395,0.0,0.0,0.497,0.376,0.414,4640.0,-5.0,34.0,159,158,1.2542767803599626,1.200909961718766,0.1157501127362293,0.3023443523483384,0.41031652989449,0.5021786492374728,Mike Jinks,0.25,121.0,83
Bowling Green,2019,Mid-American,2.8,0.25,0.5169491525423728,0.25,1055.0,-18.891,-9.316666666666666,129,115.37,127.28,0.0,0.0,0.028,0.639,0.373,4260.0,-9.0,38.0,154,149,1.2772686214784477,1.2633480242359103,0.1337064060522172,0.3156396770584462,0.3978102189781022,0.4874251497005988,Scot Loeffler,0.0,116.0,97
Bowling Green,2020,Mid-American,0.0,0.0,0.5040322580645161,0.25,827.0,-26.015,-10.416666666666666,85,154.4,137.985,0.0,0.0,0.394,0.808,0.723,3829.0,-1.0,24.0,155,156,1.1117089201281274,1.3045496051742866,0.0041406949590677,0.319652540305031,0.3770883054892601,0.4720496894409938,Scot Loeffler,0.25,122.0,116
Bowling Green,2021,Mid-American,3.0,0.3333333333333333,0.4940711462450592,0.0,812.0,-31.058,-9.516666666666667,103,133.73,136.8825,0.0,0.0,1.0,0.489,0.582,1632.0,,6.0,62,59,1.1424933110063806,1.3896217724198876,0.044106618227322,0.3529056408620699,0.382636655948553,0.4717514124293785,Scot Loeffler,0.1764705882352941,119.0,114
Bowling Green,2022,Mid-American,4.8,0.4615384615384615,0.4867924528301887,0.3333333333333333,1066.0,-18.658,-6.758333333333333,109,115.82,129.83,0.0,0.0,0.982,1.0,0.992,3806.0,1.0,27.0,137,140,1.2642449859673548,1.1285021527140495,0.0859064531967788,0.1808691381113501,0.3649932157394844,0.4308252427184466,Scot Loeffler,0.2413793103448276,111.0,100
Bowling Green,2023,Mid-American,6.8,0.5384615384615384,0.4856115107913669,0.4615384615384615,1126.0,-16.18,-13.075,119,103.84,126.9475,0.0,0.0,0.151,0.883,0.484,4345.0,2.0,33.0,141,144,1.291915000176798,1.3105029477860215,0.1129830836928289,0.1674169567450895,0.3869625520110957,0.4186046511627907,Scot Loeffler,0.3095238095238095,102.0,66
Buffalo,2014,Mid-American,5.5,0.4545454545454545,0.281437125748503,0.6153846153846154,1456.0,-2.154,-12.792307692307691,100,108.06,82.9,0.0,0.0,0.973,0.224,0.512,5131.0,15.0,46.0,176,175,0.9548279095109456,1.011701004688048,0.0634945161719434,0.0225562684399723,0.4177631578947368,0.3852657004830918,Jeff Quinn,0.3469387755102041,69.0,128
Buffalo,2014,Mid-American,5.5,0.4545454545454545,0.281437125748503,0.6153846153846154,1456.0,-2.154,-12.792307692307691,100,108.06,82.9,0.0,0.0,0.973,0.224,0.512,5131.0,15.0,46.0,176,175,0.9548279095109456,1.011701004688048,0.0634945161719434,0.0225562684399723,0.4177631578947368,0.3852657004830918,Alex Wood,0.0,69.0,128
Buffalo,2015,Mid-American,5.2,0.4166666666666667,0.2921348314606741,0.4545454545454545,1353.0,-10.921,-9.507692307692308,118,103.21,93.2325,0.0,0.0,1.0,1.0,0.939,4820.0,-3.0,48.0,144,144,1.2867181827492418,1.4599679957768734,0.2386398700282413,0.2205229446474911,0.4408866995073892,0.3962264150943396,Lance Leipold,0.0,108.0,126
Buffalo,2016,Mid-American,2.3,0.1666666666666666,0.3,0.4166666666666667,1252.0,-10.609,-5.046153846153846,118,107.51,97.8275,0.0,0.0,0.0,0.489,0.266,4637.0,0.0,33.0,141,149,1.1064885726481164,1.2720407849741502,0.1470797165270363,0.1084470709106176,0.4319018404907975,0.427172582619339,Lance Leipold,0.4166666666666667,104.0,119
Buffalo,2017,Mid-American,6.9,0.5,0.292079207920792,0.1666666666666666,1080.0,-19.719,-4.258333333333333,113,112.97,107.9375,0.0,0.0,0.77,0.431,0.552,4245.0,-6.0,23.0,155,148,1.187701747403856,1.1087019407295222,0.0824728943806318,0.1880907602005564,0.3845223700120919,0.4630044843049327,Lance Leipold,0.2916666666666667,127.0,109
Buffalo,2018,Mid-American,10.9,0.7142857142857143,0.3037383177570093,0.5,1308.0,-7.794,-7.391666666666667,136,81.31,101.25,0.0,0.0,0.745,0.95,0.811,5183.0,1.0,42.0,148,146,1.241774510458977,1.0904888014100436,0.2251474558029076,0.1836054482464095,0.4232613908872901,0.452353616532721,Lance Leipold,0.3611111111111111,97.0,112
Buffalo,2019,Mid-American,9.4,0.6153846153846154,0.3289473684210526,0.7142857142857143,1466.0,-2.133,-9.316666666666666,106,134.64,109.1075,0.0,0.0,0.025,0.726,0.353,5815.0,4.0,66.0,175,177,1.2639486245579477,1.2931721997802523,0.2070741116747094,0.1715560313049455,0.4340931615460852,0.3987408184679958,Lance Leipold,0.46,60.0,126
Buffalo,2020,Mid-American,6.1,0.8571428571428571,0.3443983402489626,0.6153846153846154,1593.0,-3.445,-10.416666666666666,130,114.94,110.965,0.0,0.0,1.0,1.0,1.0,5051.0,17.0,50.0,151,158,1.132984647390137,1.1773667077446373,0.201322896654886,0.052054380870399,0.4543524416135881,0.3814955640050697,Lance Leipold,0.492063492063492,82.0,112
Buffalo,2021,Mid-American,4.4,0.3333333333333333,0.3588709677419355,0.8571428571428571,1717.0,5.744,-9.516666666666667,98,137.78,117.1675,0.0,0.0,1.0,0.517,0.602,3349.0,4.0,39.0,86,85,1.3628906860893064,1.1836795443535864,0.3754181295887536,0.1153405543700404,0.4803493449781659,0.4,Maurice Linguist,0.0,31.0,127
Buffalo,2022,Mid-American,6.1,0.5384615384615384,0.3576923076923077,0.3333333333333333,1323.0,-8.846,-6.758333333333333,81,147.86,133.805,0.0,0.0,0.262,0.259,0.333,4925.0,-4.0,42.0,128,130,1.1352980263299666,1.5090990210749895,0.1721381200170997,0.3034570863923612,0.4329411764705882,0.4377510040160642,Maurice Linguist,0.3333333333333333,118.0,127
Buffalo,2023,Mid-American,2.8,0.25,0.3663003663003663,0.5384615384615384,1386.0,-7.709,-13.075,84,160.65,140.3075,0.0,0.0,0.988,0.917,0.773,4615.0,9.0,37.0,129,130,1.1826021486307612,1.4666007810931945,0.1570603726480994,0.2266526449624174,0.4248768472906404,0.4093023255813953,Maurice Linguist,0.44,96.0,123
California,2014,Pac-12,4.7,0.4166666666666667,0.5028901734104047,0.0833333333333333,1095.0,-7.865,14.0,55,174.52,208.2375,2.0,0.3055555555555556,0.863,0.574,0.742,5443.0,-15.0,32.0,179,170,1.0181005326454446,1.0333771898784343,0.0462367028403162,0.1153060733348557,0.4015984015984016,0.4261704681872749,Sonny Dykes,0.4693877551020408,103.0,10
California,2015,Pac-12,7.9,0.6153846153846154,0.4972972972972973,0.4166666666666667,1376.0,6.509,9.541666666666666,34,198.77,195.505,3.0,0.1917808219178082,0.995,0.98,0.936,5942.0,-3.0,59.0,165,173,1.2990872354808845,1.25422785654423,0.2483628750433169,0.2611124792520293,0.4626407369498465,0.467005076142132,Sonny Dykes,0.4590163934426229,54.0,11
California,2016,Pac-12,5.6,0.4166666666666667,0.5050505050505051,0.6153846153846154,1607.0,13.95,9.325,31,207.8,192.985,2.0,0.1139240506329113,0.038,0.706,0.283,6879.0,5.0,60.0,170,170,1.2353059619959268,1.1780443535954923,0.3011930815131051,0.2017382008745696,0.5150300601202404,0.4586312563840654,Sonny Dykes,0.4864864864864865,31.0,8
California,2017,Pac-12,5.4,0.4166666666666667,0.5,0.4166666666666667,1531.0,4.39,7.966666666666667,70,159.53,185.155,1.0,0.1142857142857142,0.014,0.571,0.351,6158.0,4.0,53.0,163,161,1.1742289300922195,1.1954058435256216,0.2153088827889839,0.312138734562697,0.4672985781990521,0.5053533190578159,Justin Wilcox,0.0,60.0,28
