year,team,sor,sos,team_fixed
2006,Cincinnati,31,37,Cincinnati
2006,Hawai'i,32,108,Hawai'i
2006,South Carolina,33,29,South Carolina
2006,Georgia Tech,34,51,Georgia Tech
2006,Arizona,35,3,Arizona
2006,Oregon,36,6,Oregon
2006,UCLA,37,5,UCLA
2006,Texas Tech,38,34,Texas Tech
2006,Arizona State,39,12,Arizona State
2006,Washington State,40,11,Washington State
2006,Missouri,41,61,Missouri
2006,Clemson,42,66,Clemson
2006,Houston,43,92,Houston
2006,Navy,44,86,Navy
2006,Oklahoma State,45,39,Oklahoma State
2006,Purdue,46,53,Purdue
2006,Central Michigan,47,104,Central Michigan
2006,Kansas State,48,45,Kansas State
2006,Minnesota,49,14,Minnesota
2006,Southern Mississippi,50,83,Southern Mississippi
2006,San José State,51,109,San José State
2006,Washington,52,4,Washington
2006,Utah,53,77,Utah
2006,Miami,54,57,Miami
2006,Florida State,55,56,Florida State
2006,Alabama,56,47,Alabama
2006,Ohio,57,97,Ohio
2006,Tulsa,58,91,Tulsa
2006,Pittsburgh,59,58,Pittsburgh
2006,Iowa,60,38,Iowa
2006,Western Michigan,61,94,Western Michigan
2006,Nevada,62,105,Nevada
2006,Rice,63,75,Rice
2006,Indiana,64,30,Indiana
2006,Kansas,65,69,Kansas
2006,Wyoming,66,71,Wyoming
2006,East Carolina,67,79,East Carolina
2006,Troy,68,114,Troy
2006,Middle Tennessee,69,95,Middle Tennessee
2006,Baylor,70,17,Baylor
2006,Syracuse,71,15,Syracuse
2006,Virginia,72,60,Virginia
2006,Northern Illinois,73,99,Northern Illinois
2006,Vanderbilt,74,25,Vanderbilt
2006,Ole Miss,75,24,Ole Miss
2006,Northwestern,76,27,Northwestern
2006,Iowa State,77,28,Iowa State
2006,Michigan State,78,36,Michigan State
2006,Connecticut,79,44,Connecticut
2006,New Mexico,80,89,New Mexico
2006,SMU,81,113,SMU
2006,Marshall,82,84,Marshall
2006,Air Force,83,64,Air Force
2006,Mississippi State,84,21,Mississippi State
2006,North Carolina,85,23,North Carolina
2006,Kent State,86,117,Kent State
2006,Arkansas State,87,118,Arkansas State
2006,Louisiana,88,116,Louisiana
2006,Tulane,89,72,Tulane
2006,NC State,90,43,NC State
2006,Florida Atlantic,91,98,Florida Atlantic
2006,Akron,92,101,Akron
2006,UTEP,93,102,UTEP
2006,Ball State,94,106,Ball State
2006,Colorado State,95,78,Colorado State
2006,Toledo,96,107,Toledo
2006,Fresno State,97,81,Fresno State
2006,Stanford,98,2,Stanford
2006,Idaho,99,80,Idaho
2006,UCF,100,85,UCF
2006,Colorado,101,33,Colorado
2006,Illinois,102,41,Illinois
2006,San Diego State,103,76,San Diego State
2006,Bowling Green,104,111,Bowling Green
2006,Louisiana Monroe,105,112,Louisiana Monroe
2006,UAB,106,90,UAB
2006,Army,107,87,Army
2006,UNLV,108,68,UNLV
2006,Louisiana Tech,109,74,Louisiana Tech
2006,New Mexico State,110,119,New Mexico State
2006,Buffalo,111,82,Buffalo
2006,Temple,112,54,Temple
2006,North Texas,113,115,North Texas
2006,Miami (OH),114,103,Miami (OH)
2006,Memphis,115,96,Memphis
2006,Utah State,116,67,Utah State
2006,Eastern Michigan,117,100,Eastern Michigan
2006,Duke,118,26,Duke
2006,Florida International,118,110,Florida International
2007,Missouri,1,23,Missouri
2007,Kansas,2,71,Kansas
2007,LSU,3,15,LSU
2007,USC,4,19,USC
2007,Georgia,5,13,Georgia
2007,Ohio State,6,46,Ohio State
2007,West Virginia,7,45,West Virginia
2007,Oklahoma,8,38,Oklahoma
2007,Arizona State,9,12,Arizona State
2007,Virginia Tech,10,42,Virginia Tech
2007,Tennessee,11,10,Tennessee
2007,Oregon State,12,5,Oregon State
2007,Texas,13,41,Texas
2007,Boston College,14,49,Boston College
2007,BYU,15,60,BYU
2007,Hawai'i,16,112,Hawai'i
2007,Oregon,17,3,Oregon
2007,Auburn,18,31,Auburn
2007,Florida,19,16,Florida
2007,Michigan,20,32,Michigan
2007,Cincinnati,21,63,Cincinnati
2007,Illinois,22,39,Illinois
2007,South Florida,23,34,South Florida
2007,Texas Tech,24,67,Texas Tech
2007,Mississippi State,25,30,Mississippi State
2007,Wisconsin,26,56,Wisconsin
2007,Kentucky,27,27,Kentucky
2007,Penn State,28,57,Penn State
2007,Connecticut,29,64,Connecticut
2007,Clemson,30,53,Clemson
2007,Wake Forest,31,54,Wake Forest
2007,Virginia,32,50,Virginia
2007,Utah,33,65,Utah
2007,Texas A&M,34,20,Texas A&M
2007,Arkansas,35,48,Arkansas
2007,California,36,9,California
2007,Fresno State,37,81,Fresno State
2007,Oklahoma State,38,22,Oklahoma State
2007,Florida State,39,25,Florida State
2007,Air Force,40,79,Air Force
2007,UCLA,41,2,UCLA
2007,South Carolina,42,14,South Carolina
2007,Boise State,43,110,Boise State
2007,New Mexico,44,84,New Mexico
2007,Troy,45,86,Troy
2007,Alabama,46,33,Alabama
2007,UCF,47,89,UCF
2007,Tulsa,48,96,Tulsa
2007,Rutgers,49,68,Rutgers
2007,Purdue,50,72,Purdue
2007,Arizona,51,4,Arizona
2007,Colorado,52,18,Colorado
2007,TCU,53,73,TCU
2007,Washington State,54,6,Washington State
2007,East Carolina,55,76,East Carolina
2007,Michigan State,56,47,Michigan State
2007,Nebraska,57,7,Nebraska
2007,Louisville,58,43,Louisville
2007,Florida Atlantic,59,85,Florida Atlantic
2007,Georgia Tech,60,55,Georgia Tech
2007,Maryland,61,29,Maryland
2007,Indiana,62,66,Indiana
2007,Vanderbilt,63,36,Vanderbilt
2007,Washington,64,1,Washington
2007,Kansas State,65,40,Kansas State
2007,Houston,66,100,Houston
2007,Navy,67,95,Navy
2007,Northwestern,68,69,Northwestern
2007,Pittsburgh,69,44,Pittsburgh
2007,NC State,70,35,NC State
2007,Stanford,71,8,Stanford
2007,Central Michigan,72,87,Central Michigan
2007,Iowa,73,70,Iowa
2007,Miami,74,52,Miami
2007,Bowling Green,75,113,Bowling Green
2007,Southern Mississippi,76,93,Southern Mississippi
2007,Wyoming,77,61,Wyoming
2007,Ball State,78,94,Ball State
2007,North Carolina,79,37,North Carolina
2007,Louisiana Monroe,80,90,Louisiana Monroe
2007,Notre Dame,81,11,Notre Dame
2007,San Diego State,82,51,San Diego State
2007,Ole Miss,83,17,Ole Miss
2007,Louisiana Tech,84,80,Louisiana Tech
2007,Baylor,85,21,Baylor
2007,Iowa State,86,26,Iowa State
2007,San José State,87,83,San José State
2007,Nevada,88,101,Nevada
2007,Memphis,89,118,Memphis
2007,Miami (OH),90,105,Miami (OH)
2007,Middle Tennessee,91,92,Middle Tennessee
2007,Western Michigan,92,99,Western Michigan
2007,Arkansas State,93,104,Arkansas State
2007,Toledo,94,109,Toledo
2007,Ohio,95,119,Ohio
2007,Syracuse,96,28,Syracuse
2007,Colorado State,97,62,Colorado State
2007,Buffalo,98,114,Buffalo
2007,Marshall,99,75,Marshall
2007,Eastern Michigan,100,102,Eastern Michigan
2007,UTEP,101,106,UTEP
2007,Akron,102,108,Akron
2007,Army,103,77,Army
2007,UNLV,104,59,UNLV
2007,Duke,105,24,Duke
2007,Temple,106,117,Temple
2007,Tulane,107,115,Tulane
2007,New Mexico State,108,97,New Mexico State
2007,Rice,109,98,Rice
2007,Louisiana,110,103,Louisiana
2007,Utah State,111,78,Utah State
2007,Minnesota,112,58,Minnesota
2007,UAB,113,82,UAB
2007,Kent State,114,116,Kent State
2007,North Texas,115,107,North Texas
2007,Northern Illinois,116,111,Northern Illinois
2007,Florida International,117,74,Florida International
2007,Idaho,118,88,Idaho
2007,SMU,119,91,SMU
2008,Texas,1,17,Texas
2008,Florida,2,9,Florida
2008,USC,3,7,USC
2008,Oklahoma,4,2,Oklahoma
2008,Utah,5,74,Utah
2008,Alabama,6,28,Alabama
2008,Texas Tech,7,34,Texas Tech
2008,Penn State,8,40,Penn State
2008,Ohio State,9,24,Ohio State
2008,Oregon,10,20,Oregon
2008,Boise State,11,115,Boise State
2008,TCU,12,77,TCU
2008,Georgia,13,11,Georgia
2008,Oregon State,14,4,Oregon State
2008,Oklahoma State,15,43,Oklahoma State
2008,Cincinnati,16,63,Cincinnati
2008,Michigan State,17,18,Michigan State
2008,Missouri,18,32,Missouri
2008,Ole Miss,19,42,Ole Miss
2008,California,20,37,California
2008,Nebraska,21,51,Nebraska
2008,Georgia Tech,22,33,Georgia Tech
2008,Virginia Tech,23,39,Virginia Tech
2008,Pittsburgh,24,25,Pittsburgh
2008,Florida State,25,47,Florida State
2008,BYU,26,85,BYU
2008,Kansas,27,38,Kansas
2008,Iowa,28,58,Iowa
2008,Northwestern,29,60,Northwestern
2008,Rice,30,93,Rice
2008,Ball State,31,120,Ball State
2008,West Virginia,32,55,West Virginia
2008,LSU,33,41,LSU
2008,Boston College,34,48,Boston College
2008,Arizona,35,57,Arizona
2008,Wake Forest,36,22,Wake Forest
2008,Maryland,37,44,Maryland
2008,South Carolina,38,13,South Carolina
2008,North Carolina,39,30,North Carolina
2008,Vanderbilt,40,23,Vanderbilt
2008,Tulsa,41,119,Tulsa
2008,Connecticut,42,56,Connecticut
2008,Rutgers,43,65,Rutgers
2008,Miami,44,26,Miami
2008,Wisconsin,45,49,Wisconsin
2008,South Florida,46,67,South Florida
2008,East Carolina,47,76,East Carolina
2008,Stanford,48,3,Stanford
2008,Clemson,49,50,Clemson
2008,Western Michigan,50,102,Western Michigan
2008,Navy,51,71,Navy
2008,Notre Dame,52,53,Notre Dame
2008,Arkansas,53,6,Arkansas
2008,Kentucky,54,62,Kentucky
2008,Minnesota,55,61,Minnesota
2008,Air Force,56,82,Air Force
2008,NC State,57,15,NC State
2008,Colorado,58,14,Colorado
2008,Virginia,59,5,Virginia
2008,Troy,60,100,Troy
2008,Colorado State,61,70,Colorado State
2008,Houston,62,96,Houston
2008,Arizona State,63,35,Arizona State
2008,Illinois,64,36,Illinois
2008,Auburn,65,31,Auburn
2008,Central Michigan,66,103,Central Michigan
2008,Tennessee,67,45,Tennessee
2008,Buffalo,68,84,Buffalo
2008,Louisiana Tech,69,117,Louisiana Tech
2008,UCLA,70,10,UCLA
2008,Baylor,71,16,Baylor
2008,Kansas State,72,59,Kansas State
2008,Nevada,73,91,Nevada
2008,Florida Atlantic,74,95,Florida Atlantic
2008,Southern Mississippi,75,92,Southern Mississippi
2008,Purdue,76,27,Purdue
2008,Fresno State,77,99,Fresno State
2008,Duke,78,19,Duke
2008,Texas A&M,79,29,Texas A&M
2008,Louisville,80,66,Louisville
2008,Hawai'i,81,90,Hawai'i
2008,Bowling Green,82,105,Bowling Green
2008,UNLV,83,78,UNLV
2008,Mississippi State,84,52,Mississippi State
2008,San José State,85,108,San José State
2008,UTEP,86,80,UTEP
2008,Syracuse,87,12,Syracuse
2008,Louisiana,88,112,Louisiana
2008,Arkansas State,89,116,Arkansas State
2008,Michigan,90,21,Michigan
2008,New Mexico,91,64,New Mexico
2008,Florida International,92,87,Florida International
2008,Memphis,93,109,Memphis
2008,Marshall,94,68,Marshall
2008,Northern Illinois,95,114,Northern Illinois
2008,Temple,96,98,Temple
2008,Wyoming,97,72,Wyoming
2008,Akron,98,104,Akron
2008,UCF,99,79,UCF
2008,Indiana,100,54,Indiana
2008,Middle Tennessee,101,118,Middle Tennessee
2008,UAB,102,83,UAB
2008,Washington State,103,8,Washington State
2008,Ohio,104,101,Ohio
2008,Iowa State,105,46,Iowa State
2008,Kent State,106,110,Kent State
2008,Utah State,107,73,Utah State
2008,Louisiana Monroe,108,111,Louisiana Monroe
2008,Toledo,109,97,Toledo
2008,Eastern Michigan,110,89,Eastern Michigan
2008,Army,111,106,Army
2008,San Diego State,112,75,San Diego State
2008,New Mexico State,113,113,New Mexico State
2008,Tulane,114,81,Tulane
2008,Miami (OH),115,94,Miami (OH)
2008,SMU,116,69,SMU
2008,Western Kentucky,117,88,Western Kentucky
2008,Idaho,118,107,Idaho
2008,North Texas,119,86,North Texas
2008,Washington,120,1,Washington
2009,Alabama,1,5,Alabama
2009,Florida,2,20,Florida
2009,Texas,3,29,Texas
2009,Boise State,4,95,Boise State
2009,Cincinnati,5,59,Cincinnati
2009,TCU,6,75,TCU
2009,Iowa,7,37,Iowa
2009,Georgia Tech,8,6,Georgia Tech
2009,Ohio State,9,50,Ohio State
2009,Oregon,10,7,Oregon
2009,Virginia Tech,11,17,Virginia Tech
2009,Penn State,12,64,Penn State
2009,LSU,13,16,LSU
2009,BYU,14,73,BYU
2009,Nebraska,15,34,Nebraska
2009,Miami,16,9,Miami
2009,USC,17,15,USC
2009,Oklahoma State,18,33,Oklahoma State
2009,Texas Tech,19,51,Texas Tech
2009,Georgia,20,2,Georgia
2009,Central Michigan,21,101,Central Michigan
2009,Wisconsin,22,62,Wisconsin
2009,Pittsburgh,23,57,Pittsburgh
2009,Ole Miss,24,47,Ole Miss
2009,Utah,25,82,Utah
2009,Oklahoma,26,14,Oklahoma
2009,Arkansas,27,21,Arkansas
2009,Arizona,28,12,Arizona
2009,Clemson,29,23,Clemson
2009,Auburn,30,22,Auburn
2009,West Virginia,31,54,West Virginia
2009,Stanford,32,18,Stanford
2009,North Carolina,33,35,North Carolina
2009,South Carolina,34,10,South Carolina
2009,Oregon State,35,28,Oregon State
2009,California,36,31,California
2009,Florida State,37,3,Florida State
2009,Navy,38,74,Navy
2009,Boston College,39,44,Boston College
2009,Houston,40,78,Houston
2009,Connecticut,41,49,Connecticut
2009,Tennessee,42,24,Tennessee
2009,Missouri,43,52,Missouri
2009,UCLA,44,19,UCLA
2009,Middle Tennessee,45,114,Middle Tennessee
2009,South Florida,46,63,South Florida
2009,Kentucky,47,42,Kentucky
2009,Rutgers,48,84,Rutgers
2009,East Carolina,49,67,East Carolina
2009,Mississippi State,50,1,Mississippi State
2009,Northwestern,51,68,Northwestern
2009,Troy,52,96,Troy
2009,Notre Dame,53,27,Notre Dame
2009,Washington,54,4,Washington
2009,Air Force,55,83,Air Force
2009,UCF,56,85,UCF
2009,Iowa State,57,61,Iowa State
2009,Fresno State,58,89,Fresno State
2009,Kansas State,59,56,Kansas State
2009,Texas A&M,60,40,Texas A&M
2009,Temple,61,118,Temple
2009,Minnesota,62,32,Minnesota
2009,SMU,63,91,SMU
2009,Wyoming,64,69,Wyoming
2009,Michigan State,65,39,Michigan State
2009,Kansas,66,38,Kansas
2009,Wake Forest,67,30,Wake Forest
2009,Ohio,68,110,Ohio
2009,Nevada,69,104,Nevada
2009,Idaho,70,105,Idaho
2009,Purdue,71,43,Purdue
2009,NC State,72,48,NC State
2009,Baylor,73,11,Baylor
2009,Duke,74,53,Duke
2009,Marshall,75,87,Marshall
2009,Michigan,76,60,Michigan
2009,Southern Mississippi,77,92,Southern Mississippi
2009,Arizona State,78,36,Arizona State
2009,Bowling Green,79,100,Bowling Green
2009,Louisville,80,41,Louisville
2009,Virginia,81,13,Virginia
2009,Louisiana Monroe,82,99,Louisiana Monroe
2009,Louisiana,83,106,Louisiana
2009,Syracuse,84,55,Syracuse
2009,Northern Illinois,85,117,Northern Illinois
2009,Indiana,86,58,Indiana
2009,UNLV,87,79,UNLV
2009,UAB,88,80,UAB
2009,Colorado,89,45,Colorado
2009,Tulsa,90,93,Tulsa
2009,Illinois,91,46,Illinois
2009,Hawai'i,92,102,Hawai'i
2009,Toledo,93,98,Toledo
2009,Buffalo,94,108,Buffalo
2009,Florida Atlantic,95,109,Florida Atlantic
2009,Utah State,96,77,Utah State
2009,Louisiana Tech,97,72,Louisiana Tech
2009,Army,98,112,Army
2009,Maryland,99,26,Maryland
2009,Western Michigan,100,115,Western Michigan
2009,San Diego State,101,86,San Diego State
2009,Kent State,102,119,Kent State
2009,Vanderbilt,103,25,Vanderbilt
2009,Washington State,104,8,Washington State
2009,UTEP,105,111,UTEP
2009,Colorado State,106,81,Colorado State
2009,Arkansas State,107,113,Arkansas State
2009,Tulane,108,88,Tulane
2009,Florida International,109,90,Florida International
2009,Memphis,110,65,Memphis
2009,Rice,111,70,Rice
2009,Akron,112,97,Akron
2009,San José State,113,71,San José State
2009,New Mexico State,114,103,New Mexico State
2009,New Mexico,115,66,New Mexico
2009,Miami (OH),116,76,Miami (OH)
2009,Ball State,117,116,Ball State
2009,North Texas,118,120,North Texas
2009,Western Kentucky,119,107,Western Kentucky
2009,Eastern Michigan,119,94,Eastern Michigan
2010,Auburn,1,7,Auburn
2010,Stanford,2,17,Stanford
2010,Oregon,3,24,Oregon
2010,TCU,4,79,TCU
2010,LSU,5,11,LSU
2010,Ohio State,6,59,Ohio State
2010,Oklahoma,7,18,Oklahoma
2010,Arkansas,8,14,Arkansas
2010,Alabama,9,10,Alabama
2010,Nevada,10,91,Nevada
2010,Boise State,11,84,Boise State
2010,Michigan State,12,54,Michigan State
2010,Wisconsin,13,72,Wisconsin
2010,Virginia Tech,14,37,Virginia Tech
2010,Oklahoma State,15,47,Oklahoma State
2010,Florida State,16,9,Florida State
2010,Mississippi State,17,25,Mississippi State
2010,Missouri,18,43,Missouri
2010,South Carolina,19,5,South Carolina
2010,Utah,20,65,Utah
2010,Texas A&M,21,23,Texas A&M
2010,Nebraska,22,49,Nebraska
2010,NC State,23,28,NC State
2010,Florida,24,13,Florida
2010,USC,25,8,USC
2010,Maryland,26,55,Maryland
2010,Washington,27,2,Washington
2010,Tulsa,28,93,Tulsa
2010,North Carolina,29,21,North Carolina
2010,Air Force,30,76,Air Force
2010,West Virginia,31,63,West Virginia
2010,Miami,32,6,Miami
2010,Notre Dame,33,29,Notre Dame
2010,UCF,34,109,UCF
2010,Iowa,35,46,Iowa
2010,Arizona State,36,16,Arizona State
2010,Texas Tech,37,52,Texas Tech
2010,Pittsburgh,38,36,Pittsburgh
2010,Arizona,39,19,Arizona
2010,Oregon State,40,1,Oregon State
2010,South Florida,41,57,South Florida
2010,San Diego State,42,89,San Diego State
2010,Hawai'i,43,88,Hawai'i
2010,Michigan,44,31,Michigan
2010,Northern Illinois,45,116,Northern Illinois
2010,Navy,46,80,Navy
2010,Connecticut,47,60,Connecticut
2010,Miami (OH),48,102,Miami (OH)
2010,Baylor,49,44,Baylor
2010,Penn State,50,45,Penn State
2010,Syracuse,51,69,Syracuse
2010,Boston College,52,38,Boston College
2010,Tennessee,53,33,Tennessee
2010,Georgia,54,27,Georgia
2010,Clemson,55,22,Clemson
2010,Illinois,56,53,Illinois
2010,Fresno State,57,81,Fresno State
2010,California,58,12,California
2010,Kansas State,59,56,Kansas State
2010,BYU,60,74,BYU
2010,Kentucky,61,39,Kentucky
2010,Iowa State,62,15,Iowa State
2010,Temple,63,108,Temple
2010,Northwestern,64,70,Northwestern
2010,Louisville,65,68,Louisville
2010,UCLA,66,3,UCLA
2010,Toledo,67,97,Toledo
2010,Georgia Tech,68,50,Georgia Tech
2010,Colorado,69,34,Colorado
2010,Southern Mississippi,70,104,Southern Mississippi
2010,Texas,71,51,Texas
2010,East Carolina,72,64,East Carolina
2010,Troy,73,114,Troy
2010,Ohio,74,119,Ohio
2010,Indiana,75,73,Indiana
2010,Florida International,76,105,Florida International
2010,Army,77,100,Army
2010,SMU,78,83,SMU
2010,Ole Miss,79,48,Ole Miss
2010,Virginia,80,42,Virginia
2010,Cincinnati,81,41,Cincinnati
2010,Idaho,82,82,Idaho
2010,Louisiana Tech,83,78,Louisiana Tech
2010,Purdue,84,58,Purdue
2010,Wake Forest,85,26,Wake Forest
2010,Washington State,86,4,Washington State
2010,Minnesota,87,32,Minnesota
2010,Rutgers,88,67,Rutgers
2010,Marshall,89,86,Marshall
2010,Duke,90,35,Duke
2010,Houston,91,85,Houston
2010,Western Michigan,92,115,Western Michigan
2010,Utah State,93,75,Utah State
2010,Louisiana Monroe,94,95,Louisiana Monroe
2010,Kansas,95,40,Kansas
2010,UTEP,96,112,UTEP
2010,Vanderbilt,97,20,Vanderbilt
2010,Kent State,98,113,Kent State
2010,Colorado State,99,62,Colorado State
2010,Wyoming,100,66,Wyoming
2010,Rice,101,90,Rice
2010,UAB,102,92,UAB
2010,Tulane,103,96,Tulane
2010,Middle Tennessee,104,120,Middle Tennessee
2010,UNLV,105,30,UNLV
2010,Florida Atlantic,106,107,Florida Atlantic
2010,Arkansas State,107,106,Arkansas State
2010,Ball State,108,117,Ball State
2010,Louisiana,109,99,Louisiana
2010,Central Michigan,110,94,Central Michigan
2010,North Texas,111,118,North Texas
2010,New Mexico State,112,87,New Mexico State
2010,Eastern Michigan,113,98,Eastern Michigan
2010,Bowling Green,114,101,Bowling Green
2010,New Mexico,115,71,New Mexico
2010,Memphis,116,77,Memphis
2010,Western Kentucky,117,103,Western Kentucky
2010,San José State,118,61,San José State
2010,Buffalo,119,110,Buffalo
2010,Akron,120,111,Akron
2011,LSU,1,8,LSU
2011,Oklahoma State,2,4,Oklahoma State
2011,Alabama,3,24,Alabama
2011,Oregon,4,14,Oregon
2011,Arkansas,5,39,Arkansas
2011,USC,6,17,USC
2011,Stanford,7,21,Stanford
2011,Kansas State,8,12,Kansas State
2011,Boise State,9,73,Boise State
2011,Michigan State,10,34,Michigan State
2011,South Carolina,11,32,South Carolina
2011,Baylor,12,19,Baylor
2011,Oklahoma,13,9,Oklahoma
2011,Michigan,14,41,Michigan
2011,Houston,15,109,Houston
2011,Wisconsin,16,50,Wisconsin
2011,TCU,17,84,TCU
2011,Georgia,18,28,Georgia
2011,Penn State,19,38,Penn State
2011,Southern Mississippi,20,95,Southern Mississippi
2011,Auburn,21,23,Auburn
2011,West Virginia,22,63,West Virginia
2011,Texas,23,7,Texas
2011,Nebraska,24,35,Nebraska
2011,Virginia Tech,25,58,Virginia Tech
2011,Missouri,26,22,Missouri
2011,Clemson,27,43,Clemson
2011,Cincinnati,28,70,Cincinnati
2011,BYU,29,81,BYU
2011,Notre Dame,30,15,Notre Dame
2011,Florida State,31,52,Florida State
2011,Washington,32,20,Washington
2011,Texas A&M,33,13,Texas A&M
2011,Florida,34,30,Florida
2011,Tulsa,35,60,Tulsa
2011,Northern Illinois,36,113,Northern Illinois
2011,Utah,37,33,Utah
2011,California,38,26,California
2011,Rutgers,39,75,Rutgers
2011,Iowa State,40,5,Iowa State
2011,SMU,41,71,SMU
2011,Mississippi State,42,45,Mississippi State
2011,Toledo,43,88,Toledo
2011,Arkansas State,44,117,Arkansas State
2011,Virginia,45,62,Virginia
2011,Georgia Tech,46,66,Georgia Tech
2011,UCLA,47,3,UCLA
2011,NC State,48,72,NC State
2011,Louisiana Tech,49,77,Louisiana Tech
2011,Arizona State,50,16,Arizona State
2011,Ohio State,51,27,Ohio State
2011,Iowa,52,49,Iowa
2011,Tennessee,53,18,Tennessee
2011,Louisiana,54,114,Louisiana
2011,Illinois,55,48,Illinois
2011,Purdue,56,59,Purdue
2011,Wyoming,57,86,Wyoming
2011,San Diego State,58,91,San Diego State
2011,Vanderbilt,59,36,Vanderbilt
2011,North Carolina,60,53,North Carolina
2011,Texas Tech,61,29,Texas Tech
2011,Marshall,62,61,Marshall
2011,Miami,63,47,Miami
2011,Louisville,64,64,Louisville
2011,Ohio,65,119,Ohio
2011,Temple,66,118,Temple
2011,Wake Forest,67,42,Wake Forest
2011,Arizona,68,11,Arizona
2011,Northwestern,69,51,Northwestern
2011,Kentucky,70,44,Kentucky
2011,Nevada,71,89,Nevada
2011,Pittsburgh,72,55,Pittsburgh
2011,Air Force,73,93,Air Force
2011,Ball State,74,83,Ball State
2011,Western Michigan,75,96,Western Michigan
2011,Syracuse,76,57,Syracuse
2011,Oregon State,77,6,Oregon State
2011,Washington State,78,37,Washington State
2011,South Florida,79,65,South Florida
2011,Western Kentucky,80,116,Western Kentucky
2011,Florida International,81,120,Florida International
2011,Utah State,82,107,Utah State
2011,Boston College,83,40,Boston College
2011,Colorado,84,1,Colorado
2011,Connecticut,85,69,Connecticut
2011,East Carolina,86,74,East Carolina
2011,Navy,87,76,Navy
2011,San José State,88,80,San José State
2011,Eastern Michigan,89,110,Eastern Michigan
2011,Minnesota,90,25,Minnesota
2011,Rice,91,56,Rice
2011,UTEP,92,85,UTEP
2011,Kansas,93,2,Kansas
2011,North Texas,94,94,North Texas
2011,Ole Miss,95,10,Ole Miss
2011,UCF,96,99,UCF
2011,Bowling Green,97,102,Bowling Green
2011,Kent State,98,100,Kent State
2011,Duke,99,46,Duke
2011,Hawai'i,100,112,Hawai'i
2011,Miami (OH),101,87,Miami (OH)
2011,Maryland,102,31,Maryland
2011,Fresno State,103,78,Fresno State
2011,New Mexico State,104,92,New Mexico State
2011,Louisiana Monroe,105,108,Louisiana Monroe
2011,UAB,106,79,UAB
2011,Army,107,82,Army
2011,UNLV,108,67,UNLV
2011,Central Michigan,109,97,Central Michigan
2011,Troy,110,101,Troy
2011,Colorado State,111,103,Colorado State
2011,Buffalo,112,106,Buffalo
2011,Idaho,113,90,Idaho
2011,Indiana,114,54,Indiana
2011,New Mexico,115,68,New Mexico
2011,Memphis,116,111,Memphis
2011,Middle Tennessee,117,115,Middle Tennessee
2011,Tulane,118,104,Tulane
