,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,272372013,2007-08-25T22:00:00.000Z,Albany State (GA),North Carolina Central,,,False,regular,,fcs
1,272420079,2007-08-30T23:00:00.000Z,Southern Illinois,Quincy,,,False,regular,fcs,
2,272422038,2007-08-30T23:00:00.000Z,Assumption,Sacred Heart,,,False,regular,,fcs
3,272422415,2007-08-30T23:00:00.000Z,Morgan State,Savannah State,,,False,regular,fcs,fcs
4,272422132,2007-08-30T23:00:00.000Z,Cincinnati,Southeast Missouri State,,,False,regular,fbs,fcs
5,272422534,2007-08-30T23:00:00.000Z,Sam Houston State,Angelo State,,,False,regular,fcs,
6,272420236,2007-08-30T23:00:00.000Z,Chattanooga,Carson-Newman,,,False,regular,fcs,
7,272422197,2007-08-30T23:00:00.000Z,Eastern Illinois,Tennessee Tech,,,True,regular,fcs,fcs
8,272420164,2007-08-30T23:00:00.000Z,Rutgers,Buffalo,1678.0,1222.0,False,regular,fbs,fbs
9,272420119,2007-08-30T23:00:00.000Z,Towson,Central Connecticut,,,False,regular,fcs,fcs
10,272422050,2007-08-30T23:00:00.000Z,Ball State,Miami (OH),1443.0,1399.0,True,regular,fbs,fbs
11,272422433,2007-08-30T23:00:00.000Z,Louisiana Monroe,Tulsa,1371.0,1544.0,False,regular,fbs,fbs
12,272422710,2007-08-30T23:05:00.000Z,Western Illinois,South Dakota State,,,False,regular,fcs,fcs
13,272420097,2007-08-30T23:30:00.000Z,Louisville,Murray State,,,False,regular,fbs,fcs
14,272422729,2007-08-30T23:30:00.000Z,William & Mary,Delaware,,,True,regular,fcs,fcs
15,272422325,2007-08-30T23:30:00.000Z,La Salle,Ursinus,,,False,regular,fcs,
16,272422287,2007-08-30T23:30:00.000Z,Illinois State,Drake,,,False,regular,fcs,fcs
17,272420066,2007-08-31T00:00:00.000Z,Iowa State,Kent State,1431.0,1334.0,False,regular,fbs,fbs
18,272420344,2007-08-31T00:00:00.000Z,Mississippi State,LSU,1404.0,1885.0,True,regular,fbs,fbs
19,272420166,2007-08-31T00:00:00.000Z,New Mexico State,Southeastern Louisiana,,,False,regular,fbs,fcs
20,272422623,2007-08-31T00:00:00.000Z,Missouri State,Missouri S&T,,,False,regular,fcs,
21,272422535,2007-08-31T00:00:00.000Z,Samford,West Alabama,,,False,regular,fcs,
22,272420328,2007-08-31T00:05:00.000Z,Utah State,UNLV,1078.0,1235.0,False,regular,fbs,fbs
23,272422460,2007-08-31T00:05:00.000Z,Northern Iowa,Minnesota State,,,False,regular,fcs,
24,272420068,2007-08-31T01:05:00.000Z,Boise State,Weber State,,,False,regular,fbs,fcs
25,272422464,2007-08-31T01:05:00.000Z,Northern Arizona,Western New Mexico,,,False,regular,fcs,
26,272420204,2007-08-31T02:00:00.000Z,Oregon State,Utah,1578.0,1613.0,True,regular,fbs,fbs
27,272432843,2007-08-31T23:00:00.000Z,Western Connecticut State,Wagner,,,False,regular,,fcs
28,272430218,2007-08-31T23:30:00.000Z,Temple,Navy,1091.0,1561.0,False,regular,fbs,fbs
29,272430183,2007-09-01T00:00:00.000Z,Syracuse,Washington,1407.0,1441.0,False,regular,fbs,fbs
30,272430331,2007-09-01T02:05:00.000Z,Eastern Washington,Montana-Western,,,False,regular,fcs,
31,272440127,2007-09-01T16:00:00.000Z,Michigan State,UAB,1481.0,1372.0,False,regular,fbs,fbs
32,272440038,2007-09-01T16:00:00.000Z,Colorado,Colorado State,1511.0,1373.0,False,regular,fbs,fbs
33,272440194,2007-09-01T16:00:00.000Z,Ohio State,Youngstown State,,,False,regular,fbs,fcs
34,272440259,2007-09-01T16:04:00.000Z,Virginia Tech,East Carolina,1769.0,1450.0,False,regular,fbs,fbs
35,272442390,2007-09-01T16:04:00.000Z,Miami,Marshall,1609.0,1402.0,False,regular,fbs,fbs
36,272440130,2007-09-01T16:07:00.000Z,Michigan,Appalachian State,1761.0,1407.0,False,regular,fbs,fcs
37,272440077,2007-09-01T16:07:00.000Z,Northwestern,Northeastern,,,False,regular,fbs,fcs
38,272440213,2007-09-01T16:07:00.000Z,Penn State,Florida International,1693.0,1129.0,False,regular,fbs,fbs
39,272440057,2007-09-01T16:30:00.000Z,Florida,Western Kentucky,1815.0,1429.0,False,regular,fbs,fbs
40,272442674,2007-09-01T17:00:00.000Z,Valparaiso,St. Francis (IL),,,False,regular,fcs,
41,272440113,2007-09-01T17:00:00.000Z,UMass,Holy Cross,,,False,regular,fcs,fcs
42,272440227,2007-09-01T17:00:00.000Z,Rhode Island,Fordham,,,False,regular,fcs,fcs
43,272442086,2007-09-01T17:00:00.000Z,Butler,Albion,,,False,regular,fcs,
44,272442523,2007-09-01T17:00:00.000Z,Robert Morris,Dayton,,,False,regular,fcs,fcs
45,272442142,2007-09-01T17:00:00.000Z,Colgate,Albany,,,False,regular,fcs,fcs
46,272440314,2007-09-01T17:00:00.000Z,Iona,Delaware Valley,,,False,regular,fcs,
47,272442751,2007-09-01T18:00:00.000Z,Wyoming,Virginia,1447.0,1517.0,False,regular,fbs,fbs
48,272442005,2007-09-01T18:00:00.000Z,Air Force,South Carolina State,,,False,regular,fbs,fcs
49,272442643,2007-09-01T18:00:00.000Z,The Citadel,Charleston Southern,,,False,regular,fcs,fcs
50,272442400,2007-09-01T18:00:00.000Z,Mississippi Valley State,Arkansas-Pine Bluff,,,True,regular,fcs,fcs
51,272440150,2007-09-01T18:00:00.000Z,Duke,Connecticut,1249.0,1440.0,False,regular,fbs,fbs
52,272440302,2007-09-01T19:00:00.000Z,UC Davis,Western Washington,,,False,regular,fcs,
53,272440050,2007-09-01T19:00:00.000Z,Florida A&M,Southern,,,False,regular,fcs,fcs
54,272440149,2007-09-01T19:05:00.000Z,Montana,Southern Utah,,,False,regular,fcs,fcs
55,272442459,2007-09-01T19:30:00.000Z,Northern Illinois,Iowa,1512.0,1617.0,False,regular,fbs,fbs
56,272440103,2007-09-01T19:30:00.000Z,Boston College,Wake Forest,1683.0,1631.0,True,regular,fbs,fbs
57,272440235,2007-09-01T19:30:00.000Z,Memphis,Ole Miss,1383.0,1367.0,False,regular,fbs,fbs
58,272440087,2007-09-01T19:30:00.000Z,Notre Dame,Georgia Tech,1671.0,1608.0,False,regular,fbs,fbs
59,272440277,2007-09-01T19:30:00.000Z,West Virginia,Western Michigan,1751.0,1467.0,False,regular,fbs,fbs
60,272442483,2007-09-01T19:30:00.000Z,Oregon,Houston,1563.0,1565.0,False,regular,fbs,fbs
61,272440158,2007-09-01T19:30:00.000Z,Nebraska,Nevada,1705.0,1573.0,False,regular,fbs,fbs
62,272440356,2007-09-01T19:30:00.000Z,Illinois,Missouri,1365.0,1648.0,False,regular,fbs,fbs
63,272440275,2007-09-01T19:36:00.000Z,Wisconsin,Washington State,1772.0,1524.0,True,regular,fbs,fbs
64,272440024,2007-09-01T19:41:00.000Z,Stanford,UCLA,1321.0,1591.0,True,regular,fbs,fbs
65,272442226,2007-09-01T20:00:00.000Z,Florida Atlantic,Middle Tennessee,1253.0,1372.0,True,regular,fbs,fbs
66,272442065,2007-09-01T20:00:00.000Z,Bethune-Cookman,Jacksonville,,,False,regular,fcs,fcs
67,272440252,2007-09-01T21:30:00.000Z,BYU,Arizona,1813.0,1535.0,True,regular,fbs,fbs
68,272442184,2007-09-01T22:00:00.000Z,Duquesne,Bucknell,,,False,regular,fcs,fcs
69,272440221,2007-09-01T22:00:00.000Z,Pittsburgh,Eastern Michigan,1612.0,1250.0,False,regular,fbs,fbs
70,272442736,2007-09-01T22:00:00.000Z,Winston-Salem,North Carolina A&T,,,True,regular,fcs,fcs
71,272442450,2007-09-01T22:00:00.000Z,Norfolk State,Virginia State,,,False,regular,fcs,
72,272440311,2007-09-01T22:00:00.000Z,Maine,Monmouth,,,False,regular,fcs,fcs
73,272442619,2007-09-01T22:00:00.000Z,Stony Brook,Georgetown,,,False,regular,fcs,fcs
74,272440120,2007-09-01T22:00:00.000Z,Maryland,Villanova,,,False,regular,fbs,fcs
75,272440152,2007-09-01T22:00:00.000Z,NC State,UCF,1471.0,1311.0,False,regular,fbs,fbs
76,272440322,2007-09-01T22:00:00.000Z,Lafayette,Marist,,,False,regular,fcs,fcs
77,272440096,2007-09-01T22:00:00.000Z,Kentucky,Eastern Kentucky,,,False,regular,fbs,fcs
78,272442628,2007-09-01T22:00:00.000Z,TCU,Baylor,1762.0,1339.0,False,regular,fbs,fbs
79,272440153,2007-09-01T22:05:00.000Z,North Carolina,James Madison,1394.0,1457.0,False,regular,fbs,fcs
80,272440061,2007-09-01T22:45:00.000Z,Georgia,Oklahoma State,1727.0,1616.0,False,regular,fbs,fbs
81,272442466,2007-09-01T23:00:00.000Z,Northwestern State,Henderson State,,,False,regular,fcs,
82,272440008,2007-09-01T23:00:00.000Z,Arkansas,Troy,1676.0,1354.0,False,regular,fbs,fbs
83,272440201,2007-09-01T23:00:00.000Z,Oklahoma,North Texas,1781.0,1193.0,False,regular,fbs,fbs
84,272440251,2007-09-01T23:00:00.000Z,Texas,Arkansas State,1863.0,1215.0,False,regular,fbs,fbs
85,272442305,2007-09-01T23:00:00.000Z,Kansas,Central Michigan,1569.0,1538.0,False,regular,fbs,fbs
86,272442649,2007-09-01T23:00:00.000Z,Toledo,Purdue,1394.0,1516.0,False,regular,fbs,fbs
87,272440195,2007-09-01T23:00:00.000Z,Ohio,Gardner-Webb,,,False,regular,fbs,fcs
88,272442169,2007-09-01T23:00:00.000Z,Delaware State,Coastal Carolina,,,False,regular,fcs,fcs
89,272442296,2007-09-01T23:00:00.000Z,Jackson State,Delta State,,,False,regular,fcs,
90,272442016,2007-09-01T23:00:00.000Z,Alcorn State,Grambling,,,True,regular,fcs,fcs
91,272442006,2007-09-01T23:00:00.000Z,Akron,Army,1382.0,1251.0,False,regular,fbs,fbs
92,272440238,2007-09-01T23:00:00.000Z,Vanderbilt,Richmond,,,False,regular,fbs,fcs
93,272442572,2007-09-01T23:00:00.000Z,Southern Mississippi,UT Martin,,,False,regular,fbs,fcs
94,272442634,2007-09-01T23:00:00.000Z,Tennessee State,Alabama A&M,,,False,regular,fcs,fcs
95,272442046,2007-09-01T23:00:00.000Z,Austin Peay,Bethel (TN),,,False,regular,fcs,
96,272442747,2007-09-01T23:00:00.000Z,Wofford,Georgetown (KY),,,False,regular,fcs,
97,272442348,2007-09-01T23:00:00.000Z,Louisiana Tech,Central Arkansas,,,False,regular,fbs,fcs
98,272442166,2007-09-01T23:00:00.000Z,Davidson,UNC Pembroke,,,False,regular,fcs,
99,272442617,2007-09-01T23:00:00.000Z,Stephen F. Austin,Tarleton State,,,False,regular,fcs,
100,272440326,2007-09-01T23:00:00.000Z,Texas State,Cal Poly,,,False,regular,fcs,fcs
101,272440231,2007-09-01T23:00:00.000Z,Furman,Presbyterian College,,,False,regular,fcs,fcs
102,272440245,2007-09-01T23:05:00.000Z,Texas A&M,Montana State,,,False,regular,fbs,fcs
103,272442579,2007-09-01T23:05:00.000Z,South Carolina,Louisiana,1668.0,1277.0,False,regular,fbs,fbs
