,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
634,303172711,Eastern Michigan,30,away,2,1,0,0,1,3,62,0,3,6,25,10-19,2-3,491,247,13-24,8.9,277,56,4.9,6-48,3,1,2,24:17,Western Michigan,45,home,1,2,0,0,1,4,123,0,6,9,5,0,2,23,4-7,0-0,518,349,17-21,16.6,169,27,6.3,4-60,2,2,0,12:29,,,
635,303162084,Buffalo,3,home,0,0,0,0,4,0,86,0,5,3,11,5-14,0-0,144,63,7-22,2.5,88,31,2.8,7-73,4,1,3,13:00,Ball State,20,away,1,0,5,0,3,1,32,0,2,8,1,0,3,21,5-14,0-1,323,178,18-26,6.7,149,43,3.5,9-95,0,0,0,23:37,,,
636,303170052,Clemson,13,away,1,1,9,0,2,0,34,0,2,7,25,9-18,0-0,391,241,28-44,5.4,152,35,4.3,10-74,2,0,2,20:06,Florida State,16,home,0,1,0,0,2,0,82,0,4,10,16,0,2,16,6-13,0-0,307,223,15-25,8.4,97,30,3.2,8-81,2,1,1,19:51,0,0,1
637,303170150,Duke,16,home,2,0,2,0,4,0,82,0,3,10,19,6-18,0-1,311,327,37-54,5.7,4,24,0.2,5-42,2,2,0,19:20,Boston College,21,away,2,1,21,0,3,2,68,0,5,3,,,,15,5-14,0-0,356,241,12-24,9.6,126,37,3.4,7-50,2,2,0,17:27,,,
638,303170152,Wake Forest,3,away,0,0,8,0,2,0,133,0,6,3,12,3-14,1-2,188,99,10-13,6.0,110,45,2.4,5-50,1,1,0,25:11,NC State,38,home,1,3,6,0,5,2,49,0,2,8,,,,22,7-11,0-1,387,343,28-39,8.4,59,22,2.7,3-23,1,0,1,15:30,0,0,1
639,303170153,North Carolina,10,home,0,1,-9,0,2,0,142,0,6,4,21,6-14,2-2,314,220,18-33,6.0,117,32,3.7,8-34,6,2,4,22:46,Virginia Tech,26,away,2,0,0,0,2,2,58,0,3,14,37,0,4,19,7-16,0-0,418,273,13-28,8.9,169,38,4.4,9-56,0,0,0,19:35,,,
640,303170059,Georgia Tech,10,home,2,0,11,0,2,1,125,0,6,4,20,7-15,1-3,409,106,7-17,5.9,308,59,5.2,7-59,2,2,0,19:44,Miami,35,away,2,4,0,0,1,1,43,0,3,5,,,,24,3-10,1-2,507,230,10-18,12.8,277,46,6.0,4-31,2,2,0,16:01,,,
641,303172226,Florida Atlantic,24,home,1,0,16,0,2,3,76,0,4,6,17,2-11,0-1,322,201,11-18,10.2,139,37,3.8,6-65,1,1,0,14:36,Louisiana,23,away,1,1,4,0,3,2,40,0,3,5,,,,23,7-18,2-3,427,271,21-37,6.9,173,45,3.8,7-55,2,1,1,22:05,20,0,1
642,303172653,Florida International,52,away,2,4,0,0,2,3,98,0,5,10,19,3-14,1-1,668,233,8-15,14.7,448,54,8.3,9-85,1,0,1,22:35,Troy,35,home,0,3,32,0,4,2,165,0,9,5,16,0,1,24,7-15,0-1,411,329,30-50,6.1,108,28,3.9,7-50,4,2,2,14:05,0,0,2
643,303242426,Arkansas State,19,away,2,1,-1,0,1,1,169,0,6,7,22,5-11,0-1,365,195,22-30,5.9,187,38,4.9,6-65,2,1,1,15:29,Navy,35,home,1,4,3,0,1,1,70,0,3,5,32,0,1,24,9-12,0-1,465,164,8-9,18.2,301,60,5.0,4-25,2,2,0,21:11,,,
644,303240127,Purdue,31,away,0,1,23,0,3,2,138,0,5,7,16,5-13,1-2,378,189,16-27,7.0,189,34,5.6,9-53,2,0,2,17:10,Michigan State,35,home,0,2,13,0,3,3,93,0,6,3,28,0,2,22,4-11,1-1,381,294,30-40,7.2,95,25,3.8,6-50,1,0,1,18:27,35,1,1
645,303240077,Northwestern,27,home,0,2,58,0,1,0,138,0,7,9,12,2-10,0-0,318,150,10-20,6.8,183,28,6.5,3-35,3,2,1,11:24,Illinois,48,away,2,5,0,0,2,1,100,0,6,12,15,0,1,26,10-17,1-1,559,40,6-14,2.9,519,70,7.4,2-20,2,0,2,25:16,59,1,2
646,303240130,Michigan,28,home,1,2,,,,2,236,0,9,4,24,6-12,1-2,442,283,19-30,9.1,168,36,4.7,1-10,2,1,1,14:27,Wisconsin,48,away,1,6,0,0,2,0,53,0,3,12,15,0,1,26,5-10,0-0,558,209,14-15,13.4,357,58,6.2,2-25,2,1,1,22:19,9,0,1
647,303242294,Ohio State,20,away,0,1,7,0,3,1,70,0,3,8,21,7-15,2-2,353,199,18-33,5.9,158,36,4.4,8-73,2,0,2,18:29,Iowa,17,home,0,1,0,0,2,1,107,0,5,5,8,0,2,17,5-12,0-1,276,212,20-31,6.3,81,25,3.2,4-25,0,0,0,18:11,,,
648,303240084,Penn State,41,away,0,2,57,1,5,2,60,0,4,11,24,11-17,0-1,496,331,24-33,9.8,171,42,4.1,5-35,0,0,0,22:36,Indiana,24,home,0,1,1,0,2,2,195,0,8,6,,,,18,4-13,0-2,332,253,23-42,5.8,90,21,4.3,0-0,1,0,1,13:37,0,0,1
649,303240204,Oregon State,36,home,1,1,23,0,6,2,66,0,2,12,18,4-14,0-0,328,179,17-24,6.4,174,41,4.2,8-85,0,0,0,19:38,USC,7,away,0,1,-2,0,1,0,198,0,7,1,,,,18,4-16,2-6,255,153,18-36,3.8,120,35,3.4,5-46,2,1,1,16:03,65,1,1
650,303220264,Washington,24,home,0,2,29,0,8,0,34,0,2,6,16,1-12,0-1,321,74,10-21,3.2,253,41,6.2,7-66,1,0,1,18:25,UCLA,7,away,0,1,12,0,6,0,57,0,4,4,0,0,1,10,4-16,1-1,163,55,6-25,2.2,108,36,3.0,8-99,3,0,3,17:36,28,1,3
651,303240025,California,14,home,0,0,0,0,1,2,138,0,6,2,20,6-14,3-3,299,197,20-38,5.0,109,28,3.9,9-95,3,1,2,16:19,Stanford,48,away,1,4,32,0,3,2,35,0,2,12,0,0,2,28,5-10,2-2,467,235,16-21,11.2,232,48,4.8,2-30,0,0,0,20:12,,,
652,303240183,Connecticut,23,away,1,2,31,0,3,0,60,0,2,11,14,2-12,2-2,254,98,13-21,4.7,156,38,4.1,6-60,1,1,0,21:24,Syracuse,6,home,1,0,1,0,2,0,104,0,4,6,,,,17,4-15,0-1,235,206,20-36,4.8,64,29,2.2,9-66,2,1,1,17:55,2,0,1
653,303240058,South Florida,10,home,1,1,12,0,2,0,27,0,2,4,19,4-15,1-1,285,146,15-29,4.6,153,37,4.1,6-53,1,0,1,16:47,Pittsburgh,17,away,0,1,55,0,6,1,30,0,1,5,0,0,1,17,2-9,0-1,292,170,11-16,8.9,150,38,3.9,11-116,1,1,0,28:09,,,
654,303242132,Cincinnati,69,home,0,6,22,0,6,4,154,0,7,9,31,10-16,1-1,661,377,23-40,9.1,295,46,6.4,8-65,1,0,1,20:34,Rutgers,38,away,0,0,-3,0,2,5,226,0,11,8,13,0,1,16,5-13,0-0,391,440,21-33,12.1,-9,27,-0.3,5-45,2,0,2,15:10,15,0,2
655,303240097,Louisville,10,home,1,0,0,0,6,0,40,0,2,4,9,2-13,1-2,171,179,12-24,6.0,26,30,0.9,7-70,1,0,1,17:23,West Virginia,17,away,0,2,22,0,5,0,56,0,3,5,11,0,1,15,6-16,0-0,261,170,9-20,6.7,128,47,2.7,4-28,1,1,0,19:17,,,
656,303240245,Texas A&M,9,home,0,0,0,0,1,0,36,0,2,9,19,2-13,0-1,310,195,19-29,5.9,138,41,3.4,2-10,0,0,0,17:27,Nebraska,6,away,0,0,8,0,3,0,15,0,1,6,,,,15,5-15,1-2,306,174,17-28,5.9,142,37,3.8,16-145,2,0,2,19:13,0,0,2
657,303240038,Kansas State,36,away,0,3,41,0,4,2,130,0,7,4,18,6-14,2-3,411,348,17-26,11.9,101,38,2.7,7-57,1,1,0,17:00,Colorado,44,home,1,2,0,0,5,4,127,0,5,8,,,,22,9-14,0-0,476,245,15-26,8.7,251,44,5.7,2-5,0,0,0,18:21,,,
658,303240066,Iowa State,0,home,0,0,5,0,4,0,55,0,3,0,17,9-19,1-5,332,199,14-32,5.6,152,44,3.5,5-36,1,1,0,17:34,Missouri,14,away,1,1,,,,1,23,0,1,2,,,,17,6-16,1-1,306,172,16-26,6.6,134,41,3.3,3-25,0,0,0,19:27,,,
659,303242305,Oklahoma State,48,away,0,2,46,1,6,3,81,0,3,12,35,6-12,1-2,597,408,33-45,9.1,189,38,5.0,8-95,0,0,0,19:33,Kansas,14,home,0,1,,,,1,70,0,5,2,,,,18,6-17,0-1,288,189,19-32,5.4,114,34,3.4,9-91,0,0,0,16:22,,,
660,303240251,Florida Atlantic,17,away,1,0,0,0,1,2,126,0,6,5,15,7-16,0-1,298,243,11-27,7.8,88,35,2.5,6-51,3,1,2,16:14,Texas,51,home,1,3,9,0,1,2,62,0,3,15,57,1,2,27,5-14,2-3,522,269,15-21,12.5,259,57,4.5,6-50,1,1,0,20:16,,,
661,303242641,Weber State,21,away,0,1,10,0,1,2,119,0,7,3,26,6-14,1-3,459,298,18-31,9.1,177,48,3.7,8-74,1,1,0,20:22,Texas Tech,64,home,1,4,0,0,1,4,43,0,2,14,,,,34,6-10,1-1,669,450,32-41,10.7,230,40,5.8,6-58,0,0,0,16:18,,,
662,303240239,Baylor,24,home,1,2,-4,0,3,1,80,0,6,6,20,3-15,2-4,361,141,20-33,3.8,237,38,6.2,11-99,3,1,2,26:17,Oklahoma,53,away,1,2,0,0,2,3,94,0,5,15,12,1,2,24,9-18,1-2,462,353,28-42,8.4,109,37,2.9,3-35,2,1,1,18:28,21,0,1
663,303240021,San Diego State,34,home,0,1,0,0,3,4,91,0,6,4,29,8-12,0-0,587,539,36-54,9.8,59,21,2.8,8-64,3,0,3,17:25,Utah,38,away,0,3,14,0,2,2,137,0,5,8,12,0,3,22,4-14,3-3,500,365,21-34,10.6,138,35,3.9,8-75,0,0,0,19:15,,,
664,303240252,New Mexico,7,away,0,0,0,0,2,1,162,0,6,1,20,4-11,0-0,259,169,15-30,5.3,100,31,3.2,5-25,4,1,3,14:46,BYU,40,home,1,3,1,0,3,2,41,0,2,10,53,0,3,29,6-13,2-2,494,245,19-33,7.2,258,44,5.9,14-130,0,0,0,21:38,,,
665,303242751,Wyoming,44,home,1,6,18,0,5,0,,,,8,21,7-14,0-1,479,291,23-32,8.3,212,39,5.4,7-77,0,0,0,18:20,Colorado State,0,away,0,0,17,0,3,0,129,0,6,0,,,,13,2-15,0-2,162,132,16-33,2.9,65,33,2.0,5-55,2,1,1,18:20,26,0,1
666,303222439,UNLV,20,home,2,1,0,0,1,1,93,0,6,8,18,10-16,0-2,337,224,18-31,7.2,113,36,3.1,3-33,1,0,1,18:29,Air Force,35,away,0,4,1,0,1,1,89,0,5,5,24,0,1,26,9-11,0-0,454,111,7-9,12.3,343,62,5.5,5-35,2,2,0,17:45,,,
667,303240098,Western Kentucky,26,home,0,2,55,1,7,0,137,0,6,8,19,8-20,1-3,396,112,9-22,4.5,298,58,5.1,6-34,1,1,0,22:56,Middle Tennessee,27,away,1,1,11,0,3,0,215,1,5,9,,,,11,5-16,1-1,208,86,13-26,3.0,129,35,3.7,4-41,0,0,0,13:08,,,
668,303242433,Louisiana Monroe,49,home,1,2,18,0,2,5,178,0,9,7,23,8-15,2-2,480,261,18-23,10.7,233,51,4.6,6-55,1,0,1,21:13,North Texas,37,away,0,1,6,0,3,2,137,1,4,13,10,0,1,16,5-13,1-1,325,179,14-26,6.3,161,30,5.4,3-14,2,1,1,15:15,-3,0,1
669,303240120,Florida State,30,away,2,1,0,0,1,1,98,0,4,12,15,4-14,1-1,354,212,17-27,7.5,151,30,5.0,6-45,2,1,1,17:21,Maryland,16,home,1,0,1,0,1,1,93,0,5,10,20,0,1,23,5-16,2-4,432,278,25-45,6.0,163,34,4.8,5-45,4,2,2,24:38,96,1,2
670,303242655,Tulane,14,home,0,2,0,0,2,0,174,0,10,2,19,7-15,0-1,338,192,19-41,4.7,146,34,4.3,4-49,4,2,2,17:00,UCF,61,away,2,4,71,0,6,2,178,1,3,13,100,1,2,24,4-10,0-0,459,195,8-15,11.8,282,43,6.6,12-109,0,0,0,19:00,,,
671,303240005,UAB,31,home,2,1,3,0,3,3,72,0,3,7,21,8-16,0-3,510,361,21-38,9.5,149,39,3.8,4-40,2,0,2,20:19,Memphis,15,away,0,0,-1,0,1,1,118,0,6,9,63,0,2,13,2-11,0-1,331,238,16-31,7.4,103,25,4.1,4-40,3,2,1,22:06,6,0,1
672,303242572,Houston,41,away,0,0,0,0,1,4,220,0,9,11,21,2-11,1-3,491,486,28-47,9.9,24,19,1.3,2-20,1,0,1,13:31,Southern Mississippi,59,home,0,6,-1,0,3,2,129,0,5,11,18,0,1,30,8-14,1-1,642,301,24-31,9.5,349,52,6.7,4-40,0,0,0,22:04,,,
673,303240242,Rice,62,home,1,6,1,0,2,3,144,0,6,8,25,10-16,2-2,639,229,12-17,13.5,410,60,6.8,4-28,1,1,0,23:24,East Carolina,38,away,1,2,0,0,1,3,91,0,6,8,,,,21,3-11,2-3,454,308,21-39,7.9,146,26,5.6,1-5,3,1,2,16:22,20,0,2
674,303240202,UTEP,28,away,1,3,20,0,2,0,127,1,5,4,18,5-14,0-1,363,154,9-23,6.1,223,40,5.6,3-30,1,0,1,17:19,Tulsa,31,home,0,2,25,0,1,2,96,0,3,7,13,0,1,28,8-15,0-2,543,338,19-34,9.6,218,50,4.4,4-45,1,1,0,19:11,,,
675,303242567,Marshall,17,away,0,1,-4,0,3,1,105,0,4,5,19,3-15,2-3,327,295,24-42,6.6,50,25,2.0,2-20,3,0,3,16:10,SMU,31,home,0,2,43,0,5,2,80,0,3,7,23,0,3,20,6-14,2-2,415,247,17-32,7.2,185,36,5.1,4-25,2,0,2,20:29,52,0,2
676,303240328,Utah State,6,home,0,0,4,0,2,0,70,0,3,6,16,6-18,2-3,242,111,14-35,2.9,139,37,3.8,4-27,2,0,2,16:12,Idaho,28,away,0,1,7,0,5,3,100,0,4,4,0,0,2,15,10-18,2-2,355,246,20-32,7.6,112,37,3.0,4-53,1,0,1,20:25,0,0,1
677,303200218,Ohio,31,away,1,3,9,0,2,1,55,0,3,7,14,3-10,0-0,282,78,4-13,6.0,204,43,4.7,3-30,2,1,1,17:19,Temple,23,home,1,1,0,0,2,2,130,0,6,5,54,0,2,21,8-16,0-1,402,321,29-49,6.6,81,23,3.5,8-68,3,1,2,19:21,17,0,1
678,303230068,Fresno State,0,away,1,0,10,0,1,0,199,0,9,,9,1-12,1-1,125,107,6-24,3.2,49,27,1.8,5-51,3,1,2,14:11,Boise State,51,home,1,2,35,0,3,4,22,0,1,15,31,0,2,31,10-13,0-0,516,391,30-42,9.3,125,40,3.1,4-35,2,1,1,22:29,0,0,1
679,303240087,Army,3,away,0,0,0,0,1,0,101,0,6,3,8,7-16,0-0,174,39,2-8,4.9,135,43,3.1,3-28,2,0,2,17:21,Notre Dame,27,home,0,1,-4,0,5,1,29,0,2,9,42,1,2,15,8-14,0-0,369,214,13-20,10.7,155,38,4.1,5-55,1,0,1,18:38,0,0,1
680,303240057,Appalachian State,10,away,1,0,,,,1,138,0,8,4,20,6-14,0-1,274,158,19-29,5.4,117,36,3.3,10-80,1,1,0,21:34,Florida,48,home,1,6,25,0,4,1,91,0,3,6,,,,29,3-6,1-2,547,241,18-25,9.4,311,43,7.2,7-79,2,1,1,23:16,2,0,1
681,303240238,Vanderbilt,10,home,1,0,12,0,3,1,103,0,5,4,23,8-18,1-1,333,234,20-41,5.4,111,36,3.1,6-35,2,0,2,18:24,Tennessee,24,away,0,1,1,0,3,2,23,0,1,6,43,0,2,19,7-15,1-1,360,240,16-27,8.6,128,34,3.8,9-75,3,1,2,19:00,13,0,2
682,303242579,Troy,24,away,1,1,42,0,4,2,97,0,6,6,17,4-14,0-2,264,198,23-39,4.7,81,29,2.8,2-14,5,3,2,17:51,South Carolina,69,home,3,4,0,0,2,3,78,0,4,15,78,2,2,20,5-11,0-0,461,263,15-21,11.9,212,40,5.3,5-40,1,1,0,18:49,,,
683,303220333,Georgia State,7,away,0,0,,,,0,240,0,10,1,0,0-0,0-0,165,85,5-17,4.4,91,32,2.8,0-0,5,1,4,,Alabama,63,home,1,4,60,1,4,3,44,0,2,9,66,1,4,24,4-9,2-3,478,216,19-22,9.8,262,45,5.8,3-19,0,0,0,17:58,,,
684,303240099,LSU,43,home,1,4,30,0,3,1,135,0,7,11,20,3-10,0-0,470,267,14-21,12.3,212,38,5.6,7-68,2,1,1,16:22,Ole Miss,36,away,1,4,3,0,1,1,201,0,8,6,4,0,1,21,4-15,4-5,420,187,16-25,7.4,236,42,5.6,7-85,3,1,2,19:24,20,0,2
685,303240344,Arkansas,38,away,3,2,0,0,2,3,112,0,5,8,21,4-11,1-1,488,316,17-26,11.7,183,35,5.2,8-49,3,2,1,13:23,Mississippi State,31,home,2,4,0,0,2,0,123,0,6,7,0,0,1,32,9-20,4-5,486,244,20-30,7.5,262,70,3.7,3-29,3,3,0,22:03,,,
686,303242440,New Mexico State,6,away,1,0,16,0,4,0,146,0,6,6,18,5-20,1-2,309,262,19-39,5.6,89,40,2.2,5-54,3,1,2,20:57,Nevada,52,home,1,4,25,0,4,2,67,0,3,10,90,1,2,26,5-12,2-2,494,262,15-27,9.3,243,40,6.1,3-31,1,1,0,15:30,,,
687,303212006,Akron,14,home,0,2,3,0,3,0,104,0,6,2,14,5-14,1-1,318,237,18-34,6.3,105,23,4.6,7-56,2,1,1,14:26,Miami (OH),19,away,1,1,29,0,4,0,22,0,1,13,1,0,1,20,3-14,0-0,398,224,22-32,6.7,185,35,5.3,7-67,0,0,0,21:32,,,
688,303242711,Western Michigan,38,home,1,4,9,0,5,1,50,0,2,8,23,2-9,0-1,426,181,22-33,5.1,259,32,8.1,4-29,1,0,1,15:01,Kent State,3,away,0,0,8,0,3,0,70,0,3,3,17,0,1,21,7-19,1-4,431,258,26-40,6.2,182,42,4.3,11-104,3,1,2,21:39,3,0,2
689,303212649,Bowling Green,14,away,0,0,71,1,2,1,86,0,5,2,17,6-17,2-3,254,245,29-47,4.7,35,23,1.5,2-15,4,2,2,14:16,Toledo,33,home,2,2,3,0,4,3,24,0,2,3,0,0,2,23,7-15,1-3,537,260,17-26,10.0,277,47,5.9,7-75,1,0,1,22:22,0,0,1
690,303242050,Northern Illinois,59,away,2,3,108,1,8,3,61,0,4,11,21,5-10,1-1,442,248,17-24,10.3,194,40,4.8,8-60,2,1,1,19:43,Ball State,21,home,1,2,,,,1,151,0,9,3,0,0,1,10,3-11,0-0,268,171,12-22,7.0,113,33,3.4,7-59,3,2,1,16:22,16,1,1
691,303242084,Buffalo,17,home,0,0,,,,2,43,0,3,5,16,4-13,1-1,297,222,20-33,6.7,75,25,3.0,6-50,0,0,0,14:10,Eastern Michigan,21,away,0,3,-1,0,7,0,45,0,2,3,,,,16,4-13,3-3,353,92,6-9,10.2,261,55,4.7,6-60,2,0,2,22:39,0,0,2
692,303240103,Virginia,13,away,0,1,0,0,2,0,56,0,3,7,25,8-18,1-2,421,296,34-53,5.6,125,31,4.0,9-59,1,0,1,20:21,Boston College,17,home,0,1,0,0,2,1,15,0,1,5,0,0,1,18,6-14,0-0,370,176,10-19,8.0,218,42,5.2,4-39,1,0,1,16:19,0,0,1
693,303240154,Wake Forest,10,home,1,1,0,0,2,0,132,0,6,4,12,7-17,0-1,205,180,17-32,4.7,54,29,1.9,5-50,0,0,0,16:16,Clemson,30,away,0,1,2,0,4,2,73,0,3,12,,,,20,9-16,1-1,413,254,19-25,9.2,182,43,4.2,4-35,2,1,1,20:21,17,0,1
694,303240153,North Carolina,25,home,0,0,16,0,5,2,107,0,6,13,17,3-15,3-3,404,466,33-44,9.3,-7,26,-0.3,6-36,1,1,0,20:11,NC State,29,away,1,0,88,1,3,2,100,0,5,9,,,,18,4-13,1-1,275,195,15-29,5.6,112,33,3.4,6-51,1,0,1,16:11,0,0,1
695,303242390,Miami,17,home,1,1,-1,0,3,1,107,0,4,5,23,4-13,1-3,464,212,15-33,6.1,262,42,6.2,5-55,6,3,3,19:43,Virginia Tech,31,away,3,3,0,0,3,1,52,0,3,7,53,0,3,19,5-13,0-1,369,165,8-15,7.9,251,48,5.2,4-50,1,1,0,20:03,,,
696,303240059,Duke,20,away,2,1,24,0,2,1,103,0,7,8,22,5-13,1-1,443,344,30-43,7.8,109,25,4.4,6-50,2,1,1,15:17,Georgia Tech,30,home,1,1,7,0,2,1,108,0,5,12,85,1,1,19,4-13,1-2,410,100,2-7,12.9,320,62,5.2,8-69,2,2,0,20:30,,,
697,303240062,Hawai'i,41,home,0,1,0,0,7,3,46,0,2,11,28,4-10,1-1,626,607,35-50,11.9,33,16,2.1,4-30,3,1,2,18:35,San José State,7,away,1,0,0,0,1,1,128,0,6,1,83,0,2,12,6-18,1-2,164,195,19-37,3.5,34,29,1.2,6-44,2,0,2,18:01,34,1,2
698,303240309,Florida International,38,away,0,3,,,,1,72,0,4,8,17,6-12,0-0,317,166,16-19,8.5,155,40,3.9,5-54,0,0,0,18:27,Louisiana,17,home,0,1,61,0,5,1,91,0,5,5,,,,22,5-15,2-4,390,212,13-30,6.2,204,43,4.7,9-90,3,0,3,18:13,31,1,3
699,303310213,Penn State,22,home,2,1,20,0,3,2,82,0,5,4,20,6-14,1-1,396,316,23-44,7.1,84,21,4.0,8-67,1,0,1,15:30,Michigan State,28,away,0,1,0,0,2,3,85,0,4,4,4,0,1,21,5-11,0-0,331,168,19-24,7.0,163,39,4.2,3-24,2,2,0,28:59,,,
700,303310275,Northwestern,23,away,0,1,8,0,3,1,325,1,11,5,17,4-12,0-0,284,135,13-25,4.9,161,35,4.6,2-17,7,3,4,19:53,Wisconsin,70,home,3,5,0,0,4,4,145,0,5,10,97,1,4,29,5-11,0-0,559,230,15-19,12.1,329,54,6.1,2-25,0,0,0,22:01,,,
701,303310135,Minnesota,27,home,2,3,9,0,3,0,39,0,4,9,22,9-17,0-0,382,176,14-27,6.1,216,46,4.7,7-45,1,1,0,22:05,Iowa,24,away,1,0,1,0,2,2,133,1,4,6,,,,16,4-9,0-0,218,132,10-22,5.8,91,27,3.4,3-21,2,2,0,14:22,,,
702,303310194,Ohio State,37,home,2,1,,,,2,111,1,2,13,19,10-18,0-0,478,231,18-27,8.1,258,45,5.7,7-81,1,0,1,20:44,Michigan,7,away,0,1,-2,0,1,0,125,0,7,1,41,0,1,19,5-15,1-5,351,178,16-33,5.1,182,41,4.4,4-35,3,2,1,15:05,0,0,1
703,303312509,Indiana,34,away,0,1,-1,0,1,3,117,0,6,10,26,5-13,0-0,403,335,31-52,6.3,73,30,2.4,5-30,2,2,0,24:06,Purdue,31,home,2,1,31,0,3,3,111,0,6,7,,,,13,2-13,0-0,310,252,16-30,8.4,58,30,1.9,11-106,1,0,1,17:02,0,0,1
704,303310030,Notre Dame,20,away,0,1,0,0,4,2,106,0,5,2,15,5-15,0-0,296,154,20-34,4.4,147,32,4.6,1-10,4,1,3,17:18,USC,16,home,1,1,4,0,3,0,79,0,3,10,8,0,3,12,4-17,2-3,261,187,22-39,4.8,74,29,2.6,8-47,1,0,1,19:20,0,0,1
705,303300009,Arizona State,55,home,0,2,16,0,5,4,206,1,5,13,23,8-16,0-1,595,385,28-39,9.8,211,32,6.6,12-114,1,1,0,16:12,UCLA,34,away,1,1,6,0,2,3,228,0,10,10,,,,30,8-19,1-3,442,333,33-56,5.7,121,30,4.0,6-36,1,0,1,19:16,12,0,1
706,303310025,California,13,home,2,0,8,0,2,0,70,0,3,7,14,4-14,0-1,283,99,12-23,4.0,191,36,5.3,7-74,1,0,1,18:24,Washington,16,away,0,1,13,0,5,1,96,0,3,4,8,0,1,16,4-14,1-1,349,260,17-27,8.8,112,36,3.1,4-30,3,2,1,18:13,0,0,1
707,303310024,Oregon State,0,away,0,0,8,0,4,0,161,0,6,,20,4-13,0-2,285,239,23-46,4.7,68,24,2.8,4-45,5,2,3,15:23,Stanford,38,home,2,1,36,0,5,4,24,0,1,8,24,0,3,20,9-15,0-1,470,320,21-30,10.2,165,39,4.2,4-45,0,0,0,20:29,,,
708,303302483,Oregon,48,home,1,4,-13,0,3,3,85,0,5,6,27,6-15,4-5,537,148,14-24,6.2,389,57,6.8,4-31,2,1,1,18:33,Arizona,29,away,1,0,0,0,1,3,91,0,9,9,22,0,1,28,10-19,1-2,506,455,29-54,8.3,58,27,2.1,10-80,2,1,1,18:17,0,0,1
709,303310183,Boston College,16,away,0,1,0,0,3,0,35,0,2,10,18,11-18,0-0,315,110,11-20,5.5,205,51,4.0,1-5,1,0,1,22:28,Syracuse,7,home,0,1,5,0,2,0,68,0,5,1,0,0,1,13,2-9,0-0,238,150,15-24,6.1,91,27,3.4,7-68,1,0,1,14:12,0,0,1
710,303300221,West Virginia,35,away,3,2,,,,3,80,0,3,5,13,7-12,0-1,360,221,9-12,17.7,148,39,3.8,5-50,0,0,0,16:32,Pittsburgh,10,home,0,0,6,0,2,1,98,0,5,4,,,,20,9-17,1-3,362,296,28-46,6.2,78,27,2.9,4-24,4,3,1,20:08,53,0,1
711,303300164,Louisville,40,away,0,2,12,0,1,3,107,0,3,4,21,6-11,0-0,427,210,18-25,8.4,217,31,7.0,8-75,0,0,0,17:18,Rutgers,13,home,0,2,15,0,3,0,113,0,6,1,,,,23,7-15,0-1,330,236,15-34,5.3,149,43,3.5,5-44,2,0,2,19:07,35,1,2
712,303300158,Colorado,17,away,0,0,11,0,2,2,97,0,5,5,12,2-10,0-0,262,163,10-27,6.0,99,23,4.3,6-55,3,1,2,12:01,Nebraska,45,home,1,2,0,0,3,4,52,0,3,9,38,0,2,24,11-17,1-1,407,150,15-19,7.5,265,59,4.5,8-79,0,0,0,23:58,,,
713,303310249,North Texas,41,home,1,3,0,0,4,2,202,1,6,5,16,3-9,1-1,459,175,12-20,8.1,298,33,9.0,4-18,2,1,1,14:08,Kansas State,49,away,1,5,8,0,4,1,206,1,7,7,0,0,1,21,14-20,1-2,450,77,9-21,3.7,373,59,6.3,3-15,1,1,0,22:05,,,
714,303310142,Kansas,7,away,0,1,11,0,2,0,87,0,6,1,12,4-15,1-3,141,86,7-24,1.9,96,36,2.7,2-15,3,0,3,16:18,Missouri,35,home,0,5,11,0,4,0,40,0,2,5,64,0,3,21,9-16,1-1,397,186,16-26,6.9,218,46,4.7,9-117,2,0,2,20:20,2,0,2
715,303290251,Texas A&M,24,away,2,2,35,0,5,1,93,0,4,6,15,4-15,0-0,366,144,14-30,4.3,238,36,6.6,8-74,2,2,0,25:32,Texas,17,home,2,1,13,0,3,1,68,0,3,5,,,,19,6-18,0-0,359,244,20-37,5.9,140,38,3.7,4-25,4,2,2,20:05,-1,0,2
