,id,team1,team1_pts,team1_home_away,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_fumblesRecovered,team1_totalFumbles,team1_possessionTime,team1_interceptions,team1_fumblesLost,team1_turnovers,team1_totalPenaltiesYards,team1_yardsPerRushAttempt,team1_rushingAttempts,team1_rushingYards,team1_yardsPerPass,team1_completionAttempts,team1_netPassingYards,team1_totalYards,team1_fourthDownEff,team1_thirdDownEff,team1_firstDowns,team2,team2_pts,team2_home_away,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_fumblesRecovered,team2_totalFumbles,team2_possessionTime,team2_interceptions,team2_fumblesLost,team2_turnovers,team2_totalPenaltiesYards,team2_yardsPerRushAttempt,team2_rushingAttempts,team2_rushingYards,team2_yardsPerPass,team2_completionAttempts,team2_netPassingYards,team2_totalYards,team2_fourthDownEff,team2_thirdDownEff,team2_firstDowns,team1_tacklesForLoss,team1_defensiveTDs,team1_tackles,team1_sacks,team1_qbHurries,team1_passesDeflected,team2_tacklesForLoss,team2_defensiveTDs,team2_tackles,team2_sacks,team2_qbHurries,team2_passesDeflected,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
424,401520255,Florida Atlantic,17,away,0,2,21,0,1,5,,,,2,1,28:33,1,0,1,6-54,4.0,24,97,5.2,28-49,256,353,1-3,6-17,19,Illinois,23,home,2,15,0,1,1,22,0,1,5,0,0,1,0,2,31:27,0,2,2,6-72,5.0,41,207,8.4,25-36,303,510,0-1,6-12,26,8,0,43,4,1,4,5,0,31,1,5,11,32,0,2
425,401540073,Lafayette,28,home,2,2,30,0,2,4,,,,2,0,26:56,0,0,0,5-39,4.3,48,206,7.9,10-14,110,316,1-2,7-13,19,Monmouth,20,away,0,,,,2,57,0,3,6,,,,0,2,33:04,0,2,2,10-60,1.6,36,59,7.1,21-33,234,293,3-5,6-16,19,,,,,,,,,,,,,,,
426,401540040,Fordham,44,home,3,2,,,,8,,,,0,3,26:30,0,1,1,4-15,6.6,37,245,11.5,15-22,252,497,2-2,3-11,19,Stonehill,0,away,0,19,0,3,0,114,0,8,0,,,,1,2,33:30,0,0,0,2-15,4.5,35,156,2.7,15-37,101,257,0-1,3-16,15,,,,,,,,,,,,,20,0,2
427,401540472,Western Carolina,77,home,4,7,10,0,1,11,0,0,1,0,1,25:58,0,0,0,8-73,5.9,40,237,18.6,20-24,446,683,0-1,7-10,33,Charleston Southern,21,away,2,,,,0,44,0,4,3,,,,1,0,34:02,1,0,1,7-66,3.4,42,141,3.6,11-23,82,223,4-4,4-18,12,,,,,,,,,,,,,106,0,6
428,401540390,McNeese,28,away,2,2,17,0,1,4,,,,0,,24:12,0,0,0,5-60,8.2,33,272,8.2,13-24,196,468,0-1,4-9,24,Eastern Illinois,31,home,4,,,,0,61,0,3,7,,,,0,,35:48,0,0,0,6-42,6.3,49,311,4.1,21-34,141,452,2-3,8-16,27,,,,,,,,,,,,,,,
429,401531413,East Carolina,44,home,5,1,19,0,1,8,,,,5,1,32:44,0,1,1,5-41,4.2,43,182,5.8,18-32,184,366,1-1,7-15,23,Gardner-Webb,0,away,0,,,,0,62,0,4,,,,,1,7,27:16,0,5,5,1-15,1.9,40,77,1.4,8-21,30,107,0-2,6-15,11,8,0,34,2,1,4,6,0,33,2,1,3,,,
430,401540499,Virginia Lynchburg,0,away,0,0,64,0,4,,52,0,1,0,5,24:25,0,2,2,11-65,0.2,32,6,2.6,8-20,51,57,0-1,2-13,8,Robert Morris,46,home,1,40,0,4,5,49,0,2,8,,,,2,0,35:35,1,0,1,8-74,4.7,46,214,16.1,13-20,322,536,0-2,4-10,22,,,,,,,,,,,,,,,
431,401540193,Eastern Kentucky,41,home,2,2,59,0,3,7,,,,0,,25:47,0,0,0,4-21,8.8,30,264,5.4,27-45,245,509,2-2,4-11,29,Southeast Missouri State,38,away,2,46,0,2,3,22,0,1,8,,,,0,1,31:39,0,0,0,6-65,2.3,27,63,8.5,30-42,355,418,0-0,8-14,26,,,,,,,,,,,,,,,
432,401540203,North Alabama,21,home,0,3,,,,3,4,0,1,1,1,29:22,1,1,2,4-35,2.6,36,95,5.6,31-53,296,391,2-4,10-22,23,UT Martin,37,away,4,0,0,1,1,,,,7,11,0,1,1,2,30:38,1,1,2,6-55,6.0,51,308,5.7,13-30,172,480,2-3,8-17,21,,,,,,,,,,,,,-1,0,1
433,401540535,Kennesaw State,7,away,0,1,72,0,3,1,36,0,1,0,,26:40,0,0,0,5-40,3.0,32,96,3.2,8-24,76,172,2-3,3-15,11,Tennessee Tech,17,home,2,9,0,2,0,,,,5,,,,0,,33:20,1,0,1,7-55,4.4,51,224,7.2,9-19,137,361,3-3,4-14,19,,,,,,,,,,,,,,,
434,401540422,Princeton,13,home,2,0,48,0,3,1,,,,1,2,27:04,1,1,2,3-35,4.8,35,167,3.7,16-30,110,277,0-3,5-14,16,Bryant,16,away,0,3,0,1,1,54,0,3,10,17,0,1,1,3,32:56,0,1,1,6-45,2.1,39,83,4.5,19-28,126,209,2-2,4-17,14,,,,,,,,,,,,,,,
435,401540102,Illinois State,48,home,4,3,8,0,1,6,,,,1,1,32:44,0,1,1,4-35,5.0,41,203,8.6,30-37,318,521,2-2,7-11,32,Lindenwood,17,away,1,,,,1,27,0,1,5,,,,1,1,27:16,0,1,1,7-71,3.2,38,122,8.7,13-22,192,314,1-1,6-14,17,,,,,,,,,,,,,,,
436,401540314,Elon,28,away,4,0,,,,4,4,0,1,0,2,29:44,1,1,2,4-25,5.8,41,236,4.4,12-23,102,338,2-2,6-12,24,Campbell,24,home,1,,,,0,9,0,1,4,0,0,1,1,1,19:07,1,0,1,9-76,0.4,18,8,6.6,24-34,223,231,0-0,5-11,15,,,,,,,,,,,,,,,
437,401540207,Western Illinois,17,away,1,1,12,0,1,5,14,0,2,0,1,24:23,3,1,4,5-45,-0.4,18,-7,5.8,30-49,283,276,1-2,3-14,21,Southern Utah,37,home,2,11,0,2,2,31,0,2,7,81,1,3,1,1,35:37,2,0,2,8-103,2.7,35,96,6.9,24-35,242,338,0-0,5-14,22,,,,,,,,,,,,,11,0,2
438,401540185,Central Arkansas,52,home,3,2,19,0,1,10,,,,2,0,35:21,0,0,0,5-50,8.4,45,380,6.8,18-31,212,592,1-3,6-13,29,Abilene Christian,17,away,1,5,0,2,1,130,0,6,5,,,,0,2,24:39,0,2,2,5-42,2.0,22,43,6.1,16-31,189,232,0-0,3-12,12,,,,,,,,,,,,,-1,0,1
439,401540175,Stephen F. Austin,20,home,1,1,,,,8,12,0,2,0,,23:27,2,0,2,9-62,4.0,33,131,4.8,22-40,193,324,4-6,2-14,18,Austin Peay,22,away,1,0,0,1,1,111,0,4,2,20,1,2,0,,36:33,2,0,2,3-22,5.4,42,227,6.2,8-13,81,308,0-3,2-10,15,,,,,,,,,,,,,,,
440,401540222,Missouri State,59,home,2,5,,,,11,10,1,2,0,5,30:57,0,2,2,11-129,6.8,31,210,14.9,24-31,462,672,0-0,7-11,23,Utah Tech,14,away,2,,,,0,0,0,1,2,,,,2,1,29:03,4,0,4,6-75,5.1,25,127,3.9,18-44,173,300,1-2,4-13,18,,,,,,,,,,,,,35,0,2
441,401531423,Rice,29,away,0,4,80,0,4,3,,,,1,0,32:27,0,0,0,6-41,0.1,20,1,9.8,34-50,491,492,4-5,7-18,19,South Florida,42,home,3,11,0,2,2,5,0,1,10,,,,0,2,27:33,0,1,1,9-89,4.0,41,162,15.0,22-29,435,597,0-0,6-11,25,8,0,27,3,0,2,11,0,39,4,2,3,,,
442,401531349,Nicholls,7,away,0,1,42,0,2,1,0,0,2,1,0,32:26,4,0,4,7-55,2.3,27,62,7.0,27-39,273,335,2-3,2-11,21,Tulane,36,home,1,61,1,3,2,50,0,2,12,102,0,4,0,1,27:34,2,1,3,9-90,5.4,28,150,8.6,22-30,258,408,0-0,6-12,19,4,0,42,2,1,2,7,1,35,3,2,3,,,
443,401520271,Troy,27,home,2,1,16,0,1,9,,,,2,5,38:59,0,3,3,7-71,3.7,46,172,10.0,22-35,349,521,2-2,9-18,24,Western Kentucky,24,away,1,-1,0,1,2,22,0,1,6,,,,2,2,21:01,0,2,2,3-21,1.0,13,13,6.9,24-40,275,288,1-2,2-10,16,3,0,25,1,4,5,7,0,44,5,4,3,1,0,1
444,401520275,Liberty,38,away,3,2,41,0,2,8,0,0,1,1,3,33:09,1,2,3,4-49,8.3,44,364,7.4,11-21,156,520,0-0,6-10,22,Florida International,6,home,1,,,,0,41,0,3,0,0,0,1,2,1,26:51,1,1,2,5-43,1.9,33,64,6.1,11-24,147,211,0-3,3-12,11,11,0,30,5,2,2,0,0,29,0,1,2,0,0,1
445,401524014,USC,42,away,2,3,46,0,3,10,11,0,1,1,2,28:12,0,1,1,10-85,7.3,29,213,10.4,20-31,322,535,1-2,3-10,22,Arizona State,28,home,1,,,,2,83,0,3,8,,,,1,2,31:48,1,1,2,4-26,2.8,32,90,6.7,23-39,263,353,3-4,6-16,21,14,0,39,8,1,2,4,0,32,2,3,3,,,
446,401524016,Stanford,20,home,2,0,,,,8,,,,0,1,31:09,0,0,0,6-45,3.2,35,112,7.7,18-32,246,358,1-1,7-16,19,Arizona,21,away,2,10,0,2,1,6,0,1,3,,,,0,,28:51,0,0,0,5-36,3.9,37,145,6.8,18-30,204,349,1-2,6-13,20,3,0,30,2,5,1,11,0,34,5,4,3,,,
447,401524018,Washington,59,home,2,4,66,0,3,11,87,1,3,0,,30:10,1,0,1,9-83,4.7,30,140,12.2,23-32,389,529,1-2,5-11,23,California,32,away,2,2,0,1,3,74,0,4,2,0,0,1,0,1,29:50,3,0,3,2-10,4.0,35,139,7.9,27-46,363,502,0-0,10-17,28,2,2,47,0,0,3,3,0,36,0,0,2,83,1,1
448,401524017,Utah,14,home,0,1,,,,2,21,1,1,1,3,34:28,0,1,1,4-30,2.1,48,102,6.9,9-17,117,219,0-1,6-17,13,UCLA,7,away,0,6,0,1,1,36,0,2,1,,,,1,3,25:32,1,1,2,6-36,0.3,32,9,6.7,15-35,234,243,1-4,3-17,11,11,1,31,7,0,4,11,0,41,4,0,3,12,0,5
449,401524015,Oregon,42,home,3,3,24,0,1,4,,,,0,1,35:06,1,0,1,9-80,6.3,38,240,8.1,30-35,282,522,3-4,3-10,30,Colorado,6,away,0,2,0,1,1,,,,0,0,0,1,0,,24:54,0,0,0,12-106,1.6,25,40,4.8,23-33,159,199,1-1,5-14,13,7,0,26,7,1,6,6,0,40,2,0,2,15,0,2
450,401524019,Washington State,38,home,1,4,60,0,3,8,2,0,1,0,2,28:27,0,2,2,7-60,3.5,30,106,12.1,29-35,422,528,1-2,5-9,27,Oregon State,35,away,4,,,,1,36,0,1,5,,,,2,2,31:33,1,0,1,5-31,6.2,39,242,5.8,17-34,198,440,2-4,6-14,25,6,0,31,2,12,3,4,0,34,1,3,3,,,
451,401531873,Texas A&M-Commerce,9,away,0,1,30,0,2,3,46,0,3,2,1,35:08,0,1,1,8-79,3.0,42,126,4.8,15-26,124,250,0-2,4-16,16,Old Dominion,10,home,0,31,0,4,1,16,0,1,4,,,,1,3,24:52,3,2,5,7-88,0.5,30,15,10.6,19-31,328,343,0-2,5-12,15,9,0,38,8,2,4,11,0,26,3,3,1,0,0,2
452,401531849,Georgia State,30,away,2,1,0,0,1,12,,,,0,3,28:16,0,1,1,9-66,4.2,43,182,7.1,15-27,191,373,0-1,8-14,24,Coastal Carolina,17,home,0,,,,1,48,0,3,5,,,,1,0,31:44,0,0,0,10-88,4.3,25,107,7.0,26-42,295,402,0-1,6-14,21,6,0,31,2,4,2,4,0,28,0,1,2,2,0,1
453,401531874,Southern Mississippi,37,away,2,2,87,0,4,13,0,0,1,0,,30:28,2,0,2,5-45,6.9,34,234,6.0,20-36,215,449,2-2,7-15,20,Arkansas State,44,home,2,3,0,1,3,146,0,6,14,6,0,2,0,,29:32,1,0,1,3-15,4.4,44,192,11.1,11-21,233,425,0-0,7-14,18,7,0,35,4,3,4,2,0,33,1,8,4,,,
454,401540048,Pennsylvania,37,away,2,3,95,0,4,7,,,,0,,41:29,2,0,2,2-20,4.4,37,161,7.2,35-49,354,515,2-2,9-17,28,Bucknell,21,home,0,21,0,1,3,89,0,5,3,5,0,2,0,,18:31,0,0,0,5-39,0.5,17,8,6.8,18-34,230,238,1-1,3-12,13,,,,,,,,,,,,,23,0,6
455,401540067,Holy Cross,47,home,3,4,38,0,2,5,0,0,2,0,1,27:19,0,0,0,1-15,8.1,39,317,7.0,17-27,190,507,1-2,5-9,25,Colgate,7,away,1,0,0,1,0,61,0,4,1,,,,0,,32:41,2,0,2,9-72,3.9,37,143,4.3,19-32,137,280,2-4,7-16,16,,,,,,,,,,,,,2,0,2
456,401540081,Dartmouth,34,home,3,1,49,0,2,10,0,0,1,1,3,38:18,1,2,3,2-8,4.2,52,219,5.0,21-26,130,349,4-4,5-14,24,Lehigh,17,away,1,,,,0,70,0,4,5,0,0,1,2,2,21:42,1,1,2,4-28,2.9,18,52,3.8,19-30,115,167,0-1,1-10,8,,,,,,,,,,,,,50,0,3
457,401540529,Morehead State,28,away,2,2,83,0,4,4,12,0,1,0,1,30:30,0,0,0,13-105,2.4,28,66,6.7,21-45,302,368,1-2,4-15,22,St. Thomas (MN),35,home,2,33,0,1,2,60,0,3,5,,,,0,,29:30,1,0,1,11-109,7.3,39,285,8.6,10-16,137,422,0-1,6-13,15,,,,,,,,,,,,,0,0,1
458,401540376,Lincoln University (CA),0,away,0,0,80,0,3,,,,,2,1,30:14,0,0,0,10-92,2.4,34,80,1.2,9-22,26,106,0-3,4-15,10,Lamar,38,home,3,18,0,3,2,,,,8,,,,0,2,29:46,0,2,2,9-115,6.7,45,301,9.6,15-20,192,493,1-1,6-12,26,,,,,,,,,,,,,,,
459,401540117,Alabama State,10,away,0,1,40,0,5,4,,,,2,3,23:43,1,0,1,12-93,0.6,23,14,7.6,23-38,288,302,2-4,4-15,13,Florida A&M,23,home,0,,,,2,29,0,2,5,,,,0,2,34:06,0,2,2,7-57,2.5,19,47,7.8,24-37,290,337,0-0,5-10,21,,,,,,,,,,,,,17,0,2
460,401540087,Arkansas-Pine Bluff,24,away,0,3,160,0,5,6,,,,1,2,28:44,1,1,2,10-84,2.8,28,78,6.9,20-35,242,320,0-0,6-13,22,Alabama A&M,31,home,1,,,,3,86,0,5,7,0,0,1,1,1,31:16,0,1,1,11-100,4.7,38,177,9.9,27-33,328,505,0-2,4-10,24,,,,,,,,,,,,,,,
461,401540142,Jackson State,22,home,1,1,83,0,4,,0,0,1,2,0,33:47,1,0,1,8-84,5.8,45,260,3.5,14-25,88,348,1-2,4-15,19,Bethune-Cookman,16,away,1,,,,1,0,0,2,4,33,0,1,0,2,26:13,1,2,3,3-35,2.3,25,58,4.8,19-36,172,230,2-3,0-14,14,,,,,,,,,,,,,,,
462,401539995,North Carolina Central,45,home,1,5,20,0,1,9,10,0,1,0,1,29:24,0,0,0,4-50,4.6,33,153,9.4,17-28,263,416,0-1,3-8,21,Mississippi Valley State,3,away,0,,,,0,120,0,8,3,,,,0,1,30:36,1,0,1,9-92,3.6,31,112,3.3,14-32,104,216,1-2,4-17,13,,,,,,,,,,,,,15,0,2
463,401540126,Prairie View,23,away,2,1,62,0,4,5,,,,0,,31:10,1,0,1,11-75,3.5,35,121,9.8,12-19,187,308,0-0,3-9,16,Alcorn State,20,home,0,,,,2,18,0,2,8,14,0,1,0,,28:50,0,0,0,3-40,4.2,23,97,7.8,26-37,287,384,1-1,4-12,21,,,,,,,,,,,,,56,0,3
464,401540157,Grambling,35,home,3,2,66,0,4,5,,,,0,1,34:20,0,1,1,11-98,5.9,48,282,8.5,14-23,195,477,1-1,6-14,23,Texas Southern,23,away,0,,,,3,121,0,5,5,,,,1,0,25:40,0,0,0,6-36,3.8,31,118,6.4,14-24,153,271,0-1,2-12,13,,,,,,,,,,,,,6,0,3
465,401540455,Valparaiso,30,home,1,3,160,0,6,6,,,,1,1,26:27,1,1,2,3-25,1.9,29,55,9.4,16-25,234,289,0-1,6-13,14,Marist,36,away,2,25,0,1,3,55,0,3,6,0,0,1,1,1,33:33,0,1,1,9-89,2.1,37,79,6.5,20-38,248,327,2-3,10-19,19,,,,,,,,,,,,,-9,0,1
466,401540058,Columbia,30,home,3,1,48,0,1,6,,,,0,1,31:39,0,0,0,7-59,4.7,47,222,7.3,11-26,189,411,2-3,6-14,24,Georgetown,0,away,0,16,0,2,0,35,0,3,,,,,0,,28:21,0,0,0,7-40,1.3,24,32,3.6,16-37,135,167,1-4,3-16,14,,,,,,,,,,,,,60,0,2
467,401540567,Stetson,18,home,0,1,69,0,4,4,30,1,1,0,,26:35,3,0,3,2-20,3.5,26,91,5.2,18-32,167,258,0-0,5-12,15,Butler,28,away,4,12,0,2,0,45,0,2,4,64,0,3,0,1,33:25,1,0,1,9-70,6.7,48,322,2.8,9-19,54,376,2-4,5-14,15,,,,,,,,,,,,,0,0,1
468,401540399,St. Andrews,6,away,1,0,117,0,8,0,,,,0,4,25:36,0,2,2,5-35,3.1,37,115,0.0,0-1,-25,90,0-0,0-9,6,Davidson,84,home,9,,,,2,0,0,1,12,,,,2,1,34:24,0,0,0,6-60,8.8,53,467,14.1,16-18,253,720,1-1,8-10,35,,,,,,,,,,,,,,,
469,401540467,San Diego,40,home,2,3,53,0,2,4,27,1,3,2,1,32:53,0,0,0,12-122,4.6,32,146,10.1,19-26,262,408,0-0,8-14,19,Dayton,25,away,2,10,0,1,1,,,,5,,,,0,5,26:19,3,3,6,6-62,3.6,44,159,5.5,10-24,132,291,1-2,5-14,19,,,,,,,,,,,,,7,0,1
470,401540307,Cornell,23,away,1,1,63,0,3,11,5,0,1,0,2,38:41,0,1,1,5-59,4.0,43,174,5.5,26-36,197,371,2-3,8-17,24,Yale,21,home,1,,,,2,20,0,1,3,,,,1,0,21:19,1,0,1,2-20,5.1,34,172,7.2,7-18,129,301,1-1,5-11,17,,,,,,,,,,,,,10,0,1
471,401540291,Brown,31,away,3,1,43,0,2,7,0,0,1,0,1,34:25,0,0,0,1-15,2.4,35,83,7.0,36-52,364,447,1-2,12-19,29,Harvard,34,home,2,4,0,1,3,75,0,2,4,,,,0,,25:35,1,0,1,4-60,7.7,34,261,7.8,15-26,203,464,0-0,5-9,24,,,,,,,,,,,,,,,
472,401539980,Morgan State,17,home,1,1,30,0,2,,0,0,1,3,1,30:15,0,0,0,11-95,1.2,39,45,3.7,19-39,144,189,0-3,3-18,14,Albany,23,away,1,,,,2,16,0,1,,,,,0,5,29:45,1,3,4,11-100,2.4,48,116,6.2,10-23,142,258,0-0,7-17,16,,,,,,,,,,,,,0,0,1
473,401540324,New Hampshire,25,away,0,2,141,0,3,5,,,,0,,32:24,1,0,1,5-55,3.6,14,51,6.6,34-59,387,438,2-4,4-12,27,Delaware,29,home,1,,,,3,78,0,4,3,18,0,1,0,,27:36,0,0,0,4-53,5.7,29,165,9.1,24-37,336,501,1-3,5-12,24,,,,,,,,,,,,,27,0,2
474,401540489,William & Mary,28,home,2,1,19,0,1,3,,,,0,2,27:10,0,1,1,3-15,5.7,40,226,4.1,6-10,41,267,0-0,7-13,11,Maine,3,away,0,27,0,3,0,59,0,3,3,,,,1,1,19:16,1,0,1,5-45,2.8,21,59,3.8,8-17,64,123,0-0,3-11,5,,,,,,,,,,,,,20,0,4
475,401540549,Villanova,35,home,5,0,15,0,1,5,81,0,1,1,0,32:57,1,0,1,12-105,6.7,43,287,10.8,9-16,172,459,0-1,8-12,18,Rhode Island,9,away,1,2,0,1,0,105,0,6,3,0,0,1,0,1,27:03,1,1,2,3-40,2.1,28,60,6.7,15-27,181,241,1-2,5-14,16,,,,,,,,,,,,,,,
476,401540573,Stony Brook,19,home,0,1,31,0,2,4,32,0,3,1,2,21:56,1,1,2,9-61,3.3,27,89,8.4,9-15,126,215,0-1,0-9,9,Richmond,20,away,1,,,,1,34,0,2,5,30,0,1,1,1,26:43,4,1,5,2-20,4.5,38,171,4.9,5-16,78,249,0-0,3-12,14,,,,,,,,,,,,,,,
477,401540227,Portland State,59,home,6,1,124,1,2,11,26,0,1,0,2,30:06,0,2,2,7-64,8.9,45,399,6.6,9-11,73,472,0-0,7-10,17,Cal Poly,21,away,1,-1,0,1,2,,,,3,,,,2,1,25:48,1,1,2,5-40,2.9,34,97,5.9,14-28,166,263,0-0,5-15,14,,,,,,,,,,,,,-10,0,1
478,401540237,Eastern Washington,27,away,1,0,39,0,1,5,,,,1,1,11:42,0,0,0,0-0,1.1,15,17,6.7,11-16,107,124,2-2,1-7,7,UC Davis,24,home,1,12,0,1,0,,,,4,,,,0,1,13:35,1,1,2,1-10,11.9,14,167,4.1,12-17,69,236,0-0,2-7,7,,,,,,,,,,,,,,,
479,401539988,Norfolk State,21,away,2,1,10,0,1,3,4,0,1,1,1,36:54,1,0,1,6-41,6.5,54,350,6.2,6-15,93,443,0-2,6-16,20,Towson,14,home,2,17,0,2,0,93,0,4,2,0,0,1,0,1,23:06,1,1,2,9-72,4.5,31,140,5.6,21-36,201,341,1-2,4-12,21,,,,,,,,,,,,,,,
480,401540252,Idaho State,35,home,3,2,,,,5,5,0,2,1,0,28:47,1,0,1,4-50,3.4,30,103,7.8,26-42,326,429,1-1,6-13,26,Northern Colorado,21,away,3,13,0,2,0,65,0,3,3,0,0,1,0,1,31:13,2,1,3,8-68,6.1,40,242,3.8,22-32,123,365,2-3,1-11,25,,,,,,,,,,,,,,,
481,401540260,Northern Arizona,28,home,2,2,38,0,2,4,,,,1,0,21:07,2,0,2,2-20,4.2,24,101,7.8,18-24,188,289,3-3,3-9,17,Montana,14,away,1,,,,1,,,,0,0,0,1,0,,16:06,1,1,2,3-15,3.3,17,56,6.1,13-18,110,166,0-0,2-6,8,,,,,,,,,,,,,,,
482,401540268,Weber State,0,home,0,0,24,0,1,,,,,0,1,29:10,0,1,1,5-44,2.6,41,107,3.5,14-29,101,208,2-6,3-17,13,Montana State,40,away,4,15,0,3,2,,,,4,,,,1,2,30:50,0,0,0,5-50,7.7,45,346,10.1,8-17,172,518,0-0,5-12,24,,,,,,,,,,,,,13,0,2
483,401520254,Sam Houston State,7,away,1,0,33,0,2,1,,,,0,2,25:05,1,1,2,10-91,2.1,25,52,5.5,15-23,126,178,1-1,3-13,8,Houston,38,home,3,-5,0,3,2,0,0,1,8,38,0,1,1,2,34:55,0,0,0,11-95,5.0,37,186,8.4,32-42,352,538,0-1,7-13,27,3,0,46,0,1,4,5,0,28,2,3,1,0,0,1
484,401540000,The Citadel,10,away,0,1,57,0,4,4,80,0,2,0,1,24:45,1,0,1,7-59,2.3,24,54,5.7,12-26,148,202,0-2,5-13,10,South Carolina State,31,home,1,42,0,4,3,27,0,3,7,0,0,1,0,,35:15,2,0,2,6-51,5.6,43,239,11.7,20-27,317,556,2-3,5-10,28,,,,,,,,,,,,,,,
485,401540045,Wagner,30,home,2,2,72,0,4,6,6,0,1,1,4,31:38,0,1,1,6-55,5.1,34,175,4.5,14-26,118,293,3-3,1-13,13,Merrimack,27,away,2,44,0,3,0,116,0,5,3,,,,1,2,28:22,1,1,2,3-17,2.0,40,81,8.8,11-20,176,257,0-1,5-14,13,,,,,,,,,,,,,2,0,1
486,401540029,St Francis (PA),34,home,1,3,17,0,3,10,,,,0,,29:24,1,0,1,8-54,6.2,37,228,6.9,16-28,193,421,2-2,3-13,21,Sacred Heart,37,away,2,9,0,1,2,98,0,5,13,6,0,1,0,1,30:36,0,0,0,4-50,4.7,51,238,7.4,14-25,185,423,0-0,6-13,24,,,,,,,,,,,,,21,0,1
487,401540599,Furman,38,home,4,1,55,0,3,8,,,,1,0,33:41,0,0,0,5-59,5.4,41,222,6.3,21-26,165,387,0-1,5-12,23,Mercer,14,away,1,2,0,2,1,45,0,2,2,,,,0,1,26:19,0,1,1,6-41,4.1,35,144,7.2,11-17,123,267,0-3,5-13,15,,,,,,,,,,,,,17,0,2
488,401540622,Wofford,14,away,2,0,12,0,2,2,0,0,2,0,3,27:38,0,2,2,11-53,4.8,34,163,8.2,16-22,180,343,1-2,0-10,11,VMI,17,home,1,,,,1,2,0,1,5,,,,2,3,32:22,2,0,2,1-5,3.0,51,154,5.2,9-12,62,216,0-0,3-13,12,,,,,,,,,,,,,12,0,1
489,401540356,Southeastern Louisiana,19,home,1,2,59,0,2,1,,,,0,3,26:06,0,0,0,5-50,1.3,22,29,7.9,25-42,331,360,0-2,8-15,20,Houston Christian,34,away,1,7,0,2,3,12,0,1,10,,,,0,1,33:54,0,0,0,3-25,5.8,46,267,10.4,16-27,282,549,2-2,9-16,25,,,,,,,,,,,,,38,0,2
490,401544201,North American University,3,away,0,0,70,0,4,3,,,,3,0,36:05,2,0,2,6-36,0.4,25,10,0.1,15-24,2,12,0-0,1-15,3,Incarnate Word,63,home,4,89,0,7,3,41,0,2,9,78,2,2,0,2,23:55,0,2,2,7-68,7.4,34,250,9.7,18-29,281,531,2-3,6-9,26,,,,,,,,,,,,,,,
491,401540583,Chattanooga,47,away,3,1,,,,11,38,1,1,1,0,32:43,0,0,0,4-29,2.9,36,106,12.4,21-26,323,429,1-1,7-12,21,Samford,24,home,2,-10,0,1,1,47,0,1,6,,,,0,1,27:17,2,1,3,10-104,5.3,33,174,6.2,33-48,299,473,2-4,8-16,27,,,,,,,,,,,,,,,
492,401540238,Eastern Washington,36,home,3,2,58,0,3,4,3,0,1,0,1,27:18,0,0,0,6-53,5.4,42,226,4.5,13-28,126,352,4-5,8-16,21,Idaho,44,away,5,,,,1,151,0,4,8,,,,1,2,32:42,1,0,1,4-35,7.4,49,363,7.1,8-18,128,491,3-3,6-12,25,,,,,,,,,,,,,,,
493,401525438,Duke,14,home,1,1,44,0,2,2,,,,0,2,31:45,1,1,2,2-28,4.7,40,189,5.0,12-27,134,323,1-1,6-15,17,Notre Dame,21,away,2,4,0,2,0,55,0,3,7,12,0,1,1,1,28:15,0,0,0,12-70,5.0,32,159,7.2,15-31,222,381,3-3,3-15,16,3,0,19,2,8,5,6,0,22,2,2,1,7,0,1
494,401520280,Auburn,20,home,2,0,57,0,2,8,0,0,1,1,0,30:09,1,0,1,1-5,5.1,43,219,4.4,11-20,88,307,1-3,2-12,17,Georgia,27,away,2,-6,0,1,1,80,0,3,9,21,0,1,0,2,29:51,1,1,2,3-30,3.6,30,107,9.5,23-33,313,420,0-0,8-13,19,8,0,42,0,3,4,6,0,46,3,0,4,,,
495,401520282,Kentucky,33,home,3,1,32,0,1,9,21,0,1,0,,28:46,0,0,0,3-25,9.1,36,329,3.6,9-19,69,398,0-0,1-8,22,Florida,14,away,0,5,0,1,2,,,,2,,,,0,1,31:14,1,0,1,10-86,2.4,29,69,8.1,25-30,244,313,1-3,4-13,15,9,0,40,3,0,2,4,0,25,0,0,4,4,0,1
496,401520291,South Carolina,20,away,2,0,20,0,1,8,16,0,2,0,,30:15,1,0,1,4-30,4.9,27,132,5.6,25-36,201,333,2-5,2-15,11,Tennessee,41,home,3,24,0,4,1,21,0,1,11,28,1,1,0,2,29:45,2,0,2,7-58,6.0,40,238,7.5,21-32,239,477,1-1,7-15,24,1,0,34,1,1,3,8,1,34,6,3,5,,,
