,id,team1,team1_pts,team1_home_away,team1_tacklesForLoss,team1_defensiveTDs,team1_tackles,team1_sacks,team1_qbHurries,team1_passesDeflected,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_possessionTime,team1_interceptions,team1_fumblesLost,team1_turnovers,team1_totalPenaltiesYards,team1_yardsPerRushAttempt,team1_rushingAttempts,team1_rushingYards,team1_yardsPerPass,team1_completionAttempts,team1_netPassingYards,team1_totalYards,team1_fourthDownEff,team1_thirdDownEff,team1_firstDowns,team2,team2_pts,team2_home_away,team2_tacklesForLoss,team2_defensiveTDs,team2_tackles,team2_sacks,team2_qbHurries,team2_passesDeflected,team2_fumblesRecovered,team2_rushingTDs,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_possessionTime,team2_interceptions,team2_fumblesLost,team2_turnovers,team2_totalPenaltiesYards,team2_yardsPerRushAttempt,team2_rushingAttempts,team2_rushingYards,team2_yardsPerPass,team2_completionAttempts,team2_netPassingYards,team2_totalYards,team2_fourthDownEff,team2_thirdDownEff,team2_firstDowns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team1_totalFumbles,team2_totalFumbles
475,401234662,Syracuse,21,away,7,0,61,2,0,4,1,2,1,,,,26:10,1,3,4,8-90,6.5,35,229,6.2,18-30,185,414,1-1,5-14,15,Notre Dame,45,home,6,0,46,1,1,5,3,3,3,73,0,3,9,13,0,1,33:50,1,1,2,4-40,7.1,40,283,7.7,24-37,285,568,1-2,7-15,26,3,11,0,1,,,,12,0,2,,
476,401237151,Florida,31,away,8,0,47,6,0,2,0,0,4,,,,26:15,0,0,0,8-85,1.2,17,20,8.8,35-49,433,453,0-1,6-13,24,Tennessee,19,home,5,0,32,2,1,3,0,1,2,69,0,4,1,,,,33:45,0,0,0,5-40,2.4,39,94,6.5,27-37,240,334,3-4,4-15,24,7,,,,,,,,,,,
477,401252117,Louisiana,24,away,6,0,43,3,1,2,1,2,1,49,0,4,28:51,0,0,0,2-20,2.8,44,124,4.2,8-24,101,225,2-6,6-15,17,Appalachian State,21,home,3,0,31,0,5,3,0,2,0,121,0,6,5,,,,31:08,2,1,3,5-46,4.0,49,198,4.4,10-21,92,290,2-3,9-16,19,4,0,0,2,3,0,1,46,0,2,,
478,401265817,Alabama,55,away,7,0,32,5,2,5,1,3,4,,,,32:52,0,1,1,4-43,6.2,43,265,13.3,20-29,385,650,1-1,4-9,32,LSU,17,home,3,0,32,1,0,3,1,1,1,54,0,4,5,,,,26:43,0,1,1,4-30,3.6,27,98,5.6,25-45,253,351,1-3,5-16,21,13,,,,,,,,,,,
479,401266134,Miami,48,away,13,0,43,3,1,1,4,3,3,,,,24:06,0,1,1,3-45,5.2,42,220,11.7,17-26,304,524,1-1,4-10,24,Duke,0,home,6,0,40,1,2,3,1,0,0,68,0,3,,,,,32:22,1,4,5,6-55,1.7,33,56,3.9,25-31,121,177,1-2,5-15,14,12,-3,0,1,13,0,3,,,,,
480,401234657,Clemson,45,away,12,0,38,2,0,0,3,4,1,,,,22:06,1,0,1,4-30,7.9,30,238,8.9,12-22,195,433,0-0,3-9,19,Virginia Tech,10,home,4,0,21,0,3,5,0,1,0,22,0,1,4,0,0,1,37:54,0,3,3,2-25,2.9,45,131,10.6,15-19,202,333,0-1,4-11,18,9,,,,7,0,1,14,0,1,,
481,401264082,Memphis,21,away,7,0,54,3,0,5,0,1,2,107,0,5,25:56,2,0,2,4-29,1.6,28,45,6.5,20-39,255,300,0-2,5-14,20,Tulane,35,home,8,0,47,3,0,6,0,3,2,43,0,2,5,3,0,2,34:04,1,0,1,9-84,3.7,45,165,7.5,21-34,254,419,3-3,2-10,26,3,31,0,1,18,0,2,15,0,2,,
482,401264083,Tulsa,19,away,10,0,45,4,3,1,1,0,1,16,0,1,27:40,0,1,1,6-60,3.0,43,128,6.7,10-25,168,296,1-2,6-17,15,Navy,6,home,3,0,32,0,6,2,1,0,0,115,0,5,6,,,,32:20,0,1,1,6-46,2.4,53,126,2.5,4-11,27,153,1-2,6-17,13,13,,,,7,0,1,-2,0,2,,
483,401266789,Western Kentucky,37,away,6,1,33,1,9,7,1,1,1,0,0,2,29:59,0,0,0,4-28,5.9,37,218,8.1,18-27,218,436,0-1,6-13,21,Charlotte,19,home,5,0,39,1,2,3,0,0,3,103,0,5,1,,,,30:01,0,1,1,6-48,2.7,33,90,6.3,15-35,219,309,2-4,3-14,18,13,,,,5,0,1,8,0,1,,
484,401247340,Ohio State,52,away,6,1,34,3,3,5,2,4,2,18,0,1,32:34,0,1,1,7-63,6.7,48,322,8.3,17-24,199,521,0-0,6-12,26,Michigan State,12,home,9,0,33,3,4,1,1,1,0,103,0,4,4,,,,27:13,2,2,4,10-106,2.9,28,81,5.0,21-36,180,261,1-2,3-17,13,10,0,1,2,9,0,2,,,,,
485,401237150,Texas A&M,31,away,5,0,34,2,3,1,0,2,2,,,,37:44,0,0,0,4-39,6.8,46,315,8.5,18-23,196,511,0-0,7-11,29,Auburn,20,home,3,0,37,1,5,3,0,2,0,28,0,1,8,,,,22:00,0,0,0,1-5,6.5,30,196,6.0,15-24,144,340,0-1,4-10,16,7,,,,,,,,,,,
486,401247345,Minnesota,24,away,1,0,27,1,0,2,1,2,1,9,0,1,35:48,0,0,0,3-20,4.9,43,212,6.0,17-30,181,393,2-4,4-13,19,Nebraska,17,home,6,0,28,0,2,7,0,1,1,43,0,2,5,,,,24:12,1,1,2,3-32,5.5,36,197,3.8,16-29,111,308,0-0,4-13,17,6,0,0,1,-4,0,2,,,,,
487,401249038,UNLV,21,away,6,0,56,4,0,1,1,2,1,,,,27:08,1,2,3,7-63,5.5,40,218,6.1,21-40,245,463,0-2,5-14,26,Hawai'i,38,home,7.5,0,41,3,3,7,2,5,0,54,0,2,8,0,0,1,32:52,1,1,2,10-72,6.0,46,278,7.6,20-33,252,530,1-2,6-15,24,3,0,0,1,,,,5,0,3,,
488,401249428,Utah,38,away,4,0,38,1,7,4,2,2,2,88,0,3,36:11,1,0,1,0-0,4.8,40,192,7.5,20-32,240,432,0-1,6-15,22,Colorado,21,home,10,1,46,1,3,1,0,0,2,96,0,4,3,1,0,1,23:49,1,2,3,4-35,4.1,27,110,6.8,18-39,267,377,0-3,8-16,15,12,11,0,1,44,0,3,81,1,1,,
489,401249429,Arizona State,70,away,4,1,53,1,0,6,4,7,2,100,1,1,32:14,0,0,0,6-55,5.2,50,260,17.5,10-13,227,487,2-3,4-10,17,Arizona,7,home,2,0,43,0,0,1,0,1,0,50,0,3,1,,,,27:46,3,4,7,6-64,3.8,36,137,4.6,26-46,213,350,0-4,8-18,18,10,14,0,3,9,0,1,0,0,1,,
490,401249036,Fresno State,39,away,6,0,34,3,0,0,0,2,3,137,0,6,28:27,1,0,1,4-50,2.5,23,58,8.1,26-43,350,408,1-1,4-11,23,New Mexico,49,home,11,0,34,8,0,3,0,6,1,66,0,3,7,18,0,1,30:34,0,0,0,8-73,6.2,48,299,10.9,14-18,196,495,0-0,12-16,24,7,,,,9,0,1,9,0,1,,
491,401247346,Michigan State,24,away,2,0,39,0,0,4,1,0,3,20,0,1,26:36,1,0,1,7-57,2.1,31,64,8.3,22-39,325,389,0-1,2-12,21,Penn State,39,home,10,1,31,4,5,3,0,2,2,102,0,5,7,18,0,1,33:24,0,1,1,5-45,3.0,40,119,9.5,20-30,286,405,0-1,4-12,21,6,,,,10,0,1,81,1,2,,
492,401249883,Central Michigan,23,away,12,0,48,6,0,4,1,1,1,,,,29:02,0,1,1,4-40,4.7,42,197,6.9,12-24,165,362,0-0,3-15,15,Toledo,24,home,7,0,32,2,3,5,1,0,3,43,0,4,6,,,,30:58,3,1,4,4-17,2.9,43,126,8.0,18-33,265,391,0-0,8-17,25,11,5,0,2,16,0,4,14,0,3,,
493,401249886,Akron,7,away,1,0,49,0,0,0,0,1,0,70,0,3,28:18,1,0,1,4-49,3.1,30,92,4.1,12-27,112,204,1-2,3-15,10,Buffalo,56,home,5,0,29,4,3,5,0,6,1,15,0,1,8,34,0,1,31:42,1,0,1,8-62,8.6,50,428,7.9,6-10,79,507,2-2,5-11,21,1,0,0,1,,,,42,0,5,,
494,401215309,Georgia Southern,26,home,7,1,43,3,3,3,1,1,1,53,0,4,25:08,3,1,4,1-5,5.0,41,204,8.1,7-18,145,349,1-1,2-10,16,Appalachian State,34,away,3,1,38,1,1,2,1,1,2,126,1,2,10,-3,0,3,34:52,1,1,2,6-70,3.9,44,173,7.2,18-29,208,381,2-2,6-17,17,8,28,1,1,8,0,4,25,0,2,2,2
495,401249035,Wyoming,9,home,7,0,42,1,0,1,1,0,0,19,0,1,26:23,1,0,1,8-78,2.2,38,82,3.0,4-21,64,146,1-2,2-17,9,Boise State,17,away,5,0,35,5,0,2,0,1,1,,,,5,0,0,1,33:37,1,1,2,4-35,2.7,41,111,6.2,19-29,181,292,0-1,7-15,17,9,1,0,1,28,0,3,18,0,3,1,2
496,401249884,Northern Illinois,33,away,7,0,37,3,0,3,1,1,3,127,0,6,32:44,0,1,1,6-63,4.6,38,175,6.0,22-37,221,396,3-4,2-14,25,Eastern Michigan,41,home,5,1,45,1,1,4,1,2,2,36,0,3,11,,,,27:15,0,1,1,5-41,3.4,38,131,8.3,21-29,242,373,1-1,4-11,25,7,,,,5,0,1,12,0,3,,
497,401249885,Western Michigan,27,away,4,0,41,2,2,2,0,1,2,42,0,3,37:03,1,1,2,3-29,4.3,51,218,7.4,23-37,274,492,0-1,9-17,34,Ball State,30,home,6,0,43,0,4,6,1,1,3,22,0,2,4,14,0,1,22:38,0,0,0,8-64,3.1,33,103,7.5,22-33,249,352,1-2,6-14,17,9,,,,0,0,1,,,,,
498,401260157,Auburn,24,away,8,0,34,6,2,7,0,1,1,47,0,1,30:56,0,0,0,8-80,6.1,36,218,3.9,15-32,125,343,1-2,5-16,19,Mississippi State,10,home,1,0,29,0,5,3,0,0,1,91,0,2,4,,,,29:04,2,0,2,7-90,1.2,16,19,4.3,30-51,221,240,0-2,4-16,17,10,59,0,2,5,0,1,,,,,
499,401261245,Pittsburgh,34,away,6,0,31,3,1,4,1,2,1,70,0,3,37:51,1,0,1,6-60,5.9,54,317,5.8,17-34,196,513,1-3,8-17,28,Georgia Tech,20,home,5,0,44,2,2,4,0,1,2,5,0,1,2,6,0,1,22:09,2,1,3,8-86,3.4,29,98,6.9,19-36,250,348,3-4,5-14,21,14,-2,0,2,8,0,1,,,,2,2
500,401247344,Illinois,10,away,3,0,48,0,2,2,1,0,1,65,0,4,25:25,0,0,0,4-35,4.4,35,155,4.9,7-22,107,262,1-2,3-12,14,Northwestern,28,home,5,0,34,0,4,1,0,3,1,0,0,1,4,,,,34:35,0,1,1,6-40,7.1,58,411,6.8,7-12,82,493,5-7,6-15,23,4,,,,,,,15,0,2,,
501,401249037,Nevada,20,away,4,0,26,1,0,2,0,1,1,82,0,4,31:43,0,2,2,7-62,5.3,26,138,5.4,33-48,260,398,1-2,6-13,24,San José State,30,home,5,1,46,4,0,0,2,1,2,131,1,3,6,,,,28:17,1,0,1,11-93,7.4,27,200,10.2,20-30,306,506,0-2,5-11,18,8,31,0,1,,,,6,0,1,,
502,401249431,USC,43,away,11,0,45,1,0,3,1,1,5,56,0,1,31:42,2,0,2,5-65,3.0,33,100,7.3,30-47,344,444,0-0,11-18,24,UCLA,38,home,6,0,40,3,2,4,0,1,4,,,,8,0,0,2,28:18,2,1,3,6-45,4.3,43,185,10.1,30-36,364,549,0-3,6-13,27,7,31,0,2,,,,40,0,2,,
503,401249432,Stanford,27,away,3,0,42,1,0,3,1,2,1,97,0,4,30:53,0,0,0,5-66,3.3,35,116,10.1,21-29,292,408,0-0,5-11,22,Oregon State,24,home,5,0,37,3,0,3,0,0,3,18,0,1,6,,,,29:07,0,1,1,7-86,6.1,39,237,7.4,17-30,221,458,2-2,6-14,22,7,,,,,,,,,,,
504,401257816,North Texas,45,away,3,0,46,1,1,3,0,1,5,109,0,5,24:15,0,1,1,5-40,4.3,44,189,10.1,16-30,302,491,1-2,2-10,24,UTEP,43,home,3,0,30,0,0,2,1,4,2,137,0,7,5,,,,35:45,4,0,4,12-93,5.4,56,301,7.5,10-26,196,497,0-0,7-14,27,9,1,0,4,,,,,,,,
505,401251100,LSU,37,away,6,1,36,4,8,8,1,0,3,,,,31:54,0,0,0,6-49,3.6,50,179,6.6,21-36,239,418,0-0,8-19,24,Florida,34,home,5,0,38,2,4,3,0,2,2,,,,10,,,,28:04,2,1,3,5-29,5.2,26,135,9.9,29-48,474,609,0-1,5-13,26,13,68,1,2,2,0,1,11,0,1,,
506,401259671,Coastal Carolina,42,away,4,0,33,1,6,3,1,3,3,,,,36:28,1,0,1,6-70,4.1,43,176,11.7,24-29,338,514,1-2,8-13,29,Troy,38,home,4,0,23,1,2,1,0,2,2,98,0,4,12,4,0,1,23:32,2,1,3,3-19,3.4,26,89,6.4,34-55,354,443,2-2,8-15,29,6,55,0,2,-3,0,1,0,0,1,,
507,401247347,Wisconsin,7,away,6,0,32,2,1,0,1,1,0,21,0,1,34:11,1,1,2,5-40,1.7,33,56,4.4,20-38,169,225,1-4,4-18,11,Iowa,28,home,6,0,35,2,3,6,1,1,2,29,0,1,8,0,0,1,25:49,0,1,1,6-50,4.0,32,127,8.4,14-25,211,338,0-1,3-14,13,1,,,,,,,0,0,3,,
508,401249435,San Diego State,14,away,4,0,37,2,2,1,1,1,1,23,0,1,36:43,1,1,2,2-25,3.6,47,168,7.5,21-31,231,399,2-5,10-17,23,BYU,28,home,3,0,45,1,2,2,1,0,3,,,,8,11,0,1,23:17,0,1,1,5-25,4.1,20,82,8.7,26-35,303,385,1-1,6-11,18,2,,,,13,0,1,1,0,1,,
509,401257815,UAB,21,away,12,0,51,5,0,6,0,1,2,34,0,2,22:42,0,0,0,9-81,4.0,34,137,12.1,9-18,217,354,0-1,5-13,13,Rice,16,home,4,0,33,0,1,3,0,0,1,23,0,1,10,,,,37:18,1,0,1,4-24,1.7,39,66,5.7,19-33,188,254,3-4,5-19,20,3,0,0,1,,,,,,,,
510,401250713,Oklahoma State,42,away,13,0,43,4,7,1,0,3,3,,,,33:45,2,0,2,4-25,5.6,47,261,11.6,20-30,347,608,0-1,10-15,27,Baylor,3,home,2,0,41,2,1,1,0,0,0,119,0,5,3,0,0,2,26:15,0,0,0,5-40,2.3,31,70,2.5,18-34,86,156,0-0,4-17,12,6,,,,17,0,3,,,,,
511,401264084,Houston,27,away,10,0,40,2,0,3,0,1,2,92,0,4,33:29,1,1,2,7-75,4.0,35,139,5.5,30-49,270,409,5-5,5-16,26,Memphis,30,home,6,1,56,1,2,3,1,0,2,8,0,1,12,0,0,1,26:31,1,0,1,0-0,2.1,30,64,7.0,22-35,246,310,1-1,7-15,20,9,22,0,1,14,0,1,0,0,1,,
512,401234661,North Carolina,62,away,7,0,34,3,1,8,0,6,2,,,,40:17,0,0,0,5-50,10.1,55,554,11.2,15-20,224,778,2-2,6-11,30,Miami,26,home,5,0,41,1,0,2,0,1,2,72,0,3,4,,,,19:41,1,0,1,7-68,2.8,27,75,7.5,18-32,239,314,0-1,4-12,15,14,0,0,1,2,0,2,,,,,
513,401207203,Navy,0,away,6,0,26,0,0,0,0,0,0,,,,24:44,0,1,1,6-53,3.1,35,108,1.3,1-7,9,117,0-2,1-11,4,Army,15,home,5,0,23,0,0,1,1,1,0,,,,7,,,,35:16,0,0,0,4-20,2.5,53,134,28.0,1-1,28,162,0-0,4-14,8,,,,,2,0,3,11,0,2,,
514,401234572,Virginia Tech,33,home,6,0,30,4,3,5,0,2,1,,,,35:18,0,1,1,7-50,5.6,45,252,9.6,15-22,212,464,0-0,9-16,20,Virginia,15,away,6,0,36,0,4,0,1,0,2,52,0,2,1,,,,24:42,2,0,2,5-41,2.6,21,55,5.7,26-47,267,322,1-2,6-14,19,15,27,0,2,11,0,3,,,,,
515,401247342,Maryland,24,home,11,0,63,5,1,10,0,1,2,12,0,1,27:24,2,0,2,12-128,5.0,39,195,7.9,19-33,260,455,0-0,5-17,18,Rutgers,27,away,13,0,53,6,1,1,0,2,1,101,0,5,9,0,0,2,32:36,0,0,0,6-60,4.6,50,231,4.2,21-35,148,379,1-2,7-21,24,6,,,,0,0,1,17,0,3,,5
516,401257813,Florida Atlantic,31,away,6,0,38,2,0,1,2,2,1,115,0,5,28:41,1,0,1,7-60,4.8,34,164,4.8,17-34,162,326,2-3,5-15,19,Southern Mississippi,45,home,6,1,29,1,1,6,0,3,2,145,1,3,9,0,0,1,31:19,1,2,3,8-83,6.4,48,305,11.0,13-19,209,514,0-1,7-12,22,7,6,0,1,,,,,,,0,2
517,401266696,Wake Forest,21,away,10,0,47,2,1,1,0,0,2,98,0,7,23:04,1,1,2,5-39,4.1,31,127,5.5,17-41,224,351,1-2,7-18,17,Louisville,45,home,4,0,31,1,2,4,1,4,2,31,0,2,9,0,0,1,36:56,0,0,0,7-32,5.4,47,254,8.7,17-23,199,453,0-2,7-14,19,7,,,,,,,,,,,
518,401266694,Duke,35,away,4,0,35,1,1,0,1,3,2,171,0,8,30:47,3,1,4,9-70,4.8,51,245,5.7,13-26,148,393,2-2,5-15,25,Florida State,56,home,5,0,43,0,3,1,1,6,2,35,0,2,8,25,0,3,29:13,1,1,2,6-57,7.5,43,324,9.4,14-21,198,522,1-2,2-9,24,5,0,0,1,-1,0,1,6,0,1,,
519,401266711,Louisiana Tech,10,away,5,0,28,1,0,0,1,0,1,66,0,5,34:10,2,1,3,7-67,1.4,37,52,5.3,20-36,192,244,3-3,8-20,15,TCU,52,home,11,0,46,5,2,3,1,6,1,,,,10,17,0,2,25:43,0,1,1,7-45,9.5,35,333,11.5,11-14,161,494,0-1,4-8,15,4,,,,,,,10,0,4,,
520,401267164,Alabama,52,away,0,1,0,0,0,0,3,6,0,10,0,1,33:15,0,1,1,2-23,5.7,38,216,6.9,27-33,227,443,0-1,10-14,24,Arkansas,3,home,1,0,32,0,0,1,1,0,0,18,0,1,3,,,,26:45,1,3,4,8-36,1.9,43,80,6.4,9-17,108,188,0-0,5-15,13,10,0,0,1,111,1,3,15,0,1,,
521,401267161,Georgia,49,away,7,0,30,1,2,3,0,4,3,21,0,1,33:43,0,0,0,1-9,7.0,45,316,10.7,16-28,299,615,0-1,8-13,28,Missouri,14,home,6,0,45,2,1,4,0,2,0,,,,2,,,,25:47,1,0,1,4-30,1.5,21,32,5.6,20-32,178,210,0-0,3-11,11,7,27,0,1,14,0,4,17,0,1,,
522,401267163,Tennessee,42,away,5,1,44,2,5,6,0,1,4,17,0,2,33:37,1,1,2,10-94,5.6,38,212,10.3,21-32,328,540,1-2,2-9,24,Vanderbilt,17,home,4,0,43,3,1,3,2,0,2,19,0,1,5,30,0,1,26:23,1,0,1,7-60,1.7,31,53,6.1,22-39,239,292,2-3,3-18,16,6,18,1,1,14,0,3,,,,1,1
523,401269376,Stanford,48,away,8,0,49,3,0,4,1,4,3,13,0,1,29:29,3,0,3,4-25,3.7,36,132,9.1,32-47,428,560,1-1,9-15,30,UCLA,47,home,3,1,40,2,1,1,0,1,4,,,,,0,0,2,30:13,0,1,1,8-70,5.7,51,291,8.3,17-23,192,483,2-2,5-13,27,4,,,,6,0,2,4,0,1,,
524,401269378,Arizona State,46,away,3,0,49,0,0,6,1,6,1,64,0,3,26:57,0,0,0,6-46,8.9,42,375,9.3,8-15,139,514,0-1,5-10,19,Oregon State,33,home,2,0,27,0,0,2,0,2,3,48,0,2,,,,,33:03,1,1,2,8-57,5.1,49,250,6.8,16-33,224,474,2-3,11-19,25,,-2,0,1,20,0,2,-5,0,1,,
525,401269381,Illinois,21,away,6,0,48,5,0,2,1,1,2,,,,25:10,1,1,2,1-15,4.0,38,153,5.5,8-22,120,273,0-1,4-15,12,Penn State,56,home,7,1,28,3,2,4,1,4,3,,,,,0,0,1,34:50,0,1,1,2-19,4.8,53,253,12.1,19-27,327,580,3-3,4-12,28,3,,,,4,0,1,50,0,1,,
526,401260158,Texas A&M,34,away,4,0,19,3,0,0,1,3,1,,,,44:12,1,0,1,4-30,4.6,47,216,8.8,26-32,281,497,0-0,10-14,28,Tennessee,13,home,2,0,47,0,0,1,0,0,2,35,0,1,1,45,0,1,15:48,1,1,2,6-55,1.4,17,24,9.5,12-20,189,213,1-1,1-6,13,10,0,0,1,,,,,,,,
527,401237074,Alabama,52,away,7,0,39,5,0,7,2,2,5,70,0,4,34:21,1,0,1,8-72,4.7,40,187,9.7,33-43,418,605,1-2,9-15,33,Florida,46,home,5,0,56,2,1,2,0,3,3,63,0,3,8,19,0,1,25:39,0,2,2,6-50,2.1,26,54,10.2,26-40,408,462,0-0,8-11,26,10,,,,20,0,1,2,0,1,,
528,401262060,Oklahoma,27,away,5,0,44,3,6,3,0,2,1,86,0,2,27:23,0,0,0,8-59,3.9,31,120,8.0,22-34,272,392,0-0,1-11,20,Iowa State,21,home,2,0,36,1,4,5,0,2,1,43,0,2,3,,,,32:12,3,0,3,5-42,3.6,31,113,8.1,27-40,322,435,1-1,4-13,20,9,1,0,3,7,0,1,,,,,
529,401264085,Cincinnati,27,home,5,0,33,3,6,3,0,2,1,143,0,5,33:59,0,2,2,12-66,4.0,38,151,9.3,19-29,269,420,0-1,5-14,17,Tulsa,24,away,5,0,47,2,1,2,2,2,1,19,0,1,6,,,,26:01,2,0,2,7-50,4.5,37,166,5.5,13-30,166,332,0-0,6-13,22,9,0,0,2,30,0,2,8,0,1,,
530,401269375,Washington State,28,away,7,0,35,0,0,5,2,3,1,92,0,3,29:00,1,3,4,9-88,4.4,26,115,6.9,25-41,281,396,0-2,4-13,17,Utah,45,home,12,1,39,3,0,9,3,4,1,25,0,1,,36,1,1,31:00,1,2,3,7-65,6.0,37,223,7.6,22-40,305,528,2-3,4-14,23,,36,0,1,10,0,1,17,0,3,,
531,401269384,Wisconsin,20,home,6,0,40,2,2,3,0,1,1,,,,30:28,1,0,1,5-47,4.9,36,175,5.9,16-25,147,322,0-1,4-12,18,Minnesota,17,away,5,0,47,1,1,1,0,0,2,,,,,,,,29:32,1,0,1,7-65,4.1,36,146,6.9,14-26,180,326,1-1,4-11,18,,0,0,1,2,0,1,0,0,1,,
532,401249043,Boise State,20,away,10,1,36,2,0,6,0,1,0,122,0,6,25:27,0,0,0,7-60,0.1,25,3,5.5,20-40,221,224,1-3,3-14,14,San José State,34,home,7,0,31,3,0,3,0,0,3,,,,14,,,,34:32,0,0,0,8-49,1.8,25,45,8.7,32-52,453,498,1-3,5-16,26,8,,,,69,1,1,31,0,3,,
533,401265699,Air Force,7,away,2,0,27,0,0,0,1,0,1,,,,22:34,3,0,3,3-15,5.9,26,154,7.6,6-14,107,261,0-0,4-8,11,Army,10,home,1,0,18,0,0,2,0,1,0,,,,,0,0,1,37:26,0,1,1,2-15,4.1,71,290,0.0,1-2,0,290,2-3,9-17,21,,,,,,,,,,,,
534,401267165,Ole Miss,48,away,2,1,42,1,5,4,0,3,3,12,0,1,26:45,5,1,6,6-51,6.4,48,307,9.3,15-27,251,558,2-3,5-12,25,LSU,53,home,8,1,41,2,1,2,1,2,3,37,0,2,,74,1,5,33:15,1,0,1,4-39,3.7,43,158,8.5,27-51,435,593,3-3,5-18,29,6,0,0,1,23,0,2,14,0,1,,
535,401267166,Missouri,32,away,3,0,22,2,2,8,1,2,2,,,,28:57,3,1,4,8-91,3.4,30,101,6.2,23-39,241,342,1-3,3-12,22,Mississippi State,51,home,4,1,22,1,4,6,1,1,3,,,,15,4,0,2,31:03,2,1,3,7-73,5.4,28,151,7.8,21-38,295,446,0-0,3-9,24,,,,,,,,0,0,1,,
536,401249854,Ball State,38,away,5,1,38,1,2,3,1,1,3,41,0,2,32:39,1,0,1,3-25,3.5,47,166,8.2,20-32,263,429,1-1,7-17,22,Buffalo,28,home,8,0,37,4,3,3,0,3,1,157,0,6,4,9,0,1,27:21,1,1,2,3-35,4.6,29,134,8.7,29-42,365,499,0-3,4-13,23,8,0,0,1,,,,4,0,1,,
537,401249434,Oregon,31,away,5,0,38,3,0,10,0,0,4,31,0,2,29:56,1,0,1,6-87,3.3,41,136,5.7,11-19,108,244,1-1,5-13,16,USC,24,home,4,0,25,2,0,2,0,1,2,118,0,5,6,34,0,1,30:00,3,0,3,9-98,1.4,28,38,6.4,28-50,320,358,3-4,5-15,24,7,24,0,3,,,,2,0,3,,
538,401269382,Nebraska,28,away,8,0,30,2,1,3,0,3,1,27,0,2,39:31,2,2,4,9-56,6.3,58,365,9.1,24-28,255,620,2-2,7-13,27,Rutgers,21,home,10,1,50,3,3,0,3,1,0,192,1,5,7,9,0,2,20:29,1,0,1,5-32,4.3,30,130,5.5,11-22,122,252,2-3,2-13,9,4,0,0,1,,,,11,0,1,5,1
539,401240101,UAB,22,away,1,0,16,0,7,6,0,0,2,33,0,2,41:26,0,1,1,6-50,4.2,52,216,11.5,12-22,252,468,0-0,8-18,21,Marshall,13,home,1,0,18,1,6,4,1,0,2,108,0,6,1,,,,18:34,1,0,1,3-42,4.8,27,130,5.8,8-24,138,268,1-3,2-12,10,10,0,0,1,3,0,1,,,,,
540,401256001,Clemson,34,away,10,0,31,6,3,2,0,2,2,53,0,2,28:08,1,0,1,5-60,8.1,27,219,8.3,25-39,322,541,1-1,8-14,23,Notre Dame,10,home,5,0,40,2,2,4,0,1,0,37,0,2,4,14,0,1,31:52,0,0,0,2-25,1.5,30,44,7.8,20-28,219,263,0-1,3-12,18,10,,,,2,0,1,0,0,1,,
541,401247349,Northwestern,10,away,7,0,40,3,1,5,0,1,0,17,0,1,28:40,2,1,3,2-15,3.1,34,105,6.1,24-37,224,329,1-2,7-15,19,Ohio State,22,home,9,0,39,3,5,2,1,2,0,,,,10,0,0,2,30:36,2,0,2,5-45,9.1,44,399,4.2,12-27,114,513,0-0,4-11,24,4,0,0,2,,,,,,,,
