,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
263,272720204,Oregon State,14,home,2,1,16,0,6,0,2,15,1-14,2-3,248,175,22-35,4.2,102,38,2.7,6-65,6,4,2,17:43,UCLA,40,away,4,3,17,0,4,2,10,2,0,2,16,6-17,1-1,353,240,14-25,8.8,133,50,2.7,8-54,3,2,1,18:25,4,0,1,,,,,,
264,272720024,Stanford,3,home,0,0,21,0,2,0,3,13,2-14,0-1,235,283,20-35,6.8,-2,26,-0.1,4-38,4,3,1,15:34,Arizona State,41,away,3,2,-3,0,6,1,15,29,1,1,18,6-16,1-1,440,306,21-28,9.5,174,41,4.2,6-49,1,0,1,21:06,0,0,1,,,,,,
265,272722483,Oregon,24,home,0,2,2,0,2,1,6,27,8-15,0-0,497,306,31-44,7.0,191,39,4.9,4-35,4,2,2,16:39,California,31,away,2,2,1,0,2,2,7,8,0,2,21,7-16,0-0,400,289,28-43,6.6,115,33,3.5,5-45,0,0,0,20:05,,,,,,,,,
266,272720012,Washington State,20,away,1,0,0,0,1,3,2,27,7-16,1-4,418,361,35-58,6.0,71,25,2.8,5-45,2,0,2,17:05,Arizona,48,home,0,1,5,0,4,5,12,13,0,2,28,8-12,1-1,567,346,22-31,11.2,221,45,4.9,4-50,1,1,0,19:33,,,,,,,,,
267,272720193,Miami (OH),17,home,1,2,36,0,7,0,5,19,7-17,0-0,436,160,13-26,5.8,286,50,5.7,10-89,3,0,3,22:00,Syracuse,14,away,0,0,6,0,5,2,2,14,0,3,14,3-13,0-1,302,248,17-36,6.6,66,26,2.5,7-40,1,1,0,14:17,,,,,,,,,
268,272720258,Virginia,44,home,1,3,86,0,5,3,8,23,6-13,2-2,342,169,16-31,5.5,173,42,4.1,5-44,1,1,0,23:22,Pittsburgh,14,away,1,1,-3,0,2,1,2,,,,14,5-16,1-2,288,201,18-31,5.8,107,34,3.1,11-101,2,1,1,18:04,3,0,1,,,,,,
269,272720164,Maryland,34,away,2,3,29,0,4,1,10,24,9-21,1-3,458,235,18-28,7.8,239,59,4.1,5-45,0,0,0,22:34,Rutgers,24,home,0,1,4,0,3,2,6,,,,19,3-13,0-2,392,325,25-44,7.0,82,23,3.6,5-44,3,2,1,13:45,0,0,1,,,,,,
270,272710058,South Florida,21,home,3,1,15,0,3,1,3,13,6-14,1-1,274,150,11-20,6.8,139,38,3.7,5-40,4,2,2,15:19,West Virginia,13,away,2,0,15,0,2,1,7,39,0,2,21,5-17,3-6,437,266,23-38,6.6,188,48,3.9,1-11,6,3,3,21:18,35,1,3,,,,,,
271,272720158,Iowa State,17,away,2,2,15,0,3,0,5,28,9-22,2-4,415,299,26-51,5.5,134,51,2.6,1-5,4,1,3,23:43,Nebraska,35,home,1,1,12,0,2,3,5,134,1,3,17,7-12,0-0,369,239,19-29,8.2,130,30,4.3,4-50,3,2,1,12:17,0,0,1,,,,,,
272,272720038,Oklahoma,24,away,0,2,31,0,4,1,6,12,1-9,0-0,230,120,8-19,5.9,118,27,4.4,3-27,3,1,2,12:44,Colorado,27,home,1,1,87,0,6,2,9,0,0,2,19,6-19,2-3,381,233,22-36,6.1,161,46,3.5,6-45,2,0,2,23:12,61,0,2,,,,,,
273,272720251,Texas,21,home,0,2,29,0,4,1,3,18,6-16,1-3,330,223,20-43,5.0,113,32,3.5,1-5,4,0,4,17:08,Kansas State,41,away,0,1,98,1,3,1,11,48,1,4,19,7-16,0-1,272,186,22-38,4.7,95,35,2.7,3-23,0,0,0,19:17,,,,,,,,,
274,272722641,Northwestern State,7,away,1,0,,,,1,1,9,1-13,0-2,118,84,8-20,5.2,15,36,0.4,11-94,1,0,1,19:13,Texas Tech,75,home,0,2,126,0,9,8,13,10,0,1,31,8-14,1-2,628,534,35-52,10.3,94,25,3.8,8-90,1,1,0,17:27,,,,118,0,7,,,
275,272720245,Baylor,10,away,0,1,2,0,1,0,4,7,3-13,0-1,254,194,12-36,5.4,60,16,3.8,5-54,3,1,2,10:02,Texas A&M,34,home,1,3,25,0,5,1,,12,0,2,31,11-19,0-0,552,200,16-29,6.9,352,65,5.4,6-40,1,0,1,26:38,27,0,1,,,,,,
276,272720197,Sam Houston State,3,away,1,0,,,,0,3,19,6-18,0-2,355,270,22-50,5.4,85,29,2.9,6-50,1,0,1,18:12,Oklahoma State,39,home,0,2,57,1,2,2,7,0,0,1,28,8-12,0-0,584,287,20-30,9.6,297,48,6.2,10-95,3,1,2,18:28,2,0,2,124,0,7,,,
277,272720254,Utah State,18,away,0,1,44,0,3,1,4,15,4-17,2-3,275,145,17-24,5.8,136,46,3.0,4-38,1,1,0,20:12,Utah,34,home,1,1,135,1,5,2,10,,,,16,5-14,1-2,325,185,18-29,6.2,144,36,4.0,4-30,2,0,2,16:16,64,0,2,,,,,,
278,272720167,New Mexico,24,home,1,2,-8,0,4,1,4,16,7-17,0-1,346,250,20-38,6.1,115,36,3.2,8-60,6,4,2,22:02,BYU,31,away,4,1,15,0,7,2,7,36,1,2,21,5-18,0-0,363,266,18-40,6.3,112,43,2.6,7-56,2,1,1,18:11,0,0,1,,,,,,
279,272722628,TCU,24,home,0,2,29,0,3,1,6,23,8-18,3-4,398,212,16-32,6.2,201,48,4.2,7-70,2,2,0,18:28,Colorado State,12,away,2,0,15,0,4,1,6,,,,16,6-18,0-1,271,232,21-38,5.7,55,28,2.0,6-53,3,0,3,17:45,27,0,3,,,,,,
280,272720021,Cincinnati,52,away,1,2,18,0,5,4,10,30,9-15,2-2,547,284,21-32,8.9,263,50,5.3,10-78,3,0,3,21:35,San Diego State,23,home,0,0,,,,1,5,53,1,3,16,4-12,0-0,377,331,24-33,9.5,65,24,2.7,6-62,2,1,1,15:05,58,1,1,,,,,,
281,272722440,Nevada,27,home,0,0,5,0,2,3,9,21,7-16,0-0,458,343,20-38,8.7,128,35,3.7,4-40,1,0,1,18:36,UNLV,20,away,0,1,0,0,2,1,8,2,0,1,24,6-17,2-3,454,257,18-40,6.2,205,39,5.3,5-35,1,0,1,17:42,2,0,1,,,,,,
282,272722393,Florida International,6,away,2,0,6,1,4,0,0,8,1-15,0-4,145,82,13-35,2.1,72,28,2.6,7-71,4,2,2,16:11,Middle Tennessee,47,home,2,3,22,0,5,3,9,28,0,2,16,5-15,0-0,411,262,12-25,10.3,153,44,3.5,7-56,2,2,0,20:29,,,,,,,,,
283,272720008,Arkansas,66,home,0,5,26,0,7,3,12,31,6-13,1-2,713,267,15-25,10.7,446,55,8.1,4-38,2,2,0,18:17,North Texas,7,away,2,1,0,0,1,0,1,,,,18,4-17,1-2,329,206,15-41,4.6,140,35,4.0,8-75,2,0,2,18:23,100,1,2,,,,,,
284,272720041,Akron,10,away,0,0,53,0,2,1,4,15,7-18,0-1,251,166,19-31,4.7,106,38,2.8,7-50,1,0,1,18:20,Connecticut,44,home,0,3,33,0,2,2,8,40,0,1,25,5-12,0-0,465,203,17-26,7.8,262,42,6.2,11-82,1,0,1,18:06,0,0,1,,,,,,
285,272720152,NC State,10,home,0,0,28,0,2,1,4,18,6-14,0-1,334,271,24-39,6.4,85,24,3.5,5-31,6,4,2,13:02,Louisville,29,away,4,2,0,0,2,1,11,6,0,2,26,8-16,1-1,498,251,20-35,7.2,247,47,5.3,6-60,1,0,1,23:38,0,0,1,,,,,,
286,272722116,Louisiana,19,away,2,1,0,0,4,1,7,15,6-18,0-2,314,164,14-29,5.3,160,39,4.1,6-36,0,0,0,17:06,UCF,37,home,0,3,37,1,3,1,7,,,,23,4-12,1-1,466,180,13-24,6.9,300,50,6.0,8-84,2,2,0,18:34,,,,,,,,,
287,272702032,Arkansas State,35,home,0,0,109,1,2,3,9,23,11-17,0-2,389,266,16-37,6.9,134,39,3.4,4-45,2,2,0,17:00,Memphis,31,away,2,2,16,0,1,1,7,,,,17,5-16,3-5,395,218,12-25,8.7,177,45,3.9,11-82,0,0,0,19:06,,,,,,,,,
288,272700068,Boise State,38,home,1,3,63,0,5,2,8,23,10-15,0-1,506,308,19-28,11.0,199,41,4.9,7-50,2,1,1,19:19,Southern Mississippi,16,away,1,1,,,,1,4,0,0,1,15,9-18,0-1,318,212,16-31,6.5,116,36,3.2,4-40,1,1,0,17:39,,,,,,,,,
289,272720248,Houston,35,home,1,1,44,0,6,3,5,23,6-20,2-2,484,372,30-41,8.4,139,46,3.0,8-72,4,2,2,21:31,East Carolina,37,away,2,3,15,0,4,2,7,38,0,2,14,6-16,0-0,329,172,11-26,6.0,173,40,4.3,9-65,2,1,1,15:39,7,0,1,,,,,,
290,272720202,Tulsa,38,home,1,2,19,0,3,3,8,34,5-12,0-2,695,344,19-37,9.0,362,49,7.4,4-36,3,1,2,16:26,UAB,30,away,1,0,8,0,3,3,12,43,0,2,20,6-19,3-4,403,261,22-46,5.3,161,36,4.5,8-59,2,1,1,19:47,0,0,1,,,,,,
291,272722567,UTEP,48,away,1,5,,,,2,6,32,7-13,1-1,558,299,18-36,6.9,308,52,5.9,9-100,2,0,2,20:48,SMU,45,home,0,3,24,0,3,2,9,52,1,2,29,7-13,0-1,516,259,15-29,8.9,257,45,5.7,4-34,2,1,1,15:51,19,0,1,,,,,,
292,272722655,LSU,34,away,2,4,25,0,5,0,10,16,8-17,0-0,391,301,17-32,8.0,134,38,3.5,15-91,1,0,1,19:34,Tulane,9,home,0,1,8,0,5,0,1,0,0,1,12,6-17,0-0,227,152,12-32,4.3,88,33,2.7,4-23,3,2,1,17:38,0,0,1,,,,,,
293,272720070,Hawai'i,48,away,0,1,1,0,4,3,12,31,7-13,0-0,485,409,32-51,7.7,91,25,3.6,5-49,6,1,5,18:36,Idaho,20,home,1,1,60,0,3,1,8,93,0,5,19,2-15,2-3,303,256,19-41,5.2,90,34,2.6,7-79,5,0,5,17:21,151,2,5,,,,,,
294,272720189,Bowling Green,41,home,1,2,7,0,2,3,11,28,11-18,0-1,425,308,35-50,6.0,124,32,3.9,10-91,0,0,0,18:18,Western Kentucky,21,away,0,2,29,0,3,1,3,,,,0,0-0,0-0,413,104,14-23,4.4,311,46,6.8,0-0,5,1,4,,102,0,4,,,,,,
295,272720349,Army,37,home,3,0,128,1,3,2,7,14,3-14,1-1,329,185,11-26,6.7,154,39,3.9,6-70,3,2,1,16:08,Temple,21,away,2,1,7,0,4,2,3,0,0,1,25,7-16,0-2,463,378,24-43,8.3,104,40,2.6,11-89,5,3,2,19:11,0,0,1,,,,,,
296,272720278,Fresno State,17,home,0,1,43,0,5,1,5,14,7-17,0-0,262,101,8-22,4.2,170,43,4.0,5-54,1,0,1,17:39,Louisiana Tech,6,away,0,0,24,0,5,0,6,0,0,1,21,6-22,2-3,282,212,23-49,3.7,100,38,2.6,1-10,0,0,0,19:02,,,,,,,,,
297,272720061,Ole Miss,17,away,0,1,0,0,2,1,5,20,6-14,2-3,386,228,24-35,6.5,158,33,4.8,9-77,2,1,1,19:23,Georgia,45,home,1,5,,,,1,9,13,0,1,27,5-10,1-2,472,154,13-22,6.5,328,45,7.3,3-15,0,0,0,17:17,,,,,,,,,
298,272720057,Auburn,20,away,1,2,0,0,3,0,8,23,6-14,1-1,326,258,17-26,8.7,99,44,2.3,7-55,1,1,0,20:17,Florida,17,home,1,1,11,0,3,1,5,,,,14,5-12,0-1,312,201,20-27,7.4,111,28,4.0,7-44,2,1,1,16:23,0,0,1,,,,,,
299,272722579,Mississippi State,21,away,0,2,0,0,3,1,3,18,3-13,0-1,258,145,12-27,4.4,140,42,3.3,9-87,1,0,1,18:21,South Carolina,38,home,0,3,53,0,5,2,8,0,0,1,21,9-18,1-2,402,288,19-37,7.5,123,35,3.5,11-94,1,0,1,18:19,15,0,1,,,,,,
300,272720096,Florida Atlantic,17,away,1,1,0,0,1,1,5,20,5-11,0-1,307,184,15-28,6.6,123,35,3.5,6-46,3,1,2,18:01,Kentucky,45,home,1,0,41,0,3,5,9,21,1,2,28,11-16,2-2,514,305,27-35,8.7,209,40,5.2,5-60,2,1,1,18:39,0,0,1,,,,,,
301,272720238,Eastern Michigan,7,away,0,0,0,0,1,1,1,10,5-16,1-2,173,120,13-26,4.3,62,30,2.1,8-80,6,1,5,16:29,Vanderbilt,30,home,1,0,19,0,5,2,12,20,1,5,23,5-15,2-2,341,168,14-28,6.0,173,44,3.9,9-87,4,0,4,20:11,24,0,4,,,,,,
302,272720052,Florida State,21,home,2,1,9,0,3,2,3,15,6-16,1-1,348,272,19-30,8.9,82,35,2.3,9-54,1,0,1,18:48,Alabama,14,away,0,0,0,0,2,2,2,10,0,1,19,6-20,2-3,329,256,28-53,4.5,89,27,3.3,4-20,2,2,0,17:32,,,,,,,,,
303,272720166,Arkansas-Pine Bluff,17,away,1,1,43,0,4,1,5,15,6-16,1-2,297,234,16-35,6.7,63,31,2.0,10-70,1,0,1,17:06,New Mexico State,20,home,0,1,80,0,3,1,8,0,0,1,22,4-13,0-1,367,253,32-43,5.8,118,31,3.8,8-79,2,1,1,17:37,0,0,1,46,0,3,,,
304,272720195,Kent State,33,away,0,2,7,0,5,1,15,25,4-15,0-0,402,178,12-25,6.8,233,50,4.7,12-110,0,0,0,19:13,Ohio,25,home,0,1,-3,0,2,2,5,,,,16,4-16,3-4,359,275,22-40,6.8,88,30,2.9,16-155,2,0,2,16:48,36,0,2,,,,,,
305,272722649,Western Michigan,42,away,1,3,53,0,4,3,4,30,7-16,2-3,490,229,21-29,7.9,261,58,4.5,7-80,2,1,1,22:44,Toledo,28,home,1,3,0,0,2,1,4,11,0,1,16,3-12,1-2,382,168,9-23,6.9,224,36,6.2,10-112,2,1,1,13:12,53,0,1,,,,,,
306,272722050,Buffalo,14,away,0,2,13,0,1,0,2,11,3-10,1-1,219,138,14-19,7.2,83,27,3.1,10-103,2,1,1,13:07,Ball State,49,home,1,3,7,0,3,3,7,26,1,1,27,8-13,1-2,507,233,21-30,7.8,274,47,5.8,4-56,0,0,0,21:30,,,,,,,,,
307,272722117,Northern Illinois,10,away,1,0,0,0,3,1,4,28,5-17,2-5,521,325,24-49,6.5,203,39,5.2,7-85,6,2,4,20:40,Central Michigan,35,home,2,3,16,0,1,1,5,71,0,4,21,2-11,1-1,381,211,19-28,7.3,177,38,4.7,8-80,1,1,0,15:51,,,,,,,,,
308,272720103,UMass,14,away,0,0,9,0,3,2,2,0,0-0,0-0,277,195,17-32,6.5,69,30,2.3,0-0,0,0,0,,Boston College,24,home,0,2,19,0,2,1,6,,,,26,10-17,0-0,323,214,24-42,4.9,119,37,3.2,9-65,0,0,0,20:17,,,,72,0,4,,,
309,272720059,Georgia Tech,13,home,1,1,32,0,4,0,7,14,5-15,0-0,256,67,7-16,4.2,189,46,4.1,10-65,2,1,1,19:52,Clemson,3,away,1,0,51,0,5,0,3,0,0,1,15,8-20,0-0,228,238,17-39,5.0,34,32,1.1,5-44,2,1,1,17:52,0,0,1,,,,,,
310,272720259,North Carolina,10,away,0,1,10,0,2,0,4,18,5-15,1-3,306,209,16-25,7.3,124,45,2.8,5-45,2,1,1,20:40,Virginia Tech,17,home,1,2,21,0,2,0,5,31,0,1,11,3-12,0-0,241,93,11-20,3.8,165,36,4.6,9-80,1,0,1,16:00,39,0,1,,,,,,
311,272722390,Duke,14,away,0,0,5,0,2,2,2,17,8-15,0-2,302,300,18-27,8.9,61,37,1.6,7-54,3,3,0,19:28,Miami,24,home,3,1,0,0,1,2,6,,,,21,3-9,0-1,430,256,20-25,9.8,185,37,5.0,7-74,2,0,2,17:10,9,0,2,,,,,,
312,272720023,UC Davis,14,away,0,0,,,,2,2,19,5-15,2-2,286,186,27-45,4.3,91,29,3.1,9-52,4,0,4,20:13,San José State,34,home,0,0,58,0,5,4,4,73,1,4,19,1-10,1-2,345,344,25-34,9.7,15,26,0.6,7-40,0,0,0,16:27,,,,127,0,6,,,
313,272722653,Troy,24,home,2,0,15,0,4,2,6,20,10-19,1-1,389,288,29-49,5.9,101,26,3.9,9-67,2,0,2,18:19,Louisiana Monroe,7,away,0,0,22,0,3,1,1,0,0,2,14,5-16,1-3,303,132,18-26,4.4,189,40,4.7,11-82,3,2,1,23:49,28,1,1,,,,,,
314,272790127,Northwestern,48,away,0,2,6,0,1,5,6,29,13-19,0-1,611,522,38-49,10.6,91,34,2.7,3-30,0,0,0,21:23,Michigan State,41,home,0,5,10,0,4,1,5,,,,20,4-10,0-1,481,194,17-31,6.3,287,32,9.0,5-33,0,0,0,14:20,,,,,,,,,
315,272790356,Wisconsin,26,away,0,1,-7,0,1,2,8,28,6-14,2-2,519,397,27-49,8.0,127,31,4.1,6-45,2,0,2,20:42,Illinois,31,home,0,3,0,0,1,,7,0,0,2,18,8-15,1-1,410,127,12-19,6.4,289,44,6.6,3-35,0,0,0,15:58,,,,,,,,,
316,272790213,Penn State,27,home,0,2,24,0,7,1,9,26,9-17,0-0,489,243,18-32,7.3,256,50,5.1,5-42,3,1,2,22:17,Iowa,7,away,1,0,0,0,2,1,1,5,0,2,8,3-16,0-2,194,178,16-29,5.0,48,28,1.7,6-41,0,0,0,14:27,,,,,,,,,
317,272790130,Eastern Michigan,22,away,0,1,,,,1,6,16,9-19,0-0,304,190,18-36,4.7,135,36,3.8,2-19,4,2,2,19:14,Michigan,33,home,2,3,22,0,5,1,9,17,0,2,22,6-13,0-1,459,212,18-28,7.3,255,37,6.9,7-65,2,0,2,17:27,0,0,2,,,,,,
318,272792509,Purdue,7,home,0,0,-4,0,2,1,1,15,6-20,1-2,272,294,31-60,4.5,4,17,0.2,3-25,1,1,0,16:16,Ohio State,23,away,1,0,68,0,9,2,11,,,,20,5-14,0-1,381,211,17-29,6.9,181,45,4.0,5-30,3,0,3,20:31,0,0,3,,,,,,
319,272790084,Indiana,40,home,0,3,75,0,5,1,16,22,10-17,0-0,463,248,24-36,6.5,228,42,5.4,3-30,1,0,1,21:37,Minnesota,20,away,0,2,0,0,1,1,2,34,0,1,20,9-17,1-3,392,303,24-44,6.4,112,29,3.9,3-34,2,0,2,15:31,45,0,2,,,,,,
320,272790030,Stanford,24,away,1,1,47,0,2,1,6,16,5-17,2-2,235,171,11-30,5.0,86,39,2.2,7-65,1,0,1,17:12,USC,23,home,0,1,24,0,5,2,5,0,0,1,19,7-19,1-3,459,393,24-41,8.9,95,38,2.5,8-80,5,1,4,19:28,67,1,4,,,,,,
321,272790026,Notre Dame,20,away,5,1,1,0,2,0,8,12,3-17,1-2,140,113,18-28,3.4,46,38,1.2,8-61,0,0,0,19:10,UCLA,6,home,0,0,4,0,5,0,6,,,,20,4-15,0-2,282,233,16-38,5.1,89,37,2.4,11-93,9,5,4,16:52,64,0,4,,,,,,
322,272790265,Washington State,20,home,0,0,15,0,1,2,8,21,7-18,0-1,451,385,27-51,7.2,82,25,3.3,11-90,1,0,1,15:19,Arizona State,23,away,0,0,17,0,2,2,5,69,1,1,21,6-14,1-1,296,273,19-27,8.0,79,45,1.8,6-75,2,0,2,21:21,25,0,2,,,,,,
323,272790204,Oregon State,31,home,0,2,22,0,4,1,7,19,8-16,0-0,351,172,20-35,4.7,187,41,4.6,6-65,2,0,2,20:25,Arizona,16,away,0,0,1,0,1,0,10,60,1,2,15,3-16,1-4,231,297,18-38,5.8,9,27,0.3,3-35,3,0,3,15:21,49,1,3,,,,,,
324,272790183,West Virginia,55,away,1,5,17,0,3,1,13,25,10-15,1-1,486,235,18-21,11.2,251,54,4.6,8-65,0,0,0,18:07,Syracuse,14,home,0,1,,,,1,2,,,,11,4-12,0-2,202,121,6-16,6.8,94,37,2.5,6-55,3,1,2,16:17,45,1,2,,,,,,
325,272790164,Cincinnati,28,away,1,1,24,0,2,3,4,22,6-15,2-3,407,265,20-37,6.9,150,40,3.8,9-52,3,2,1,16:07,Rutgers,23,home,2,1,,,,0,11,36,1,1,24,9-18,0-0,432,348,22-38,8.8,98,43,2.3,4-40,4,1,3,20:07,40,0,3,,,,,,
326,272790142,Missouri,41,home,0,2,8,0,1,3,11,32,10-15,1-1,606,411,34-49,8.4,195,36,5.4,9-79,0,0,0,19:33,Nebraska,6,away,0,0,,,,0,6,,,,20,6-16,0-1,297,235,25-43,5.2,74,25,3.0,10-57,1,0,1,16:55,0,0,1,,,,,,
327,272790239,Baylor,23,home,1,2,1,0,1,1,5,24,6-15,1-2,465,410,36-60,6.8,55,18,3.1,10-71,3,1,2,16:15,Colorado,43,away,1,2,49,0,4,2,19,41,0,2,18,5-15,1-2,450,300,17-27,10.9,157,42,3.7,11-110,2,1,1,20:25,23,0,1,,,,,,
328,272792306,Kansas,30,away,0,1,0,0,3,3,6,24,6-14,0-1,437,286,22-35,7.6,170,39,4.4,3-34,3,0,3,18:00,Kansas State,24,home,0,1,1,0,2,2,6,5,0,3,17,4-16,0-1,363,316,32-49,6.3,53,21,2.5,4-45,3,0,3,18:40,3,0,3,,,,,,
329,272792641,Texas Tech,42,home,2,1,53,0,5,4,6,24,3-7,0-1,489,487,40-49,9.4,29,17,1.7,8-69,3,1,2,15:11,Iowa State,17,away,1,1,0,0,1,1,5,37,0,2,17,7-18,0-0,287,204,15-26,7.2,100,46,2.2,4-33,2,2,0,21:29,,,,,,,,,
330,272790251,Oklahoma,28,away,1,1,-8,0,4,3,4,20,9-18,0-0,414,254,21-32,7.6,170,41,4.1,9-87,0,0,0,19:31,Texas,21,home,0,1,10,0,4,2,3,,,,16,5-12,0-1,385,350,19-26,12.5,61,29,2.1,9-69,2,1,1,17:09,33,0,1,,,,,,
331,272790245,Oklahoma State,23,away,0,0,5,0,3,2,11,23,8-15,0-0,459,273,17-27,9.6,200,41,4.9,7-75,1,1,0,18:42,Texas A&M,24,home,1,2,10,0,2,1,,,,,19,6-14,1-1,368,218,12-21,10.4,150,43,3.5,5-38,0,0,0,17:58,,,,,,,,,
332,272780097,Louisville,35,home,1,1,-1,0,2,4,5,24,7-16,0-1,493,482,39-58,8.1,26,16,1.6,1-15,0,0,0,15:54,Utah,44,away,0,5,11,0,4,1,8,,,,29,4-12,2-2,582,327,25-33,9.8,260,49,5.3,5-25,1,1,0,20:46,,,,,,,,,
333,272790036,San Diego State,24,away,1,3,9,0,3,0,6,19,5-16,1-1,386,285,14-27,8.5,156,44,3.5,3-21,1,1,0,19:00,Colorado State,20,home,1,1,0,0,2,1,8,,,,16,5-15,0-1,327,202,14-27,7.0,139,39,3.6,3-15,2,1,1,17:24,0,0,1,,,,,,
334,272792751,TCU,21,away,1,0,20,0,2,2,7,22,6-18,2-3,344,217,22-39,5.4,134,43,3.1,5-54,4,3,1,17:43,Wyoming,24,home,3,1,10,0,3,2,6,0,0,1,22,5-16,0-2,366,140,12-26,5.2,232,51,4.5,2-25,2,1,1,18:51,0,0,1,,,,,,
335,272792005,UNLV,14,away,2,2,8,0,1,0,2,26,7-18,1-4,471,311,24-39,7.4,184,47,3.9,6-38,1,1,0,21:19,Air Force,31,home,1,4,,,,0,7,,,,15,5-11,2-3,432,131,9-14,8.8,309,42,7.4,2-20,2,2,0,15:15,,,,,,,,,
336,272792393,Virginia,23,away,0,2,0,0,7,1,5,23,7-16,0-0,374,238,22-38,5.9,151,37,4.1,5-49,1,0,1,17:38,Middle Tennessee,21,home,0,1,12,0,5,2,3,21,0,1,16,6-17,1-2,308,194,17-34,5.3,127,39,3.3,5-40,0,0,0,19:02,,,,,,,,,
337,272790309,Louisiana,38,home,1,3,11,0,2,2,8,14,3-12,1-1,414,126,10-20,5.7,300,36,8.3,9-72,3,3,0,12:04,North Texas,29,away,3,1,34,0,5,3,5,,,,25,10-22,3-8,527,394,35-57,6.7,144,40,3.6,8-63,4,1,3,24:36,25,0,3,,,,,,
338,272790120,Georgia Tech,26,away,2,1,21,0,4,1,8,24,9-17,1-1,484,309,22-34,9.1,175,43,4.1,6-50,1,1,0,22:39,Maryland,28,home,1,3,11,0,2,1,4,,,,12,6-12,0-0,343,281,10-17,15.0,88,35,2.5,2-10,2,2,0,14:01,,,,,,,,,
339,272792226,Florida Atlantic,23,home,3,0,6,0,3,3,5,22,7-19,0-2,411,269,23-47,5.5,152,35,4.3,7-64,1,0,1,19:48,South Florida,35,away,0,5,-1,0,1,0,5,0,0,1,18,4-12,1-2,424,122,17-27,4.5,302,44,6.9,5-39,4,3,1,16:52,28,0,1,,,,,,
340,272790151,East Carolina,52,home,2,3,3,0,3,3,10,16,6-15,0-0,370,218,15-27,7.8,160,37,4.3,9-80,0,0,0,16:35,UCF,38,away,0,2,41,0,4,2,8,,,,29,8-18,1-1,495,318,28-48,6.5,182,42,4.3,7-63,5,2,3,20:05,102,0,3,,,,,,
341,272750235,Marshall,21,away,0,1,13,0,1,2,3,25,4-10,0-2,405,228,23-32,6.9,185,34,5.4,3-35,2,1,1,16:39,Memphis,24,home,1,0,1,0,2,2,10,0,0,1,24,8-17,1-2,445,346,30-46,7.5,99,35,2.8,5-40,0,0,0,19:31,,,,,,,,,
342,272762572,Rice,31,away,5,2,0,0,1,2,7,14,2-12,0-0,236,98,9-21,3.2,169,41,4.1,4-25,2,1,1,17:37,Southern Mississippi,29,home,1,3,27,0,6,1,1,0,0,1,21,7-18,2-3,422,262,25-45,5.2,189,37,5.1,6-64,9,5,4,18:36,125,0,4,,,,,,
343,272790344,Mississippi State,30,home,0,3,0,0,2,0,6,16,8-15,1-1,284,125,11-20,5.9,165,45,3.7,1-15,2,0,2,19:08,UAB,13,away,0,0,2,0,2,1,7,0,0,2,11,6-16,0-1,288,217,16-35,6.2,71,23,3.1,10-70,1,0,1,16:33,30,1,1,,,,,,
344,272792638,UTEP,48,home,1,3,14,0,1,4,6,28,7-14,2-3,570,357,23-29,12.1,219,48,4.6,4-40,1,1,0,19:31,Tulsa,47,away,1,4,4,0,1,2,7,,,,29,8-15,2-3,648,409,27-45,9.1,239,43,5.6,8-73,3,1,2,17:26,0,0,2,,,,,,
345,272790333,Alabama,30,home,1,2,6,0,2,2,4,21,6-15,1-1,347,158,15-27,5.8,190,46,4.1,7-69,1,0,1,18:29,Houston,24,away,0,1,6,0,5,2,6,1,0,1,24,5-16,2-4,404,290,21-38,6.9,143,38,3.8,10-79,3,1,2,18:20,28,0,2,,,,,,
346,272790349,Army,20,home,1,0,47,0,4,2,8,14,4-16,1-1,240,230,21-29,6.7,47,37,1.3,2-10,0,0,0,18:05,Tulane,17,away,0,2,31,0,5,0,5,,,,17,4-14,0-0,401,163,16-25,6.2,247,45,5.5,11-101,1,1,0,17:55,,,,,,,,,
347,272790023,San José State,28,home,0,2,0,0,2,2,4,23,9-17,1-2,436,302,22-30,10.1,134,48,2.8,6-40,1,0,1,20:05,Idaho,20,away,0,1,20,1,3,0,8,0,0,1,13,3-13,1-2,251,92,8-15,4.5,183,43,4.3,12-95,2,0,2,16:34,0,0,2,,,,,,
