,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
94,272510251,TCU,13,away,0,0,45,0,3,0,7,15,5-16,1-3,251,244,23-37,5.6,43,32,1.3,13-100,5,4,1,17:20,Texas,34,home,4,2,18,0,4,1,10,0,0,1,19,6-15,0-0,415,239,25-38,6.3,176,36,4.9,8-69,2,0,2,19:20,70,1,2,,,,,,
95,272510245,Fresno State,45,away,2,3,23,0,3,3,7,23,9-18,1-1,399,271,21-31,8.4,139,48,2.9,8-52,3,2,1,15:52,Texas A&M,47,home,2,4,14,0,2,1,,0,0,1,24,11-20,0-0,397,86,13-24,3.3,318,63,5.0,9-88,2,2,0,20:48,,,,,,,,,
96,272510201,Miami,13,away,2,0,24,0,2,1,7,7,3-17,1-1,139,99,11-24,3.6,52,35,1.5,6-55,1,1,0,16:09,Oklahoma,51,home,1,0,10,0,6,6,9,,,,25,6-11,1-2,411,303,22-28,10.5,116,45,2.6,6-36,2,2,0,20:02,,,,,,,,,
97,272510197,Florida Atlantic,6,away,1,0,-1,0,4,0,6,12,3-16,1-2,203,182,19-32,5.5,28,34,0.8,6-33,2,0,2,20:09,Oklahoma State,42,home,0,2,105,0,8,3,6,18,1,2,18,4-12,1-2,488,255,16-25,10.2,233,39,6.0,8-65,2,1,1,16:17,0,0,1,,,,,,
98,272510239,Rice,17,away,1,2,2,0,2,0,5,21,5-14,0-1,349,262,23-30,8.0,110,38,2.9,6-40,1,0,1,20:08,Baylor,42,home,0,0,38,0,4,6,6,20,0,1,27,9-15,1-1,521,432,30-51,8.3,98,26,3.8,4-30,1,1,0,21:38,,,,,,,,,
99,272510254,Air Force,20,away,0,2,4,0,3,0,8,20,3-15,0-1,390,64,8-14,4.0,334,63,5.3,5-53,1,1,0,19:54,Utah,12,home,1,0,3,0,5,1,6,,,,15,6-19,1-2,313,252,20-39,6.2,73,33,2.2,7-71,2,0,2,16:05,1,0,2,,,,,,
100,272512751,Utah State,18,away,0,0,18,0,3,1,6,15,0-13,4-5,280,147,17-25,5.9,133,42,3.2,10-93,1,1,0,18:17,Wyoming,32,home,1,3,21,0,2,1,6,,,,25,8-14,0-0,369,181,19-32,5.6,189,42,4.5,8-70,2,0,2,18:23,66,1,2,,,,,,
101,272510167,New Mexico State,34,away,1,0,0,0,1,4,10,30,9-17,1-3,581,493,47-64,7.4,108,28,3.9,7-59,2,0,2,20:05,New Mexico,44,home,0,3,10,0,2,2,14,27,0,2,20,8-13,0-0,496,343,17-24,14.3,154,39,3.9,2-20,1,1,0,15:01,,,,,,,,,
102,272490097,Louisville,58,home,2,2,4,0,2,5,16,35,9-15,1-1,729,401,25-39,10.3,328,53,6.2,9-98,1,1,0,23:38,Middle Tennessee,42,away,1,4,14,0,1,2,6,,,,20,3-9,1-1,555,292,14-26,11.2,265,29,9.1,5-69,4,2,2,13:08,7,0,2,,,,,,
103,272512567,SMU,45,home,1,3,6,0,2,2,9,28,5-11,0-0,534,360,30-42,8.4,181,32,5.7,9-65,2,1,1,19:00,North Texas,31,away,1,1,,,,3,7,12,0,1,31,7-14,0-2,613,621,46-64,9.4,12,21,0.6,11-61,4,1,3,17:40,47,1,3,,,,,,
104,272510041,Maine,0,away,0,0,,,,0,,7,2-14,0-2,152,88,15-26,3.4,64,31,2.1,7-48,2,0,2,19:33,Connecticut,38,home,0,2,77,0,8,2,8,51,1,2,20,6-14,0-1,379,196,18-29,6.8,183,42,4.4,4-35,1,0,1,17:07,0,0,1,84,0,5,,,
105,272512229,Florida International,10,home,0,0,24,0,6,1,4,8,1-10,0-1,163,81,8-23,3.5,82,27,3.0,3-11,3,1,2,16:26,Maryland,26,away,1,3,29,0,6,0,6,40,0,2,14,6-17,0-0,270,170,18-25,5.4,135,41,3.3,6-33,0,0,0,21:27,,,,,,,,,
106,272510002,Auburn,23,home,0,1,43,0,4,1,11,16,2-13,1-2,290,171,16-35,4.7,125,35,3.6,7-55,5,3,2,16:36,South Florida,26,away,3,2,45,0,4,1,8,45,0,2,18,4-17,1-1,319,220,18-27,6.8,135,52,2.6,7-60,0,0,0,20:04,,,,,,,,,
107,272512633,Tennessee,39,home,2,2,34,0,2,2,13,22,8-16,1-2,469,283,23-36,7.7,193,39,4.9,6-55,3,3,0,19:27,Southern Mississippi,19,away,3,0,0,0,3,1,13,,,,17,3-16,1-3,354,288,21-41,6.4,90,32,2.8,4-30,3,2,1,16:00,0,0,1,,,,,,
108,272510151,North Carolina,31,away,0,0,61,1,3,3,5,20,5-14,0-1,423,354,20-32,10.8,79,30,2.6,5-49,2,1,1,23:30,East Carolina,34,home,1,1,18,0,6,3,10,0,0,1,21,7-16,0-0,470,420,31-42,9.7,64,33,1.9,10-60,0,0,0,22:08,,,,,,,,,
109,272510052,Florida State,34,home,2,1,74,0,6,3,10,24,6-14,0-1,520,332,22-35,9.5,188,46,4.1,12-131,3,2,1,20:35,UAB,24,away,2,1,8,0,2,1,6,21,1,1,19,4-14,0-0,345,236,17-36,6.3,119,28,4.3,12-110,2,2,0,15:17,,,,,,,,,
110,272512655,Mississippi State,38,away,2,3,16,0,6,1,8,27,10-16,0-0,489,236,20-31,7.2,266,54,4.9,8-85,2,1,1,23:44,Tulane,17,home,1,1,0,0,1,1,5,6,0,1,8,4-12,0-0,243,208,16-29,6.9,44,17,2.6,7-60,3,2,1,12:56,47,1,1,,,,,,
111,272510070,Cal Poly,13,away,2,0,2,0,1,1,7,20,5-16,1-2,346,175,10-24,7.3,171,51,3.4,3-25,4,4,0,20:19,Idaho,20,home,4,1,30,0,3,1,8,,,,19,7-15,0-0,336,109,7-22,4.6,235,41,5.7,4-31,2,2,0,15:56,,,,110,0,4,,,
112,272510098,West Virginia Tech,0,away,0,0,11,0,1,0,,2,1-13,0-0,0,19,5-13,3.2,-27,34,-0.8,5-32,7,4,3,30:11,Western Kentucky,87,home,4,6,91,1,4,2,0,30,0,3,20,4-9,0-1,0,100,7-12,8.3,331,53,6.2,5-45,1,0,1,29:49,20,0,1,136,0,11,16,0,1
113,272510218,Buffalo,42,away,2,3,28,0,6,2,6,21,7-11,1-1,414,198,20-22,8.6,224,45,5.0,4-45,3,2,1,21:45,Temple,7,home,2,1,11,0,1,0,1,24,0,1,10,1-12,0-1,141,226,15-27,6.6,-36,25,-1.4,6-33,4,2,2,14:14,50,1,2,,,,,,
114,272512348,Hawai'i,45,away,0,2,0,0,1,4,9,32,8-14,0-1,593,572,43-61,9.0,45,20,2.3,10-80,3,2,1,16:34,Louisiana Tech,44,home,2,4,,,,2,8,16,0,1,27,7-17,1-2,410,216,23-36,5.2,223,49,4.6,9-70,0,0,0,20:06,,,,,,,,,
115,272510061,South Carolina,16,away,0,1,15,0,3,0,10,21,1-11,0-0,314,188,20-31,5.6,140,34,4.1,6-61,0,0,0,18:34,Georgia,12,home,0,0,53,0,6,0,12,,,,20,3-18,0-1,341,240,19-45,4.7,128,31,4.1,6-48,1,0,1,18:06,30,0,1,,,,,,
116,272510057,Troy,31,away,2,2,0,0,2,2,7,21,7-16,0-2,336,292,29-52,5.4,53,26,2.0,5-25,2,1,1,16:37,Florida,59,home,1,5,59,0,3,3,11,0,0,1,28,7-12,0-0,500,247,18-25,9.4,264,46,5.7,11-104,2,2,0,20:15,,,,,,,,,
117,272510096,Kent State,20,away,0,2,19,0,3,1,2,26,10-17,1-2,453,135,12-29,4.4,324,59,5.5,7-60,4,2,2,21:08,Kentucky,56,home,2,6,11,0,3,2,8,0,0,2,24,4-9,0-1,484,252,15-22,9.9,266,39,6.8,4-30,0,0,0,15:20,,,,,,,,,
118,272510238,Alabama,24,away,0,2,79,0,4,0,10,22,6-15,0-0,371,155,14-28,5.4,221,48,4.6,6-40,1,0,1,20:27,Vanderbilt,10,home,0,0,10,0,3,1,4,17,0,1,13,6-18,1-3,232,193,18-41,4.3,57,26,2.2,5-50,1,0,1,16:13,0,0,1,,,,,,
119,272510099,Virginia Tech,7,away,0,1,-1,0,2,0,1,11,2-14,1-2,149,100,9-29,2.7,71,28,2.5,7-65,1,0,1,14:58,LSU,48,home,0,4,0,0,7,2,12,11,0,1,28,9-15,0-0,598,303,22-32,9.4,297,41,7.2,7-62,0,0,0,21:05,,,,,,,,,
120,272510309,Louisiana,23,home,0,0,12,0,1,3,5,23,7-16,1-2,534,268,17-28,9.2,277,51,5.4,8-45,2,2,0,18:33,Ohio,31,away,2,3,17,0,4,1,7,,,,21,8-16,1-1,416,267,17-28,9.4,152,44,3.5,5-42,1,0,1,18:07,0,0,1,,,,,,
121,272512117,Central Michigan,52,home,1,5,56,0,3,2,10,28,9-13,0-0,462,244,22-32,7.6,218,42,5.2,3-25,0,0,0,17:14,Toledo,31,away,0,1,-2,0,1,3,7,,,,21,9-17,1-3,482,397,26-42,9.1,101,36,2.8,6-44,1,1,0,24:36,,,,,,,,,
122,272512199,Eastern Michigan,16,home,0,0,10,0,2,1,4,11,3-13,0-2,262,155,16-26,6.0,107,28,3.8,8-56,1,0,1,15:25,Ball State,38,away,0,1,12,0,5,4,8,33,0,1,24,11-20,1-1,459,321,19-39,7.8,153,42,3.6,7-38,0,0,0,20:14,,,,,,,,,
123,272512459,Southern Illinois,34,away,2,0,0,0,1,3,4,19,3-14,4-6,340,238,21-33,7.2,102,37,2.8,4-57,1,1,0,18:22,Northern Illinois,31,home,1,2,32,0,3,2,7,,,,24,7-11,0-1,430,236,21-27,8.3,207,42,4.9,2-25,5,2,3,19:25,107,2,3,111,0,6,,,
124,272510103,NC State,17,away,0,1,8,0,6,1,5,21,7-18,0-1,407,366,29-54,6.5,56,24,2.3,4-32,8,3,5,18:31,Boston College,37,home,3,3,0,0,4,1,7,56,1,5,19,6-17,2-2,373,142,15-34,4.2,231,39,5.9,5-40,1,0,1,18:09,15,0,1,,,,,,
125,272510228,Louisiana Monroe,26,away,0,2,6,0,2,1,8,24,11-21,1-1,419,149,13-30,4.9,271,53,5.1,11-83,0,0,0,22:20,Clemson,49,home,0,2,25,0,4,5,7,,,,25,3-8,0-1,503,328,26-34,9.4,184,28,6.6,5-55,0,0,0,13:25,,,,,,,,,
126,272510059,Samford,14,away,0,1,-4,0,1,1,2,12,4-14,0-1,240,156,15-29,5.4,84,28,3.0,7-44,2,2,0,15:42,Georgia Tech,69,home,2,9,115,0,9,0,15,,,,20,2-11,5-5,498,109,10-12,9.1,389,55,7.1,5-35,0,0,0,20:58,,,,190,0,11,,,
127,272510258,Duke,13,away,2,0,0,0,2,1,3,12,5-19,3-5,229,169,15-35,4.1,84,34,2.5,6-43,1,0,1,18:02,Virginia,24,home,0,1,80,0,3,2,6,6,0,1,17,5-14,1-3,324,191,22-32,6.0,133,34,3.9,5-44,2,2,0,18:03,,,,,,,,,
128,272510349,Rhode Island,7,away,3,1,11,0,2,0,1,17,8-18,1-2,303,145,11-13,11.2,158,60,2.6,5-41,2,2,0,20:51,Army,14,home,2,1,44,0,5,1,2,,,,14,5-14,1-1,276,245,21-33,7.0,46,28,1.6,3-14,4,3,1,15:49,35,0,1,23,0,1,,,
129,272582426,Ball State,34,away,2,1,,,,3,10,27,11-15,0-0,539,277,19-33,8.4,262,42,6.2,3-18,1,0,1,18:31,Navy,31,home,0,4,0,0,1,0,7,0,0,1,27,5-11,2-3,585,71,4-8,8.0,521,65,8.0,3-20,2,2,0,18:09,,,,,,,,,
130,272580127,Pittsburgh,13,away,0,1,34,0,4,0,7,15,0-12,2-3,292,118,9-20,4.3,207,38,5.4,10-71,3,1,2,15:39,Michigan State,17,home,1,1,25,0,4,0,5,45,1,2,19,8-19,1-3,327,223,14-28,6.5,144,51,2.8,11-125,0,0,0,20:13,,,,,,,,,
131,272580183,Syracuse,20,home,0,1,0,0,1,1,8,14,5-16,2-3,286,252,19-29,7.7,63,34,1.9,5-55,0,0,0,17:53,Illinois,41,away,0,3,40,0,5,0,11,,,,26,5-11,0-0,508,130,15-20,6.5,378,51,7.4,6-46,0,0,0,18:47,,,,,,,,,
132,272580275,The Citadel,31,away,1,0,19,0,1,4,7,23,5-12,1-1,377,254,23-35,7.3,123,36,3.4,8-64,1,0,1,17:39,Wisconsin,45,home,0,4,73,0,4,2,9,0,0,1,24,6-11,1-1,463,236,15-21,10.0,253,46,5.5,8-51,1,1,0,19:17,,,,136,0,8,,,
133,272580066,Iowa State,15,home,0,0,22,0,3,0,15,17,7-18,1-1,300,157,21-29,5.4,143,39,3.7,3-30,1,1,0,18:47,Iowa,13,away,1,1,23,0,2,0,7,,,,16,3-13,1-1,233,148,12-23,5.1,115,34,3.4,2-20,0,0,0,17:34,,,,,,,,,
134,272580130,Notre Dame,0,away,2,0,26,0,4,0,,10,4-13,1-1,79,150,13-22,3.9,-6,33,-0.2,7-51,5,3,2,16:16,Michigan,38,home,3,2,30,0,6,3,8,26,0,2,25,11-17,0-1,379,90,7-16,5.6,289,61,4.7,4-37,2,2,0,20:24,,,,,,,,,
135,272580264,Washington,14,home,0,1,5,0,2,1,2,20,6-17,2-2,346,212,18-37,5.5,142,34,4.2,7-49,4,1,3,16:23,Ohio State,33,away,1,2,36,0,4,2,9,19,0,3,21,6-16,0-0,481,225,15-26,8.7,256,45,5.7,10-80,0,0,0,20:12,,,,,,,,,
136,272582226,Florida Atlantic,42,home,3,1,,,,5,6,24,13-21,0-2,580,482,27-44,10.5,117,41,2.9,7-51,0,0,0,20:45,Minnesota,39,away,0,0,21,0,3,4,7,,,,29,10-13,0-0,470,335,31-47,7.1,135,28,4.8,4-24,7,3,4,15:50,17,0,4,,,,,,
137,272582509,Central Michigan,22,away,4,1,,,,2,2,23,5-18,1-5,465,376,35-56,6.5,101,33,3.1,5-64,3,2,1,18:08,Purdue,45,home,2,3,-1,0,3,3,9,0,0,1,30,3-10,0-0,583,363,29-40,9.0,223,37,6.0,3-25,5,4,1,18:32,12,0,1,,,,,,
138,272580084,Akron,24,away,0,1,5,0,1,2,6,24,6-13,0-1,370,289,19-27,9.3,120,41,2.9,6-60,2,1,1,17:42,Indiana,41,home,1,2,21,0,1,3,11,49,0,1,25,9-15,1-1,475,137,19-24,5.7,338,49,6.9,5-63,1,0,1,18:58,0,0,1,,,,,,
139,272580077,Duke,20,away,0,0,2,0,1,3,2,15,7-13,1-2,309,246,19-23,10.7,63,32,2.0,8-73,1,1,0,16:26,Northwestern,14,home,1,2,0,0,1,0,2,,,,25,7-15,1-5,506,376,30-51,7.2,138,34,4.1,12-110,2,0,2,20:14,24,0,2,,,,,,
140,272580158,Nebraska,31,home,1,2,4,0,3,2,5,28,8-17,0-0,420,408,36-54,7.2,31,28,1.1,6-45,2,0,2,18:00,USC,49,away,0,5,-2,0,4,2,7,43,0,2,22,5-10,1-1,457,144,19-30,4.8,313,38,8.2,9-97,1,1,0,17:11,,,,,,,,,
141,272580254,Utah,44,home,3,1,32,0,2,4,14,19,5-16,1-2,386,288,19-33,8.0,122,37,3.3,4-30,2,2,0,19:35,UCLA,6,away,2,0,0,0,2,0,6,,,,17,5-16,1-3,373,335,20-40,7.3,83,31,2.7,10-66,6,3,3,16:13,50,0,3,,,,,,
142,272580009,San Diego State,13,away,0,1,0,0,1,0,7,17,6-18,2-2,323,189,22-38,4.7,143,31,4.6,7-65,1,0,1,17:06,Arizona State,34,home,0,2,55,0,5,2,10,0,0,1,26,4-9,0-0,479,217,16-22,9.6,268,40,6.7,8-73,1,0,1,18:38,23,0,1,,,,,,
143,272580024,San José State,0,away,0,0,7,0,2,0,0,10,3-14,0-1,163,149,13-28,4.7,32,25,1.3,4-20,1,0,1,14:03,Stanford,37,home,0,2,20,0,5,2,13,28,0,1,26,7-14,0-1,506,239,19-30,7.7,276,48,5.8,6-60,1,0,1,22:37,0,0,1,,,,,,
144,272580025,Louisiana Tech,12,away,0,0,10,0,3,2,0,18,4-15,1-1,274,187,19-33,4.6,121,38,3.2,10-81,4,2,2,17:22,California,42,home,2,3,19,0,7,2,6,43,0,2,25,5-12,1-2,447,241,22-36,6.4,217,36,6.0,8-65,1,0,1,19:18,0,0,1,,,,,,
145,272580012,New Mexico,29,away,2,0,0,0,1,3,9,24,8-19,1-1,421,346,29-42,7.8,94,39,2.4,8-65,2,1,1,20:31,Arizona,27,home,1,0,0,0,4,3,9,7,0,1,25,5-13,0-0,484,451,30-53,8.4,38,21,1.8,9-76,3,2,1,15:58,0,0,1,,,,,,
146,272580204,Idaho State,10,away,1,0,9,0,1,1,4,18,7-17,0-0,335,300,24-40,7.5,35,28,1.3,4-49,4,0,4,17:28,Oregon State,61,home,0,4,7,0,3,3,11,45,1,4,29,12-17,1-1,607,458,29-42,10.3,175,40,4.4,5-35,1,1,0,19:28,,,,169,0,10,,,
147,272582483,Fresno State,21,away,1,2,0,0,1,1,1,17,3-15,2-4,327,280,21-35,7.6,60,36,1.7,12-105,2,1,1,20:39,Oregon,52,home,1,4,32,0,2,2,10,30,0,1,23,6-13,1-1,461,167,15-23,6.7,307,47,6.5,8-63,1,1,0,16:00,,,,,,,,,
148,272580265,Idaho,28,away,2,1,,,,3,4,19,7-16,1-2,325,216,17-35,5.9,120,38,3.2,9-94,5,1,4,18:30,Washington State,45,home,1,2,1,0,3,4,9,49,0,4,31,4-11,1-1,445,314,26-36,8.5,138,39,3.5,5-65,3,2,1,26:17,5,0,1,,,,,,
149,272580164,Norfolk State,0,away,0,0,8,0,2,0,,10,3-19,1-3,122,112,13-29,3.9,10,37,0.3,16-127,1,0,1,20:01,Rutgers,59,home,0,5,31,0,5,3,11,1,0,1,23,3-10,1-1,537,297,10-18,16.5,240,38,6.3,9-89,0,0,0,16:39,,,,184,0,9,,,
150,272560120,Maryland,14,home,3,1,3,0,2,1,2,15,5-13,0-1,269,206,16-24,7.5,89,39,2.3,5-58,3,1,2,19:25,West Virginia,31,away,1,4,24,0,4,0,7,0,0,2,21,6-11,0-0,448,105,8-13,7.3,353,48,7.4,6-53,3,3,0,17:15,,,,,,,,,
151,272580213,Buffalo,24,away,2,1,,,,2,6,20,6-17,1-2,395,361,29-41,8.3,56,35,1.6,1-8,2,1,1,19:21,Penn State,45,home,1,2,11,0,1,4,9,45,0,1,22,9-13,0-0,393,206,20-27,7.5,191,39,4.9,2-9,2,2,0,16:10,,,,,,,,,
152,272580038,Florida State,16,away,0,1,84,0,7,0,10,10,1-13,0-0,221,148,8-18,7.0,95,37,2.6,10-86,0,0,0,15:52,Colorado,6,home,0,0,17,0,4,1,0,,,,21,5-18,2-2,279,321,34-54,5.7,-27,25,-1.1,7-37,2,0,2,20:30,20,0,2,,,,,,
153,272582306,Missouri State,10,away,1,1,11,0,1,0,4,14,4-16,1-2,191,122,12-23,5.3,69,40,1.7,10-92,1,1,0,19:38,Kansas State,61,home,1,5,181,1,7,2,13,,,,30,7-13,2-2,546,325,29-42,7.7,221,38,5.8,16-150,1,1,0,17:02,,,,206,0,11,,,
154,272580142,Western Michigan,24,away,0,1,2,0,1,1,6,22,3-16,3-5,372,259,30-43,5.6,132,38,3.5,9-45,4,2,2,19:44,Missouri,52,home,2,5,31,0,2,2,10,0,0,2,32,11-17,0-0,619,363,30-51,6.8,272,36,7.6,3-15,2,0,2,16:17,70,1,2,,,,,,
155,272582305,Toledo,13,away,3,1,7,0,2,1,1,9,3-16,2-3,251,94,14-27,2.9,174,37,4.7,9-79,5,2,3,17:33,Kansas,45,home,2,2,3,0,5,4,9,30,0,3,29,4-15,1-3,557,349,18-39,8.3,232,46,5.0,1-5,3,3,0,26:38,,,,,,,,,
156,272582116,UCF,32,home,2,3,24,0,3,1,6,17,3-15,1-2,326,143,9-26,5.2,192,41,4.7,4-43,3,2,1,14:02,Texas,35,away,2,1,17,0,3,1,17,33,1,1,25,9-20,1-1,488,262,32-47,5.5,229,43,5.3,4-50,3,2,1,22:09,0,0,1,,,,,,
157,272580242,Rice,24,home,1,1,,,,2,6,25,5-14,1-3,311,264,20-38,5.6,99,42,2.4,8-84,4,3,1,19:03,Texas Tech,59,away,3,2,36,0,2,6,11,0,0,1,26,7-14,3-3,592,489,34-48,10.0,111,27,4.1,16-183,2,1,1,17:37,27,0,1,,,,,,
158,272580245,Louisiana Monroe,14,away,0,2,,,,0,2,23,9-14,0-0,348,133,15-27,4.9,215,44,4.9,10-65,2,0,2,18:30,Texas A&M,54,home,0,6,11,0,3,1,0,89,0,2,30,9-15,4-4,547,237,19-35,6.8,310,42,7.4,8-50,1,0,1,18:10,-1,0,1,,,,,,
159,272580201,Utah State,3,away,1,0,12,0,1,0,3,8,3-15,0-0,153,97,15-24,3.6,66,34,1.9,5-45,4,2,2,18:59,Oklahoma,54,home,2,3,54,0,6,3,12,45,1,2,24,4-12,1-3,617,279,21-33,8.3,343,39,8.8,5-47,2,1,1,17:25,0,0,1,,,,,,
160,272572653,Troy,41,home,3,3,136,1,5,2,5,29,6-17,1-4,562,397,34-49,7.9,174,48,3.6,9-80,2,1,1,21:01,Oklahoma State,23,away,1,2,0,0,1,1,5,0,0,1,20,2-11,0-1,432,194,18-37,5.2,241,38,6.3,11-96,5,3,2,15:37,32,0,2,,,,,,
161,272580239,Texas State,27,away,0,1,,,,2,9,0,0-0,0-0,418,334,31-56,6.0,84,34,2.5,0-0,1,1,0,,Baylor,34,home,1,0,37,0,4,5,4,,,,20,6-14,0-0,439,427,31-51,8.1,28,19,1.5,7-54,2,0,2,14:46,36,0,2,105,0,6,,,
162,272580202,Tulsa,55,home,3,1,11,0,3,5,13,23,3-13,1-1,595,502,22-37,13.2,105,33,3.2,4-31,1,0,1,15:01,BYU,47,away,0,3,16,0,4,4,5,13,0,1,36,7-15,2-3,694,543,34-58,9.3,157,36,4.4,14-138,5,3,2,20:28,49,1,2,,,,,,
163,272580068,Boise State,24,home,0,1,37,0,6,2,6,20,6-16,1-2,303,203,15-30,6.1,121,50,2.4,8-65,1,1,0,21:01,Wyoming,14,away,1,1,13,0,2,1,2,,,,20,6-17,0-2,262,248,26-48,4.7,35,24,1.5,7-50,1,0,1,15:29,0,0,1,,,,,,
164,272562005,TCU,17,away,0,0,58,0,7,2,5,20,5-15,0-1,409,320,29-45,7.1,89,32,2.8,6-33,3,1,2,17:38,Air Force,20,home,1,1,4,0,1,1,8,0,0,2,15,3-14,2-2,339,233,17-28,6.9,146,42,3.5,6-47,1,0,1,18:45,4,0,1,,,,,,
165,272582439,Hawai'i,49,away,0,3,31,0,3,3,7,23,4-10,1-3,492,402,29-39,10.2,96,29,3.3,12-97,0,0,0,20:25,UNLV,14,home,0,1,6,0,2,1,2,,,,20,6-17,2-4,349,221,22-44,4.7,143,30,4.8,7-98,1,0,1,24:50,40,1,1,,,,,,
166,272580099,LSU,44,home,1,2,10,0,4,3,14,26,8-12,0-0,505,322,21-28,11.0,198,40,4.9,10-58,2,1,1,17:31,Middle Tennessee,0,away,1,0,0,0,1,0,,18,0,1,9,4-14,0-2,90,139,8-15,5.4,9,37,0.2,3-20,1,1,0,18:21,,,,,,,,,
167,272580041,Temple,17,away,1,1,6,0,4,1,5,15,5-13,0-1,332,166,9-19,7.5,189,39,4.8,5-53,2,1,1,16:00,Connecticut,22,home,1,2,52,0,5,0,10,13,0,1,21,6-16,0-2,378,257,19-29,7.7,156,49,3.2,5-35,1,1,0,20:40,,,,,,,,,
168,272580096,Kentucky,40,home,1,1,10,0,2,4,10,27,9-17,1-2,460,282,30-46,6.0,185,35,5.3,5-65,0,0,0,18:27,Louisville,34,away,0,2,,,,2,4,,,,26,8-13,1-2,467,384,28-43,8.5,101,27,3.7,7-53,2,1,1,17:20,33,0,1,,,,,,
169,272580193,Miami (OH),10,home,0,0,5,0,1,1,4,21,6-16,2-3,323,308,27-54,4.9,56,24,2.3,5-25,5,2,3,16:33,Cincinnati,47,away,2,3,26,0,3,2,9,63,1,3,24,8-17,2-2,438,307,26-37,8.0,141,42,3.4,9-90,0,0,0,19:24,,,,,,,,,
170,272580235,Jacksonville State,14,away,1,2,,,,0,2,23,7-19,2-4,392,228,24-43,5.3,164,45,3.6,5-55,2,1,1,22:06,Memphis,35,home,1,2,68,0,4,3,5,33,0,1,24,5-11,0-0,485,304,17-27,11.1,184,35,5.3,8-63,2,1,1,18:42,0,0,1,122,0,6,,,
171,272580151,East Carolina,21,home,2,1,18,0,4,2,3,20,8-15,0-0,300,226,20-35,5.8,97,37,2.6,9-55,1,0,1,18:47,Southern Mississippi,28,away,0,3,22,0,2,1,4,10,0,1,22,9-14,0-1,383,252,18-28,8.5,146,43,3.4,2-16,3,2,1,17:53,16,0,1,,,,,,
172,272580005,Alcorn State,0,away,0,0,,,,0,,11,3-13,0-2,233,137,14-26,5.3,96,29,3.3,4-50,2,0,2,16:35,UAB,22,home,0,0,37,0,5,1,16,61,0,2,16,6-16,1-1,332,121,9-22,5.5,211,45,4.7,7-65,1,0,1,20:39,0,0,1,162,0,7,,,
173,272582655,Tulane,10,home,1,0,0,0,2,1,4,16,6-18,1-1,313,228,18-43,5.3,85,29,2.9,7-83,2,0,2,18:55,Houston,34,away,0,1,31,0,4,3,10,62,0,2,24,6-11,1-1,505,316,24-34,8.9,201,35,5.7,9-85,3,1,2,17:45,9,0,2,,,,,,
174,272582032,Arkansas State,45,home,2,4,19,0,4,2,9,29,5-12,0-1,516,299,22-34,7.8,250,50,5.0,13-129,1,0,1,21:43,SMU,28,away,0,0,1,0,2,4,4,14,0,1,19,4-13,1-2,347,267,21-40,6.3,96,23,4.2,9-77,4,2,2,14:21,72,0,2,,,,,,
175,272580098,Eastern Kentucky,6,away,,0,-2,0,1,0,6,12,3-14,1-2,215,83,13-24,3.5,132,36,3.7,5-34,1,0,1,15:15,Western Kentucky,26,home,0,,,,,,,,,,,,,,,,,,,,,,,,,22,0,1,96,0,5,,,
176,272580061,Western Carolina,16,away,1,1,,,,0,10,11,4-13,0-0,201,138,16-24,5.8,63,33,1.9,7-54,0,0,0,20:16,Georgia,45,home,0,3,33,0,4,3,9,,,,21,6-12,2-2,362,248,17-26,8.5,140,34,4.1,5-30,1,1,0,16:24,,,,211,0,8,,,
177,272580057,Tennessee,20,away,0,0,0,0,2,1,8,14,5-17,1-2,298,261,28-46,5.7,37,21,1.8,7-40,3,1,2,15:10,Florida,59,home,1,4,91,1,3,2,11,9,0,2,23,5-12,2-2,554,299,14-19,15.7,255,46,5.5,9-66,1,0,1,21:30,96,1,1,,,,,,
178,272582579,South Carolina State,3,away,3,0,4,0,2,0,3,12,4-15,1-2,264,68,10-21,3.2,196,47,4.2,14-98,4,1,3,20:27,South Carolina,38,home,1,1,23,0,3,3,8,29,1,3,24,4-11,2-3,408,203,17-29,6.4,223,37,6.0,5-38,7,3,4,16:13,45,0,4,147,0,6,,,
