,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
669,263222348,Nevada,42,away,2,5,1,6,19,6-12,1-2,409,203,13-23,8.5,213,42,5.1,3-20,2,1,1,19:57,Louisiana Tech,0,home,1,0,7,0,1,0,,16,4-11,0-3,331,175,14-27,6.2,163,33,4.9,7-65,4,2,2,16:43,136,0,4,0,0,1,,,,24,0,2,,,
670,263220068,Utah State,10,away,3,0,0,4,7,2-13,0-2,188,106,9-19,5.2,90,30,3.0,6-44,1,0,1,16:38,Boise State,49,home,0,3,30,0,3,4,7,24,8-12,2-2,488,276,25-27,9.5,231,41,5.6,6-66,3,3,0,20:02,-4,0,1,7,0,1,,,,,,,,,
671,263220087,Army,9,away,1,0,1,3,12,5-14,0-1,150,112,8-21,4.4,58,36,1.6,4-35,3,1,2,19:09,Notre Dame,41,home,1,2,10,0,3,3,5,26,6-10,0-2,439,221,22-30,7.3,221,35,6.3,9-77,2,1,1,17:31,10,0,1,1,0,2,,,,22,0,1,,,
672,263220057,Western Carolina,0,away,0,0,0,,4,2-12,0-0,59,29,5-12,2.9,24,28,0.9,6-35,0,0,0,18:08,Florida,62,home,0,5,171,1,8,3,8,27,7-9,2-2,582,300,19-24,12.5,282,34,8.3,11-90,0,0,0,18:32,,,,,,,148,0,8,,,,,,
673,263220238,Vanderbilt,10,home,2,0,1,4,14,5-14,0-0,218,109,11-24,4.5,109,34,3.2,4-29,2,0,2,19:48,Tennessee,39,away,0,2,4,0,4,2,15,18,3-11,1-1,429,278,21-30,8.9,163,26,6.3,7-64,2,2,0,16:11,6,0,2,68,0,2,,,,,,,,,
674,263220096,Louisiana Monroe,40,away,1,4,0,10,28,9-13,0-1,501,161,10-19,7.9,351,57,6.2,11-107,1,0,1,20:43,Kentucky,42,home,0,1,84,1,1,3,10,24,2-10,2-4,457,380,25-35,10.3,98,29,3.4,5-45,1,1,0,15:49,0,0,1,6,0,1,,,,,,,,,
675,263220333,Auburn,22,away,5,2,1,2,14,4-11,0-0,261,148,6-14,9.8,124,40,3.1,7-47,1,1,0,18:17,Alabama,15,home,1,0,21,0,3,2,3,18,7-14,0-1,364,265,18-33,7.6,112,30,3.7,4-33,6,5,1,18:23,-1,0,3,,,,,,,0,0,1,,,
676,263220099,LSU,23,home,2,0,3,5,17,6-14,1-2,308,255,20-36,6.2,85,31,2.7,6-60,0,0,0,16:00,Ole Miss,20,away,0,1,14,0,2,1,8,13,6-17,2-3,195,120,9-20,4.8,100,44,2.3,8-55,2,2,0,19:49,11,0,3,,,,,,,,,,,,
677,263220344,Arkansas,28,away,0,0,2,4,14,5-13,0-1,256,128,9-18,7.1,128,38,3.4,4-33,1,0,1,17:34,Mississippi State,14,home,0,1,22,0,2,1,2,19,5-15,0-1,355,201,15-36,5.6,154,30,5.1,7-63,2,0,2,18:22,58,0,4,10,0,1,,,,129,1,2,,,
678,263190189,Bowling Green,7,home,2,1,0,1,13,4-14,0-1,260,133,13-24,5.5,129,33,3.9,2-20,0,0,0,17:18,Miami (OH),9,away,0,0,18,0,1,1,3,13,6-15,1-2,203,141,12-24,5.4,73,37,2.0,4-31,2,2,0,18:25,,,,,,,,,,,,,,,
679,263200195,Akron,7,away,3,0,1,1,17,3-15,1-4,223,227,21-46,4.9,-4,21,-0.2,8-49,3,1,2,15:01,Ohio,17,home,1,1,16,0,3,0,5,16,4-14,0-1,257,49,6-15,3.3,208,50,4.2,7-64,3,3,0,21:39,5,0,2,2,0,2,,,,,,,,,
680,263212309,Eastern Michigan,6,away,0,0,0,6,12,5-15,0-0,242,178,15-34,5.1,68,28,2.4,3-22,5,1,4,18:04,Kent State,14,home,1,0,5,0,4,1,2,10,1-12,0-3,317,206,9-18,10.4,129,41,3.1,6-35,1,0,1,17:39,9,0,6,50,1,4,,,,78,0,1,,,
681,263182649,Ball State,20,away,1,0,2,8,16,2-13,0-2,356,212,15-31,6.8,144,34,4.2,3-20,0,0,0,16:33,Toledo,17,home,0,1,17,0,4,1,5,18,3-15,0-1,378,172,14-27,5.6,226,40,5.7,3-24,1,1,0,19:37,16,0,7,,,,,,,,,,,,
682,263220052,Florida State,28,home,0,1,2,4,12,1-11,2-2,251,199,14-23,7.7,73,28,2.6,3-20,2,2,0,16:32,Western Michigan,20,away,2,0,39,0,4,2,8,17,7-19,2-4,262,259,27-50,4.6,33,30,1.1,7-62,2,0,2,19:08,11,0,1,,,,,,,29,1,2,,,
683,263212459,Northern Illinois,31,home,1,3,1,7,22,5-11,0-0,400,185,17-27,6.9,215,39,5.5,4-31,1,0,1,20:22,Central Michigan,10,away,0,0,-1,0,2,1,4,16,5-14,0-1,321,226,25-42,5.2,104,22,4.7,6-49,3,1,2,16:18,49,0,3,0,0,1,,,,2,0,2,,,
684,263220153,North Carolina,23,home,2,1,0,11,17,6-13,0-0,260,148,8-15,9.1,123,41,3.0,5-60,1,1,0,19:38,NC State,9,away,1,0,0,0,3,0,9,21,2-12,1-2,341,292,22-41,6.4,80,27,3.0,9-82,5,2,3,17:02,16,0,3,,,,,,,51,0,3,,,
685,263220154,Virginia Tech,27,away,1,0,2,9,14,4-12,0-0,344,257,14-22,11.5,92,33,2.8,6-65,1,0,1,18:16,Wake Forest,6,home,0,0,24,0,4,0,6,13,4-16,1-2,257,205,17-30,6.5,62,32,1.9,3-27,1,1,0,18:24,-2,0,4,0,0,1,,,,,,,,,
686,263220258,Virginia,17,home,1,2,0,5,21,9-16,0-1,349,248,23-33,6.6,132,42,3.1,0-0,0,0,0,20:30,Miami,7,away,0,0,14,0,2,1,1,11,3-10,0-1,263,152,11-18,8.4,111,29,3.8,3-35,2,1,1,15:27,8,0,2,,,,,,,14,0,1,,,
687,263220059,Duke,21,away,0,1,2,3,15,4-14,0-0,278,264,19-33,7.2,41,26,1.6,6-57,4,2,2,17:35,Georgia Tech,49,home,2,2,16,0,7,5,7,20,7-15,1-2,462,248,13-25,9.9,214,42,5.1,8-69,2,0,2,19:05,31,0,4,2,0,2,,,,33,0,2,,,
688,263220062,Hawai'i,54,home,2,2,5,12,28,8-12,1-1,568,431,29-40,10.4,151,26,5.8,12-140,2,1,1,17:36,San José State,17,away,1,2,,,,0,5,12,3-13,0-0,192,133,7-17,6.5,82,38,2.2,3-35,3,2,1,18:11,19,0,4,2,0,1,,,,31,0,1,,,
689,263220276,Marshall,49,home,2,6,1,5,17,5-11,0-1,394,141,5-15,9.0,259,48,5.4,7-74,2,1,1,18:32,UTEP,21,away,1,2,-21,0,3,1,3,20,2-10,0-2,401,441,34-48,8.0,15,21,0.7,7-70,5,2,3,17:03,12,0,4,0,0,1,,,,40,0,3,,,
690,263222229,Florida International,7,home,2,0,1,1,8,1-12,0-1,190,143,17-32,4.3,53,19,2.8,6-45,1,0,1,14:26,Louisiana,17,away,0,2,1,0,1,0,5,19,8-17,0-1,354,107,8-20,4.2,270,55,4.9,4-20,3,2,1,22:14,48,0,4,0,0,1,,,,24,0,1,,,
691,263222653,Troy,26,home,0,2,1,8,18,3-9,0-0,355,286,19-30,8.9,88,26,3.4,6-74,4,2,2,13:26,Arkansas State,33,away,2,1,,,,2,11,25,10-19,1-1,421,206,13-26,7.2,233,51,4.6,8-90,0,0,0,23:02,,,,64,0,2,,,,,,,,,
692,263290062,Hawai'i,42,home,1,2,3,10,33,3-6,0-1,653,436,33-48,9.0,219,20,10.9,4-37,3,2,1,17:25,Purdue,35,away,2,0,,,,5,5,28,9-14,0-0,472,389,30-43,8.9,90,27,3.3,6-35,3,1,2,19:12,22,0,3,2,0,1,,,,5,0,2,,,
693,263290030,Notre Dame,24,away,0,0,3,6,18,7-18,2-6,404,288,22-45,6.1,130,31,4.2,8-39,1,1,0,18:53,USC,44,home,1,2,44,0,2,3,8,21,5-11,2-2,404,271,17-28,9.5,139,32,4.3,6-42,2,0,2,17:39,1,0,1,,,,,,,0,0,2,,,
694,263290012,Arizona,14,home,1,0,2,,14,5-16,0-2,168,145,17-40,3.4,33,23,1.4,5-52,2,0,2,15:20,Arizona State,28,away,0,1,13,0,2,3,4,23,6-14,1-2,429,214,17-26,8.2,215,45,4.8,8-76,2,1,1,20:09,6,0,1,-20,0,2,,,,42,0,1,,,
695,263280204,Oregon,28,away,1,3,1,2,22,11-18,1-1,427,274,25-43,6.4,153,33,4.6,7-46,2,1,1,18:40,Oregon State,30,home,1,1,0,0,2,1,12,18,4-12,0-0,343,266,16-27,9.4,88,30,2.9,6-56,1,1,0,18:00,22,0,3,34,1,1,,,,,,,,,
696,263290164,Rutgers,38,home,1,3,2,8,18,2-9,2-2,363,146,10-15,9.7,217,44,4.9,4-45,0,0,0,21:23,Syracuse,7,away,0,0,12,0,2,1,1,11,3-12,0-1,191,73,10-19,3.6,122,31,3.9,5-49,2,1,1,15:17,0,0,2,,,,,,,26,0,1,,,
697,263290221,Louisville,48,away,1,2,4,12,20,6-12,0-0,499,337,21-29,11.6,162,31,5.2,5-50,1,1,0,17:14,Pittsburgh,24,home,1,1,9,0,2,2,6,22,4-13,2-5,398,339,32-51,6.4,70,24,2.9,4-30,4,1,3,19:26,26,0,1,,,,,,,23,0,3,,,
698,263290277,South Florida,24,away,3,1,1,6,21,7-14,1-1,363,296,22-30,9.3,84,39,2.2,8-60,2,0,2,19:52,West Virginia,19,home,0,0,18,0,3,2,7,13,7-15,1-2,310,198,14-22,8.1,132,37,3.6,3-25,5,3,2,16:48,5,0,2,32,0,2,,,,8,0,2,,,
699,263280158,Colorado,14,away,2,1,1,2,14,5-13,0-1,297,171,11-23,5.7,166,31,5.4,8-74,0,0,0,14:39,Nebraska,37,home,0,2,0,0,2,3,5,24,8-15,3-3,468,286,20-30,9.3,190,46,4.1,10-70,2,2,0,21:15,2,0,3,,,,,,,,,,,,
700,263290142,Kansas,17,away,0,1,1,5,14,1-9,0-0,322,171,12-23,7.0,160,29,5.5,7-70,3,2,1,16:20,Missouri,42,home,2,1,22,0,2,4,12,27,9-17,1-1,493,371,26-38,9.4,137,37,3.7,1-15,0,0,0,20:20,11,0,1,,,,,,,,,,,,
701,263280251,Texas A&M,12,away,0,2,0,0,17,10-16,0-0,302,64,7-13,4.5,244,51,4.8,10-91,1,1,0,21:58,Texas,7,home,1,1,19,0,3,0,1,16,2-9,0-1,230,174,17-29,5.5,70,25,2.8,3-26,4,0,4,14:42,9,0,2,,,,,,,12,0,4,,,
702,263290197,Oklahoma State,21,home,0,2,1,3,20,6-15,3-4,362,253,17-31,7.8,119,39,3.1,5-37,1,1,0,17:48,Oklahoma,27,away,1,3,6,0,3,1,3,19,9-14,0-0,315,85,7-11,7.0,238,47,5.1,2-11,0,0,0,18:52,10,0,2,,,,,,,,,,,,
703,263290254,BYU,33,away,0,1,4,3,27,5-11,1-1,429,392,28-44,8.5,54,24,2.3,5-48,0,0,0,18:23,Utah,31,home,0,0,6,0,3,4,7,26,6-14,2-3,474,399,25-41,9.2,98,33,3.0,6-56,0,0,0,18:17,-2,0,2,,,,,,,,,,,,
704,263290036,TCU,45,away,0,5,1,9,33,6-11,2-3,606,257,18-28,9.1,350,50,7.0,7-76,2,2,0,20:37,Colorado State,14,home,2,0,,,,2,2,17,5-11,1-1,300,284,23-36,7.4,34,18,1.9,4-29,2,0,2,15:38,28,0,5,,,,,,,0,0,2,,,
705,263290167,New Mexico,41,home,1,2,2,11,14,6-13,0-0,301,101,9-20,4.3,214,32,6.7,6-38,0,0,0,15:24,San Diego State,14,away,0,0,0,0,3,0,2,24,7-16,1-4,431,348,27-49,6.7,104,34,3.1,1-15,4,1,3,20:09,21,0,3,,,,,,,24,1,3,,,
706,263282439,UNLV,42,home,0,4,2,6,30,8-12,1-1,555,351,26-34,10.3,204,43,4.7,8-100,3,3,0,19:39,Air Force,39,away,3,1,,,,4,7,22,6-12,0-1,415,212,10-18,11.7,204,45,4.5,6-63,0,0,0,16:06,32,0,2,,,,,,,,,,,,
707,263292393,Troy,21,away,0,1,2,3,19,3-14,3-4,316,269,30-40,5.9,81,31,2.6,4-40,1,0,1,17:20,Middle Tennessee,20,home,0,1,0,0,2,1,8,13,6-16,1-1,203,142,13-22,5.7,77,39,2.0,2-10,0,0,0,19:09,60,0,7,29,0,1,,,,,,,,,
708,263292433,Louisiana Monroe,23,home,0,2,0,11,21,6-13,1-1,409,193,12-19,10.2,216,47,4.6,8-56,0,0,0,20:59,North Texas,3,away,0,0,42,0,2,0,3,7,2-12,2-3,137,67,11-21,3.0,74,25,3.0,7-61,2,0,2,15:15,6,0,5,,,,,,,-2,0,2,,,
709,263290041,Cincinnati,26,away,0,0,2,14,21,7-18,0-0,442,302,20-34,8.6,151,41,3.7,8-71,1,0,1,19:26,Connecticut,23,home,0,1,0,0,1,2,5,15,5-13,0-0,295,189,13-24,7.2,123,31,4.0,9-62,0,0,0,17:14,14,0,4,3,0,1,,,,,,,,,
710,263290120,Wake Forest,38,away,0,4,1,8,22,5-11,2-2,421,125,10-13,9.6,296,57,5.2,4-34,1,0,1,21:13,Maryland,24,home,0,2,3,0,1,1,6,19,4-9,0-1,376,186,14-26,7.0,194,33,5.9,5-30,3,0,3,15:27,0,0,2,4,0,1,,,,46,0,3,,,
711,263292116,UAB,22,away,1,1,0,10,25,2-11,2-3,378,334,25-41,7.0,89,27,3.3,7-45,0,0,0,17:41,UCF,31,home,0,2,0,0,3,2,7,23,8-13,0-0,483,280,20-25,11.1,205,38,5.4,3-20,2,1,1,18:26,0,0,1,,,,,,,0,0,1,,,
712,263292638,UTEP,19,home,0,0,2,7,17,3-12,0-0,403,412,26-44,9.0,5,16,0.3,4-40,4,2,2,15:48,Memphis,38,away,2,4,3,0,4,0,8,16,5-14,1-2,376,221,16-26,8.4,158,43,3.7,5-41,0,0,0,20:52,0,0,2,11,0,2,,,,,,,,,
713,263292572,Marshall,7,away,0,1,0,1,12,1-7,0-2,279,140,7-14,9.2,150,31,4.8,9-75,5,3,2,13:40,Southern Mississippi,42,home,3,3,0,1,1,2,6,23,8-12,0-1,361,135,14-19,7.1,226,44,5.1,1-15,0,0,0,22:22,6,0,1,39,0,2,,,,,,,,,
714,263290152,NC State,16,home,0,2,0,4,13,4-13,0-0,293,186,17-28,6.6,107,29,3.7,8-59,1,0,1,18:35,East Carolina,21,away,0,1,16,0,5,2,3,20,7-16,0-1,344,231,14-29,7.6,124,38,3.3,5-24,0,0,0,18:05,18,0,7,0,0,1,,,,,,,,,
715,263280202,Tulane,3,away,0,0,0,3,12,5-14,0-0,152,98,10-21,3.7,74,32,2.3,4-25,0,0,0,17:34,Tulsa,38,home,0,4,50,0,6,1,8,21,5-10,1-2,458,267,16-22,12.1,191,38,5.0,6-45,0,0,0,18:45,,,,,,,,,,,,,,,
716,263290242,Rice,31,home,2,1,3,7,15,5-15,0-1,283,246,13-21,9.8,78,42,1.9,4-20,3,1,2,19:28,SMU,27,away,1,1,15,0,3,1,9,11,2-14,1-2,277,185,8-19,7.2,140,38,3.7,8-72,4,2,2,17:35,21,0,2,14,0,2,,,,0,0,2,,,
717,263290070,San José State,28,away,0,3,1,4,15,3-11,0-0,335,186,10-17,10.5,156,42,3.7,8-67,2,1,1,20:08,Idaho,13,home,1,1,7,0,2,0,7,12,2-11,0-0,254,137,7-20,6.6,123,33,3.7,8-80,2,0,2,15:04,30,0,4,0,0,1,,,,7,0,2,,,
718,263282348,Fresno State,34,away,0,1,3,10,19,5-11,0-0,478,146,14-23,6.2,336,38,8.8,6-46,3,2,1,16:17,Louisiana Tech,27,home,2,2,3,0,1,1,3,22,6-14,0-0,355,208,18-31,6.1,166,36,4.6,3-30,2,0,2,20:04,34,0,4,0,0,1,,,,14,0,2,,,
719,263292440,Nevada,7,home,0,0,0,1,4,1-9,0-0,141,61,6-15,2.3,106,22,4.8,7-55,5,5,0,13:34,Boise State,38,away,5,4,16,0,4,1,8,25,5-12,1-4,477,312,20-27,11.1,178,52,3.4,5-41,1,0,1,23:04,15,0,1,,,,,,,45,1,1,,,
720,263290061,Georgia Tech,12,away,1,1,0,6,12,4-14,0-0,188,73,6-22,1.9,146,35,4.2,3-15,3,1,2,16:14,Georgia,15,home,1,0,6,0,3,1,1,18,10-18,0-0,255,192,16-29,5.9,84,37,2.3,4-45,1,1,0,20:26,0,0,3,0,0,2,,,,,,,,,
721,263290052,Florida State,14,home,1,1,1,2,11,3-15,0-3,235,209,18-43,4.4,46,18,2.6,4-27,3,0,3,15:44,Florida,21,away,0,1,8,0,3,2,3,16,6-16,0-0,388,284,21-35,8.1,105,32,3.3,7-65,1,1,0,20:37,12,0,2,1,0,3,,,,,,,,,
722,263292633,Kentucky,12,away,1,0,1,6,24,7-14,0-3,410,289,26-39,7.2,128,30,4.3,3-28,0,0,0,18:00,Tennessee,17,home,0,1,,,,1,5,23,7-14,2-2,336,265,19-33,7.3,96,34,2.8,4-35,1,1,0,17:56,-1,0,1,,,,,,,,,,,,
723,263290228,Clemson,28,home,1,2,1,4,15,5-11,0-0,372,216,13-19,10.1,181,33,5.5,3-30,2,1,1,16:23,South Carolina,31,away,1,4,0,0,3,0,7,28,6-10,1-2,492,284,24-37,7.7,208,35,5.9,5-35,4,1,3,26:57,,,,33,0,1,,,,0,0,1,,,
724,263290145,Mississippi State,17,away,0,1,1,5,19,5-13,0-0,314,172,16-34,4.8,152,35,4.3,4-25,1,0,1,20:22,Ole Miss,20,home,0,0,105,1,5,1,8,10,4-13,0-1,200,148,10-23,6.2,58,27,2.1,7-60,0,0,0,16:05,38,0,3,0,0,1,,,,,,,,,
725,263280008,LSU,31,away,0,1,2,7,15,5-12,0-0,328,224,14-22,9.5,118,36,3.3,2-25,2,2,0,20:35,Arkansas,26,home,2,3,,,,1,2,16,7-14,0-2,360,83,5-20,3.1,298,39,7.6,8-55,1,0,1,16:28,19,0,3,,,,,,,23,0,1,,,
726,263290328,Utah State,20,home,1,1,2,0,18,3-12,2-4,332,204,15-31,6.4,135,33,4.1,3-25,2,1,1,16:54,New Mexico State,42,away,1,1,13,0,2,4,6,22,5-12,3-4,491,331,22-29,11.4,160,39,4.1,7-70,2,1,1,19:42,,,,34,1,1,,,,0,0,1,,,
727,263280193,Ohio,34,away,2,4,0,8,16,6-15,1-2,437,142,10-17,7.8,304,44,6.9,4-38,3,2,1,19:12,Miami (OH),24,home,2,1,0,0,2,2,6,19,5-13,1-2,308,196,20-36,5.0,128,26,4.9,3-27,3,2,1,16:46,15,0,3,27,0,1,,,,21,0,1,,,
728,263282050,Ball State,30,home,0,2,1,12,18,4-15,0-1,405,268,16-31,8.6,137,39,3.5,4-25,1,0,1,19:18,Kent State,6,away,0,0,,,,1,0,13,5-15,1-3,265,193,19-35,5.2,84,32,2.6,7-82,1,0,1,16:20,22,0,5,0,0,1,,,,0,0,1,,,
729,263282006,Western Michigan,17,away,1,1,1,5,18,7-17,2-3,327,217,17-29,7.5,110,42,2.6,9-78,1,0,1,21:27,Akron,0,home,0,0,5,0,3,0,0,8,2-12,0-1,119,161,13-27,4.9,-13,20,-0.6,11-77,2,1,1,15:05,25,0,5,38,0,1,,,,,,,,,
730,263252649,Bowling Green,21,away,0,0,3,3,19,6-17,3-5,322,246,24-42,5.9,76,31,2.5,4-27,1,0,1,17:38,Toledo,31,home,0,3,14,0,4,0,7,17,6-13,0-1,315,117,10-13,8.2,208,47,4.4,6-60,0,0,0,18:21,28,0,4,31,1,1,,,,,,,,,
731,263282199,Northern Illinois,27,away,1,1,2,9,29,9-15,1-2,501,261,24-37,7.1,240,45,5.3,5-38,4,1,3,22:19,Eastern Michigan,0,home,1,0,,,,0,0,7,0-9,0-0,112,93,10-18,3.7,45,24,1.9,8-60,1,1,0,13:32,1,0,5,33,0,3,,,,,,,,,
732,263282084,Buffalo,28,home,0,2,2,4,19,6-13,0-1,349,235,21-41,5.5,124,27,4.6,2-15,2,1,1,19:05,Central Michigan,55,away,1,3,16,0,4,4,5,14,5-10,0-1,393,367,16-20,17.3,47,29,1.6,6-55,0,0,0,16:28,6,0,1,0,0,1,,,,,,,,,
733,263272390,Miami,17,home,1,1,1,5,10,2-13,0-1,247,186,13-26,7.0,66,34,1.9,5-37,4,1,3,20:10,Boston College,14,away,1,1,6,0,5,0,2,10,2-14,0-3,193,197,17-34,5.0,24,25,1.0,6-45,2,1,1,16:20,24,0,7,30,1,3,,,,0,0,1,,,
734,263290259,Virginia,0,away,0,0,0,,5,2-13,0-0,112,68,10-21,3.1,46,23,2.0,6-45,3,2,1,14:04,Virginia Tech,17,home,2,1,16,0,3,1,5,14,9-18,0-1,302,157,12-18,8.1,156,45,3.5,3-29,1,0,1,22:36,0,0,2,10,0,1,,,,0,0,1,,,
735,263290150,Duke,44,home,2,0,5,6,16,5-13,0-0,394,303,21-36,8.1,103,27,3.8,3-20,2,0,2,17:22,North Carolina,45,away,0,2,69,1,5,2,9,18,5-13,1-1,453,253,20-31,8.2,200,32,6.3,6-75,3,2,1,17:46,17,0,4,43,0,2,,,,21,1,1,,,
736,263290309,Arkansas State,13,away,1,0,1,7,18,5-15,1-4,365,150,13-30,4.4,233,38,6.1,4-50,1,1,0,19:10,Louisiana,28,home,1,4,,,,0,4,18,4-11,2-2,372,108,10-18,5.9,265,41,6.5,4-32,2,1,1,17:30,8,0,3,,,,,,,15,0,1,,,
737,263292226,Florida International,0,away,0,0,0,,13,2-10,0-2,203,167,15-31,4.9,50,19,2.6,6-73,1,0,1,16:02,Florida Atlantic,31,home,0,2,20,0,2,2,7,22,9-14,0-1,361,230,15-22,10.0,142,45,3.2,4-35,0,0,0,20:48,,,,0,0,1,,,,,,,,,
738,263360021,Colorado State,6,away,1,0,0,6,19,8-21,2-4,288,202,21-41,4.3,113,38,3.0,3-18,1,0,1,21:26,San Diego State,17,home,0,1,16,0,2,,5,9,3-12,0-0,235,52,7-19,2.7,184,32,5.8,7-56,1,1,0,15:14,60,0,6,24,0,1,,,,,,,,,
739,263362229,Troy,26,away,1,0,2,8,15,3-13,0-2,298,60,9-23,2.3,245,43,5.7,4-50,1,1,0,16:05,Florida International,13,home,1,0,45,1,6,1,1,19,7-18,0-2,245,269,30-51,4.4,20,25,0.8,5-48,2,1,1,20:32,66,1,4,,,,,,,1,0,1,,,
740,263360309,Louisiana Monroe,39,away,0,2,2,15,16,3-11,1-1,417,247,11-18,13.6,173,33,5.2,8-51,1,1,0,16:28,Louisiana,20,home,1,2,7,0,1,1,2,24,7-18,4-8,362,201,22-42,4.5,173,41,4.2,8-52,3,0,3,20:12,1,0,2,,,,,,,37,0,3,,,
741,263362628,Air Force,14,away,1,1,0,2,12,3-12,3-5,142,61,4-11,4.0,98,44,2.2,5-32,4,3,1,16:32,TCU,38,home,3,3,10,0,3,1,8,21,9-15,0-1,377,262,23-32,7.4,141,42,3.4,8-54,1,1,0,20:08,48,1,3,20,1,1,,,,,,,,,
742,263360166,New Mexico State,50,home,1,4,3,8,32,3-9,1-2,651,518,44-58,8.9,133,25,5.3,7-73,1,1,0,17:52,Louisiana Tech,23,away,1,1,,,,2,3,22,3-11,0-2,431,306,23-40,7.4,135,29,4.7,6-55,4,1,3,17:03,0,0,3,,,,,,,25,0,3,,,
743,263362426,Army,14,away,1,1,1,2,15,5-14,2-2,253,187,16-23,6.6,102,36,2.8,6-39,2,0,2,18:02,Navy,26,home,0,2,7,0,2,0,6,15,8-15,2-3,275,19,1-6,1.8,264,54,4.9,4-20,1,1,0,18:36,,,,40,1,2,,,,,,,,,
744,263360062,Oregon State,35,away,0,1,3,5,0,0-0,0-0,316,257,11-17,14.4,71,26,2.7,0-0,0,0,0,,Hawai'i,32,home,0,2,47,0,2,2,6,0,0-0,0-0,504,445,37-50,8.0,103,29,3.6,0-0,2,0,2,,,,,,,,,,,0,0,2,,,
745,263360025,Stanford,17,away,1,0,2,5,15,7-15,0-1,269,228,15-31,6.6,65,33,2.0,6-45,2,2,0,19:25,California,26,home,2,0,0,0,2,1,14,18,6-15,0-0,344,234,14-31,7.0,127,33,3.8,3-21,1,1,0,17:15,1,0,1,,,,,,,,,,,,
746,263360059,Wake Forest,9,away,0,0,0,9,16,4-16,1-1,292,228,14-25,8.0,91,43,2.1,7-85,0,0,0,20:22,Georgia Tech,6,home,0,0,15,0,5,0,6,18,5-15,0-3,272,132,9-29,4.4,143,38,3.8,6-45,2,0,2,15:24,18,0,3,,,,,,,30,0,2,,,
747,263360277,Rutgers,39,away,0,3,1,15,20,5-14,0-0,452,278,19-26,10.7,174,37,4.7,2-10,0,0,0,17:38,West Virginia,41,home,0,3,11,0,3,1,15,19,9-19,0-0,439,257,14-30,8.1,195,47,4.1,6-40,1,0,1,19:02,0,0,2,,,,,,,28,0,1,,,
748,263360201,Nebraska,7,away,0,0,1,1,17,3-15,1-3,366,295,23-50,5.6,84,21,4.0,5-24,5,2,3,17:15,Oklahoma,21,home,2,1,0,0,6,2,3,13,4-15,0-1,307,271,19-35,7.6,42,28,1.5,3-25,1,0,1,19:14,3,0,6,4,0,3,,,,0,0,1,,,
749,263360097,Connecticut,17,away,2,2,0,5,8,2-11,0-1,236,104,7-19,4.7,147,31,4.7,8-61,2,1,1,15:19,Louisville,48,home,1,2,0,0,5,4,12,28,5-12,2-2,570,352,21-29,12.0,221,44,5.0,2-15,3,2,1,21:21,8,0,1,0,0,1,,,,14,0,1,,,
750,263360057,Florida,38,home,1,2,2,8,17,2-11,1-2,396,209,17-31,6.3,202,30,6.7,8-67,2,0,2,17:22,Arkansas,28,away,0,0,-4,0,3,3,4,18,4-12,0-0,311,179,12-26,6.9,132,35,3.8,5-25,4,1,3,19:08,29,0,5,40,1,2,,,,0,0,3,,,
751,263360026,USC,9,away,1,1,0,1,14,6-17,1-3,329,285,23-39,7.0,55,29,1.9,9-55,1,0,1,19:07,UCLA,13,home,0,1,19,0,4,0,7,15,4-13,0-0,235,129,12-21,5.4,121,36,3.4,3-21,1,1,0,17:33,0,0,1,0,0,1,,,,,,,,,
752,263350248,Southern Mississippi,20,away,0,1,1,8,18,7-14,0-2,349,192,17-32,5.8,163,33,4.9,4-35,1,1,0,20:16,Houston,34,home,1,3,0,0,1,2,4,24,2-10,3-4,443,276,20-32,8.6,167,33,5.1,8-55,0,0,0,16:24,,,,,,,,,,,,,,,
753,263340195,Central Michigan,31,away,1,1,3,7,17,2-9,0-0,457,348,22-30,10.5,143,21,6.8,2-20,1,0,1,14:34,Ohio,10,home,0,1,22,0,3,0,4,16,5-15,1-1,224,171,17-27,5.1,87,39,2.2,4-35,3,1,2,22:06,1,0,5,0,0,1,,,,29,0,2,,,
