,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
0,262452426,East Carolina,23,away,2,1,2,5,19,8-13,0-0,359,294,24-35,8.1,76,25,3.0,3-28,1,1,0,16:35,Navy,28,home,1,4,15,0,3,0,4,27,6-11,3-3,409,6,2-6,1.0,403,70,5.8,2-10,2,2,0,20:05,,,,,,,,,,,,,,,
1,262450127,Idaho,17,away,0,1,1,5,16,7-16,3-3,268,164,17-31,5.0,113,36,3.1,3-25,1,0,1,19:27,Michigan State,27,home,0,2,10,0,1,1,9,19,4-11,0-1,400,230,16-25,9.0,175,36,4.9,2-21,0,0,0,16:45,1,0,2,23,0,1,,,,,,,,,
2,262450356,Eastern Illinois,17,away,3,0,2,5,0,0-0,0-0,293,180,12-22,8.5,106,33,3.2,2-25,2,0,2,18:12,Illinois,42,home,0,5,30,0,2,0,6,24,8-11,1-1,519,181,15-21,8.3,345,48,7.2,5-28,3,3,0,18:28,,,,0,0,2,113,0,5,,,,,,
3,262450189,Bowling Green,14,home,0,2,0,2,17,6-14,1-2,301,86,12-19,4.3,219,46,4.8,5-47,0,0,0,19:09,Wisconsin,35,away,0,3,62,1,4,1,5,19,3-6,0-1,321,135,9-15,8.3,197,41,4.8,2-15,1,0,1,16:19,0,0,1,,,,,,,11,0,1,,,
4,262452294,Montana,7,away,1,0,1,1,11,6-15,0-0,144,114,17-31,4.3,10,24,0.4,10-117,1,0,1,18:16,Iowa,41,home,0,2,58,0,6,3,11,22,5-13,2-2,416,253,20-35,7.1,166,38,4.4,8-87,1,1,0,18:24,,,,0,0,1,,,,,,,,,
5,262450130,Vanderbilt,7,away,1,0,1,1,9,4-15,0-2,171,167,12-26,5.0,42,26,1.6,2-20,2,2,0,16:31,Michigan,27,home,2,1,7,0,5,2,9,20,10-18,1-1,381,144,10-22,6.1,246,51,4.8,6-54,1,1,0,20:09,5,0,1,,,,,,,,,,,,
6,262450194,Northern Illinois,12,away,2,0,1,6,15,1-13,3-3,343,216,16-30,6.4,151,33,4.6,4-35,1,0,1,19:04,Ohio State,35,home,0,2,55,0,3,3,5,22,6-10,1-1,488,315,20-27,11.7,173,36,4.8,3-40,2,2,0,17:36,0,0,1,49,0,1,,,,,,,,,
7,262432309,Kent State,0,home,0,0,0,0,13,6-10,0-0,282,174,7-13,11.5,132,37,3.6,4-28,6,3,3,15:37,Minnesota,44,away,3,5,11,0,2,1,8,25,7-10,1-1,468,146,8-15,9.7,322,55,5.9,5-42,1,0,1,20:23,,,,0,0,3,,,,32,0,1,,,
8,262452509,Indiana State,35,away,0,3,1,5,20,5-13,2-4,387,225,23-36,6.5,152,32,4.8,10-54,2,0,2,17:23,Purdue,60,home,0,5,2,0,2,3,10,25,14-18,0-1,501,321,20-35,8.9,190,38,5.0,6-41,0,0,0,19:17,21,0,2,37,0,2,132,0,8,,,,,,
9,262450084,Western Michigan,20,away,1,1,1,8,19,5-14,0-0,289,242,25-34,6.4,72,32,2.3,8-91,3,1,2,19:02,Indiana,39,home,1,1,88,1,3,2,9,20,4-12,1-2,323,269,20-35,7.2,71,28,2.5,8-90,2,1,1,17:38,0,0,1,103,1,2,,,,0,0,1,,,
10,262430193,Miami (OH),3,home,0,0,0,3,13,2-12,0-2,247,201,16-26,6.7,72,29,2.5,4-50,0,0,0,18:12,Northwestern,21,away,0,1,28,1,3,1,3,16,6-13,0-1,299,115,13-17,6.2,193,39,4.9,5-42,0,0,0,17:35,,,,,,,,,,,,,,,
11,262450008,Arkansas,14,home,0,2,0,2,16,2-10,0-0,287,165,16-32,4.9,130,27,4.8,4-40,5,2,3,15:21,USC,50,away,2,3,0,0,2,3,14,27,7-14,1-2,472,296,25-38,7.4,192,42,4.6,7-50,0,0,0,21:19,0,0,1,42,0,3,,,,,,,,,
12,262450026,Utah,10,away,0,0,1,4,15,0-11,1-3,287,175,14-34,5.1,112,23,4.9,7-70,3,1,2,14:04,UCLA,31,home,1,0,9,0,4,3,7,26,6-14,0-0,425,318,25-34,9.4,107,41,2.6,5-50,0,0,0,22:36,-2,0,3,34,1,2,,,,,,,,,
13,262450264,San José State,29,away,2,0,3,11,19,6-16,2-2,373,339,28-37,8.7,50,29,1.7,5-30,0,0,0,18:09,Washington,35,home,0,4,26,0,4,1,5,22,8-13,1-2,468,171,16-25,6.7,300,41,7.3,4-40,3,2,1,18:31,0,0,1,,,,,,,0,0,1,,,
14,262430009,Northern Arizona,14,away,1,0,2,2,13,0-0,0-0,312,213,15-20,12.9,53,39,1.4,9-79,1,0,1,20:44,Arizona State,35,home,0,2,38,0,3,2,5,21,4-10,0-1,415,272,17-24,10.9,154,34,4.5,7-70,2,1,1,15:56,12,0,2,35,1,1,76,0,2,0,0,1,,,
15,262452483,Oregon,48,home,1,4,1,12,28,7-10,0-0,534,236,21-30,7.9,298,41,7.3,9-120,1,1,0,16:15,Stanford,10,away,1,0,,,,1,4,20,3-14,2-4,324,245,20-34,6.6,100,35,2.9,5-29,1,1,0,20:17,36,0,3,,,,,,,,,,,,
16,262452633,Tennessee,35,home,0,1,4,5,19,5-11,0-1,514,298,13-20,14.9,216,41,5.3,6-47,2,1,1,18:01,California,18,away,1,1,16,0,3,1,4,15,4-16,0-1,336,292,20-42,6.5,64,23,2.8,6-40,2,0,2,18:08,13,0,6,30,0,1,,,,32,0,2,,,
17,262450012,BYU,13,away,0,0,1,7,17,3-12,0-1,313,311,28-37,7.8,24,24,1.0,10-76,3,3,0,19:17,Arizona,16,home,3,0,,,,1,,15,3-14,0-0,253,201,19-39,4.8,67,24,2.8,8-61,1,0,1,17:18,58,0,4,,,,,,,0,0,1,,,
18,262430204,Eastern Washington,17,away,1,1,0,5,10,0-0,0-0,126,102,12-26,5.4,-14,30,-0.5,7-43,4,3,1,16:21,Oregon State,56,home,3,3,89,1,6,4,8,22,5-12,1-1,483,274,19-30,9.1,209,38,5.5,9-96,2,1,1,20:19,,,,0,0,1,,,,,,,,,
19,262450002,Auburn,40,home,0,3,1,16,21,3-12,2-2,484,202,11-19,10.1,293,44,6.7,3-40,0,0,0,20:42,Washington State,14,away,0,0,8,0,1,2,2,17,4-14,1-1,274,172,17-33,4.5,124,28,4.4,2-20,1,0,1,15:58,16,0,6,,,,,,,16,0,1,,,
20,262450154,Wake Forest,20,home,1,0,1,8,21,8-15,0-0,363,141,15-23,5.1,245,49,5.0,2-25,2,1,1,21:09,Syracuse,10,away,1,0,0,0,2,1,4,11,1-11,0-0,136,67,6-19,2.4,91,30,3.0,1-5,1,1,0,15:31,53,0,3,12,0,1,,,,,,,,,
21,262450221,Virginia,13,away,0,1,0,7,13,3-14,0-0,211,165,19-38,4.2,52,21,2.5,3-15,2,0,2,16:20,Pittsburgh,38,home,0,0,11,0,4,3,8,13,6-13,1-1,390,291,17-22,12.9,107,33,3.2,8-75,1,0,1,20:20,13,0,3,97,2,2,,,,47,0,1,,,
22,262450153,North Carolina,16,home,1,1,1,4,25,8-13,0-1,403,242,24-36,6.5,169,32,5.3,8-60,3,1,2,16:36,Rutgers,21,away,1,3,0,0,1,0,3,22,8-13,0-0,362,158,14-20,7.3,217,41,5.3,7-41,1,1,0,20:04,,,,25,0,2,,,,,,,,,
23,262450277,Marshall,10,away,0,0,1,4,16,5-12,0-1,322,168,12-22,7.6,154,34,4.5,11-120,1,0,1,17:14,West Virginia,42,home,0,4,5,0,1,2,6,29,7-10,0-0,485,173,11-15,11.5,312,52,6.0,8-75,0,0,0,19:18,0,0,2,14,0,1,,,,,,,,,
24,262450213,Akron,16,away,2,1,1,4,18,5-18,4-4,225,236,23-43,4.5,33,34,1.0,8-57,3,1,2,22:01,Penn State,34,home,1,1,44,0,3,3,10,13,7-15,0-2,282,206,16-32,6.4,76,27,2.8,5-33,2,2,0,13:24,1,0,3,35,0,2,,,,,,,,,
25,262450158,Louisiana Tech,10,away,1,0,1,4,13,5-14,0-0,305,255,13-32,7.4,67,21,3.2,5-25,3,2,1,14:33,Nebraska,49,home,2,3,9,0,4,4,7,30,11-16,1-2,584,332,24-36,9.2,252,48,5.3,5-45,2,1,1,21:29,16,0,2,14,0,1,,,,7,0,1,,,
26,262450038,Montana State,19,away,1,0,1,13,0,0-0,0-0,288,224,24-35,6.8,50,35,1.4,9-71,0,0,0,20:07,Colorado,10,home,0,1,-4,0,1,0,4,12,5-14,0-0,216,124,8-22,5.0,106,32,3.3,5-44,1,1,0,16:02,,,,,,,,,,,,,,,
27,262452306,Illinois State,23,away,0,0,3,5,0,0-0,0-0,346,236,24-38,6.7,93,34,2.7,1-7,2,1,1,20:51,Kansas State,24,home,1,0,89,1,3,0,10,13,5-13,1-1,207,173,15-26,6.3,44,28,1.6,5-49,2,0,2,16:09,,,,0,0,1,,,,,,,,,
28,262450142,Murray State,7,away,1,0,1,,10,0-0,0-0,150,107,20-30,4.1,27,25,1.1,3-25,2,1,1,19:40,Missouri,47,home,1,1,12,0,5,5,9,27,9-13,0-0,589,366,24-35,9.5,256,40,6.4,7-56,2,1,1,16:35,,,,11,0,1,,,,,,,,,
29,262452305,Northwestern State,18,away,0,0,1,12,15,0-0,0-0,279,217,22-40,5.4,62,30,2.1,7-60,2,1,1,22:36,Kansas,49,home,1,3,73,2,3,2,7,18,3-9,0-2,326,118,10-20,5.8,209,31,6.7,2-9,1,0,1,18:01,,,,-2,0,1,,,,,,,,,
30,262430066,Toledo,43,away,1,3,3,3,23,10-17,2-3,412,393,39-49,7.5,45,27,1.7,6-58,2,1,1,19:09,Iowa State,45,home,1,4,39,0,2,2,7,24,8-13,1-2,393,249,17-26,9.0,159,41,3.9,3-18,1,1,0,16:53,0,0,1,17,0,1,,,,,,,,,
31,262450251,North Texas,7,away,1,0,1,1,6,2-12,0-0,95,130,9-19,4.6,8,28,0.3,11-58,3,3,0,17:55,Texas,56,home,3,3,62,0,6,3,8,27,6-12,2-2,410,198,15-26,7.6,212,44,4.8,4-28,2,1,1,18:45,9,0,2,,,,,,,5,0,1,,,
32,262452641,SMU,3,away,0,0,0,3,10,3-13,0-0,189,71,10-19,3.7,118,34,3.5,8-67,1,1,0,15:46,Texas Tech,35,home,1,0,33,0,6,5,5,28,10-17,1-1,501,370,38-54,6.7,138,23,6.0,9-70,1,0,1,20:54,58,0,4,,,,,,,0,0,1,,,
33,262450245,The Citadel,3,away,4,0,0,3,0,0-0,0-0,243,121,19-38,3.4,115,33,3.5,8-65,1,1,0,18:36,Texas A&M,35,home,1,4,33,0,7,1,,21,4-11,2-2,384,207,16-25,8.0,184,41,4.5,5-35,4,4,0,18:04,28,0,1,,,,66,0,5,,,,,,
34,262450201,UAB,17,away,2,1,1,5,14,2-11,0-0,304,173,11-17,9.9,135,40,3.4,11-77,1,1,0,21:12,Oklahoma,24,home,1,1,67,0,6,2,6,14,3-11,0-0,370,230,14-24,9.5,143,29,4.9,5-40,4,2,2,14:48,0,0,3,,,,,,,0,0,2,,,
35,262450197,Missouri State,10,away,1,1,0,4,12,0-0,0-0,334,261,19-31,8.6,68,30,2.3,3-32,2,1,1,17:36,Oklahoma State,52,home,1,2,158,0,6,4,10,21,4-12,3-3,443,215,12-24,8.9,230,44,5.2,5-30,1,1,0,19:04,,,,21,0,1,,,,,,,,,
36,262450239,TCU,17,away,1,0,2,5,17,7-15,0-0,331,240,18-27,8.6,98,35,2.8,8-69,1,0,1,19:17,Baylor,7,home,0,0,8,0,3,1,1,23,9-15,0-1,333,299,31-47,6.1,47,20,2.3,7-55,2,1,1,17:23,35,0,3,46,0,1,,,,0,0,1,,,
37,262450036,Weber State,6,away,0,0,0,6,0,0-0,0-0,86,110,13-24,5.2,-38,24,-1.6,7-55,0,0,0,17:17,Colorado State,30,home,0,4,42,0,5,0,6,24,7-11,1-1,361,226,15-22,9.6,149,39,3.8,2-20,1,0,1,18:07,,,,,,,,,,,,,,,
38,262452751,Utah State,7,away,1,0,0,1,5,1-12,0-1,129,80,10-22,3.4,55,26,2.1,9-75,1,0,1,14:42,Wyoming,38,home,0,1,51,0,7,3,8,31,7-13,1-2,460,239,18-27,8.9,221,51,4.3,7-55,2,1,1,21:58,-2,0,1,20,1,1,,,,45,1,1,,,
39,262430021,UTEP,34,away,1,1,3,4,12,5-10,0-0,243,213,20-29,7.3,30,19,1.6,0-0,4,0,4,13:48,San Diego State,27,home,0,3,2,0,1,0,9,22,9-19,2-2,384,295,24-30,9.2,109,46,2.4,5-39,3,1,2,22:52,,,,10,0,4,,,,37,0,2,,,
40,262450167,Portland State,17,away,1,0,2,5,13,0-0,0-0,233,173,13-30,5.8,60,25,2.4,7-52,1,0,1,18:26,New Mexico,6,home,0,0,23,0,7,0,6,20,6-15,0-1,339,315,21-36,7.6,65,31,2.1,11-93,2,1,1,18:53,17,0,2,0,0,1,45,0,2,22,0,1,,,
41,262452439,Idaho State,10,away,0,0,1,4,21,0-0,0-0,350,262,19-36,8.0,62,29,2.1,4-37,2,1,1,16:51,UNLV,54,home,1,4,30,1,6,1,12,26,6-16,3-4,506,332,26-46,7.2,174,33,5.3,6-48,0,0,0,19:10,,,,15,0,1,,,,,,,,,
42,262432393,Florida International,6,away,0,1,0,0,14,4-16,3-3,247,165,22-39,3.8,97,25,3.9,4-40,1,1,0,17:32,Middle Tennessee,7,home,1,1,6,0,3,0,1,13,2-14,0-0,175,120,11-18,4.6,92,35,2.6,6-51,1,0,1,19:08,-5,0,8,,,,,,,20,0,1,,,
43,262430041,Rhode Island,7,away,0,0,1,1,0,5-16,3-4,293,94,7-18,5.3,198,49,4.0,6-35,2,0,2,19:32,Connecticut,52,home,0,5,49,0,5,2,10,22,6-11,2-2,567,150,8-13,11.5,418,52,8.0,3-25,0,0,0,17:08,9,0,1,0,0,2,20,0,2,,,,,,
44,262450120,William & Mary,14,away,3,0,2,2,16,4-15,0-1,310,213,25-41,5.5,84,29,2.9,2-15,0,0,0,19:27,Maryland,27,home,0,3,37,0,5,0,9,18,2-10,0-0,366,153,9-20,7.7,213,40,5.3,1-10,4,3,1,17:13,,,,,,,,,,,,,,,
45,262450097,Kentucky,28,away,1,0,3,4,8,2-12,0-1,260,258,10-26,9.2,22,19,1.2,5-35,2,2,0,13:05,Louisville,59,home,2,6,35,0,6,1,11,31,8-15,1-1,631,271,20-32,8.4,363,55,6.6,3-40,1,1,0,23:16,0,0,3,,,,,,,,,,,,
46,262450058,McNeese,10,away,2,0,0,4,12,0-0,0-0,163,72,7-19,4.3,82,37,2.2,7-60,2,0,2,18:29,South Florida,41,home,0,4,47,0,4,2,5,25,5-9,0-1,495,209,14-21,10.0,286,42,6.8,10-82,3,2,1,18:11,,,,2,0,2,,,,,,,,,
47,262452132,Eastern Kentucky,0,away,0,0,0,,15,5-14,0-2,250,150,17-33,5.4,73,31,2.4,6-39,3,0,3,19:38,Cincinnati,31,home,0,2,8,0,4,2,7,19,5-12,0-0,411,292,19-34,8.3,129,36,3.6,10-106,0,0,0,17:02,,,,25,0,3,81,0,5,,,,,,
48,262452116,Villanova,16,away,0,1,1,2,16,0-0,0-0,322,228,22-32,7.5,81,31,2.6,1-5,1,0,1,20:19,UCF,35,home,0,2,12,0,2,3,5,18,7-12,0-1,304,217,15-20,9.9,105,38,2.8,2-10,0,0,0,16:21,5,0,1,14,0,1,57,0,5,,,,,,
49,262450145,Ole Miss,28,home,1,4,0,4,20,3-9,2-3,337,104,7-16,6.1,240,45,5.3,4-40,0,0,0,16:41,Memphis,25,away,0,0,9,0,2,3,,24,9-13,0-0,374,233,23-31,7.3,149,37,4.0,2-15,1,1,0,18:44,37,0,2,,,,,,,,,,,,
50,262450057,Florida,34,home,0,2,3,4,21,6-10,0-1,391,261,21-30,8.3,143,29,4.9,7-44,1,0,1,17:33,Southern Mississippi,7,away,0,0,0,0,2,1,1,17,5-13,0-2,295,176,17-37,4.8,119,25,4.8,8-64,3,0,3,19:07,39,0,4,0,0,1,,,,35,0,3,,,
51,262430202,Stephen F. Austin,7,away,0,1,0,1,0,0-0,0-0,185,66,12-25,3.2,106,25,4.2,4-32,1,0,1,14:13,Tulsa,45,home,0,2,58,0,6,4,9,27,5-12,2-2,521,346,20-28,12.4,175,43,4.1,3-30,0,0,0,22:05,,,,5,0,1,,,,,,,,,
52,262450242,Rice,30,home,0,2,2,6,14,5-13,0-1,283,161,12-26,5.8,131,31,4.2,1-5,2,1,1,18:05,Houston,31,away,1,1,25,0,3,3,7,17,3-12,0-1,329,258,22-35,6.7,96,28,3.4,10-88,0,0,0,18:35,41,0,4,10,0,1,,,,,,,,,
53,262432084,Buffalo,9,home,0,1,0,3,19,4-13,0-1,356,202,13-24,7.8,168,41,4.1,6-40,1,1,0,17:22,Temple,3,away,1,0,-4,0,2,0,3,13,4-14,0-0,183,106,20-25,4.1,80,27,3.0,7-43,1,0,1,19:31,27,0,3,,,,,,,0,0,1,,,
54,262430068,Sacramento State,0,away,1,0,0,,3,1-12,0-0,82,32,6-15,2.1,50,28,1.8,11-86,2,0,2,17:22,Boise State,45,home,0,4,70,0,6,2,9,22,6-11,0-0,427,217,15-24,8.8,215,42,5.1,4-26,1,1,0,19:19,11,0,1,-10,0,2,126,0,7,,,,,,
55,262450059,Georgia Tech,10,home,0,0,1,4,14,2-10,0-0,259,154,12-24,5.8,119,28,4.3,5-28,0,0,0,15:04,Notre Dame,14,away,0,2,30,0,4,0,2,21,7-16,1-1,384,265,23-38,6.5,138,40,3.5,11-80,0,0,0,21:25,24,0,3,,,,,,,,,,,,
56,262450061,Western Kentucky,12,away,1,0,1,4,0,0-0,0-0,193,149,12-27,4.7,67,35,1.9,0-0,2,1,1,,Georgia,48,home,1,3,178,1,5,2,12,16,4-11,2-2,295,166,12-25,6.4,136,27,5.0,2-17,2,1,1,13:38,4,0,2,2,0,1,,,,0,0,1,,,
57,262430344,Mississippi State,0,home,0,0,0,0,11,4-14,0-2,161,125,8-23,3.6,79,33,2.4,1-10,2,0,2,16:32,South Carolina,15,away,0,0,16,0,6,1,9,10,3-13,1-1,274,219,15-27,7.1,81,29,2.8,8-60,1,0,1,19:59,5,0,3,30,0,2,,,,0,0,1,,,
58,262450333,Hawai'i,17,away,0,0,2,5,18,5-12,0-3,372,371,30-44,8.0,22,15,1.5,11-82,3,2,1,14:56,Alabama,25,home,2,1,0,0,1,1,11,20,6-15,1-1,378,255,16-29,8.7,125,36,3.5,5-34,0,0,0,21:44,2,0,2,0,0,1,,,,,,,,,
59,262440278,Fresno State,28,home,1,3,1,4,19,9-15,2-2,336,124,16-24,5.2,212,38,5.6,2-20,1,1,0,19:38,Nevada,19,away,1,1,1,0,3,2,1,21,9-15,0-1,351,192,18-34,5.4,168,34,4.9,3-25,1,1,0,16:41,11,0,4,,,,,,,,,,,,
60,262430166,Southeastern Louisiana,15,away,4,1,1,3,0,0-0,0-0,218,119,17-28,4.6,88,26,3.4,5-55,2,1,1,14:27,New Mexico State,30,home,1,2,14,0,2,2,6,25,8-17,2-3,515,395,29-40,9.5,134,44,3.0,16-162,4,4,0,21:38,,,,1,0,1,,,,,,,,,
61,262450099,Louisiana,3,away,2,0,0,3,8,2-12,1-2,176,68,7-17,3.7,113,35,3.2,9-78,2,0,2,18:21,LSU,45,home,0,2,29,0,4,3,9,24,6-11,1-1,469,311,17-23,13.0,170,36,4.7,6-55,2,2,0,16:59,0,0,1,33,1,2,,,,,,,,,
62,262450195,UT Martin,3,away,0,0,0,3,9,0-0,0-0,123,62,12-24,3.1,49,29,1.7,11-85,1,1,0,17:18,Ohio,29,home,1,2,70,0,7,0,9,13,4-14,0-0,144,98,11-22,3.7,62,36,1.7,7-65,1,0,1,19:08,,,,,,,,,,,,,,,
63,262432050,Eastern Michigan,20,away,0,1,1,8,22,4-12,0-2,435,224,18-28,7.5,226,38,5.9,8-60,1,0,1,18:13,Ball State,38,home,0,1,0,0,1,4,8,21,4-12,2-2,389,241,17-28,8.2,159,36,4.4,3-20,0,0,0,17:24,34,0,4,9,0,1,,,,,,,,,
64,262432117,Boston College,31,away,1,1,3,7,23,7-15,0-0,389,349,32-47,6.9,66,33,2.0,7-68,2,2,0,21:02,Central Michigan,24,home,2,2,15,0,3,1,6,19,4-15,2-3,366,256,24-42,5.8,123,27,4.6,5-49,2,1,1,15:38,1,0,4,,,,,,,0,0,1,,,
65,262472390,Miami,10,home,0,1,0,4,8,5-16,0-0,134,163,18-27,4.9,2,26,0.1,9-75,1,0,1,18:05,Florida State,13,away,0,1,43,0,5,0,7,9,4-15,0-0,176,175,16-32,5.5,1,25,0.0,6-38,1,0,1,18:35,15,0,3,0,0,1,,,,6,0,1,,,
66,262450228,Florida Atlantic,6,away,3,0,0,6,18,8-18,0-1,263,235,20-43,5.0,47,34,1.4,4-35,5,4,1,21:10,Clemson,54,home,4,2,117,1,5,3,12,21,8-13,1-1,372,181,14-23,7.5,199,39,5.1,6-50,4,3,1,15:41,,,,74,0,1,,,,0,0,1,,,
67,262450152,Appalachian State,10,away,3,1,0,4,0,0-0,0-0,133,32,5-16,4.1,67,37,1.8,5-44,2,1,1,16:03,NC State,23,home,1,2,4,0,7,1,3,13,3-12,0-0,242,38,7-13,2.8,206,44,4.7,3-20,4,3,1,20:24,,,,16,0,1,11,0,1,0,0,1,,,
68,262450259,Northeastern,0,away,0,0,0,,15,0-0,0-0,207,86,15-26,4.1,101,37,2.7,10-78,2,0,2,21:11,Virginia Tech,38,home,0,2,36,0,4,3,8,19,4-9,0-1,382,280,21-27,10.0,111,27,4.1,7-56,1,0,1,15:29,,,,18,0,2,,,,,,,,,
69,262450150,Richmond,13,away,2,0,1,6,12,0-0,0-0,225,106,11-23,5.2,105,41,2.6,3-30,1,1,0,20:36,Duke,0,home,1,0,8,0,5,0,0,12,3-14,2-4,210,174,17-31,5.1,51,30,1.7,3-35,2,2,0,16:20,4,0,1,,,,13,0,1,,,,,,
70,262452032,Arkansas State,14,home,1,2,0,2,19,4-12,0-0,319,117,11-16,6.1,222,45,4.9,6-50,3,3,0,24:21,Army,6,away,3,0,39,0,6,0,6,10,2-12,0-0,164,100,12-23,4.1,69,27,2.6,7-56,3,1,2,16:22,20,0,4,,,,,,,51,0,2,,,
71,262432433,Alcorn State,6,away,2,0,0,6,9,0-0,0-0,205,153,17-33,5.0,40,26,1.5,8-55,5,3,2,16:15,Louisiana Monroe,24,home,3,1,25,0,5,1,6,16,5-13,2-2,310,136,11-20,6.6,179,46,3.9,9-70,4,2,2,20:17,,,,33,1,2,,,,,,,,,
72,262452653,Alabama State,0,away,3,0,0,,8,0-0,0-0,134,55,11-22,3.1,65,33,2.0,11-64,1,1,0,18:30,Troy,38,home,1,0,94,0,7,5,8,24,9-16,1-3,429,202,25-39,4.9,238,38,6.3,4-35,4,3,1,18:10,,,,,,,,,,,,,,,
73,262522426,UMass,20,away,3,1,1,8,0,0-0,0-0,296,178,17-30,6.2,109,36,3.0,0-0,3,1,2,,Navy,21,home,1,3,11,0,3,0,3,14,6-13,0-0,289,26,1-7,3.0,268,51,5.3,1-7,4,3,1,16:13,13,0,4,2,0,2,105,0,4,0,0,1,,,
74,262520127,Eastern Michigan,20,away,1,0,2,8,12,5-15,1-2,272,242,19-31,7.4,42,28,1.5,6-42,1,1,0,17:23,Michigan State,52,home,1,2,-12,0,2,5,10,29,10-13,0-0,586,332,29-37,8.7,264,40,6.6,6-40,2,1,1,18:18,,,,,,,,,,0,0,1,,,
75,262520164,Rutgers,33,home,1,1,1,9,18,6-13,0-1,311,145,14-25,5.8,166,40,4.2,6-45,3,2,1,20:21,Illinois,0,away,2,0,,,,0,,7,0-12,0-0,126,91,7-21,2.9,66,29,2.3,8-50,3,1,2,16:00,40,1,6,0,0,1,,,,38,1,1,,,
76,262520275,Western Illinois,10,away,1,0,0,4,16,8-16,0-2,246,166,21-42,4.0,80,22,3.6,6-41,3,0,3,15:33,Wisconsin,34,home,0,3,22,0,3,1,10,20,9-16,0-0,336,248,15-28,8.1,109,39,2.8,8-66,2,1,1,21:30,12,0,2,9,0,3,44,0,3,17,1,1,,,
77,262520183,Syracuse,13,home,0,0,1,7,20,9-20,0-2,280,238,21-38,5.5,70,44,1.6,7-58,0,0,0,20:00,Iowa,20,away,0,1,27,0,5,1,8,21,4-12,0-0,351,217,16-32,6.3,149,37,4.0,7-40,4,0,4,16:34,3,0,3,,,,,,,22,0,4,,,
78,262520130,Central Michigan,17,away,0,0,2,5,14,3-13,2-3,204,233,18-39,4.8,16,21,0.8,8-43,4,3,1,14:35,Michigan,41,home,3,4,14,0,1,0,11,23,3-13,1-1,386,138,13-21,6.4,252,50,5.0,9-73,0,0,0,22:05,7,0,4,12,1,1,,,,,,,,,
79,262520251,Texas,7,home,0,0,1,1,20,3-10,0-0,326,160,19-32,4.8,172,31,5.5,4-39,2,1,1,18:21,Ohio State,24,away,1,1,5,0,3,2,6,17,3-11,0-0,348,287,17-26,10.3,79,29,2.7,8-55,0,0,0,18:14,20,0,4,25,0,1,,,,,,,,,
80,262520025,California,42,home,0,2,4,6,31,8-13,2-2,531,308,22-31,9.7,231,48,4.8,6-61,1,1,0,20:54,Minnesota,17,away,1,1,9,0,2,0,5,18,3-11,1-2,352,248,21-33,7.4,109,32,3.4,9-100,2,0,2,15:29,15,0,4,,,,,,,0,0,2,,,
81,262522509,Miami (OH),31,away,0,0,4,7,24,5-15,0-2,483,407,31-46,8.4,97,37,2.6,6-66,2,0,2,24:12,Purdue,38,home,0,4,44,0,3,1,8,22,5-10,0-0,391,232,18-32,6.9,171,28,6.1,8-51,3,0,3,12:28,25,0,2,5,0,2,,,,29,0,3,,,
82,262522050,Ball State,23,home,0,0,3,5,14,4-12,0-0,330,293,21-33,8.8,41,22,1.9,7-80,1,0,1,17:51,Indiana,24,away,0,1,9,0,4,1,6,20,4-14,0-1,373,226,16-33,6.8,147,29,5.1,9-79,0,0,0,18:49,23,0,3,20,0,1,,,,,,,,,
83,262520077,New Hampshire,34,away,2,3,2,4,18,5-14,1-1,329,205,18-24,8.6,123,43,2.9,8-47,0,0,0,19:38,Northwestern,17,home,0,2,19,0,4,0,5,18,5-12,0-4,360,177,19-32,5.4,187,35,5.3,0-0,3,2,1,17:15,2,0,1,,,,33,0,2,0,0,1,,,
84,262520026,Rice,16,away,5,1,1,4,12,2-13,1-1,184,168,13-21,6.2,53,31,1.7,10-90,1,1,0,15:21,UCLA,26,home,1,0,-11,0,2,2,14,26,6-13,1-2,401,163,13-20,6.2,277,52,5.3,8-70,6,5,1,21:19,,,,,,,,,,2,0,1,,,
