,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
127,252600084,Kentucky,14,away,0,1,61,0,3,1,2,,,,9,2-10,0-1,217,161,11-20,7.0,77,25,3.1,0-0,1,1,0,11:03,Indiana,38,home,1,1,9,0,6,4,8,,,,22,7-16,3-4,440,144,17-22,6.1,305,60,5.1,0-0,0,0,0,25:37,,,,,,
128,252600009,Arizona State,52,home,1,2,52,0,5,1,10,,,,30,7-14,2-2,773,483,27-39,12.4,290,45,6.4,0-0,1,1,0,21:47,Northwestern,21,away,1,0,64,0,3,3,3,,,,24,2-12,0-2,416,236,25-38,6.2,180,32,5.6,0-0,1,1,0,14:53,,,,,,
129,252600030,Arkansas,17,away,0,0,4,0,1,2,5,,,,21,8-18,0-0,326,154,12-26,5.0,197,52,3.8,0-0,2,0,2,20:49,USC,70,home,0,4,0,0,3,6,10,10,0,2,32,4-8,2-3,736,454,23-34,13.1,291,33,8.8,0-0,0,0,0,15:51,,,,,,
130,252600026,Oklahoma,24,away,0,3,16,0,3,0,6,,,,25,4-15,2-3,398,265,20-29,8.3,157,45,3.5,0-0,4,4,0,18:22,UCLA,41,home,4,1,5,0,1,3,11,,,,22,4-12,0-0,397,327,28-38,8.3,83,30,2.8,0-0,0,0,0,18:19,,,,,,
131,252600264,Idaho,6,away,1,0,25,0,3,0,6,0,0,1,12,5-15,0-1,186,242,20-30,6.3,-4,31,-0.1,0-0,2,0,2,21:21,Washington,34,home,0,3,34,0,6,1,10,0,0,2,16,0-9,0-1,340,148,10-18,8.2,192,39,4.9,0-0,2,1,1,15:19,,,,,,
132,252600024,UC Davis,20,away,3,2,,,,1,2,,,,21,0-0,0-0,408,235,23-44,5.7,157,46,3.4,4-28,3,3,0,21:43,Stanford,17,home,3,0,3,0,2,0,5,,,,12,3-12,0-0,192,139,8-21,5.6,74,30,2.5,0-0,4,3,1,14:57,,,,,,
133,252600097,Louisville,63,home,4,2,17,0,4,6,9,15,1,1,24,1-4,0-0,553,443,21-25,17.1,125,25,5.0,0-0,1,0,1,12:36,Oregon State,27,away,0,2,4,0,2,1,9,17,0,1,26,9-21,2-3,419,422,33-59,6.4,42,35,1.2,0-0,5,4,1,24:03,,,,,,
134,252600265,Grambling,7,away,2,0,,,,1,1,,,,0,0-0,0-0,208,152,14-31,6.4,11,37,0.3,13-88,2,1,1,17:46,Washington State,48,home,1,3,13,0,2,3,12,0,0,1,27,6-15,1-3,515,311,22-35,8.9,204,48,4.3,0-0,2,2,0,18:55,,,,,,
135,252600183,Virginia,27,away,0,2,44,0,3,1,1,,,,17,10-17,1-1,0,145,16-26,5.7,266,44,6.0,6-58,4,1,3,30:41,Syracuse,24,home,1,2,2,0,1,1,4,35,0,3,15,5-15,1-1,0,152,18-27,6.3,80,36,2.2,1-13,0,0,0,29:19,83,0,3,78,0,3
136,252600158,Nebraska,7,home,0,1,104,0,5,0,1,,,,14,3-15,1-2,267,120,10-20,4.7,174,48,3.6,0-0,0,0,0,19:51,Pittsburgh,6,away,0,0,7,0,3,0,6,,,,14,1-14,1-1,304,224,11-28,6.8,114,36,3.2,0-0,0,0,0,16:37,,,,,,
137,252602084,Buffalo,3,home,0,0,13,0,7,0,3,53,0,1,21,7-20,1-5,349,241,25-41,5.6,121,44,2.8,0-0,0,0,0,21:50,Rutgers,17,away,0,0,14,0,5,2,5,,,,13,5-15,0-0,288,150,14-29,5.2,138,32,4.3,0-0,1,0,1,14:25,,,,,,
138,252600120,Maryland,19,home,1,0,,,,2,7,,,,15,2-13,1-3,341,307,20-31,9.4,50,29,1.7,0-0,1,1,0,15:02,West Virginia,31,away,1,4,38,0,4,0,7,,,,18,8-19,0-0,387,92,8-11,7.8,301,64,4.7,0-0,1,1,0,21:40,,,,,,
139,252600213,Central Michigan,3,away,2,0,0,0,4,0,3,0,0,1,13,4-20,1-3,172,229,25-38,4.2,14,39,0.4,0-0,0,0,0,19:19,Penn State,40,home,0,1,37,0,8,4,10,,,,26,3-11,0-0,519,400,22-36,10.6,138,31,4.5,0-0,3,2,1,16:12,,,,,,
140,252600142,Troy,21,away,0,1,10,0,3,2,3,,,,21,4-14,0-1,334,272,22-42,6.2,74,30,2.5,0-0,1,1,0,16:57,Missouri,52,home,1,4,105,1,8,1,14,,,,28,8-18,1-1,514,211,26-37,5.7,303,49,6.2,0-0,0,0,0,19:44,,,,,,
141,252602305,Louisiana Tech,14,away,0,0,7,0,4,2,2,19,0,1,20,2-14,2-2,295,320,26-46,5.6,38,30,1.3,0-0,4,0,4,18:49,Kansas,34,home,0,1,17,0,5,3,10,51,0,4,13,3-13,0-0,277,236,19-31,7.6,41,32,1.3,0-0,1,0,1,17:24,,,,,,
142,252600251,Rice,10,away,0,1,0,0,1,0,4,0,0,1,12,4-15,0-2,209,116,4-15,6.6,110,46,2.4,0-0,3,3,0,17:57,Texas,51,home,3,5,15,0,5,0,9,,,,24,5-12,0-0,483,129,11-18,6.8,361,47,7.7,0-0,1,0,1,18:38,,,,,,
143,252602641,Sam Houston State,21,away,0,2,,,,1,3,,,,19,3-13,1-1,253,178,20-41,4.8,58,28,2.1,10-106,1,1,0,17:14,Texas Tech,80,home,1,5,46,0,5,6,14,,,,40,6-10,1-1,770,659,41-55,11.8,120,26,4.6,0-0,0,0,0,19:27,,,,,,
144,252600245,SMU,8,away,1,0,,,,1,0,,,,14,8-18,1-4,348,331,23-45,6.9,39,26,1.5,0-0,4,2,2,19:34,Texas A&M,66,home,2,2,26,1,3,5,12,45,0,2,31,5-9,1-2,714,411,18-27,15.0,309,44,7.0,0-0,1,1,0,17:14,,,,,,
145,252600197,Arkansas State,10,away,3,1,17,0,3,0,4,,,,16,8-17,0-1,322,139,11-24,5.1,200,47,4.3,0-0,3,2,1,21:07,Oklahoma State,20,home,2,1,4,0,1,1,8,0,0,1,12,2-12,0-0,273,161,8-21,7.0,125,31,4.0,0-0,3,3,0,15:33,,,,,,
146,252600349,Army,10,home,1,0,39,0,3,1,4,29,0,2,19,8-18,0-1,284,269,19-37,6.2,56,40,1.4,0-0,2,0,2,19:04,Baylor,20,away,0,1,49,0,3,1,8,-3,0,2,19,5-14,1-1,351,207,20-30,6.8,146,37,3.9,0-0,3,1,2,17:35,,,,,,
147,252582628,TCU,23,home,1,2,23,0,8,1,5,12,0,1,14,3-14,0-0,316,100,8-17,5.2,228,46,5.0,0-0,1,1,0,15:36,Utah,20,away,1,2,12,0,3,0,8,,,,14,8-23,2-2,317,224,15-31,6.7,109,50,2.2,0-0,2,1,1,21:06,,,,,,
148,252602005,Air Force,28,home,1,3,22,0,2,1,2,,,,23,6-13,2-3,339,65,4-12,4.4,286,63,4.5,0-0,3,1,2,19:13,Wyoming,29,away,1,2,3,0,2,1,11,7,0,2,17,6-15,1-1,335,278,19-29,9.2,68,33,2.1,0-0,1,1,0,17:04,,,,,,
149,252600167,New Mexico State,21,away,0,2,0,0,1,1,3,0,0,1,17,2-13,3-6,361,306,14-32,8.2,98,34,2.9,0-0,3,0,3,15:29,New Mexico,38,home,0,3,,,,2,8,69,0,3,22,6-13,1-2,484,170,14-22,7.7,314,52,6.0,0-0,1,0,1,21:02,,,,,,
150,252602440,Nevada,22,home,3,2,18,0,5,0,10,32,0,1,24,6-16,0-0,396,271,21-33,8.0,131,49,2.7,0-0,2,2,0,22:09,UNLV,14,away,2,1,,,,1,2,,,,12,3-13,2-3,263,84,7-26,2.2,205,34,6.0,0-0,4,3,1,14:09,,,,,,
151,252602393,Akron,17,away,1,0,16,0,8,2,5,,,,26,7-14,0-2,421,322,23-43,7.4,102,39,2.6,0-0,3,0,3,21:54,Middle Tennessee,7,home,0,0,10,0,2,1,1,12,0,3,9,7-18,0-1,211,172,23-40,3.9,54,23,2.3,0-0,1,1,0,14:46,,,,,,
152,252600249,Tulsa,54,away,1,4,32,0,7,2,10,4,0,2,19,4-12,1-2,406,203,13-22,8.8,213,41,5.2,0-0,0,0,0,18:03,North Texas,2,home,0,0,-2,0,2,0,,,,,8,2-15,0-0,129,101,10-22,2.7,70,36,1.9,0-0,3,1,2,18:32,,,,,,
153,252600059,Georgia Tech,28,home,1,2,45,0,3,1,4,64,1,3,23,3-16,1-4,307,158,11-30,4.7,165,54,3.1,0-0,2,2,0,21:09,Connecticut,13,away,2,1,28,0,6,0,7,,,,6,3-17,0-1,196,75,7-25,2.7,129,33,3.9,0-0,4,1,3,15:41,,,,,,
154,252600058,UCF,14,away,0,1,77,0,2,1,,,,,14,1-12,1-3,253,235,19-40,5.2,45,20,2.3,0-0,2,2,0,12:14,South Florida,31,home,2,3,33,0,4,1,,,,,24,6-15,0-1,426,100,11-17,5.9,326,66,4.9,0-0,0,0,0,24:25,,,,,,
155,252602132,Western Carolina,3,away,1,0,,,,0,3,,,,0,0-0,0-0,284,182,20-40,5.1,82,34,2.4,5-55,3,0,3,19:30,Cincinnati,7,home,0,1,47,0,8,0,1,2,0,3,16,3-13,0-0,273,108,10-24,3.7,185,41,4.5,0-0,2,1,1,17:01,,,,,,
156,252600235,Chattanooga,14,away,0,2,,,,0,2,,,,18,0-0,0-0,332,89,11-21,5.0,227,43,5.3,7-51,3,1,2,18:03,Memphis,59,home,1,5,17,0,5,3,10,4,0,2,32,9-14,1-1,592,194,17-23,8.4,398,54,7.4,0-0,0,0,0,18:37,,,,,,
157,252602572,McNeese,20,away,1,1,,,,1,8,,,,15,1-10,0-1,256,178,13-25,7.3,74,29,2.6,4-40,4,2,2,15:16,Southern Mississippi,48,home,2,4,7,0,2,2,12,20,0,2,30,7-14,1-2,456,268,20-32,8.1,197,50,3.9,0-0,4,1,3,15:07,,,,,,
158,252600154,Wake Forest,44,home,0,4,39,0,7,1,14,,,,23,8-18,1-1,476,81,10-17,4.1,407,65,6.3,0-0,1,0,1,19:29,East Carolina,34,away,0,1,0,0,2,3,10,1,0,1,20,3-15,0-2,410,302,20-45,6.5,118,26,4.5,0-0,0,0,0,14:52,,,,,,
159,252600005,Jacksonville State,28,away,0,2,,,,2,4,,,,0,7-14,1-1,372,248,21-29,8.9,113,33,3.4,1-2,1,1,0,18:01,UAB,35,home,1,3,3,0,4,2,5,,,,18,4-11,1-1,382,231,16-24,9.6,151,40,3.8,0-0,0,0,0,18:58,,,,,,
160,252592638,UTEP,44,home,1,1,,,,3,3,69,0,5,28,2-14,1-1,0,368,26-51,7.5,168,32,5.3,11-85,4,2,2,29:00,Houston,41,away,2,0,,,,5,1,23,0,1,26,6-18,1-3,0,287,30-48,6.5,179,45,4.0,16-164,6,1,5,31:00,63,0,3,58,0,3
161,252602655,Mississippi State,21,away,2,1,11,0,5,2,3,,,,10,4-15,0-0,225,108,13-26,4.2,117,30,3.9,0-0,2,1,1,14:34,Tulane,14,home,1,1,31,0,7,1,2,4,0,1,19,7-21,3-3,293,237,27-48,4.3,87,35,2.5,0-0,2,2,0,22:06,,,,,,
162,252600218,Toledo,42,away,1,1,24,0,3,4,6,66,1,2,23,6-13,1-2,393,197,23-32,6.2,196,33,5.9,0-0,1,0,1,18:58,Temple,17,home,0,1,4,0,2,1,5,0,0,1,21,10-18,0-2,381,272,18-38,6.4,136,34,4.0,0-0,3,1,2,17:10,,,,,,
163,252600061,Louisiana Monroe,7,away,2,1,2,0,1,0,1,,,,16,7-17,1-1,211,147,18-34,3.6,88,38,2.3,0-0,5,4,1,22:09,Georgia,44,home,4,3,40,0,3,1,14,3,0,1,22,3-9,0-0,543,264,16-24,11.0,280,29,9.7,0-0,2,2,0,14:31,,,,,,
164,252600057,Tennessee,7,away,0,0,16,0,4,1,1,,,,14,3-13,0-3,213,169,16-35,4.2,66,25,2.6,0-0,1,1,0,15:30,Florida,16,home,1,1,23,0,3,0,10,,,,13,8-18,0-2,247,218,17-26,6.9,68,37,1.8,0-0,0,0,0,21:11,,,,,,
165,252602579,Alabama,37,away,1,2,0,0,1,2,13,0,0,1,23,10-17,1-1,489,153,13-22,6.9,338,52,6.5,0-0,0,0,0,22:27,South Carolina,14,home,0,1,6,0,1,1,2,,,,14,4-12,0-2,256,204,21-39,4.7,71,19,3.7,0-0,2,1,1,14:13,,,,,,
166,252600238,Ole Miss,23,away,1,1,52,1,3,1,5,,,,18,4-15,1-2,400,291,17-35,7.9,124,28,4.4,0-0,2,2,0,13:56,Vanderbilt,31,home,2,4,22,0,4,0,7,,,,31,11-18,0-0,523,333,24-41,7.7,209,49,4.3,0-0,1,1,0,22:44,,,,,,
167,252602309,Kent State,10,home,2,0,2,0,3,1,4,0,0,1,19,4-17,1-4,369,363,31-58,5.8,31,16,1.9,0-0,2,0,2,14:47,Miami (OH),27,away,0,1,66,0,5,2,9,61,0,2,27,10-18,0-2,427,266,22-37,6.8,176,51,3.5,0-0,3,2,1,21:29,,,,,,
168,252600259,Virginia Tech,45,home,1,3,33,0,5,3,9,39,0,2,24,8-15,0-1,475,279,14-19,13.5,218,53,4.1,0-0,0,0,0,22:09,Ohio,0,away,0,0,-1,0,1,0,0,,,,10,2-13,0-0,189,114,10-23,4.4,87,32,2.7,0-0,3,1,2,14:32,,,,,,
169,252602711,Southern Illinois,28,away,0,1,,,,2,4,,,,0,0-0,0-0,358,217,15-30,8.0,117,35,3.3,9-67,3,1,2,15:36,Western Michigan,34,home,1,1,25,0,5,3,10,8,0,2,22,8-18,1-2,440,268,27-46,5.8,172,36,4.8,0-0,2,0,2,20:59,,,,,,
170,252602459,Tennessee Tech,3,away,0,0,,,,0,3,0,0,1,14,3-16,1-2,205,115,18-32,4.1,74,32,2.3,3-34,1,1,0,20:01,Northern Illinois,42,home,1,2,25,0,3,4,6,,,,26,2-10,0-0,583,265,15-24,11.0,318,40,7.9,0-0,1,0,1,16:34,27,0,2,,,
171,252600103,Boston College,17,home,3,1,9,0,4,1,5,0,0,1,24,8-18,0-1,380,243,27-42,5.7,140,48,2.9,0-0,2,0,2,22:58,Florida State,28,away,0,1,34,0,6,2,4,59,1,2,13,5-13,0-0,244,248,20-38,6.1,13,19,0.7,0-0,4,3,1,13:42,,,,,,
172,252600228,Miami,36,away,0,3,22,0,2,1,3,0,0,1,18,6-16,0-0,0,116,16-26,6.0,197,51,3.9,14-115,0,0,0,31:57,Clemson,30,home,0,1,7,0,3,2,1,,,,25,2-16,3-3,0,281,31-54,5.4,77,24,3.2,2-15,1,0,1,28:03,81,0,3,24,0,3
173,252600152,Eastern Kentucky,10,away,3,0,,,,0,4,,,,13,1-14,0-0,228,165,10-37,4.9,48,31,1.5,8-59,5,3,2,17:02,NC State,54,home,3,3,28,0,6,4,12,0,0,2,20,1-11,1-1,475,286,18-28,10.2,189,42,4.5,0-0,4,3,1,19:38,,,,,,
174,252600150,VMI,14,away,3,2,1,0,1,0,2,,,,12,4-14,0-1,179,75,14-22,5.0,70,34,2.1,4-24,3,1,2,17:20,Duke,40,home,1,4,52,0,5,1,8,35,0,2,21,5-13,2-2,351,126,13-23,5.0,235,45,5.2,0-0,3,3,0,23:21,82,0,5,,,
175,252600309,Northwestern State,28,away,1,2,12,0,1,2,4,7,0,2,0,0-0,0-0,428,184,15-29,6.3,244,48,5.1,16-124,6,5,1,18:08,Louisiana,49,home,5,4,,,,3,5,0,0,1,24,4-10,0-0,544,222,18-28,7.9,322,42,7.7,0-0,3,1,2,18:29,151,0,5,,,
176,252670356,Illinois,14,home,0,0,,,,2,2,,,,17,4-11,0-0,271,165,16-30,4.9,123,33,3.7,0-0,3,2,1,15:25,Michigan State,61,away,2,1,19,0,5,7,11,0,0,1,34,6-12,0-1,705,329,26-34,9.7,376,48,7.8,0-0,0,0,0,21:15,,,,,,
177,252670275,Michigan,20,away,0,0,22,0,4,2,8,0,0,1,17,5-14,0-1,401,283,16-34,7.6,143,36,4.0,0-0,2,1,1,15:13,Wisconsin,23,home,1,2,14,0,3,0,11,0,0,1,21,7-17,0-0,287,175,15-32,4.6,140,43,3.3,0-0,1,0,1,20:45,,,,,,
178,252670194,Ohio State,31,home,0,2,0,0,3,2,7,0,0,1,26,12-18,0-2,530,219,14-21,10.3,314,60,5.2,0-0,2,2,0,23:45,Iowa,6,away,2,0,11,0,3,0,6,,,,12,1-12,0-1,137,189,22-39,3.7,-9,18,-0.5,0-0,1,0,1,12:20,,,,,,
179,252670135,Purdue,35,away,0,2,6,0,1,2,5,59,1,3,15,4-15,1-3,426,257,15-34,7.2,180,29,6.2,0-0,2,0,2,13:26,Minnesota,42,home,0,2,0,0,5,3,10,29,0,2,29,11-20,1-3,572,278,22-36,7.5,301,68,4.4,0-0,3,0,3,23:14,,,,,,
180,252670077,Penn State,34,away,1,1,15,0,2,3,10,7,0,1,21,6-13,2-2,480,274,17-36,7.5,209,27,7.7,0-0,4,1,3,12:01,Northwestern,29,home,1,2,0,0,1,0,17,38,0,3,24,11-24,2-2,427,237,20-38,6.0,198,57,3.5,0-0,2,1,1,24:05,,,,,,
181,252672483,Oregon,13,home,1,0,10,0,2,1,7,38,0,1,16,5-15,0-1,262,214,21-37,5.3,65,29,2.2,0-0,1,0,1,16:40,USC,45,away,0,3,27,0,6,3,9,0,0,1,31,9-14,0-1,593,319,23-39,8.1,278,42,6.6,0-0,2,1,1,20:00,,,,,,
182,252670264,Notre Dame,36,away,2,3,31,0,2,1,12,0,0,1,31,6-13,0-3,560,329,25-37,8.8,233,47,5.0,0-0,0,0,0,22:16,Washington,17,home,0,1,10,0,1,1,5,,,,20,2-10,1-3,449,424,19-40,10.2,41,22,1.9,0-0,3,2,1,14:25,,,,,,
183,252670204,Oregon State,24,home,0,2,20,0,4,1,6,,,,31,11-21,1-1,525,423,29-49,7.8,144,47,3.1,0-0,6,3,3,21:58,Arizona State,42,away,3,2,10,0,2,0,6,5,0,3,20,7-16,0-1,475,394,21-38,10.0,95,32,3.0,0-0,0,0,0,14:42,,,,,,
184,252660166,New Mexico State,13,home,0,0,1,0,3,0,7,,,,22,6-17,2-3,342,173,18-39,4.2,178,36,4.9,0-0,2,0,2,17:24,California,41,away,0,5,8,0,2,1,5,59,0,2,29,4-10,0-0,595,286,17-26,10.9,311,45,6.9,0-0,0,0,0,19:35,,,,,,
185,252670221,Youngstown State,0,away,1,0,,,,0,,0,0,1,0,0-0,0-0,152,36,8-25,1.7,109,31,3.5,9-89,1,0,1,17:28,Pittsburgh,41,home,0,2,46,0,4,3,9,9,0,1,25,5-12,2-2,528,320,15-24,12.8,221,43,5.1,0-0,2,1,1,19:11,47,0,2,,,
186,252670277,East Carolina,15,away,1,0,-1,0,1,1,9,49,0,3,20,3-16,1-1,287,244,21-35,5.9,81,42,1.9,0-0,3,2,1,19:12,West Virginia,20,home,2,0,78,1,4,2,2,0,0,1,17,9-16,0-1,307,193,15-20,9.0,127,46,2.8,0-0,4,1,3,17:27,,,,,,
187,252672390,Miami,23,home,1,1,20,0,2,1,11,40,0,2,21,3-14,0-0,389,271,21-40,6.8,118,28,4.2,0-0,0,0,0,16:18,Colorado,3,away,0,0,5,0,3,0,3,,,,19,5-18,1-3,321,250,25-43,5.3,93,32,2.9,0-0,3,1,2,20:21,,,,,,
188,252672306,North Texas,7,away,0,0,,,,1,1,,,,5,2-14,0-0,161,95,9-21,3.5,87,26,3.3,0-0,0,0,0,15:20,Kansas State,54,home,0,4,108,1,8,2,12,,,,26,11-15,0-0,658,353,15-22,16.0,305,53,5.8,0-0,1,0,1,21:33,,,,,,
189,252670349,Army,21,home,0,1,38,0,5,2,3,32,0,3,23,4-14,1-3,365,259,19-34,6.9,132,47,2.8,0-0,3,0,3,20:04,Iowa State,28,away,0,2,15,0,3,2,4,40,0,3,14,2-11,1-1,229,183,18-26,6.1,71,32,2.2,0-0,3,0,3,16:36,,,,,,
190,252672641,Indiana State,7,away,0,0,,,,1,1,21,0,1,15,5-16,0-0,268,106,16-32,3.8,148,39,3.8,8-52,3,3,0,19:16,Texas Tech,63,home,3,4,81,1,8,4,9,,,,26,5-10,0-0,538,296,34-47,6.3,242,23,10.5,0-0,1,0,1,17:25,63,0,5,,,
191,252650245,Texas State,31,away,2,1,-11,0,1,3,7,,,,0,0-0,0-0,493,364,26-36,10.5,115,30,3.8,15-123,3,2,1,18:32,Texas A&M,44,home,2,3,13,0,2,2,14,4,0,1,23,5-13,1-1,559,321,13-24,13.2,242,46,5.3,0-0,2,2,0,18:08,113,0,6,,,
192,252650254,Air Force,35,away,1,4,19,0,4,1,5,0,0,1,26,6-14,1-1,485,249,13-27,8.7,251,50,5.0,0-0,3,1,2,17:11,Utah,38,home,1,3,22,0,3,2,8,10,0,2,23,5-16,1-1,457,315,21-30,10.2,152,43,3.5,0-0,2,1,1,19:28,,,,,,
193,252670252,TCU,51,away,1,3,10,0,3,2,13,22,0,2,25,7-21,1-2,475,360,24-50,7.0,127,37,3.4,0-0,0,0,0,16:08,BYU,50,home,0,1,14,0,4,5,14,,,,32,6-16,1-1,614,543,30-51,10.1,97,39,2.5,0-0,3,1,2,20:12,,,,,,
194,252670036,Nevada,21,away,1,0,0,0,2,3,3,,,,22,6-12,0-1,419,337,23-34,9.5,95,31,3.1,0-0,3,1,2,17:59,Colorado State,42,home,1,3,40,0,3,3,6,42,0,2,24,8-13,0-1,480,223,15-27,8.3,257,43,6.0,0-0,1,1,0,18:31,,,,,,
195,252670145,Ole Miss,14,home,0,1,35,0,4,1,2,10,0,1,10,2-13,1-3,282,134,12-29,4.1,162,28,5.8,0-0,5,2,3,13:48,Wyoming,24,away,2,1,12,0,5,2,4,10,0,3,18,7-17,0-1,383,232,17-34,6.5,163,43,3.8,0-0,1,0,1,22:13,,,,,,
196,252670021,San José State,21,away,2,2,1,0,2,1,3,,,,12,0-17,3-4,233,101,12-40,2.5,132,30,4.4,0-0,2,0,2,14:32,San Diego State,52,home,0,1,43,0,7,1,10,44,1,2,28,9-19,0-2,513,344,25-33,9.2,210,57,3.7,0-0,2,2,0,22:08,,,,,,
197,252672638,UTEP,21,home,0,0,17,1,2,1,3,68,1,1,16,8-16,0-1,248,189,16-31,5.7,70,31,2.3,0-0,1,0,1,16:17,New Mexico,13,away,0,1,23,0,4,0,7,42,0,1,17,6-15,0-1,285,161,15-25,5.4,149,43,3.5,0-0,1,0,1,20:00,,,,,,
198,252670328,Utah State,31,home,1,1,26,0,3,2,5,,,,17,7-16,0-1,283,248,21-29,7.7,61,35,1.7,0-0,1,1,0,19:22,UNLV,24,away,1,1,18,0,4,2,6,,,,26,5-15,0-2,387,283,25-43,6.2,122,31,3.9,0-0,2,1,1,16:29,,,,,,
199,252670154,Wake Forest,12,home,1,1,12,0,2,0,4,2,0,1,14,5-19,0-3,244,154,18-35,3.8,111,39,2.8,0-0,2,2,0,17:33,Maryland,22,away,2,1,13,0,3,0,10,,,,19,3-12,0-0,331,171,12-22,7.7,162,46,3.5,0-0,2,1,1,18:31,,,,,,
200,252670058,South Florida,45,home,2,4,42,0,3,1,,39,0,1,17,6-11,0-1,355,104,5-10,10.4,251,47,5.3,0-0,2,1,1,15:51,Louisville,14,away,1,2,0,0,1,0,2,0,0,1,26,5-14,0-3,493,422,29-47,8.3,104,33,3.2,0-0,3,2,1,20:36,,,,,,
201,252672116,Marshall,13,away,2,0,18,0,1,2,1,20,0,1,22,4-13,0-2,379,396,33-58,6.3,11,16,0.7,0-0,6,4,2,17:16,UCF,23,home,4,1,34,0,5,1,,10,0,2,16,6-17,0-0,336,291,19-26,10.0,76,43,1.8,0-0,3,2,1,19:25,,,,,,
202,252670202,Tulsa,37,home,2,2,5,0,2,3,7,,,,18,9-17,0-0,431,237,15-23,10.2,197,47,4.2,0-0,1,0,1,22:42,Memphis,31,away,0,3,19,0,5,1,7,0,0,1,20,3-12,0-1,482,147,9-24,6.1,335,48,7.0,0-0,2,2,0,13:31,,,,,,
203,252672567,Tulane,31,away,2,2,74,0,3,2,7,,,,24,7-18,2-2,357,225,22-34,6.3,144,47,3.1,0-0,1,0,1,24:35,SMU,10,home,0,0,22,0,3,0,4,12,0,1,10,3-12,0-2,127,106,8-18,3.6,63,31,2.0,0-0,2,2,0,11:52,,,,,,
204,252670218,Western Michigan,19,away,2,0,27,0,5,2,5,0,0,1,23,9-16,2-2,378,231,22-36,6.3,151,43,3.5,0-0,6,4,2,18:19,Temple,16,home,4,2,11,0,2,0,4,30,0,2,15,7-17,1-1,285,166,10-23,6.9,127,45,2.8,0-0,3,2,1,17:49,,,,,,
205,252670070,Hawai'i,24,away,0,0,32,0,3,3,4,6,0,1,21,8-17,0-2,405,380,36-47,7.7,41,25,1.6,0-0,0,0,0,23:18,Idaho,0,home,0,0,38,0,3,0,,,,,9,2-13,0-0,153,135,8-25,4.5,41,21,2.0,0-0,1,0,1,12:55,,,,,,
206,252640068,Bowling Green,20,away,2,0,2,0,1,3,0,,,,13,4-14,0-2,304,228,18-36,6.1,84,21,4.0,0-0,0,0,0,13:40,Boise State,48,home,0,4,-12,0,2,1,12,,,,34,10-16,1-2,546,219,17-26,8.0,337,64,5.3,0-0,2,2,0,22:40,,,,,,
207,252670344,Mississippi State,10,home,1,0,0,0,2,1,4,,,,13,5-15,0-0,254,232,19-32,6.4,49,26,1.9,0-0,2,1,1,14:43,Georgia,23,away,1,0,60,0,5,2,11,0,0,1,22,5-15,2-2,406,326,21-36,8.7,94,34,2.8,0-0,1,1,0,21:16,,,,,,
208,252670096,Kentucky,28,home,1,4,33,0,3,0,4,,,,19,5-12,0-1,295,175,15-33,4.9,133,33,4.0,0-0,4,1,3,15:17,Florida,49,away,1,3,5,0,4,4,7,34,0,3,27,11-16,0-0,537,362,27-36,9.7,187,42,4.5,0-0,1,1,0,21:24,,,,,,
209,252690099,LSU,27,home,3,2,90,0,7,0,9,3,1,2,13,2-13,0-0,256,176,14-28,5.6,98,33,3.0,0-0,3,2,1,14:59,Tennessee,30,away,2,3,20,0,4,1,6,26,0,1,21,5-15,0-1,320,282,28-51,4.9,70,34,2.1,0-0,5,3,2,20:26,,,,,,
210,252662579,Troy,20,away,0,0,19,0,5,1,8,,,,14,7-18,1-1,236,122,12-30,3.3,137,40,3.4,0-0,5,4,1,17:29,South Carolina,45,home,4,2,13,0,4,3,9,0,0,1,24,4-12,0-1,384,310,17-23,11.7,116,41,2.8,0-0,0,0,0,19:04,,,,,,
211,252670238,Richmond,13,away,0,0,,,,1,7,,,,0,0-0,0-0,339,250,16-31,8.1,89,24,3.7,6-36,1,0,1,14:59,Vanderbilt,37,home,0,2,0,0,1,3,7,8,0,1,28,10-14,1-2,513,283,29-42,6.6,237,37,6.4,0-0,0,0,0,21:41,,,,,,
