,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
42,252460151,Duke,21,away,2,2,18,0,2,0,3,,,,19,9-17,1-2,301,164,15-30,4.6,162,43,3.8,0-0,4,1,3,14:36,East Carolina,24,home,1,2,53,0,2,1,6,1,0,3,11,6-13,1-1,338,241,17-21,11.2,103,36,2.9,0-0,2,2,0,13:13,,,,,,
43,252462633,Tennessee,17,home,1,0,0,0,1,2,5,29,0,1,24,8-14,0-1,412,274,22-38,7.2,138,35,3.9,0-0,3,0,3,18:00,UAB,10,away,0,0,0,0,1,1,4,2,0,3,21,5-12,0-1,335,290,27-38,7.4,53,23,2.3,0-0,2,1,1,18:02,,,,,,
44,252460061,Georgia,48,home,2,1,34,0,5,5,12,24,0,4,22,5-12,0-0,574,394,22-33,11.9,180,33,5.5,0-0,1,1,0,13:16,Boise State,13,away,1,2,4,0,2,0,1,,,,17,4-10,0-0,292,123,13-25,4.9,169,35,4.8,0-0,6,2,4,23:24,,,,,,
45,252440154,Wake Forest,20,home,0,2,,,,0,8,0,0,1,26,5-14,1-2,472,225,15-26,7.6,274,51,5.4,0-0,1,1,0,18:49,Vanderbilt,24,away,1,2,,,,1,6,,,,24,7-13,0-1,422,276,25-36,7.7,146,30,4.9,0-0,1,0,1,17:12,,,,,,
46,252460344,Murray State,6,away,0,1,,,,0,,,,,0,0-0,0-0,229,127,14-20,7.1,88,33,2.7,7-62,2,1,1,16:39,Mississippi State,38,home,1,1,1,0,3,4,8,0,0,1,26,8-15,1-1,482,233,17-27,8.6,249,44,5.7,0-0,0,0,0,19:56,76,0,5,,,
47,252460008,Missouri State,17,away,4,0,4,0,1,1,5,28,0,1,14,3-16,2-2,338,156,12-28,5.7,178,39,4.6,4-30,5,3,2,20:02,Arkansas,49,home,3,5,63,0,5,1,7,16,0,2,27,5-10,1-2,591,108,13-25,4.3,483,51,9.5,0-0,5,4,1,16:38,155,0,8,,,
48,252460166,UTEP,34,away,1,1,,,,3,10,43,0,3,16,3-14,0-1,301,221,17-33,6.2,97,35,2.8,0-0,1,1,0,16:57,New Mexico State,17,home,1,0,6,0,3,2,5,,,,22,7-19,2-5,330,402,38-62,5.6,-17,24,-0.7,0-0,4,1,3,18:53,,,,,,
49,252460002,Georgia Tech,23,away,2,1,10,0,3,1,11,61,0,4,23,7-15,0-0,313,183,17-36,4.8,139,39,3.6,0-0,1,0,1,21:02,Auburn,14,home,0,0,12,0,2,2,2,0,0,1,24,4-11,0-1,392,373,22-44,7.8,50,23,2.2,0-0,6,2,4,15:38,,,,,,
50,252442649,Western Illinois,14,away,1,0,0,0,1,2,2,,,,0,0-0,0-0,303,215,18-29,8.2,64,41,1.6,9-78,6,3,3,19:22,Toledo,62,home,3,3,38,0,3,2,14,98,1,3,23,7-13,0-0,401,196,16-26,7.3,210,37,5.7,0-0,1,1,0,23:00,102,0,6,,,
51,252460258,Virginia,31,home,2,3,3,0,1,1,7,0,0,1,20,2-11,0-1,440,280,17-25,10.1,188,41,4.6,0-0,3,1,2,15:42,Western Michigan,19,away,1,0,9,0,1,0,13,65,1,2,22,7-18,0-4,357,291,33-49,5.5,86,37,2.3,0-0,3,2,1,20:59,,,,,,
52,252480052,Miami,7,away,1,0,3,0,1,1,1,0,0,1,21,4-16,0-1,313,293,16-28,8.3,81,44,1.8,0-0,3,1,2,22:34,Florida State,10,home,1,1,49,0,4,0,4,25,0,2,9,2-14,0-1,170,76,8-26,2.8,96,33,2.9,0-0,2,1,1,14:33,,,,,,
53,252470152,Virginia Tech,20,away,1,1,19,0,2,1,8,18,0,2,16,4-15,2-2,232,128,10-21,5.1,124,41,3.0,0-0,0,0,0,18:06,NC State,16,home,0,1,15,0,3,0,10,,,,21,6-14,1-1,438,329,27-44,7.1,127,29,4.4,0-0,3,1,2,18:35,,,,,,
54,252460023,Eastern Washington,24,away,2,1,5,0,2,2,6,0,0,1,23,0-5,0-0,462,350,23-40,9.3,90,31,2.9,10-79,2,1,1,16:07,San José State,35,home,1,2,19,0,2,2,5,6,1,1,27,5-15,2-3,543,290,21-36,8.1,253,45,5.6,0-0,3,2,1,20:32,20,0,2,,,
55,252442433,Northwestern State,27,away,3,1,54,0,2,3,3,3,0,1,0,0-0,0-0,350,230,15-23,10.0,120,40,3.0,10-96,3,0,3,17:05,Louisiana Monroe,23,home,0,1,12,0,4,1,3,43,1,3,23,5-16,1-1,411,296,25-41,6.9,128,36,3.6,0-0,4,3,1,19:35,53,0,2,,,
56,252462653,Cal Poly,10,away,1,1,,,,0,4,,,,7,0-1,0-1,139,51,10-16,4.3,71,36,2.0,6-39,2,1,1,17:30,Troy,27,home,1,1,90,0,5,1,9,2,0,1,17,8-18,1-1,278,262,14-31,6.9,65,43,1.5,0-0,2,1,1,19:10,,,,,,
57,252440276,Marshall,36,home,2,1,52,0,5,3,6,0,0,1,24,3-12,0-0,380,313,26-40,7.8,67,31,2.2,0-0,3,2,1,18:02,William & Mary,24,away,2,0,,,,2,6,0,0,1,0,0-0,0-0,359,193,18-35,5.8,155,37,4.2,4-18,3,2,1,18:18,,,,100,0,4
58,252532426,Stanford,41,away,0,3,15,0,6,1,11,15,0,2,22,4-12,0-0,416,249,21-33,7.1,181,35,5.2,0-0,1,1,0,16:55,Navy,38,home,1,3,0,0,5,1,8,,,,23,9-19,2-3,458,270,15-29,8.6,210,54,3.9,0-0,2,0,2,19:32,,,,,,
59,252530127,Hawai'i,14,away,0,0,,,,2,2,,,,22,5-12,0-2,359,257,25-43,5.5,123,28,4.4,0-0,1,0,1,18:43,Michigan State,42,home,0,3,14,0,4,3,6,0,0,1,25,7-10,0-1,499,314,21-26,11.6,198,41,4.8,0-0,0,0,0,17:31,,,,,,
60,252530356,San José State,19,away,0,1,40,0,2,0,7,0,0,1,8,3-14,0-1,231,224,19-30,7.2,15,25,0.6,0-0,1,0,1,15:37,Illinois,40,home,0,3,,,,0,16,,,,26,5-14,0-0,492,263,20-29,8.6,243,53,4.6,0-0,1,0,1,20:46,,,,,,
61,252530275,Temple,0,away,1,0,,,,0,,,,,5,3-15,0-0,45,84,6-26,2.2,-11,26,-0.4,0-0,1,0,1,13:29,Wisconsin,65,home,0,4,171,1,9,4,11,7,0,1,26,10-17,1-2,492,229,15-25,9.2,263,53,5.0,0-0,1,1,0,22:34,,,,,,
62,252530066,Iowa State,23,home,3,1,26,0,6,1,5,46,1,2,22,4-15,0-0,323,173,14-24,6.4,169,55,3.1,0-0,1,0,1,17:07,Iowa,3,away,0,0,11,0,2,0,3,9,0,1,20,3-15,1-2,347,192,15-42,4.1,173,32,5.4,0-0,5,3,2,16:28,,,,,,
63,252530130,Notre Dame,17,away,1,0,19,0,4,2,5,27,0,1,17,4-15,0-0,244,165,19-30,4.7,104,44,2.4,0-0,1,1,0,18:56,Michigan,10,home,1,0,31,0,6,1,4,,,,15,5-18,2-4,337,228,19-44,5.1,114,29,3.9,0-0,2,1,1,17:44,,,,,,
64,252530194,Texas,25,away,1,0,1,0,2,2,11,,,,19,4-12,0-1,382,285,18-29,9.3,112,38,2.9,0-0,3,1,2,18:30,Ohio State,22,home,1,0,8,0,1,1,16,24,0,2,13,5-15,0-0,255,163,14-26,5.5,111,36,3.1,0-0,1,1,0,18:02,,,,,,
65,252530135,Colorado State,24,away,0,0,17,0,2,3,6,0,0,1,18,5-14,0-1,421,371,21-42,8.6,59,25,2.4,0-0,3,2,1,16:49,Minnesota,56,home,2,5,98,1,7,2,8,31,0,1,28,7-14,1-2,545,190,11-24,7.9,355,59,6.0,0-0,1,0,1,19:51,,,,,,
66,252532509,Akron,24,away,1,0,5,0,5,3,6,,,,17,2-13,0-3,385,369,26-46,7.9,23,21,1.1,0-0,2,2,0,14:33,Purdue,49,home,2,4,35,1,6,2,7,,,,25,9-18,0-1,478,267,23-36,7.4,211,50,4.2,0-0,1,1,0,22:07,,,,,,
67,252530084,Nicholls,31,away,1,4,,,,0,5,,,,20,0-0,0-0,459,51,4-11,4.6,408,65,6.3,4-22,3,3,0,21:59,Indiana,35,home,3,1,5,0,2,4,5,,,,27,8-14,1-1,421,323,19-36,8.5,114,35,3.3,0-0,3,1,2,14:41,,,,,,
68,252530077,Northern Illinois,37,away,1,4,17,0,1,1,7,,,,28,6-14,2-3,539,283,24-37,7.6,256,41,6.2,0-0,2,1,1,19:27,Northwestern,38,home,1,4,101,1,2,0,8,23,0,1,33,8-12,0-1,502,220,21-32,6.9,282,47,6.0,0-0,1,1,0,17:11,,,,,,
69,252530026,Rice,21,away,0,3,,,,0,3,,,,16,4-16,2-3,255,82,8-17,3.7,192,49,3.9,0-0,3,3,0,18:27,UCLA,63,home,3,4,73,1,5,3,9,,,,23,7-12,0-0,578,332,19-27,12.0,253,39,6.5,0-0,0,0,0,18:13,,,,,,
70,252530264,California,56,away,0,3,18,0,2,4,8,41,1,1,26,6-10,0-0,557,282,17-27,10.0,286,39,7.3,0-0,1,0,1,18:23,Washington,17,home,0,0,6,0,4,2,5,0,0,1,18,3-13,0-2,369,319,22-39,7.7,68,27,2.5,0-0,1,0,1,18:17,,,,,,
71,252530099,LSU,35,away,1,2,40,1,2,1,5,,,,24,6-15,3-3,434,283,17-30,8.1,190,47,4.0,0-0,3,3,0,22:46,Arizona State,31,home,3,0,14,0,3,,7,,,,29,8-17,1-2,560,461,35-56,8.2,99,25,4.0,0-0,1,1,0,11:27,,,,,,
72,252530012,Northern Arizona,12,away,1,0,6,0,1,1,4,0,0,1,0,0-0,0-0,274,116,15-33,4.0,141,36,3.9,8-72,1,1,0,16:10,Arizona,31,home,1,1,20,0,5,,,,,,28,6-12,0-1,442,255,19-31,8.2,187,44,4.3,0-0,2,1,1,20:19,64,0,3,,,
73,252530204,Boise State,27,away,2,0,17,0,3,3,9,,,,21,6-18,0-2,382,242,19-36,6.5,149,44,3.4,0-0,2,2,0,18:57,Oregon State,30,home,2,2,33,0,5,1,12,,,,21,4-14,1-2,362,310,27-38,7.3,83,30,2.8,0-0,2,2,0,17:44,,,,,,
74,252532483,Montana,14,away,2,0,,,,2,2,,,,7,2-15,1-3,144,99,16-31,3.6,31,30,1.0,9-80,3,1,2,18:38,Oregon,47,home,1,0,14,0,4,3,19,2,0,2,21,10-22,0-3,426,346,27-48,7.1,87,38,2.3,0-0,2,2,0,18:02,204,0,9,,,
75,252522440,Nevada,21,home,1,2,2,0,1,1,3,,,,21,4-16,1-1,382,278,23-42,6.1,125,35,3.6,0-0,1,0,1,17:53,Washington State,55,away,0,1,163,1,8,4,13,36,1,1,27,3-12,1-1,534,291,19-32,9.0,247,43,5.7,0-0,1,1,0,17:29,,,,,,
76,252530183,Buffalo,0,away,0,0,-5,0,3,0,,,,,6,3-17,0-1,123,110,9-27,2.7,50,29,1.7,0-0,2,0,2,17:29,Syracuse,31,home,0,4,7,0,6,0,7,0,0,2,20,5-16,2-4,487,151,10-22,6.3,348,55,6.3,0-0,0,0,0,19:11,,,,,,
77,252520195,Ohio,16,home,0,0,62,0,6,0,4,123,2,3,11,4-15,0-0,208,118,14-24,4.8,94,35,2.7,0-0,0,0,0,18:53,Pittsburgh,10,away,0,0,26,0,7,0,4,,,,13,6-17,0-1,268,143,13-26,4.6,148,41,3.6,0-0,3,0,3,17:37,,,,,,
78,252530164,Villanova,6,away,0,0,18,0,1,1,,,,,28,6-15,0-6,444,321,33-54,6.6,85,31,2.7,9-78,1,1,0,20:24,Rutgers,38,home,1,3,,,,1,8,,,,24,5-9,0-0,372,294,19-28,9.9,96,33,2.9,0-0,0,0,0,16:07,70,0,4,,,
79,252530277,Wofford,7,away,0,1,9,0,1,0,1,,,,10,6-14,0-0,154,52,6-12,6.3,78,45,1.7,3-35,4,2,2,16:33,West Virginia,35,home,2,4,0,0,1,1,5,2,0,2,24,10-19,1-3,511,172,12-18,9.6,339,64,5.3,0-0,0,0,0,20:07,59,0,3,,,
80,252530213,Cincinnati,24,away,2,1,21,0,3,2,4,0,0,1,23,8-20,0-2,360,346,29-49,6.7,31,34,0.9,0-0,4,2,2,21:22,Penn State,42,home,2,3,27,0,4,3,6,0,0,2,19,4-10,0-0,393,251,15-22,11.1,148,37,4.0,0-0,3,2,1,15:17,,,,,,
81,252530158,Wake Forest,3,away,0,0,23,0,3,0,3,41,0,1,19,3-16,1-3,247,163,12-28,4.2,130,52,2.5,0-0,4,1,3,21:38,Nebraska,31,home,1,0,-1,0,6,1,7,109,2,3,13,4-16,1-2,234,120,14-33,3.5,120,30,4.0,0-0,1,0,1,15:21,,,,,,
82,252530038,New Mexico State,0,away,1,0,5,0,2,0,0,,,,7,2-14,0-2,181,192,17-31,5.7,5,22,0.2,0-0,3,1,2,13:04,Colorado,39,home,1,2,34,0,6,2,13,16,0,2,34,9-16,0-0,471,243,22-33,7.1,238,50,4.8,0-0,1,1,0,23:13,,,,,,
83,252530276,Marshall,19,home,2,2,0,0,1,0,7,45,0,1,18,2-12,1-3,336,269,22-38,6.9,74,26,2.8,0-0,5,3,2,16:10,Kansas State,21,away,3,1,-5,0,2,2,3,4,0,2,17,9-16,0-0,334,139,10-19,6.6,208,46,4.5,0-0,3,2,1,20:00,,,,,,
84,252530142,New Mexico,45,away,2,1,,,,4,9,21,0,2,24,8-16,0-0,431,229,15-27,8.5,202,45,4.5,0-0,0,0,0,17:49,Missouri,35,home,0,3,11,0,3,1,9,,,,35,14-23,0-2,490,273,32-55,4.5,242,50,4.8,0-0,4,2,2,18:52,,,,,,
85,252532305,Appalachian State,8,away,0,0,-1,0,2,1,,0,0,1,0,0-0,0-0,311,178,22-35,5.1,133,33,4.0,7-71,1,1,0,19:05,Kansas,36,home,1,5,56,0,3,0,6,,,,24,3-11,0-1,435,242,19-29,7.9,207,38,5.4,0-0,1,0,1,17:28,35,0,3,,,
86,252532641,Florida International,3,away,0,0,1,0,1,0,3,,,,26,7-17,1-3,349,223,26-42,5.1,135,38,3.6,0-0,2,2,0,22:22,Texas Tech,56,home,2,4,57,0,3,4,8,,,,32,3-6,1-1,653,525,36-45,11.5,135,23,5.9,0-0,0,0,0,14:18,,,,,,
87,252530201,Tulsa,15,away,0,1,,,,0,9,28,0,2,21,7-17,0-1,344,252,24-36,6.8,98,39,2.5,0-0,3,2,1,20:59,Oklahoma,31,home,2,3,9,0,2,0,7,48,1,1,14,5-13,1-1,269,69,5-13,3.2,227,45,5.0,0-0,2,0,2,15:30,,,,,,
88,252512226,Florida Atlantic,3,home,1,0,21,0,5,0,3,,,,13,1-11,0-1,217,124,7-16,5.7,126,41,3.1,0-0,6,6,0,17:05,Oklahoma State,23,away,6,2,13,0,2,0,11,,,,17,3-15,0-0,292,98,11-22,4.5,194,49,4.0,0-0,1,1,0,19:25,,,,,,
89,252530239,Samford,14,away,1,0,10,0,2,2,2,,,,21,0-0,0-0,304,236,23-47,5.3,55,29,1.9,4-24,3,1,2,18:27,Baylor,48,home,1,1,142,1,5,3,12,16,0,2,24,6-14,1-1,375,242,19-30,7.9,137,37,3.7,0-0,1,1,0,18:13,62,0,4,,,
90,252530254,Utah State,7,away,2,1,8,0,3,0,1,,,,16,4-14,1-2,258,104,12-25,3.8,163,38,4.3,0-0,2,1,1,17:56,Utah,31,home,1,2,44,0,6,2,7,0,0,1,26,3-10,1-1,510,284,18-22,12.2,242,49,4.9,0-0,2,2,0,18:45,,,,,,
91,252530252,Eastern Illinois,10,away,2,1,1,0,1,0,4,0,0,2,9,2-14,0-0,196,114,14-29,4.3,70,30,2.3,8-78,3,2,1,16:20,BYU,45,home,2,3,29,0,6,3,9,12,0,1,21,6-14,0-0,431,263,26-41,6.2,176,32,5.5,0-0,4,2,2,18:25,58,0,4,,,
92,252532751,Louisiana Monroe,0,away,0,0,11,0,2,0,0,54,0,3,15,2-16,1-4,220,131,16-39,3.2,94,32,2.9,0-0,2,0,2,17:12,Wyoming,38,home,0,3,26,0,4,2,8,2,0,2,28,8-15,0-1,464,261,18-31,8.2,210,45,4.7,0-0,3,0,3,19:28,,,,,,
93,252532005,Air Force,41,home,2,5,20,0,2,1,5,35,0,1,24,6-15,1-2,503,239,10-12,19.3,272,67,4.1,0-0,1,1,0,11:50,San Diego State,29,away,1,1,,,,0,11,,,,26,7-15,1-1,417,253,27-44,5.8,164,33,5.0,0-0,3,2,1,09:01,,,,,,
94,252532439,Idaho,31,away,0,1,11,0,4,3,7,38,0,1,23,5-12,1-2,490,411,19-31,12.6,100,30,3.3,0-0,2,1,1,16:20,UNLV,34,home,1,2,,,,2,10,0,0,1,29,5-13,2-2,443,276,22-34,7.4,193,41,4.7,0-0,1,0,1,19:54,,,,,,
95,252532393,North Texas,14,away,2,1,-2,0,2,0,2,115,1,3,14,6-15,0-1,274,129,10-16,7.6,152,44,3.5,0-0,0,0,0,16:48,Middle Tennessee,7,home,0,1,4,0,4,0,1,,,,22,7-15,2-2,383,198,21-27,7.2,188,48,3.9,0-0,5,2,3,19:54,,,,,,
96,252530041,Liberty,0,away,0,0,,,,0,,,,,9,1-9,0-1,161,103,11-16,8.3,29,28,1.0,4-21,4,3,1,14:08,Connecticut,59,home,3,6,7,0,4,2,11,0,0,1,37,8-11,0-1,600,225,19-27,8.3,376,62,6.1,0-0,0,0,0,22:32,,,,,,
97,252530120,Clemson,28,away,1,2,25,0,2,2,4,4,0,1,19,5-14,0-2,292,183,18-22,8.1,114,40,2.8,0-0,0,0,0,18:13,Maryland,24,home,0,1,,,,2,6,,,,19,4-13,2-4,344,306,18-28,10.3,56,38,1.5,0-0,2,1,1,18:26,,,,,,
98,252530058,Florida A&M,3,away,1,0,8,0,2,0,3,,,,4,0-13,0-1,85,36,9-20,2.7,31,26,1.2,8-74,1,0,1,14:46,South Florida,37,home,0,4,197,0,8,1,1,-3,0,1,22,6-14,1-1,490,117,8-18,6.3,377,56,6.7,0-0,1,1,0,21:54,66,0,3,,,
99,252530333,Alabama,30,home,0,2,34,0,7,2,6,0,0,1,24,6-16,2-2,470,342,21-37,8.9,140,43,3.3,0-0,2,1,1,22:17,Southern Mississippi,21,away,1,0,38,0,4,2,3,32,1,1,12,3-11,0-0,199,223,15-30,6.3,9,23,0.4,0-0,1,0,1,14:21,,,,,,
100,252532653,Troy,7,home,0,0,88,1,4,0,1,,,,9,3-10,0-0,190,190,12-26,6.3,26,20,1.3,0-0,4,0,4,12:23,UAB,27,away,0,0,12,0,4,2,9,24,1,4,24,4-14,1-2,460,296,25-38,7.8,164,39,4.2,0-0,0,0,0,24:17,,,,,,
101,252530248,Sam Houston State,10,away,2,1,7,0,1,0,4,0,0,1,0,0-0,0-0,315,174,18-39,4.6,136,22,6.2,7-38,1,0,1,15:48,Houston,31,home,0,2,19,0,3,2,7,15,0,1,29,10-18,2-3,499,219,19-31,6.6,293,57,5.1,0-0,3,2,1,20:56,32,0,2,,,
102,252532567,TCU,10,away,1,0,34,0,4,0,4,,,,16,2-13,1-3,253,138,16-36,3.7,119,32,3.7,0-0,4,1,3,15:38,SMU,21,home,1,2,9,0,1,1,3,42,0,3,18,5-17,0-0,273,116,11-21,4.8,172,52,3.3,0-0,1,1,0,21:26,,,,,,
103,252530057,Florida,41,home,1,4,8,0,6,2,5,0,0,3,22,2-13,2-4,475,238,14-24,9.3,251,49,5.1,0-0,2,2,0,20:39,Louisiana Tech,3,away,2,0,0,0,3,0,3,,,,10,3-14,0-1,162,133,11-32,3.7,45,26,1.7,0-0,4,1,3,16:01,,,,,,
104,252530061,South Carolina,15,away,0,0,9,0,3,1,3,42,1,2,13,4-12,0-1,279,268,22-34,6.9,43,23,1.9,0-0,2,0,2,16:18,Georgia,17,home,0,2,5,0,3,0,5,27,0,2,21,3-10,0-1,350,113,8-17,6.6,238,49,4.9,0-0,2,0,2,20:20,,,,,,
105,252530096,Idaho State,29,away,0,2,37,0,2,0,11,,,,0,0-0,0-0,448,291,25-38,7.7,157,36,4.4,8-51,4,0,4,20:30,Kentucky,41,home,0,3,30,0,2,2,5,53,0,4,16,4-11,0-0,310,183,15-20,8.4,143,34,4.2,0-0,0,0,0,16:35,63,0,4,,,
106,252530008,Arkansas,24,home,0,1,13,0,5,2,6,0,0,1,20,5-15,1-3,398,208,17-30,6.8,194,43,4.5,0-0,1,0,1,17:24,Vanderbilt,28,away,0,1,15,0,4,2,8,9,0,1,22,6-16,1-1,408,296,23-45,6.2,130,33,3.9,0-0,1,0,1,19:17,,,,,,
107,252530002,Auburn,28,home,2,1,29,0,3,2,4,11,0,1,16,6-14,0-0,320,209,12-18,11.2,118,41,2.9,0-0,1,1,0,17:27,Mississippi State,0,away,1,0,34,0,5,0,0,,,,10,5-14,0-1,207,164,12-21,6.0,81,38,2.1,0-0,3,2,1,19:13,,,,,,
108,252530193,Central Michigan,38,away,0,3,0,0,3,2,8,,,,24,8-16,1-2,569,359,26-36,9.9,213,38,5.6,0-0,2,1,1,11:44,Miami (OH),37,home,1,1,31,0,2,3,13,0,0,1,27,5-15,1-1,524,407,28-47,8.4,127,33,3.8,0-0,0,0,0,16:47,,,,,,
109,252532309,Southeast Missouri State,12,away,2,0,32,0,7,1,6,0,0,1,0,0-0,0-0,295,243,34-63,4.4,20,32,0.6,16-154,4,1,3,21:38,Kent State,33,home,1,0,65,0,5,3,7,0,0,2,14,3-16,0-4,195,211,19-44,3.9,24,23,1.0,0-0,3,2,1,14:54,70,0,4,,,
110,252532649,Western Michigan,23,away,0,1,14,1,3,1,5,0,0,1,17,4-14,1-1,299,240,20-35,6.1,84,30,2.8,0-0,0,0,0,16:36,Toledo,56,home,0,5,31,0,6,3,8,,,,31,12-17,1-1,612,367,29-39,9.2,254,43,5.9,0-0,1,0,1,19:51,,,,,,
111,252532050,Bowling Green,40,away,0,0,29,0,7,5,,47,1,2,24,8-16,1-1,554,429,27-43,9.9,127,36,3.5,0-0,4,3,1,18:00,Ball State,31,home,3,0,,,,4,7,0,0,1,14,3-16,1-1,465,323,25-34,9.0,159,32,5.0,0-0,2,0,2,00:00,,,,,,
112,252532199,Louisiana,10,away,1,1,1,0,1,0,4,,,,19,5-12,1-2,410,234,21-29,7.9,182,37,4.9,0-0,4,4,0,19:20,Eastern Michigan,31,home,4,2,21,0,2,2,7,,,,24,10-18,1-1,424,268,27-39,6.9,156,41,3.8,0-0,1,1,0,20:02,,,,,,
113,252530052,The Citadel,10,away,2,0,,,,0,4,8,0,2,0,0-0,0-0,91,54,16-27,2.4,26,32,0.8,8-38,3,2,1,19:14,Florida State,62,home,2,5,79,0,6,3,14,11,0,1,25,9-13,0-1,629,492,31-45,10.8,144,32,4.5,0-0,4,2,2,17:14,158,0,9,,,
114,252530103,Army,7,away,0,0,25,0,3,1,1,,,,18,5-16,0-1,250,163,17-32,4.8,96,35,2.7,0-0,3,1,2,17:40,Boston College,44,home,1,4,5,0,1,2,8,15,0,2,26,6-15,3-3,464,289,22-28,10.3,175,41,4.3,0-0,0,0,0,18:12,,,,,,
115,252530150,Duke,0,home,0,0,,,,0,,0,0,1,5,3-14,0-1,35,51,5-18,1.2,13,35,0.4,0-0,1,0,1,18:08,Virginia Tech,45,away,0,2,115,0,10,3,9,23,1,1,22,4-11,1-1,362,193,13-22,8.3,180,44,4.1,0-0,1,0,1,18:10,,,,,,
116,252530059,North Carolina,21,away,0,1,47,0,4,2,3,,,,15,7-16,0-1,341,307,18-39,7.2,61,26,2.3,0-0,3,0,3,16:20,Georgia Tech,27,home,0,1,18,0,7,2,9,42,0,3,20,9-20,0-1,475,353,25-48,7.4,122,33,3.7,0-0,0,0,0,20:21,,,,,,
117,252530278,Weber State,17,away,0,0,,,,2,5,,,,20,8-18,0-1,338,256,23-42,6.2,77,35,2.2,7-63,1,0,1,20:16,Fresno State,55,home,0,3,253,2,6,3,7,4,0,1,18,4-10,0-0,357,200,16-22,9.1,157,30,5.2,0-0,0,0,0,16:13,90,0,6,,,
118,252532032,UT Martin,7,away,1,1,,,,0,1,,,,13,0-0,0-0,231,64,11-20,5.2,128,52,2.5,7-51,1,1,0,23:01,Arkansas State,56,home,1,4,130,1,6,3,8,,,,14,4-9,1-1,424,170,10-16,9.1,279,35,8.0,0-0,1,1,0,13:30,,,,,,
119,252600087,Notre Dame,41,home,2,0,22,0,2,5,11,14,0,1,31,6-18,3-4,594,508,33-60,8.1,107,38,2.8,0-0,2,1,1,21:48,Michigan State,44,away,1,2,6,0,4,3,8,30,1,1,18,3-12,0-1,488,339,16-27,12.1,161,36,4.5,0-0,3,2,1,14:52,,,,,,
120,252600025,California,35,home,0,3,101,1,4,1,5,,,,18,6-11,0-0,415,121,8-18,6.7,294,35,8.4,0-0,0,0,0,15:15,Illinois,20,away,0,2,,,,0,8,,,,20,9-20,0-1,337,245,21-37,6.2,109,43,2.5,0-0,0,0,0,21:25,,,,,,
121,252600153,North Carolina,5,home,1,0,31,0,5,0,3,,,,14,3-16,0-2,338,296,16-37,7.6,57,25,2.3,0-0,1,0,1,14:56,Wisconsin,14,away,0,2,30,0,3,0,2,0,0,1,18,6-17,1-3,304,163,14-23,6.0,166,52,3.2,0-0,1,1,0,21:44,,,,,,
122,252602294,Northern Iowa,21,away,0,0,,,,3,3,,,,0,0-0,0-0,368,256,19-29,9.1,105,41,2.6,4-37,2,1,1,20:27,Iowa,45,home,1,3,9,0,3,2,9,18,1,1,24,5-11,0-1,496,277,18-23,11.5,231,39,5.9,0-0,0,0,0,11:24,45,0,3,,,
123,252600130,Eastern Michigan,0,away,0,0,0,0,1,0,,,,,10,2-12,0-1,134,137,15-30,4.0,15,24,0.6,0-0,1,0,1,14:20,Michigan,55,home,0,4,88,0,4,3,13,3,0,1,30,9-14,0-0,465,243,20-28,8.3,232,56,4.1,0-0,0,0,0,22:21,,,,,,
124,252600194,San Diego State,6,away,1,0,4,0,5,0,0,-3,0,1,3,1-12,0-0,179,183,14-22,7.5,13,19,0.7,0-0,1,1,0,13:01,Ohio State,27,home,1,3,97,0,8,0,9,,,,21,10-19,0-0,375,196,23-36,5.4,179,46,3.9,0-0,2,1,1,23:22,,,,,,
125,252600135,Florida Atlantic,7,away,1,1,,,,0,1,,,,13,6-18,1-3,246,161,13-30,5.1,92,39,2.4,0-0,1,0,1,00:00,Minnesota,46,home,0,4,35,0,8,2,10,0,0,1,26,6-11,0-2,579,230,10-21,11.0,349,48,7.3,0-0,1,1,0,17:13,,,,,,
126,252600012,Arizona,24,home,0,0,3,0,6,,,2,0,1,17,4-15,2-3,296,314,23-40,7.1,13,24,0.5,0-0,2,1,1,22:28,Purdue,31,away,1,4,3,0,3,0,7,13,0,1,16,3-12,0-0,379,147,7-18,7.8,239,45,5.3,0-0,1,0,1,19:17,,,,,,
