,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
466,312952305,Kansas,21,home,0,1,2,166,0,9,3,,,,18,5-16,2-2,286,225,25-36,5.9,75,37,2.0,9-94,2,2,0,17:39,Kansas State,59,away,2,6,26,0,7,1,153,1,4,11,,,,26,5-10,0-0,466,205,14-21,9.8,261,42,6.2,2-25,0,0,0,18:16,20,0,3
467,312950201,Texas Tech,41,away,1,1,4,100,0,6,11,0,0,1,27,6-18,1-3,572,478,34-53,8.5,120,43,2.8,9-50,0,0,0,21:07,Oklahoma,38,home,0,0,33,0,4,5,178,0,7,8,,,,24,5-17,2-2,536,412,30-55,7.5,124,25,5.0,5-61,2,1,1,14:54,22,0,5
468,312950038,Colorado,2,home,0,0,0,152,0,8,,,,,14,5-19,0-1,231,166,15-33,4.0,98,39,2.5,10-86,1,0,1,22:05,Oregon,45,away,0,3,34,0,9,2,,,,7,32,1,1,25,5-11,0-1,527,158,11-21,7.4,371,48,7.7,4-50,0,0,0,14:23,12,0,2
469,312950024,Washington,21,away,0,2,1,285,0,12,3,,,,19,6-13,0-0,430,267,24-38,6.8,172,26,6.6,7-84,3,1,2,16:00,Stanford,65,home,1,5,5,0,4,2,97,0,4,17,62,1,2,26,8-12,0-0,615,169,16-22,7.7,446,44,10.1,9-58,0,0,0,19:59,13,0,1
470,312950025,Utah,10,away,0,1,0,159,0,6,4,,,,11,4-12,1-1,178,181,12-24,6.9,13,26,0.5,3-25,4,1,3,15:00,California,34,home,1,2,0,0,4,1,46,0,3,10,72,1,3,21,8-16,0-0,384,261,19-29,8.8,129,42,3.1,8-90,0,0,0,21:32,18,0,3
471,312950265,Washington State,21,home,0,2,1,228,0,9,3,0,0,1,19,4-11,1-4,315,250,21-33,7.0,83,29,2.9,4-55,3,2,1,15:19,Oregon State,44,away,2,1,0,0,1,4,85,0,4,14,0,0,1,29,8-12,0-0,551,376,26-34,11.1,175,34,5.1,14-120,1,0,1,20:46,0,0,1
472,312950252,Idaho State,3,away,2,0,0,89,0,5,3,0,0,1,17,5-18,2-3,251,264,34-60,3.8,20,19,1.1,8-65,3,0,3,18:16,BYU,56,home,0,4,51,0,5,3,18,0,2,8,72,1,3,33,6-10,2-2,572,282,19-27,10.4,290,44,6.6,9-90,3,2,1,18:17,,,
473,312930012,Arizona,48,home,2,3,3,,,,12,,,,31,10-16,1-1,573,325,28-44,7.3,254,46,5.5,8-73,1,0,1,21:47,UCLA,12,away,0,0,1,0,1,1,151,0,6,4,10,0,1,15,2-14,1-2,323,299,17-35,8.2,37,25,1.5,10-90,2,2,0,14:11,26,0,5
474,312912032,Florida International,16,away,0,0,1,38,0,3,10,22,0,1,16,7-17,1-1,289,244,23-37,6.0,66,29,2.3,10-85,2,1,1,18:22,Arkansas State,34,home,1,3,6,0,3,1,76,0,5,10,16,0,1,21,8-15,2-2,385,158,14-24,6.1,238,45,5.3,6-56,1,0,1,18:07,4,0,2
475,313020087,Notre Dame,56,home,1,7,1,91,0,3,8,,,,21,4-7,1-1,442,260,19-25,10.4,182,35,5.2,6-51,2,1,1,17:28,Navy,14,away,1,1,1,0,1,1,174,0,10,2,9,0,1,16,8-17,0-2,229,35,5-13,2.5,196,50,3.9,3-30,1,1,0,19:19,0,0,2
476,313020097,Louisville,27,home,0,1,2,16,0,1,9,,,,15,4-11,0-0,343,220,17-24,8.3,145,33,4.4,9-69,1,1,0,19:42,Syracuse,10,away,1,0,,,,1,104,0,5,4,,,,14,3-15,2-3,246,190,22-36,4.5,84,24,3.5,11-95,0,0,0,16:58,34,0,4
477,312990221,Connecticut,20,away,0,0,2,130,0,6,8,,,,20,3-14,0-1,316,242,18-34,5.9,114,37,3.1,4-25,0,0,0,18:23,Pittsburgh,35,home,0,2,15,0,6,3,81,0,4,5,,,,27,2-10,0-0,529,464,30-43,10.1,96,28,3.4,8-70,0,0,0,18:17,36,0,5
478,313020164,West Virginia,41,away,2,4,2,83,0,5,5,0,0,2,17,2-13,1-1,428,234,20-31,7.0,210,37,5.7,6-65,1,1,0,15:32,Rutgers,31,home,1,2,0,0,2,2,98,0,5,7,,,,22,6-18,1-4,386,252,18-47,5.0,151,39,3.9,5-35,4,2,2,20:44,,,
479,313022439,UNLV,38,home,2,2,2,269,1,7,8,0,0,1,20,4-13,0-1,361,128,11-16,7.3,244,46,5.3,5-60,1,0,1,16:01,Colorado State,35,away,0,2,1,0,1,1,139,0,7,9,52,1,1,26,6-12,0-2,480,259,17-30,7.7,250,47,5.3,8-60,3,2,1,27:51,4,0,1
480,313020021,San Diego State,27,home,0,2,2,74,0,5,3,,,,21,3-12,0-1,539,264,13-27,9.1,292,37,7.9,8-70,1,0,1,17:31,Wyoming,30,away,0,2,14,0,1,2,83,0,4,6,18,0,1,22,10-19,0-0,500,359,25-36,9.5,159,44,3.6,8-61,0,0,0,19:09,1,0,4
481,313020167,Air Force,42,away,1,6,0,26,0,1,6,22,0,2,22,5-9,1-1,361,26,2-3,8.7,335,61,5.5,5-66,1,1,0,18:17,New Mexico,0,home,1,0,3,0,2,0,102,0,7,0,,,,16,6-12,0-0,223,125,17-28,3.9,114,27,4.2,10-67,3,1,2,18:59,50,0,2
482,313022393,Louisiana,45,away,1,4,1,63,0,4,9,67,1,2,25,6-14,1-1,526,194,16-23,8.2,338,54,6.3,6-40,1,1,0,21:13,Middle Tennessee,20,home,1,2,0,0,3,1,108,0,7,2,,,,20,9-18,0-2,415,239,22-40,6.0,176,37,4.8,6-55,3,1,2,15:27,6,0,2
483,313022032,Arkansas State,37,home,0,2,3,40,0,2,7,0,0,1,29,8-13,2-3,540,328,28-42,7.7,218,38,5.7,5-31,2,1,1,19:05,North Texas,14,away,1,1,,,,1,103,0,7,2,19,0,1,16,1-13,2-2,283,169,15-28,5.0,142,33,4.3,4-33,1,0,1,17:22,1,0,5
484,313020120,Boston College,28,away,0,4,0,19,0,1,4,21,0,2,22,6-14,1-2,404,32,5-12,2.7,372,62,6.0,1-10,4,3,1,22:11,Maryland,17,home,3,1,0,0,2,1,70,0,5,5,0,0,1,18,5-17,2-4,376,179,16-41,4.4,197,36,5.5,3-23,2,0,2,14:03,0,0,4
485,313022116,Memphis,0,away,0,0,0,87,0,5,0,,,,6,2-13,0-0,134,111,10-25,4.0,33,21,1.6,3-25,1,1,0,12:01,UCF,41,home,1,4,48,0,5,1,26,0,1,11,,,,28,6-15,2-2,505,255,20-27,9.0,261,49,5.3,5-45,0,0,0,24:03,-2,0,1
486,313022638,UTEP,13,home,0,1,0,44,0,3,7,0,0,1,14,6-15,0-0,262,217,21-35,5.5,68,27,2.5,5-37,2,1,1,19:43,Southern Mississippi,31,away,1,1,29,0,5,3,96,0,4,7,0,0,1,22,9-17,0-0,450,194,17-31,6.1,260,42,6.2,5-65,1,0,1,16:27,6,0,3
487,313020151,Tulane,13,away,1,1,0,111,0,6,7,10,0,1,16,4-16,1-2,266,152,16-31,4.3,134,35,3.8,5-45,2,1,1,18:14,East Carolina,34,home,1,3,59,0,3,1,45,0,3,10,22,0,1,23,5-14,1-1,461,348,30-47,7.1,125,34,3.7,10-83,2,1,1,18:26,40,0,3
488,313020276,Marshall,59,home,2,0,6,93,0,3,11,74,1,3,21,6-13,0-0,429,297,21-30,9.7,138,36,3.8,8-60,1,0,1,18:18,UAB,14,away,0,2,-4,0,3,0,205,0,10,2,16,0,1,19,2-11,0-3,310,267,21-43,5.6,70,34,2.1,4-40,5,2,3,18:22,4,0,1
489,313020202,SMU,7,away,1,1,0,70,0,4,1,0,0,1,17,2-13,1-2,265,201,17-37,4.9,85,27,3.1,6-72,5,1,4,18:14,Tulsa,38,home,1,4,7,0,5,1,28,0,2,8,44,0,4,25,8-19,2-3,451,298,24-36,7.6,177,56,3.2,8-73,2,1,1,19:30,3,0,3
490,313000248,Rice,34,away,2,2,1,174,0,8,10,0,0,1,18,5-18,0-1,475,121,7-19,6.1,359,60,6.0,6-49,1,1,0,21:35,Houston,73,home,1,0,2,0,6,9,154,1,7,13,,,,26,6-13,0-1,656,536,24-40,13.4,122,26,4.7,1-10,3,2,1,13:25,0,0,1
491,313012628,BYU,28,away,0,1,1,167,0,7,8,,,,24,8-15,0-3,354,230,15-31,6.9,139,50,2.8,5-39,3,1,2,18:36,TCU,38,home,1,3,19,0,1,2,109,0,5,8,0,0,2,14,5-14,1-1,283,157,13-23,6.4,136,39,3.5,6-58,0,0,0,17:14,69,1,5
492,313020070,Hawai'i,16,away,0,0,1,103,0,3,10,20,0,2,21,8-17,0-0,353,376,32-53,6.4,15,21,0.7,9-81,3,2,1,18:09,Idaho,14,home,2,1,0,0,2,0,81,0,5,2,23,0,1,13,3-13,0-2,234,90,11-24,3.5,149,38,3.9,4-55,2,0,2,17:48,17,0,5
493,313022433,Louisiana Monroe,28,home,1,2,2,94,0,5,4,0,0,1,30,7-18,2-3,456,402,29-59,6.2,91,30,3.0,11-76,1,0,1,17:21,Western Kentucky,31,away,0,2,4,0,3,2,98,0,2,5,0,0,1,19,9-17,1-1,283,182,13-22,7.0,128,47,2.7,8-66,2,1,1,24:21,10,0,2
494,313020245,Texas A&M,31,home,1,1,3,107,0,5,7,,,,29,14-23,0-1,500,320,35-53,6.0,183,46,4.0,7-50,3,2,1,21:10,Missouri,38,away,2,3,-1,0,3,2,112,0,4,8,45,0,1,25,6-15,1-2,482,213,16-24,8.3,284,50,5.7,5-45,1,1,0,15:30,0,0,1
495,313020194,Ohio State,33,home,0,3,1,128,0,5,9,,,,16,11-20,1-1,357,94,7-12,7.4,268,58,4.6,4-37,1,1,0,25:54,Wisconsin,29,away,1,1,6,0,5,3,137,0,6,3,,,,15,6-15,0-1,342,281,20-32,7.9,89,29,3.1,3-9,0,0,0,14:20,32,0,8
496,313020213,Illinois,7,away,2,0,1,29,0,2,1,0,0,1,16,7-18,0-1,286,111,13-24,3.9,192,50,3.8,6-50,4,2,2,19:59,Penn State,10,home,2,1,32,0,9,0,51,0,2,4,8,0,2,14,3-15,0-1,209,123,9-28,3.5,111,41,2.7,4-30,3,2,1,16:24,0,0,4
497,313020130,Michigan,36,home,0,4,0,81,0,3,10,0,0,1,25,7-13,1-2,535,204,10-17,11.5,339,53,6.4,5-51,2,0,2,22:17,Purdue,14,away,0,0,25,0,2,2,98,0,4,2,0,0,2,16,3-13,1-2,311,242,17-27,8.2,89,29,3.1,8-86,1,0,1,14:15,0,0,2
498,313020084,Northwestern,59,away,0,3,5,67,0,3,11,2,0,1,30,6-10,1-1,616,299,18-23,13.0,317,56,5.7,4-29,1,1,0,26:20,Indiana,38,home,1,4,,,,1,142,0,9,8,,,,28,8-15,1-1,488,175,14-26,6.5,319,49,6.5,7-79,1,0,1,16:07,6,0,2
499,313020158,Nebraska,24,home,0,2,1,28,0,1,6,26,0,1,18,7-15,0-0,270,85,7-13,6.2,190,58,3.3,9-58,1,0,1,19:18,Michigan State,3,away,0,0,31,0,4,0,119,0,4,3,25,0,1,12,3-14,1-3,187,107,11-27,3.2,101,30,3.4,9-90,1,0,1,17:33,-4,0,2
500,313020135,Minnesota,22,home,1,2,1,82,0,4,4,,,,15,3-11,2-2,371,193,11-17,11.4,178,40,4.4,4-40,1,1,0,17:30,Iowa,21,away,1,2,0,0,3,1,63,0,4,3,,,,21,4-11,1-3,446,203,16-24,7.4,269,42,6.4,3-12,1,1,0,19:10,0,0,1
501,313022348,San José State,28,away,2,1,3,88,0,6,2,,,,16,4-13,0-1,350,355,34-50,6.8,12,17,0.7,3-25,5,1,4,15:04,Louisiana Tech,38,home,1,2,44,0,6,2,95,0,4,8,62,1,4,22,10-23,2-2,497,241,17-27,8.8,260,61,4.3,8-71,2,2,0,26:22,32,0,3
502,313020057,Florida,20,home,0,0,1,200,1,5,8,0,0,1,11,2-13,1-2,226,288,12-34,7.2,-19,22,-0.9,14-106,2,2,0,13:28,Georgia,24,away,2,1,0,0,2,2,73,0,4,6,,,,23,7-19,3-3,354,180,15-34,5.0,185,49,3.8,4-22,1,0,1,23:00,8,0,1
503,313022633,South Carolina,14,away,0,1,1,23,0,1,2,0,0,2,20,10-18,1-1,318,100,10-18,4.8,231,53,4.4,4-35,3,2,1,23:09,Tennessee,3,home,2,0,0,0,2,0,88,0,3,3,54,0,1,10,2-14,3-5,186,157,15-38,4.0,35,21,1.7,7-43,2,0,2,14:06,3,0,5
504,313020096,Mississippi State,28,away,0,2,2,54,0,4,4,,,,21,4-8,1-1,398,264,15-21,12.6,134,32,4.2,3-24,3,2,1,14:03,Kentucky,16,home,2,1,-1,0,2,0,83,0,4,10,0,0,1,18,9-19,2-3,307,209,29-38,5.0,118,39,3.0,5-45,0,0,0,22:02,45,0,2
505,313020238,Arkansas,31,away,2,1,1,97,0,5,11,-2,0,1,21,5-15,2-2,388,336,27-43,7.3,72,26,2.8,7-59,2,2,0,19:25,Vanderbilt,28,home,2,3,25,0,5,1,129,0,5,4,,,,19,6-15,2-2,462,249,15-28,8.6,222,42,5.3,3-35,3,2,1,19:34,21,0,4
506,313020002,Auburn,41,home,2,1,4,88,0,5,11,41,0,1,20,5-11,0-0,414,174,12-15,10.7,254,50,5.1,4-20,2,2,0,19:02,Ole Miss,23,away,2,2,0,0,3,1,71,0,3,5,,,,21,7-15,0-1,382,194,16-28,5.8,220,44,5.0,6-29,3,2,1,17:38,9,0,2
507,313020166,New Mexico State,34,home,2,2,3,167,0,8,2,,,,23,7-16,1-2,514,495,22-46,10.1,48,29,1.7,11-85,3,0,3,16:32,Nevada,48,away,0,7,26,0,3,0,124,0,6,6,25,0,3,29,6-13,2-4,683,309,22-32,9.7,374,48,7.8,7-58,2,2,0,19:20,34,0,3
508,313020193,Buffalo,13,away,1,1,1,75,0,6,1,0,0,1,21,6-16,1-4,358,295,24-41,6.9,77,34,2.3,7-68,3,1,2,19:54,Miami (OH),41,home,1,1,1,0,4,5,56,0,3,5,0,0,2,19,5-9,0-1,441,321,20-26,12.0,128,31,4.1,6-40,2,1,1,16:55,2,0,2
509,313022309,Bowling Green,15,away,2,0,1,107,0,5,9,,,,24,4-14,0-2,445,426,29-49,8.2,45,28,1.6,2-10,4,2,2,18:57,Kent State,27,home,2,1,,,,1,59,0,4,9,5,0,2,16,4-13,0-0,319,179,16-23,7.8,140,36,3.9,7-57,2,2,0,19:36,31,0,4
510,313022006,Central Michigan,23,away,0,1,1,64,0,4,11,0,0,1,18,5-15,0-0,383,201,17-31,6.2,192,32,6.0,2-20,0,0,0,18:24,Akron,22,home,0,1,33,0,6,2,65,0,5,4,,,,22,7-19,3-3,407,283,26-41,6.6,138,33,4.2,3-35,1,0,1,18:08,1,0,4
511,313022711,Ball State,35,away,1,2,3,86,0,5,5,14,0,3,34,5-13,1-4,555,343,35-50,6.7,220,37,5.9,9-63,2,0,2,18:40,Western Michigan,45,home,0,3,18,0,2,3,129,0,6,9,19,0,2,29,11-15,1-1,610,476,30-42,11.1,145,39,3.7,11-106,4,1,3,17:53,,,
512,313020052,NC State,0,away,0,0,0,107,0,6,0,3,0,1,12,7-16,0-0,166,159,19-34,3.8,36,28,1.3,3-20,4,2,2,16:31,Florida State,34,home,2,2,37,0,5,2,,,,10,7,0,2,23,4-10,0-0,444,328,25-34,9.4,123,37,3.3,5-42,1,0,1,19:41,1,0,2
513,313020059,Georgia Tech,31,home,2,4,0,62,0,3,7,2,0,2,22,7-14,1-2,443,61,4-9,6.7,383,67,5.7,4-23,2,1,1,23:21,Clemson,17,away,1,1,0,0,2,1,124,0,6,5,26,0,1,18,5-13,0-0,399,323,24-41,7.4,95,24,4.0,5-30,4,2,2,12:19,7,0,3
514,313020153,North Carolina,49,home,1,4,3,24,0,1,7,22,0,4,22,7-15,2-2,562,354,21-28,12.1,224,47,4.8,4-46,1,1,0,21:30,Wake Forest,24,away,1,3,19,0,3,0,125,0,8,6,,,,18,4-10,0-1,331,221,22-37,5.7,121,26,4.7,4-30,5,1,4,14:29,0,0,1
515,313020150,Duke,10,home,0,1,0,60,0,3,4,43,0,2,16,4-16,1-3,326,236,19-40,5.7,100,28,3.6,3-15,4,1,3,16:38,Virginia Tech,14,away,1,1,,,,1,53,0,3,2,19,0,3,20,5-14,0-1,433,206,17-28,6.8,243,42,5.8,9-94,2,0,2,19:30,57,0,3
516,313002390,Virginia,28,away,1,0,3,59,0,6,8,,,,21,6-15,1-1,470,263,12-21,12.5,207,42,4.9,3-18,0,0,0,18:39,Miami,21,home,0,0,0,0,1,3,175,0,6,3,,,,20,2-9,2-3,432,364,23-32,10.8,85,28,3.0,5-51,1,1,0,18:01,2,0,3
517,313020349,Fordham,0,away,3,0,0,112,0,7,,,,,6,3-13,0-1,96,35,3-9,1.9,79,36,2.2,1-10,1,0,1,16:05,Army,55,home,0,6,1,0,3,1,21,0,1,7,21,0,1,27,6-8,0-1,544,34,1-2,15.0,514,60,8.6,2-20,3,3,0,27:37,,,
518,313020197,Baylor,24,away,1,2,1,124,0,6,6,,,,36,7-18,5-7,622,455,34-51,8.7,176,54,3.3,3-28,5,3,2,23:40,Oklahoma State,59,home,3,5,,,,3,56,0,3,11,61,0,2,23,8-13,1-1,601,274,24-36,7.6,327,27,12.1,7-80,1,1,0,13:06,3,0,1
519,313022306,Oklahoma,58,away,1,3,5,12,0,2,10,,,,34,7-10,0-0,690,520,37-50,10.4,170,25,6.8,5-45,2,0,2,17:26,Kansas State,17,home,0,2,0,0,1,0,136,0,6,5,34,0,2,15,4-13,0-0,240,108,8-16,3.6,182,43,4.2,5-35,1,1,0,19:14,26,0,6
520,313020251,Kansas,0,away,1,0,0,134,0,7,,0,0,1,3,1-10,0-1,46,71,7-16,3.0,-2,20,-0.1,4-27,2,1,1,09:09,Texas,43,home,1,5,6,0,4,0,33,0,2,11,0,0,1,35,11-16,0-0,590,164,16-21,7.1,441,72,6.1,6-65,2,1,1,26:41,0,0,1
521,313022641,Texas Tech,7,home,1,1,0,141,0,8,1,,,,15,3-13,0-1,290,191,18-38,5.0,99,26,3.8,4-45,3,1,2,28:24,Iowa State,41,away,1,4,2,0,6,1,28,0,1,11,73,0,2,24,11-22,2-2,512,158,14-26,5.5,368,67,5.5,4-30,1,1,0,34:25,8,0,3
522,313022483,Washington State,28,away,0,1,1,176,0,7,8,77,1,2,30,8-18,1-1,462,355,28-48,7.0,125,39,3.2,9-90,2,0,2,24:26,Oregon,43,home,0,1,36,1,2,3,182,1,5,5,61,0,2,20,5-9,0-2,454,249,12-20,12.1,213,36,5.9,10-62,2,0,2,12:01,5,0,2
523,313020030,USC,48,home,0,2,3,63,0,5,12,33,1,1,25,4-12,0-0,432,284,28-45,6.3,148,23,6.4,3-35,2,1,1,15:25,Stanford,56,away,1,4,32,0,5,3,123,0,6,12,0,0,1,29,6-15,1-1,516,350,29-40,8.3,186,48,3.9,11-91,1,0,1,21:15,22,0,3
524,313020264,Arizona,31,away,0,0,2,171,0,7,11,91,1,3,25,3-11,0-0,424,407,32-50,7.8,36,19,1.9,6-56,4,1,3,16:08,Washington,42,home,1,5,0,0,1,1,177,0,6,6,14,0,3,24,7-15,1-1,489,323,17-31,10.0,179,43,4.2,8-73,3,0,3,19:26,-2,0,3
525,313020026,UCLA,31,home,1,4,0,48,0,3,7,30,0,4,21,6-15,1-1,386,104,9-18,5.1,294,52,5.7,4-31,2,2,0,20:38,California,14,away,2,2,9,0,3,0,34,0,1,2,,,,15,2-12,1-2,333,212,14-30,6.6,134,33,4.1,5-60,5,1,4,16:17,3,0,3
526,313020254,Utah,27,home,1,1,2,16,0,1,9,40,0,3,13,3-12,0-0,287,74,6-14,4.4,225,44,5.1,4-40,1,1,0,17:24,Oregon State,8,away,1,0,0,0,6,1,110,0,6,0,,,,17,6-18,0-2,263,290,27-49,4.7,32,26,1.2,6-35,4,1,3,19:17,24,0,2
527,313020009,Colorado,14,away,1,0,1,176,0,7,2,,,,22,7-17,1-3,420,357,26-42,8.0,83,32,2.6,6-35,5,3,2,28:18,Arizona State,48,home,3,4,1,0,3,2,91,0,3,12,31,0,2,25,4-11,0-0,522,327,19-29,10.9,207,36,5.8,11-106,1,1,0,16:35,2,0,4
528,312982229,Florida International,23,home,0,0,2,86,0,4,11,4,0,2,26,8-20,1-1,521,289,20-37,7.7,236,52,4.5,7-50,4,3,1,22:39,Troy,20,away,3,2,4,0,3,0,78,0,4,2,18,0,1,12,3-14,0-1,299,252,20-34,6.3,84,25,3.4,9-46,2,0,2,14:01,33,0,3
529,313092426,Troy,14,away,0,1,1,167,0,6,2,,,,21,5-14,3-5,330,222,27-37,5.7,118,34,3.5,4-40,2,2,0,15:07,Navy,42,home,2,5,,,,1,47,0,3,6,,,,27,5-12,2-4,517,127,4-8,15.9,390,64,6.1,4-25,0,0,0,21:22,10,0,3
530,313090041,Connecticut,28,home,1,3,1,123,0,3,4,12,0,2,18,3-8,0-0,311,136,8-14,8.1,198,47,4.2,4-55,5,3,2,17:35,Syracuse,21,away,3,1,6,0,2,2,75,0,4,3,16,0,2,22,7-14,1-2,365,291,24-39,7.1,90,34,2.6,5-35,3,1,2,19:05,5,0,1
531,313090221,Cincinnati,26,away,1,2,0,112,0,6,14,12,0,1,17,2-13,1-1,366,230,19-32,6.7,152,37,4.1,2-20,2,0,2,18:28,Pittsburgh,23,home,0,1,9,0,2,1,86,0,6,11,44,0,2,19,6-17,0-1,397,244,24-38,5.7,179,37,4.8,4-20,2,1,1,18:12,0,0,3
532,313090164,South Florida,17,away,1,1,1,65,0,3,5,0,0,1,22,10-23,0-0,381,182,14-34,4.7,221,52,4.3,5-46,2,1,1,22:01,Rutgers,20,home,1,0,0,0,5,1,162,1,4,8,4,0,1,15,3-16,1-1,228,268,22-41,5.7,-7,28,-0.3,8-55,2,1,1,17:16,19,0,6
533,313090277,Louisville,38,away,2,3,1,127,0,6,8,,,,15,5-13,1-1,351,268,21-27,9.1,105,33,3.2,3-25,1,0,1,18:13,West Virginia,35,home,0,2,0,0,3,3,234,0,7,5,15,0,1,28,8-14,0-1,533,444,31-44,9.3,123,34,3.6,5-30,2,2,0,17:15,0,0,1
534,313092751,TCU,31,away,0,4,0,175,0,5,7,,,,28,3-7,1-1,617,240,17-24,9.5,390,47,8.3,5-58,5,4,1,17:53,Wyoming,20,home,4,0,0,0,1,2,66,0,4,8,13,0,1,15,6-15,0-0,353,252,22-36,6.9,106,28,3.8,1-15,0,0,0,18:47,8,0,3
535,313090021,New Mexico,7,away,0,1,0,83,0,4,1,,,,8,4-14,0-0,162,102,10-20,4.4,74,29,2.6,9-67,2,0,2,16:22,San Diego State,35,home,0,5,13,0,7,0,24,0,2,5,0,0,2,23,5-12,0-1,486,280,16-24,11.3,215,48,4.5,3-33,0,0,0,20:18,-2,0,1
536,313092005,Army,14,away,2,2,0,66,0,5,2,,,,20,5-12,1-4,366,26,2-10,2.6,340,64,5.3,5-36,5,4,1,19:28,Air Force,24,home,4,2,6,0,1,0,44,0,2,10,20,0,1,16,9-17,0-0,301,127,6-12,10.2,179,54,3.3,6-44,2,2,0,17:25,5,0,2
537,313092439,Boise State,48,away,0,2,5,14,0,1,6,,,,20,11-17,1-1,416,233,21-34,6.8,185,34,5.4,4-53,0,0,0,17:28,UNLV,21,home,0,1,8,0,3,2,93,0,6,3,,,,17,3-13,1-1,319,146,14-24,5.7,182,35,5.2,9-84,0,0,0,18:20,42,0,6
538,313092633,Tennessee,24,home,1,2,1,39,0,1,6,39,0,2,22,10-17,0-2,411,297,23-33,8.8,120,45,2.7,4-45,0,0,0,23:45,Middle Tennessee,0,away,0,0,0,0,2,0,74,0,4,,,,,13,3-11,0-1,230,133,18-31,4.3,97,21,4.6,1-10,3,1,2,12:26,19,0,3
539,313090120,Virginia,31,away,2,2,2,98,0,4,7,15,0,3,24,7-15,1-2,527,307,23-36,8.5,220,45,4.9,5-40,3,2,1,20:32,Maryland,13,home,2,0,-3,0,1,1,153,0,6,7,3,0,1,16,3-14,1-4,353,275,20-43,6.3,84,22,3.8,4-25,5,2,3,20:25,0,0,2
540,313072116,Tulsa,24,away,0,1,1,72,0,4,10,,,,28,6-13,1-2,454,203,15-28,7.3,251,44,5.7,0-0,1,1,0,16:13,UCF,17,home,1,1,11,0,1,1,172,0,6,5,,,,18,5-12,1-3,381,226,16-24,9.4,155,37,4.2,6-64,0,0,0,19:31,8,0,1
541,313090151,East Carolina,28,home,1,2,2,142,0,9,4,,,,24,9-19,2-3,420,334,27-42,7.4,111,47,2.4,3-35,2,0,2,21:45,Southern Mississippi,48,away,0,1,116,2,7,1,56,0,4,12,176,2,2,17,3-10,0-0,299,162,17-26,6.2,137,30,4.6,8-65,1,1,0,14:55,14,0,4
542,313090005,Houston,56,away,0,4,3,28,0,2,8,54,1,1,34,8-12,1-2,654,488,43-51,9.6,166,32,5.2,8-77,1,1,0,17:09,UAB,13,home,1,0,,,,1,189,0,9,7,,,,17,3-13,0-0,269,175,17-31,5.0,115,33,3.5,6-62,1,0,1,18:57,0,0,4
543,313092567,Tulane,24,away,1,0,2,74,0,4,6,,,,16,8-17,0-1,271,242,20-36,5.9,57,30,1.9,8-56,2,2,0,16:01,SMU,45,home,2,3,-7,0,2,3,65,0,3,9,,,,23,8-13,0-0,453,337,29-40,8.1,131,28,4.7,6-50,1,1,0,20:31,9,0,1
544,313090023,San José State,29,home,2,2,1,159,0,5,9,3,0,1,17,5-17,0-1,357,289,29-42,6.9,68,25,2.7,3-25,2,2,0,18:11,Idaho,32,away,2,3,0,0,1,1,75,0,5,6,,,,17,6-14,0-0,345,193,13-20,8.1,183,46,4.0,3-14,3,2,1,18:34,0,0,3
545,313060195,Ohio,35,home,1,2,3,84,0,4,5,,,,21,5-11,0-1,521,297,16-25,11.2,240,42,5.7,4-58,1,1,0,17:11,Temple,31,away,1,1,-4,0,1,3,113,0,6,7,,,,17,6-14,1-2,437,129,9-17,7.6,308,45,6.8,6-45,1,1,0,19:04,1,0,3
546,313090098,Florida International,9,away,1,0,0,74,0,2,9,15,0,1,8,2-12,1-2,180,144,10-20,6.4,52,27,1.9,8-70,1,0,1,14:40,Western Kentucky,10,home,0,1,5,0,3,0,80,0,4,4,27,0,1,22,5-13,0-0,324,155,8-24,6.0,181,47,3.9,7-55,2,1,1,21:20,0,0,2
547,313090239,Baylor,42,home,1,3,3,13,0,3,4,,,,32,8-15,1-1,686,432,27-41,9.9,280,42,6.7,8-74,1,1,0,18:02,Missouri,39,away,1,2,0,0,2,3,94,0,5,7,,,,32,7-15,1-3,568,333,33-46,7.1,243,40,6.1,6-57,1,1,0,18:38,,,
