,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
630,313162305,Kansas,30,home,3,3,1,56,0,3,6,7,0,1,26,10-20,3-3,404,113,17-27,4.0,296,64,4.6,6-55,3,0,3,26:30,Baylor,31,away,0,1,3,0,2,3,3,0,1,7,34,0,3,22,5-11,1-1,505,312,22-30,10.4,193,28,6.9,6-39,4,3,1,14:06,37,0,2
631,313160024,Stanford,30,home,2,1,3,149,0,9,6,,,,24,5-14,1-1,385,281,27-41,6.2,129,35,3.7,5-40,5,3,2,20:30,Oregon,53,away,3,3,3,0,2,3,114,0,6,9,70,1,2,18,1-9,2-3,387,181,11-17,9.1,232,46,5.0,5-50,2,2,0,17:33,3,0,3
632,313160030,USC,40,home,0,3,1,127,1,3,8,,,,21,7-15,2-2,426,182,18-28,6.2,252,40,6.3,11-78,0,0,0,20:28,Washington,17,away,0,1,10,0,3,1,176,0,7,5,,,,13,2-13,1-1,244,233,21-31,6.4,46,24,1.9,12-91,0,0,0,15:03,32,0,5
633,313160025,Oregon State,6,away,0,0,0,119,0,5,6,6,0,1,18,3-11,0-1,270,258,26-40,6.0,31,21,1.5,6-59,3,1,2,14:31,California,23,home,1,2,0,0,1,1,23,0,1,5,30,0,2,24,5-11,0-0,424,137,13-19,6.7,296,46,6.4,15-130,1,0,1,22:18,1,0,3
634,313160265,Arizona State,27,away,1,1,1,169,1,7,9,,,,21,5-16,1-2,411,353,28-44,8.0,60,25,2.4,6-41,1,1,0,16:26,Washington State,37,home,1,1,,,,4,89,0,5,7,,,,23,8-17,1-1,583,514,28-39,12.9,80,38,2.1,8-73,1,1,0,19:29,0,0,1
635,313160254,Utah,31,home,0,2,1,53,0,2,7,67,1,2,16,5-11,0-1,291,73,5-13,5.2,224,41,5.5,4-35,1,1,0,22:29,UCLA,6,away,1,0,0,0,1,0,109,0,6,6,,,,15,4-15,0-2,295,169,12-24,6.1,149,43,3.5,12-91,2,0,2,19:31,20,0,4
636,313160038,Colorado,48,home,1,4,3,26,0,1,6,7,0,3,27,7-13,1-1,500,227,17-27,8.4,273,45,6.1,7-53,2,1,1,20:05,Arizona,29,away,1,2,7,0,1,1,92,0,6,5,29,1,1,23,5-14,1-3,412,370,35-53,6.6,60,23,2.6,7-77,4,1,3,16:02,,,
637,313162032,Arkansas State,30,home,1,1,2,92,0,4,12,79,0,4,20,5-17,1-2,397,236,21-33,6.9,169,45,3.8,12-83,1,1,0,24:12,Louisiana,21,away,1,1,0,0,5,2,92,0,6,3,,,,17,6-16,1-1,314,276,24-45,5.5,66,28,2.4,10-67,5,1,4,15:23,-13,0,4
638,313162229,Florida International,41,home,0,3,1,62,0,2,11,79,0,3,21,6-12,1-2,354,135,18-24,5.6,219,37,5.9,10-97,1,1,0,16:08,Florida Atlantic,7,away,1,0,7,0,1,1,106,0,5,1,,,,21,8-19,0-2,302,258,21-38,5.4,96,37,2.6,14-142,3,0,3,20:32,105,1,4
639,313230023,San José State,27,home,1,2,1,81,0,4,9,,,,27,4-11,0-0,465,357,33-44,7.8,120,32,3.8,2-15,2,1,1,19:59,Navy,24,away,1,3,11,0,2,0,81,0,4,6,11,0,1,18,5-14,1-4,344,108,9-20,4.5,254,49,5.2,2-20,1,1,0,16:41,0,0,2
640,313230164,Cincinnati,3,away,0,0,0,106,0,5,3,,,,11,4-15,2-3,225,186,12-31,5.1,67,28,2.4,5-42,2,1,1,13:13,Rutgers,20,home,1,2,5,0,3,0,12,0,1,8,0,0,1,23,8-18,0-1,385,208,21-35,5.2,203,45,4.5,9-70,0,0,0,23:28,4,0,4
641,313232628,TCU,34,home,1,3,0,31,0,1,10,69,1,1,20,7-15,2-2,372,128,13-20,5.8,255,43,5.9,3-20,1,1,0,18:09,Colorado State,10,away,1,0,1,0,2,1,69,0,4,4,,,,18,5-13,0-2,408,248,14-25,9.9,160,38,4.2,11-98,2,1,1,18:01,47,0,5
642,313232751,New Mexico,10,away,1,1,0,128,0,5,4,,,,15,4-14,1-1,296,166,18-28,5.8,134,34,3.9,9-54,2,1,1,20:21,Wyoming,31,home,1,3,50,0,4,1,72,0,2,7,0,0,1,24,11-17,0-1,462,219,23-38,5.6,250,40,6.3,1-15,1,1,0,16:19,0,0,2
643,313230021,Boise State,52,away,3,3,4,67,0,3,10,1,0,1,26,10-16,1-1,497,376,28-40,9.1,131,43,3.0,6-41,2,1,1,21:04,San Diego State,35,home,1,2,-6,0,3,3,156,0,9,3,3,0,1,24,7-16,1-1,470,359,30-51,6.9,120,21,5.7,7-65,4,3,1,20:45,1,0,5
644,313232005,UNLV,17,away,1,2,0,106,0,5,5,,,,17,12-20,1-2,268,45,6-14,2.9,227,58,3.9,6-52,2,1,1,19:06,Air Force,45,home,1,5,34,0,3,1,18,0,1,9,-2,0,1,27,4-11,2-2,522,128,7-13,9.8,394,58,6.8,4-35,1,1,0,16:56,,,
645,313232393,Arkansas State,45,away,1,4,2,41,0,2,7,,,,29,9-18,0-1,536,348,29-41,8.1,203,51,4.0,4-28,3,2,1,20:38,Middle Tennessee,19,home,2,1,18,0,2,1,35,0,3,5,46,0,1,17,5-19,0-5,299,227,28-48,4.6,80,35,2.3,8-78,1,1,0,15:46,44,0,8
646,313230249,Western Kentucky,31,away,0,1,3,42,0,4,7,6,0,2,22,9-16,0-0,483,231,19-29,8.0,252,49,5.1,10-95,0,0,0,24:25,North Texas,21,home,0,1,9,0,4,2,111,0,6,3,,,,21,3-9,0-1,322,254,20-36,7.1,68,20,3.4,4-21,2,0,2,12:15,4,0,2
647,313230041,Louisville,34,away,1,3,0,190,1,4,4,5,0,1,15,5-15,0-0,299,189,15-23,7.5,126,43,2.9,7-50,2,1,1,23:39,Connecticut,20,home,1,1,3,0,5,1,107,0,4,8,4,0,1,16,3-16,1-2,329,260,18-45,5.6,76,23,3.3,7-45,2,1,1,14:37,0,0,5
648,313230154,Wake Forest,31,home,1,1,3,73,0,3,7,,,,23,8-17,1-2,514,342,20-32,10.0,194,48,4.0,5-50,0,0,0,22:31,Maryland,10,away,0,0,9,0,4,1,86,0,5,4,,,,22,4-16,1-3,415,186,20-42,4.4,229,34,6.7,3-20,1,1,0,14:09,0,0,3
649,313230058,Miami,6,away,0,0,0,20,0,1,6,15,0,1,21,8-19,0-0,316,308,27-35,7.4,57,40,1.4,6-45,2,2,0,23:30,South Florida,3,home,2,0,12,0,5,0,32,0,2,3,,,,16,2-12,0-0,249,133,16-27,4.9,116,30,3.9,4-40,1,0,1,13:10,0,0,7
650,313230151,East Carolina,38,home,0,1,4,83,0,6,8,18,0,2,18,3-14,2-2,389,210,19-31,6.5,186,35,5.3,5-43,2,1,1,15:48,UCF,31,away,1,1,37,0,3,3,192,0,6,7,15,0,1,16,9-18,0-2,313,213,18-32,6.2,115,42,2.7,9-96,2,0,2,20:50,13,0,3
651,313210235,Marshall,23,away,0,2,1,169,0,5,5,,,,15,5-14,1-2,293,164,13-23,6.5,143,39,3.7,8-54,6,4,2,16:09,Memphis,22,home,4,1,5,0,3,0,75,0,5,4,6,0,2,17,5-17,1-3,277,252,23-47,5.1,39,26,1.5,5-50,0,0,0,20:24,43,0,6
652,313210005,UAB,34,home,3,3,1,101,0,5,10,41,0,1,23,12-17,0-0,425,236,17-26,9.1,189,52,3.6,4-40,1,1,0,22:23,Southern Mississippi,31,away,1,1,7,0,1,3,171,0,7,7,,,,28,4-10,2-3,523,280,22-31,8.8,251,35,7.2,5-41,4,3,1,13:44,,,
653,313232638,UTEP,28,home,1,4,0,93,0,5,2,0,0,1,28,8-15,1-1,429,294,26-46,5.8,163,42,3.9,6-57,2,0,2,21:10,Tulsa,57,away,0,3,4,0,2,3,113,1,2,7,34,1,2,24,6-7,0-0,500,300,21-27,11.1,200,33,6.1,4-60,2,1,1,14:49,15,0,1
654,313230248,SMU,7,away,0,0,1,204,0,8,1,,,,16,5-15,2-2,263,272,23-40,6.0,24,26,0.9,7-30,3,2,1,19:10,Houston,37,home,2,2,24,0,2,2,,,,13,0,0,1,25,8-17,3-3,513,365,32-47,7.8,148,31,4.8,2-11,0,0,0,17:30,0,0,2
655,313230242,Rice,19,home,1,2,0,14,0,1,7,29,0,1,14,4-14,0-1,237,153,17-26,4.6,118,35,3.4,2-15,0,0,0,19:30,Tulane,7,away,0,0,17,0,4,1,46,0,2,1,,,,17,9-19,1-2,289,172,19-39,4.2,126,33,3.8,4-32,2,1,1,23:31,9,0,2
656,313230070,Utah State,49,away,1,5,2,201,0,7,7,1,0,1,21,6-13,2-2,492,186,13-18,10.1,310,52,6.0,7-75,4,3,1,13:37,Idaho,42,home,3,3,14,0,2,1,131,0,6,10,78,1,1,26,11-22,2-3,450,283,27-39,7.1,175,53,3.3,10-87,2,1,1,23:03,0,0,1
657,313230218,Army,14,away,0,2,0,45,0,3,2,,,,20,8-17,2-3,368,28,2-12,2.3,340,60,5.7,3-21,1,0,1,21:01,Temple,42,home,0,5,13,0,1,1,63,0,2,6,0,0,1,20,3-6,0-0,414,88,4-5,15.8,335,42,8.0,4-20,0,0,0,15:09,,,
658,313230142,Texas Tech,27,away,1,2,1,20,0,2,9,,,,27,10-18,1-1,457,323,37-53,5.9,142,31,4.6,10-80,1,0,1,18:53,Missouri,31,home,0,2,7,0,3,2,128,0,5,7,0,0,1,24,5-12,1-1,490,175,13-20,8.6,318,49,6.5,4-30,1,1,0,17:16,0,0,2
659,313230245,Kansas,7,away,1,1,0,59,0,4,1,,,,19,9-20,1-3,197,178,19-28,4.8,64,55,1.2,6-40,3,2,1,23:37,Texas A&M,61,home,2,4,162,1,4,3,,,,11,42,0,1,23,5-8,0-2,469,280,21-27,10.4,189,33,5.7,1-15,1,1,0,13:03,,,
660,313230356,Illinois,17,home,1,2,0,-3,0,1,5,,,,19,3-11,3-4,301,159,22-31,4.9,149,34,4.4,6-63,4,1,3,16:36,Wisconsin,28,away,1,3,,,,1,17,0,2,4,3,0,3,16,5-11,2-2,285,105,10-13,6.9,195,45,4.3,6-52,1,1,0,20:04,0,0,1
661,313230194,Ohio State,14,home,0,1,1,72,0,3,2,15,0,1,15,7-13,0-2,289,100,7-17,4.9,206,43,4.8,6-32,2,2,0,18:14,Penn State,20,away,2,2,10,0,3,0,34,0,2,8,,,,16,6-13,0-1,327,88,10-18,4.9,239,39,6.1,5-40,1,0,1,18:37,0,0,1
662,313232509,Iowa,31,away,2,1,3,42,0,3,7,16,0,2,22,8-16,1-1,408,288,22-32,8.5,135,43,3.1,5-40,2,2,0,20:10,Purdue,21,home,2,1,0,0,2,1,97,0,5,3,,,,20,9-17,1-1,282,208,17-34,5.3,101,36,2.8,1-7,4,2,2,16:32,5,0,1
663,313230127,Michigan State,55,home,0,3,3,72,0,2,13,86,1,2,22,6-12,0-1,470,296,21-31,9.5,174,34,5.1,5-45,0,0,0,18:32,Indiana,3,away,0,0,0,0,1,0,196,0,8,3,,,,12,3-15,0-2,236,166,15-32,4.4,94,37,2.5,8-75,2,0,2,17:33,64,0,6
664,313230130,Nebraska,17,away,0,1,1,159,0,7,5,10,0,1,11,3-13,0-2,260,126,9-23,5.3,138,31,4.5,8-73,3,3,0,11:34,Michigan,45,home,3,4,33,0,5,2,70,0,3,9,,,,24,8-18,1-1,418,193,11-19,9.5,238,61,3.9,5-45,1,0,1,24:09,11,0,3
665,313230077,Minnesota,13,away,1,1,0,58,0,3,7,0,0,1,22,7-15,0-1,393,129,9-22,5.6,269,51,5.3,5-43,2,1,1,19:34,Northwestern,28,home,1,2,,,,2,86,0,2,4,0,0,1,23,8-16,3-4,368,227,22-31,7.0,152,47,3.2,0-0,2,1,1,17:06,,,
666,313232440,Nevada,20,home,0,1,1,126,0,5,8,,,,26,9-19,2-3,465,225,23-34,6.2,253,57,4.4,8-61,2,1,1,23:45,Louisiana Tech,24,away,1,0,,,,3,88,0,5,6,5,0,1,17,5-13,0-0,412,368,25-45,7.9,57,16,3.6,10-72,0,0,0,12:03,86,0,7
667,313230087,Boston College,14,away,0,1,1,61,0,3,2,0,0,1,14,3-13,0-1,256,182,18-38,4.6,80,25,3.2,6-55,0,0,0,16:39,Notre Dame,16,home,0,1,0,0,6,0,17,0,1,10,,,,21,8-19,0-0,417,256,24-39,6.6,161,39,4.1,6-65,1,0,1,20:01,20,0,4
668,313230061,Kentucky,10,away,3,0,1,105,0,5,4,0,0,1,10,5-16,0-1,165,172,18-36,3.9,23,21,1.1,2-10,4,2,2,14:30,Georgia,19,home,2,0,22,0,3,1,37,0,2,13,52,0,2,16,7-17,0-1,317,171,16-29,5.6,155,46,3.4,5-41,4,3,1,21:29,0,0,2
669,313230057,Furman,32,away,0,2,2,241,0,10,6,,,,20,4-15,2-2,447,219,15-27,7.9,234,44,5.3,7-58,2,0,2,22:02,Florida,54,home,0,1,-1,0,6,4,89,0,6,12,100,2,2,19,4-12,1-1,453,329,16-28,11.8,124,31,4.0,6-60,0,0,0,14:38,1,0,1
670,313232633,Vanderbilt,21,away,0,1,1,55,0,3,3,128,1,2,17,6-16,2-2,283,211,17-32,6.0,90,36,2.5,7-46,4,1,3,18:39,Tennessee,27,home,1,1,2,0,1,2,34,0,2,3,103,1,3,17,4-12,1-1,290,204,16-33,5.7,101,30,3.4,5-60,2,0,2,17:37,8,0,2
671,313232579,The Citadel,20,away,0,2,0,131,0,7,8,4,0,1,19,4-9,1-1,249,8,1-2,4.0,241,54,4.5,1-5,0,0,0,20:36,South Carolina,41,home,0,3,0,0,1,3,71,0,6,5,,,,22,6-9,3-3,473,231,16-18,12.1,256,37,6.9,5-40,1,0,1,16:04,,,
672,313230333,Georgia Southern,21,away,0,1,1,190,0,7,3,,,,14,2-9,2-3,341,39,1-7,5.6,302,39,7.7,5-40,0,0,0,16:43,Alabama,45,home,0,2,4,0,2,3,74,0,3,9,,,,28,7-10,1-1,462,190,14-19,10.0,272,49,5.6,6-35,0,0,0,19:57,,,
673,313230145,LSU,52,away,2,4,1,15,0,1,10,46,1,1,21,5-9,1-2,458,105,8-8,13.1,353,50,7.1,3-35,0,0,0,18:42,Ole Miss,3,home,0,0,-1,0,1,0,160,0,9,3,,,,13,6-16,1-2,195,76,8-19,2.5,148,42,3.5,4-29,3,2,1,17:03,64,0,4
674,313230008,Arkansas,44,home,1,2,3,64,0,4,14,,,,29,10-17,0-0,539,386,33-45,8.3,166,39,4.3,4-30,1,1,0,21:21,Mississippi State,17,away,1,1,5,0,1,1,89,0,4,5,,,,13,5-16,1-3,211,158,15-31,4.1,84,32,2.6,3-28,1,1,0,15:19,25,0,4
675,313230252,BYU,42,home,2,2,4,60,0,2,6,,,,24,10-14,0-0,411,238,21-36,6.6,173,34,5.1,7-61,1,0,1,17:08,New Mexico State,7,away,0,0,-4,0,2,1,125,0,7,1,0,0,1,18,6-15,2-3,249,199,19-34,4.7,90,37,2.4,8-58,2,2,0,19:17,23,0,5
676,313230002,Samford,16,away,2,0,1,42,0,2,10,,,,19,2-14,1-1,338,189,18-34,5.6,149,40,3.7,2-10,2,0,2,18:26,Auburn,35,home,0,4,37,0,4,1,73,0,3,5,0,0,2,23,5-10,0-0,415,179,13-20,8.4,248,49,5.1,5-37,2,2,0,18:14,,,
677,313200193,Western Michigan,24,away,1,0,3,63,0,4,6,0,0,1,23,8-17,2-3,471,446,36-57,7.5,42,23,1.8,4-32,1,0,1,16:20,Miami (OH),21,home,0,0,0,0,1,3,18,0,2,3,7,0,1,26,9-15,0-1,466,458,42-54,7.6,53,22,2.4,6-55,2,1,1,20:34,12,0,1
678,313200189,Bowling Green,28,home,2,1,3,89,0,5,4,,,,21,5-9,0-0,347,237,23-34,6.8,115,25,4.6,3-16,3,2,1,15:18,Ohio,29,away,2,1,0,0,2,1,107,0,5,17,81,0,1,26,8-16,1-1,447,200,18-27,7.2,253,50,5.1,5-40,2,2,0,20:49,,,
679,313232309,Eastern Michigan,22,away,1,1,0,56,0,3,10,,,,14,2-14,1-1,278,86,8-16,5.3,194,43,4.5,9-51,4,2,2,22:06,Kent State,28,home,2,2,0,0,3,1,87,0,6,8,0,0,2,12,2-15,1-1,294,193,11-25,6.9,121,42,2.9,3-25,1,1,0,17:56,129,1,6
680,313232084,Buffalo,51,home,1,4,2,171,0,3,15,31,0,1,28,6-12,0-1,497,166,20-29,5.7,331,50,6.6,6-50,1,1,0,28:18,Akron,10,away,1,0,0,0,2,1,72,0,5,4,,,,13,6-16,0-0,239,198,17-35,4.9,68,29,2.3,2-30,2,1,1,16:13,2,0,2
681,313222117,Central Michigan,17,home,0,0,2,153,0,8,5,,,,20,1-11,1-3,346,258,20-37,6.3,113,24,4.7,5-53,1,0,1,15:03,Toledo,44,away,0,3,0,0,3,2,52,0,3,14,0,0,1,24,9-16,0-0,511,275,24-33,8.3,236,41,5.8,6-65,0,0,0,21:37,18,0,2
682,313192459,Northern Illinois,41,home,1,3,2,164,0,7,11,,,,43,7-14,0-0,710,355,26-37,9.1,372,58,6.4,9-107,2,2,0,22:30,Ball State,38,away,2,2,-2,0,3,2,97,0,5,8,,,,18,3-14,2-3,398,245,23-43,5.7,153,26,5.9,4-40,1,1,0,14:10,0,0,1
683,313230052,Virginia,14,away,1,1,1,35,0,2,2,,,,16,5-14,0-0,316,266,22-31,7.7,78,29,2.7,7-50,0,0,0,17:24,Florida State,13,home,0,0,40,0,5,1,69,0,3,7,,,,18,3-13,0-0,386,221,18-31,6.5,186,33,5.6,11-94,1,1,0,18:47,29,0,4
684,313230152,NC State,37,home,2,1,3,34,0,2,13,0,0,2,22,5-15,0-0,398,265,19-29,8.7,145,45,3.2,2-30,0,0,0,22:23,Clemson,13,away,0,1,3,0,6,0,125,0,8,7,,,,18,2-14,1-3,337,341,25-41,7.4,34,28,1.2,5-42,4,2,2,14:01,37,0,4
685,313210259,North Carolina,21,away,1,2,1,44,0,3,3,,,,17,4-11,1-1,358,231,14-27,8.3,134,34,3.9,6-59,1,1,0,16:13,Virginia Tech,24,home,1,1,-1,0,1,2,39,0,2,6,,,,22,9-16,1-3,340,212,19-33,5.9,145,40,3.6,2-25,1,1,0,19:50,9,0,1
686,313230150,Duke,31,home,2,0,4,111,0,5,7,,,,21,5-13,3-3,351,250,26-44,5.7,101,24,4.2,5-46,1,0,1,16:38,Georgia Tech,38,away,0,5,14,0,3,0,82,0,6,8,7,0,1,22,6-10,1-1,549,185,6-13,14.2,364,58,6.3,7-59,2,2,0,19:08,6,0,1
687,313220066,Iowa State,37,home,2,2,3,102,0,3,7,2,0,2,33,7-17,1-1,568,376,31-60,6.3,192,41,4.7,8-65,3,1,2,21:27,Oklahoma State,31,away,1,0,14,0,6,3,67,0,3,7,71,1,2,24,6-14,0-1,536,476,42-58,8.2,60,18,3.3,10-87,5,2,3,15:06,19,0,3
688,313230251,Texas,13,home,0,0,1,32,0,2,7,,,,15,8-19,1-3,310,124,15-32,3.7,191,42,4.5,3-35,2,0,2,19:05,Kansas State,17,away,0,1,19,0,3,1,86,0,3,5,38,0,2,8,4-16,1-1,121,115,9-17,4.9,38,39,1.0,2-10,0,0,0,16:57,45,0,9
689,313230239,Oklahoma,38,away,0,5,0,159,0,7,8,,,,29,6-14,1-2,605,460,36-51,8.8,158,36,4.4,9-90,3,2,1,20:55,Baylor,45,home,2,2,13,0,2,4,60,0,4,9,0,0,1,28,3-13,1-2,616,498,22-35,13.9,131,38,3.4,8-55,0,0,0,15:45,17,0,6
690,313230062,Fresno State,24,away,0,1,2,49,0,4,6,,,,24,6-15,1-3,488,274,19-29,9.3,217,47,4.6,9-78,0,0,0,23:17,Hawai'i,21,home,0,1,6,0,2,2,94,0,4,3,,,,17,6-13,0-2,306,276,19-40,6.1,62,19,3.3,4-30,0,0,0,13:21,0,0,3
691,313232483,USC,38,away,2,1,4,134,0,6,8,,,,23,7-13,0-0,462,328,26-34,9.5,139,38,3.7,6-25,3,2,1,22:27,Oregon,35,home,2,3,11,0,2,1,212,1,6,3,10,0,1,26,9-17,0-1,474,285,23-35,7.6,209,47,4.4,3-25,2,2,0,14:38,22,0,3
692,313230024,California,28,away,0,1,2,103,0,5,8,45,0,1,23,6-11,0-1,365,294,20-29,9.7,85,34,2.5,7-73,2,2,0,17:28,Stanford,31,home,2,2,0,0,2,2,108,0,5,7,,,,23,8-14,0-1,405,273,20-30,8.6,148,36,4.1,7-66,1,0,1,17:21,2,0,2
693,313230204,Oregon State,38,home,1,3,2,60,0,3,8,5,0,2,20,8-14,2-2,484,346,26-37,9.2,145,31,4.7,7-70,3,2,1,19:23,Washington,21,away,2,0,1,0,1,3,77,0,5,3,0,0,1,22,6-13,1-2,315,181,16-30,5.2,160,38,4.2,3-21,3,1,2,17:31,19,0,3
694,313230265,Utah,30,away,1,2,1,77,0,5,12,0,0,4,15,4-17,1-1,357,187,12-19,9.1,185,50,3.7,11-105,2,2,0,21:11,Washington State,27,home,2,0,1,0,7,3,115,0,6,9,,,,20,6-18,0-0,383,351,22-50,6.7,47,24,2.0,6-50,5,1,4,17:45,0,0,3
695,313230026,Colorado,6,away,1,0,1,94,0,5,,,,,15,3-13,1-3,229,146,17-32,4.4,87,28,3.1,6-39,3,0,3,17:15,UCLA,45,home,0,2,13,0,2,4,39,0,2,9,27,0,3,24,2-8,1-1,553,226,15-19,11.8,328,44,7.5,9-102,1,1,0,18:38,10,0,3
696,313230009,Arizona,31,away,1,1,3,47,0,3,7,82,0,2,26,9-17,0-0,494,402,36-52,7.6,101,28,3.6,11-89,0,0,0,19:07,Arizona State,27,home,0,2,57,0,2,1,137,0,7,9,,,,28,9-17,1-2,548,497,36-65,7.5,61,23,2.7,8-92,3,1,2,16:43,0,0,3
697,313232433,Florida International,28,away,0,0,3,53,0,3,4,11,1,2,17,6-18,1-2,340,225,17-35,6.4,115,37,3.1,12-93,0,0,0,19:19,Louisiana Monroe,17,home,0,1,33,0,6,0,149,1,4,5,,,,25,6-21,1-4,356,264,26-59,4.2,110,32,3.4,7-70,2,0,2,17:07,42,0,3
698,313232653,Florida Atlantic,7,away,2,1,0,119,0,7,1,4,0,1,18,5-17,0-0,291,176,16-33,4.8,134,38,3.5,9-75,2,1,1,17:02,Troy,34,home,1,1,112,0,10,3,39,0,2,10,8,0,1,20,8-17,0-0,437,419,32-48,8.3,41,25,1.6,5-29,3,2,1,18:22,0,0,3
699,313300183,Cincinnati,30,away,0,1,2,139,0,4,12,0,0,1,18,6-15,0-1,368,179,15-25,7.2,189,42,4.5,8-60,0,0,0,18:00,Syracuse,13,home,0,0,-1,0,3,1,121,0,6,7,,,,22,4-15,0-2,373,216,19-38,5.3,170,40,4.3,6-55,1,0,1,18:00,58,0,5
700,313290277,West Virginia,21,home,0,2,1,7,0,3,3,21,0,1,16,2-12,1-2,357,268,22-31,7.9,113,30,3.8,4-20,3,3,0,21:33,Pittsburgh,20,away,3,2,15,0,3,0,118,0,4,8,,,,17,4-20,2-2,296,190,12-23,6.0,159,58,2.7,9-60,1,0,1,22:00,2,0,7
701,313300041,Connecticut,40,home,3,4,0,128,0,3,10,2,0,3,16,5-13,1-2,290,112,11-17,6.6,178,47,3.8,6-33,1,1,0,20:31,Rutgers,22,away,1,1,9,0,2,2,47,0,3,4,,,,19,2-12,2-2,430,482,22-40,11.0,-9,26,-0.3,5-33,6,3,3,16:09,30,0,2
702,313300036,Air Force,45,away,2,3,3,71,0,3,9,0,0,1,26,5-9,1-1,565,221,9-12,18.4,344,49,7.0,3-15,1,1,0,18:52,Colorado State,21,home,1,2,2,0,1,1,196,0,8,3,,,,18,5-12,0-1,446,145,8-13,9.6,321,49,6.6,10-83,3,2,1,17:48,-1,0,4
703,313300068,Boise State,36,home,1,2,3,48,0,3,6,0,0,1,26,9-14,1-1,479,279,24-36,7.8,200,41,4.9,4-46,3,2,1,19:08,Wyoming,14,away,2,0,,,,1,72,0,4,2,29,1,1,11,5-14,1-1,191,78,17-25,3.1,113,30,3.8,4-30,2,1,1,17:32,15,0,2
704,313302439,UNLV,14,home,0,2,0,141,0,5,2,0,0,1,15,6-16,1-3,261,137,15-28,4.3,141,34,4.1,1-5,1,0,1,15:05,San Diego State,31,away,0,2,0,0,2,2,34,0,2,7,0,0,1,21,11-18,1-2,391,152,13-29,5.2,239,47,5.1,5-35,1,0,1,20:56,-5,0,4
705,313300152,NC State,56,home,3,2,5,128,0,5,8,99,1,2,27,14-20,2-2,439,334,36-55,5.6,133,41,3.2,4-20,4,3,1,20:56,Maryland,41,away,3,3,3,0,2,1,193,0,8,5,32,1,1,15,6-12,0-0,365,182,12-23,7.2,199,39,5.1,5-65,5,3,2,14:51,7,0,4
706,313290058,South Florida,24,home,1,1,2,144,0,5,6,,,,16,4-15,3-4,311,263,21-36,6.9,64,31,2.1,3-18,3,2,1,21:51,Louisville,34,away,2,1,5,0,3,3,111,0,4,10,9,0,1,16,9-18,1-2,373,244,19-28,8.6,132,41,3.2,3-25,1,1,0,21:40,0,0,3
707,313292116,UTEP,14,away,1,1,1,121,0,6,2,0,0,1,19,10-20,2-3,315,273,24-44,5.7,66,33,2.0,2-10,1,0,1,19:38,UCF,31,home,0,3,59,0,5,1,30,0,2,7,17,0,1,22,4-7,0-0,460,221,14-18,11.7,249,36,6.9,1-5,2,1,1,16:11,9,0,1
708,313302572,Southern Mississippi,44,home,1,1,2,23,0,1,14,135,2,2,25,6-14,0-1,540,309,15-28,10.2,255,47,5.4,6-65,3,2,1,18:41,Memphis,7,away,2,0,6,0,1,0,114,0,6,1,1,0,1,14,4-16,0-0,181,179,21-45,3.9,7,22,0.3,3-25,3,1,2,17:59,91,0,6
709,313300276,Marshall,34,home,1,2,2,57,0,4,10,5,0,3,16,6-14,0-0,445,365,23-29,11.8,104,29,3.6,3-22,2,2,0,16:36,East Carolina,27,away,2,0,0,0,3,3,135,0,6,9,,,,25,8-17,3-4,417,288,32-48,5.9,132,40,3.3,5-55,4,1,3,20:10,10,0,2
710,313302226,Florida Atlantic,38,home,1,4,0,88,0,5,8,23,1,1,24,5-13,5-5,416,181,16-25,7.2,235,46,5.1,7-70,1,1,0,19:24,UAB,35,away,1,3,2,0,1,2,131,0,7,5,,,,24,8-11,0-0,382,205,17-26,7.3,192,40,4.8,4-28,2,1,1,17:16,0,0,1
711,313290202,Houston,48,away,1,1,6,55,0,2,6,3,0,2,24,6-15,2-2,558,498,35-48,9.9,84,33,2.5,7-50,1,1,0,18:18,Tulsa,16,home,1,0,0,0,1,1,86,0,4,10,,,,18,6-17,0-2,337,176,19-38,4.6,161,42,3.8,2-9,3,1,2,18:22,45,0,4
