,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,232350023,2003-08-23T22:00:00.000Z,San José State,Grambling,,,False,regular,fbs,fcs
1,232352306,2003-08-23T23:45:00.000Z,Kansas State,California,1977.0,1569.0,False,regular,fbs,fbs
2,232400222,2003-08-28T23:00:00.000Z,Villanova,Hampton,,,False,regular,fcs,fcs
3,232400189,2003-08-28T23:00:00.000Z,Bowling Green,Eastern Kentucky,,,False,regular,fbs,fcs
4,232402447,2003-08-28T23:00:00.000Z,Nicholls,Bethel (TN),,,False,regular,fcs,
5,232400195,2003-08-28T23:00:00.000Z,Ohio,Southeast Missouri State,,,False,regular,fbs,fcs
6,232402199,2003-08-28T23:00:00.000Z,Eastern Michigan,East Tennessee State,,,False,regular,fbs,fcs
7,232402710,2003-08-28T23:05:00.000Z,Western Illinois,Wayne State (NE),,,False,regular,fcs,
8,232402006,2003-08-28T23:30:00.000Z,Akron,Kent State,1419.0,1115.0,True,regular,fbs,fbs
9,232402348,2003-08-28T23:30:00.000Z,Louisiana Tech,Miami,1307.0,1927.0,False,regular,fbs,fbs
10,232402754,2003-08-28T23:30:00.000Z,Youngstown State,Edinboro,,,False,regular,fcs,
11,232402459,2003-08-28T23:35:00.000Z,Northern Illinois,Maryland,1552.0,1742.0,False,regular,fbs,fbs
12,232402630,2003-08-29T00:00:00.000Z,UT Martin,Austin Peay,,,False,regular,fcs,fcs
13,232402623,2003-08-29T00:00:00.000Z,Missouri State,East Central,,,False,regular,fcs,
14,232402287,2003-08-29T00:00:00.000Z,Illinois State,Drake,,,False,regular,fcs,fcs
15,232400098,2003-08-29T00:00:00.000Z,Western Kentucky,Union College,,,False,regular,fcs,
16,232400079,2003-08-29T00:00:00.000Z,Southern Illinois,Quincy,,,False,regular,fcs,
17,232402393,2003-08-29T00:00:00.000Z,Middle Tennessee,Florida Atlantic,1445.0,1291.0,False,regular,fbs,fcs
18,232400236,2003-08-29T00:00:00.000Z,Chattanooga,Samford,,,False,regular,fcs,fcs
19,232402050,2003-08-29T00:00:00.000Z,Ball State,Indiana State,,,False,regular,fbs,fcs
20,232400254,2003-08-29T01:00:00.000Z,Utah,Utah State,1533.0,1301.0,False,regular,fbs,fbs
21,232400252,2003-08-29T01:30:00.000Z,BYU,Georgia Tech,1447.0,1532.0,True,regular,fbs,fbs
22,232400204,2003-08-29T02:00:00.000Z,Oregon State,Sacramento State,,,False,regular,fbs,fcs
23,232412439,2003-08-30T01:00:00.000Z,UNLV,Toledo,1439.0,1587.0,False,regular,fbs,fbs
24,232420277,2003-08-30T16:00:00.000Z,West Virginia,Wisconsin,1606.0,1612.0,False,regular,fbs,fbs
25,232420041,2003-08-30T16:00:00.000Z,Connecticut,Indiana,1561.0,1321.0,False,regular,fbs,fbs
26,232420142,2003-08-30T16:00:00.000Z,Missouri,Illinois,1540.0,1607.0,False,regular,fbs,fbs
27,232420228,2003-08-30T16:00:00.000Z,Clemson,Georgia,1489.0,1836.0,False,regular,fbs,fbs
28,232422294,2003-08-30T16:05:00.000Z,Iowa,Miami (OH),1804.0,1557.0,False,regular,fbs,fbs
29,232420130,2003-08-30T16:10:00.000Z,Michigan,Central Michigan,1733.0,1227.0,False,regular,fbs,fbs
30,232420238,2003-08-30T16:30:00.000Z,Vanderbilt,Ole Miss,1325.0,1521.0,True,regular,fbs,fbs
31,232420111,2003-08-30T16:30:00.000Z,Northeastern,Stonehill,,,False,regular,fcs,
32,232420050,2003-08-30T17:00:00.000Z,Florida A&M,Alabama State,,,False,regular,,fcs
33,232422230,2003-08-30T17:00:00.000Z,Fordham,LIU Post,,,False,regular,fcs,
34,232420103,2003-08-30T17:00:00.000Z,Boston College,Wake Forest,1715.0,1581.0,False,regular,fbs,fbs
35,232422426,2003-08-30T17:30:00.000Z,Navy,VMI,,,False,regular,fbs,fcs
36,232422458,2003-08-30T18:00:00.000Z,Northern Colorado,New Mexico Highlands,,,False,regular,fcs,
37,232422005,2003-08-30T18:00:00.000Z,Air Force,Wofford,,,False,regular,fbs,fcs
38,232420160,2003-08-30T19:00:00.000Z,New Hampshire,Central Connecticut,,,False,regular,fcs,fcs
39,232422633,2003-08-30T19:00:00.000Z,Tennessee,Fresno State,1657.0,1527.0,False,regular,fbs,fbs
40,232422643,2003-08-30T19:30:00.000Z,The Citadel,Charleston Southern,,,False,regular,fcs,fcs
41,232420158,2003-08-30T19:30:00.000Z,Nebraska,Oklahoma State,1617.0,1581.0,True,regular,fbs,fbs
42,232420213,2003-08-30T19:30:00.000Z,Penn State,Temple,1823.0,1387.0,False,regular,fbs,fbs
43,232420127,2003-08-30T19:40:00.000Z,Michigan State,Western Michigan,1424.0,1446.0,False,regular,fbs,fbs
44,232422751,2003-08-30T20:00:00.000Z,Wyoming,Montana State,,,False,regular,fbs,fcs
45,232420025,2003-08-30T20:00:00.000Z,California,Southern Mississippi,1573.0,1513.0,True,regular,fbs,fbs
46,232420276,2003-08-30T20:30:00.000Z,Marshall,Hofstra,,,False,regular,fbs,fcs
47,232422241,2003-08-30T22:00:00.000Z,Gardner-Webb,Clark Atlanta,,,False,regular,fcs,
48,232420152,2003-08-30T22:00:00.000Z,NC State,Western Carolina,,,False,regular,fbs,fcs
49,232420311,2003-08-30T22:00:00.000Z,Maine,Montana,,,False,regular,fcs,fcs
50,232420256,2003-08-30T22:00:00.000Z,James Madison,Liberty,,,False,regular,fcs,fcs
51,232420002,2003-08-30T22:00:00.000Z,Auburn,USC,1668.0,1900.0,False,regular,fbs,fbs
52,232420057,2003-08-30T22:00:00.000Z,Florida,San José State,1725.0,1308.0,False,regular,fbs,fbs
53,232422450,2003-08-30T22:00:00.000Z,Norfolk State,Virginia State,,,False,regular,fcs,
54,232420164,2003-08-30T23:00:00.000Z,Rutgers,Buffalo,1229.0,1169.0,False,regular,fbs,fbs
55,232422641,2003-08-30T23:00:00.000Z,Texas Tech,SMU,1696.0,1219.0,False,regular,fbs,fbs
56,232420066,2003-08-30T23:00:00.000Z,Iowa State,Northern Iowa,,,False,regular,fbs,fcs
57,232420239,2003-08-30T23:00:00.000Z,Baylor,UAB,1128.0,1391.0,False,regular,fbs,fbs
58,232420258,2003-08-30T23:00:00.000Z,Virginia,Duke,1658.0,1305.0,True,regular,fbs,fbs
59,232420135,2003-08-30T23:00:00.000Z,Minnesota,Tulsa,1577.0,1182.0,False,regular,fbs,fbs
60,232420201,2003-08-30T23:00:00.000Z,Oklahoma,North Texas,1921.0,1486.0,False,regular,fbs,fbs
61,232422579,2003-08-30T23:00:00.000Z,South Carolina,Louisiana,1526.0,1206.0,False,regular,fbs,fbs
62,232422305,2003-08-30T23:00:00.000Z,Kansas,Northwestern,1153.0,1259.0,False,regular,fbs,fbs
63,232422612,2003-08-30T23:00:00.000Z,St. Peter's,Sacred Heart,,,False,regular,fcs,fcs
64,232422083,2003-08-30T23:00:00.000Z,Bucknell,Duquesne,,,False,regular,fcs,fcs
65,232422065,2003-08-30T23:00:00.000Z,Bethune-Cookman,Savannah State,,,False,regular,fcs,fcs
66,232420231,2003-08-30T23:00:00.000Z,Furman,Elon,,,True,regular,fcs,fcs
67,232420093,2003-08-30T23:00:00.000Z,Murray State,Valparaiso,,,False,regular,fcs,fcs
68,232422197,2003-08-30T23:00:00.000Z,Eastern Illinois,California (PA),,,False,regular,fcs,
69,232422415,2003-08-30T23:00:00.000Z,Morgan State,Towson,,,False,regular,fcs,fcs
70,232422466,2003-08-30T23:00:00.000Z,Northwestern State,Jackson State,,,False,regular,fcs,fcs
71,232422306,2003-08-30T23:10:00.000Z,Kansas State,Troy,1973.0,1369.0,False,regular,fbs,fbs
