,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,400795501,2015-08-29T19:30:00.000Z,Montana,North Dakota State,,,False,regular,fcs,fcs
1,400603840,2015-09-03T22:00:00.000Z,South Carolina,North Carolina,1646.0,1477.0,False,regular,fbs,fbs
2,400763593,2015-09-03T22:00:00.000Z,UCF,Florida International,1626.0,1321.0,False,regular,fbs,fbs
3,400795587,2015-09-03T23:00:00.000Z,Charleston Southern,North Greenville,,,False,regular,fcs,ii
4,400799924,2015-09-03T23:00:00.000Z,Northwestern State,Southeastern Louisiana,,,True,regular,fcs,fcs
5,400799864,2015-09-03T23:00:00.000Z,Campbell,Pikeville,,,False,regular,fcs,
6,400756896,2015-09-03T23:00:00.000Z,Wake Forest,Elon,,,False,regular,fbs,fcs
7,400763399,2015-09-03T23:00:00.000Z,Central Michigan,Oklahoma State,1417.0,1567.0,False,regular,fbs,fbs
8,400799035,2015-09-03T23:00:00.000Z,Samford,Central Arkansas,,,False,regular,fcs,fcs
9,400795765,2015-09-03T23:00:00.000Z,Eastern Kentucky,Valparaiso,,,False,regular,fcs,fcs
10,400795494,2015-09-03T23:00:00.000Z,Western Illinois,Eastern Illinois,,,False,regular,fcs,fcs
11,400787299,2015-09-03T23:00:00.000Z,Ball State,VMI,,,False,regular,fbs,fcs
12,400795766,2015-09-03T23:00:00.000Z,Murray State,Kentucky Wesleyan,,,False,regular,fcs,ii
13,400756895,2015-09-03T23:30:00.000Z,Georgia Tech,Alcorn State,,,False,regular,fbs,fcs
14,400764854,2015-09-03T23:30:00.000Z,Connecticut,Villanova,,,False,regular,fbs,fcs
15,400795577,2015-09-03T23:30:00.000Z,East Tennessee State,Kennesaw State,,,False,regular,fcs,fcs
16,400603839,2015-09-04T00:00:00.000Z,Vanderbilt,Western Kentucky,1365.0,1521.0,False,regular,fbs,fbs
17,400756883,2015-09-04T00:30:00.000Z,Utah,Michigan,1603.0,1553.0,False,regular,fbs,fbs
18,400787302,2015-09-04T01:00:00.000Z,Idaho,Ohio,1167.0,1321.0,False,regular,fbs,fbs
19,400787110,2015-09-04T01:00:00.000Z,Utah State,Southern Utah,,,False,regular,fbs,fcs
20,400763398,2015-09-04T01:00:00.000Z,Minnesota,TCU,1633.0,1963.0,False,regular,fbs,fbs
21,400795502,2015-09-04T01:05:00.000Z,Montana State,Fort Lewis,,,False,regular,fcs,ii
22,400756894,2015-09-04T01:30:00.000Z,Tulane,Duke,1311.0,1572.0,False,regular,fbs,fbs
23,400787109,2015-09-04T02:00:00.000Z,San José State,New Hampshire,,,False,regular,fbs,fcs
