,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted
412,400603898,Auburn,30,away,0,3,1,0,1,0,155,0,6,12,0,0,1,21,11-18,0-0,407,255,17-28,9.1,152,47,3.2,5-49,0,0,0,29:27,Kentucky,27,home,0,3,0,18,0,1,9,25,5-13,1-2,497,359,27-44,8.2,138,33,4.2,5-37,1,0,1,30:33,,,,,,
413,400603897,Texas A&M,23,home,1,0,89,1,5,1,62,0,3,11,,,,16,7-18,0-1,316,284,22-45,6.3,32,25,1.3,1-5,4,0,4,23:38,Alabama,41,away,0,2,0,61,0,4,11,17,4-16,1-1,396,138,19-25,5.5,258,45,5.7,7-60,1,1,0,36:22,35,0,3,207,3,4
414,400603894,Memphis,37,home,0,1,20,0,2,3,37,0,2,13,28,0,2,31,12-20,0-0,491,384,39-53,7.2,107,41,2.6,10-80,1,0,1,37:28,Ole Miss,24,away,0,0,3,23,0,2,6,25,4-13,0-2,480,440,34-48,9.2,40,24,1.7,8-90,2,0,2,22:32,0,0,1,2,0,1
415,400603895,Louisiana Tech,20,away,0,0,1,0,1,2,58,0,5,8,,,,24,4-15,1-1,413,303,25-41,7.4,110,32,3.4,7-60,1,0,1,33:36,Mississippi State,45,home,0,2,3,56,0,3,9,28,6-13,1-1,440,347,30-43,8.1,93,30,3.1,4-38,0,0,0,26:24,28,0,2,73,1,1
416,400787327,Northern Illinois,45,away,1,5,8,0,2,1,10,0,2,9,47,0,1,21,5-12,1-2,514,203,17-26,7.8,311,37,8.4,2-32,2,2,0,20:15,Miami (OH),12,home,2,0,1,62,0,5,4,17,4-17,1-1,309,156,16-33,4.7,153,41,3.7,9-75,2,1,1,39:45,,,,,,
417,400787328,Western Michigan,49,away,0,4,28,0,3,3,48,0,3,7,,,,23,7-11,0-0,567,137,14-20,6.8,430,44,9.8,6-45,0,0,0,32:45,Ohio,14,home,0,1,1,104,0,6,2,20,3-13,0-3,354,255,22-40,6.4,99,30,3.3,3-28,0,0,0,27:15,,,,,,
418,400787331,Bowling Green,59,home,2,3,4,0,2,5,93,0,3,11,0,0,2,27,6-13,2-2,532,412,27-33,12.5,120,42,2.9,7-54,0,0,0,27:58,Akron,10,away,0,0,1,76,0,7,4,16,6-18,1-3,262,104,15-30,3.5,158,41,3.9,8-70,4,2,2,32:02,,,,,,
419,400787330,Eastern Michigan,20,away,1,2,-2,0,1,0,130,0,9,8,,,,23,9-20,1-1,458,205,25-39,5.3,253,46,5.5,6-45,2,1,1,36:29,Toledo,63,home,1,3,5,71,0,4,9,23,7-12,2-2,611,373,22-33,11.3,238,29,8.2,6-46,1,1,0,23:31,7,0,2,39,0,1
420,400787329,Georgia State,31,away,0,3,,,,1,82,0,4,7,0,0,1,21,5-14,0-0,445,412,28-39,10.6,33,32,1.0,7-65,1,1,0,30:56,Ball State,19,home,1,0,2,22,0,2,7,24,11-22,0-1,372,218,28-48,4.5,154,40,3.8,6-65,1,0,1,29:04,37,0,3,,,
421,400787332,Buffalo,14,away,0,0,-6,0,1,1,100,0,5,2,17,1,1,13,5-14,1-3,236,149,14-28,5.3,87,29,3.0,5-63,4,2,2,24:50,Central Michigan,51,home,2,3,4,78,0,3,7,25,6-12,1-1,469,313,23-30,10.4,156,45,3.5,9-87,1,0,1,35:10,15,0,3,0,0,2
422,400756954,Louisville,21,away,0,0,,,,3,76,0,5,3,,,,20,9-15,0-1,406,307,20-35,8.8,99,30,3.3,9-84,2,1,1,25:43,Florida State,41,home,1,2,3,13,0,1,11,24,8-15,0-0,510,377,27-39,9.7,133,32,4.2,10-75,0,0,0,34:17,0,0,1,4,0,1
423,400756953,Clemson,34,home,0,1,1,0,5,3,76,0,3,10,,,,24,5-15,1-1,532,420,27-42,10.0,112,36,3.1,6-45,2,0,2,32:06,Boston College,17,away,0,1,1,44,0,2,5,11,3-15,2-2,246,87,7-23,3.8,159,38,4.2,8-80,0,0,0,27:54,0,0,1,46,0,2
424,400756957,North Carolina,50,home,1,4,1,0,1,3,47,0,2,6,,,,22,5-10,1-2,538,326,18-26,12.5,212,33,6.4,6-44,2,0,2,22:56,Wake Forest,14,away,0,0,2,63,0,4,2,16,8-18,0-2,310,197,20-30,6.6,113,43,2.6,3-24,1,1,0,37:04,,,,19,0,2
425,400756956,Miami,30,home,1,1,,,,2,11,0,1,12,14,0,3,20,7-16,1-2,395,296,19-30,9.9,99,39,2.5,9-81,0,0,0,26:52,Virginia Tech,20,away,0,0,2,89,0,5,8,20,3-10,1-2,361,201,17-27,7.4,160,35,4.6,8-69,4,1,3,33:08,-1,0,2,,,
426,400756955,Pittsburgh,31,away,1,1,-3,0,3,3,31,0,1,7,0,0,1,21,4-11,2-2,391,191,15-23,8.3,200,43,4.7,4-30,0,0,0,34:20,Georgia Tech,28,home,0,3,1,38,0,2,4,19,5-11,1-1,482,106,6-15,7.1,376,40,9.4,5-54,2,1,1,25:40,,,,,,
427,400756958,Syracuse,38,away,1,2,26,0,1,2,22,0,1,8,3,0,1,21,6-14,1-2,334,150,16-22,6.8,184,43,4.3,4-32,2,2,0,27:49,Virginia,44,home,2,3,2,47,0,2,8,25,9-17,1-1,393,234,24-37,6.3,159,44,3.6,7-78,2,1,1,32:11,,,,,,
428,400760495,Bucknell,14,away,1,0,8,0,2,2,70,0,3,0,0,0,2,13,2-12,1-1,290,186,17-33,5.6,104,21,5.0,14-105,1,0,1,24:37,Army,21,home,0,2,1,27,0,1,3,18,8-17,3-3,377,114,5-10,11.4,263,61,4.3,4-35,3,1,2,35:23,1,0,4,-2,0,1
429,400763440,Oklahoma,55,away,0,1,,,,5,,,,13,62,1,3,30,9-15,1-2,568,336,25-32,10.5,232,52,4.5,3-24,0,0,0,34:22,Kansas State,0,home,0,0,0,39,0,3,0,7,3-14,0-0,110,45,5-22,2.0,65,31,2.1,1-5,3,0,3,25:38,0,0,1,,,
430,400763437,West Virginia,38,away,0,0,,,,4,292,1,9,8,,,,22,6-18,1-4,471,289,18-39,7.4,182,44,4.1,8-80,1,0,1,32:52,Baylor,62,home,0,2,6,162,0,6,14,34,4-13,4-5,693,389,21-34,11.4,304,50,6.1,6-80,0,0,0,27:08,5,0,1,0,0,1
431,400763438,TCU,45,away,2,2,,,,4,93,0,3,9,,,,30,9-13,0-0,621,444,28-34,13.1,177,41,4.3,7-75,1,1,0,28:42,Iowa State,21,home,1,2,1,43,0,3,3,24,3-12,4-6,461,346,24-38,9.1,115,38,3.0,8-55,2,2,0,31:18,,,,,,
432,400763439,Kansas,20,home,1,1,,,,2,115,0,5,2,0,0,1,26,6-18,1-3,475,330,35-50,6.6,145,40,3.6,5-51,3,2,1,30:23,Texas Tech,30,away,2,1,1,39,0,2,10,29,8-20,1-2,576,354,29-50,7.1,222,44,5.0,6-70,2,1,1,29:37,,,,27,1,1
433,400790882,Boise State,26,away,1,3,39,0,2,0,16,0,1,8,,,,20,5-16,2-2,333,299,25-50,6.0,34,30,1.1,3-30,8,5,3,24:56,Utah State,52,home,5,3,3,27,0,2,10,15,5-16,2-3,334,157,17-24,6.5,177,43,4.1,11-104,1,1,0,35:04,8,0,1,115,1,3
434,400787260,Air Force,23,away,0,3,6,0,1,0,85,0,3,5,21,0,1,21,9-17,2-5,406,137,10-16,8.6,269,56,4.8,5-45,2,1,1,31:35,Colorado State,38,home,1,2,3,10,0,1,8,22,10-15,0-1,456,296,23-30,9.9,160,37,4.3,9-87,1,0,1,28:25,40,0,1,13,0,1
435,400787264,Nevada,21,away,0,1,,,,2,32,0,2,3,,,,27,6-12,0-2,405,287,25-41,7.0,118,30,3.9,5-41,0,0,0,25:15,Wyoming,28,home,0,1,3,28,0,2,4,25,7-13,1-1,485,213,18-20,10.6,272,51,5.3,7-71,0,0,0,34:45,12,0,1,,,
436,400787262,Hawai'i,27,away,2,2,10,0,2,1,19,0,1,9,,,,23,10-18,0-0,415,195,13-25,7.8,220,51,4.3,11-94,2,0,2,29:41,New Mexico,28,home,0,1,2,114,1,3,4,28,9-16,1-2,392,195,15-26,7.5,197,53,3.7,9-64,2,2,0,30:19,,,,29,0,2
437,400790883,UNLV,28,away,1,2,,,,2,23,0,1,4,,,,20,8-16,0-1,299,111,12-24,4.6,188,48,3.9,2-16,0,0,0,32:08,Fresno State,31,home,0,4,0,44,0,3,5,23,9-17,1-1,410,193,19-31,6.2,217,38,5.7,4-47,1,1,0,27:52,0,0,1,,,
438,400787265,San José State,7,home,0,1,,,,0,48,0,2,1,,,,14,5-14,1-2,148,113,14-24,4.7,35,35,1.0,4-29,2,0,2,25:33,San Diego State,30,away,0,2,1,33,0,1,12,23,3-11,1-1,377,144,10-14,10.3,233,48,4.9,9-76,0,0,0,34:27,-1,0,2,10,0,2
439,400763545,Penn State,10,away,0,0,,,,1,117,0,7,4,,,,14,1-12,0-2,315,120,7-13,9.2,195,40,4.9,3-22,1,1,0,27:40,Ohio State,38,home,1,3,2,46,0,2,8,25,5-11,0-0,429,114,13-19,6.0,315,50,6.3,5-70,0,0,0,32:20,17,0,2,,,
440,400763542,Michigan,23,home,0,2,48,0,3,0,106,0,4,11,,,,10,4-15,0-1,230,168,15-25,6.7,62,33,1.9,8-70,1,1,0,29:49,Michigan State,27,away,1,2,1,50,0,2,3,20,3-13,0-4,386,328,18-39,8.4,58,33,1.8,5-44,0,0,0,30:11,4,0,2,,,
441,400763541,Indiana,52,home,0,3,,,,4,137,0,6,10,5,0,1,28,2-10,1-4,627,464,32-42,11.0,163,34,4.8,4-19,3,1,2,24:58,Rutgers,55,away,1,4,3,18,0,1,7,25,12-20,1-2,596,386,28-43,9.0,210,40,5.3,1-10,1,0,1,35:02,2,0,2,0,0,2
442,400763546,Purdue,7,away,0,1,,,,0,56,0,3,1,66,0,1,12,4-13,1-3,191,136,15-26,5.2,55,29,1.9,7-67,1,1,0,22:14,Wisconsin,24,home,1,3,0,10,0,1,6,26,7-14,1-1,418,322,30-39,8.3,96,37,2.6,7-65,1,0,1,37:46,,,,,,
443,400763543,Nebraska,48,away,1,2,49,0,2,3,33,0,2,12,43,1,2,23,7-13,0-0,464,261,18-26,10.0,203,39,5.2,2-25,0,0,0,31:43,Minnesota,25,home,0,2,1,98,0,6,5,18,6-15,1-2,366,301,26-40,7.5,65,26,2.5,6-55,3,1,2,28:17,14,0,1,,,
444,400763544,Northwestern,10,home,0,0,1,0,2,1,111,0,5,4,20,0,1,13,8-19,0-0,198,147,20-43,3.4,51,26,2.0,5-55,3,2,1,22:38,Iowa,40,away,2,5,0,,,,10,24,9-18,1-1,492,198,16-27,7.3,294,51,5.8,5-47,1,0,1,37:22,,,,4,0,1
445,400757054,Washington,20,home,0,1,3,0,1,1,101,0,4,8,,,,17,5-13,0-0,385,205,20-32,6.4,180,30,6.0,8-64,1,0,1,29:09,Oregon,26,away,0,1,2,132,0,4,8,21,9-18,1-1,442,272,14-25,10.9,170,51,3.3,9-82,0,0,0,30:51,30,0,3,6,0,1
446,400757050,UCLA,35,away,0,1,,,,3,162,0,8,9,11,0,1,19,3-16,2-3,506,326,22-42,7.8,180,31,5.8,10-93,2,0,2,25:59,Stanford,56,home,0,4,3,122,0,2,8,19,5-12,0-0,442,131,8-16,8.2,311,48,6.5,5-40,1,0,1,34:01,,,,31,1,2
447,400757055,Washington State,52,home,0,0,,,,6,86,0,4,10,84,1,2,32,8-12,0-0,520,409,40-52,7.9,111,22,5.0,6-60,3,1,2,30:43,Oregon State,31,away,1,2,1,130,1,4,5,21,4-13,1-4,394,176,17-30,5.9,218,45,4.8,11-86,2,0,2,29:17,14,0,3,53,0,2
448,400764887,South Florida,28,away,0,1,,,,3,61,0,2,4,0,0,1,17,4-12,0-1,461,186,12-16,11.6,275,44,6.3,3-30,2,0,2,25:09,Connecticut,20,home,0,1,1,89,0,4,8,26,7-17,1-3,528,365,28-42,8.7,163,38,4.3,4-39,1,0,1,34:51,6,0,1,15,0,2
449,400764886,Cincinnati,24,away,0,2,0,0,1,1,71,0,3,6,0,0,1,21,7-17,1-1,341,220,16-31,7.1,121,46,2.6,9-65,0,0,0,33:42,BYU,38,home,0,3,2,66,0,3,8,22,2-11,1-1,449,252,19-32,7.9,197,29,6.8,10-74,1,0,1,26:18,47,0,2,,,
450,400757052,Arizona State,18,away,0,0,48,0,1,0,171,1,5,10,,,,12,5-18,1-2,257,242,20-42,5.8,15,28,0.5,6-46,2,1,1,26:45,Utah,34,home,1,2,2,,,,10,16,9-19,0-0,369,297,26-36,8.3,72,31,2.3,4-19,0,0,0,33:15,9,0,3,17,0,1
451,400757051,Colorado,31,home,2,2,,,,2,129,0,6,7,,,,22,6-18,2-2,467,339,28-44,7.7,128,43,3.0,9-65,1,1,0,33:02,Arizona,38,away,1,3,2,66,0,3,8,26,8-17,0-0,616,325,25-40,8.1,291,44,6.6,3-25,2,2,0,26:58,10,0,3,,,
452,400763628,Florida International,34,away,1,2,16,0,4,2,222,0,7,8,40,0,1,25,9-18,1-3,346,260,29-51,5.1,86,30,2.9,3-20,1,0,1,30:21,Middle Tennessee,42,home,0,6,0,159,0,7,6,22,7-11,0-0,461,261,17-26,10.0,200,43,4.7,8-87,2,1,1,29:39,-4,0,1,7,0,1
453,400763627,Marshall,33,away,0,3,9,0,1,1,44,0,2,7,11,0,1,26,9-15,0-0,500,174,17-28,6.2,326,47,6.9,3-15,1,0,1,35:18,Florida Atlantic,17,home,0,1,0,38,0,2,5,17,6-14,0-1,334,203,14-31,6.5,131,34,3.9,5-30,1,0,1,24:42,,,,95,1,1
454,400763629,Western Kentucky,55,away,1,3,9,0,2,4,28,0,1,13,0,0,1,35,9-14,0-1,683,400,31-43,9.3,283,40,7.1,7-55,1,0,1,33:54,North Texas,28,home,0,0,4,156,0,8,4,22,5-13,1-1,431,228,17-35,6.5,203,35,5.8,5-37,2,1,1,26:06,-2,0,1,6,0,1
455,400763631,Southern Mississippi,32,home,2,1,22,0,2,2,,,,14,,,,23,5-13,0-0,556,343,23-31,11.1,213,44,4.8,8-85,4,1,3,35:01,UT San Antonio,10,away,1,0,1,138,0,6,4,12,8-18,0-0,205,66,6-22,3.0,139,41,3.4,7-78,2,2,0,24:59,9,0,2,14,0,3
456,400764889,UCF,16,away,3,0,11,0,1,0,113,0,5,10,81,1,1,10,3-16,0-0,134,72,10-31,2.3,62,29,2.1,9-64,2,0,2,27:01,Temple,30,home,0,3,1,92,0,5,2,20,7-14,0-0,361,150,16-28,5.4,211,40,5.3,8-84,4,3,1,32:59,92,0,6,0,0,2
457,400764888,Tulsa,17,away,0,1,,,,1,74,0,4,5,0,0,1,22,5-19,2-5,463,288,19-41,7.0,175,45,3.9,7-53,2,1,1,28:00,East Carolina,30,home,1,1,1,37,0,3,12,18,4-15,0-0,382,239,20-29,8.2,143,43,3.3,9-78,1,0,1,32:00,8,0,2,100,1,1
458,400764885,Tulane,7,home,0,1,,,,0,99,0,5,1,7,0,1,11,4-18,1-2,262,150,14-33,4.5,112,32,3.5,12-133,0,0,0,28:12,Houston,42,away,0,4,1,31,0,1,6,24,7-15,1-1,461,222,17-25,8.9,239,47,5.1,10-99,1,0,1,31:48,175,1,8,,,
459,400763630,Old Dominion,37,home,2,0,,,,4,84,0,4,11,0,0,1,24,7-18,0-1,482,367,26-46,8.0,115,31,3.7,6-50,2,1,1,24:27,Charlotte,34,away,1,4,0,169,0,8,10,31,12-22,1-2,536,227,24-36,6.3,309,70,4.4,5-50,3,2,1,35:33,6,0,2,1,0,1
460,400787450,South Alabama,31,home,1,1,,,,3,57,0,3,7,,,,12,3-14,0-1,302,273,18-33,8.3,29,32,0.9,7-52,5,2,3,28:21,Arkansas State,49,away,2,2,2,79,0,4,11,17,3-15,0-2,345,119,10-18,6.6,226,53,4.3,8-80,1,1,0,31:39,35,0,4,97,1,3
461,400787451,Appalachian State,59,away,0,5,,,,3,60,0,3,11,16,0,2,23,4-11,3-4,654,275,9-16,17.2,379,50,7.6,6-68,1,1,0,29:36,Louisiana Monroe,14,home,1,0,2,143,0,6,2,21,6-16,1-4,350,191,18-35,5.5,159,39,4.1,3-15,2,0,2,30:24,,,,,,
462,400787338,Toledo,51,away,0,1,60,0,5,5,117,0,5,15,83,0,1,33,12-21,2-4,620,355,26-47,7.6,265,58,4.6,10-81,3,0,3,36:58,UMass,35,home,0,1,4,179,0,9,5,19,4-15,0-2,388,240,27-49,4.9,148,24,6.2,15-134,1,0,1,23:02,16,0,1,68,0,3
463,400787457,Troy,52,away,2,1,30,0,2,5,16,0,1,10,,,,23,2-11,2-2,482,316,26-42,7.5,166,24,6.9,5-27,0,0,0,26:14,New Mexico State,7,home,0,0,1,20,0,2,1,20,4-18,1-4,392,159,14-35,4.5,233,46,5.1,8-82,2,2,0,33:46,46,0,5,,,
464,400787456,Louisiana Monroe,13,away,2,0,-4,0,1,1,51,0,2,7,26,0,1,15,2-13,0-2,243,186,19-37,5.0,57,23,2.5,6-42,0,0,0,24:43,Idaho,27,home,0,0,3,53,0,3,9,28,11-18,0-1,489,315,23-39,8.1,174,52,3.3,5-65,3,2,1,35:17,-1,0,1,,,
465,400603886,Alabama,19,home,1,2,,,,0,62,0,2,7,,,,23,5-13,0-0,364,247,21-27,9.1,117,42,2.8,7-64,1,0,1,35:39,Tennessee,14,away,0,1,1,31,0,1,2,21,7-13,0-0,303,171,13-22,7.8,132,39,3.4,6-30,1,1,0,24:21,3,0,2,1,0,1
466,400603889,Mississippi State,42,home,0,3,0,0,1,3,38,0,2,6,9,0,3,30,5-11,1-2,586,382,26-36,10.6,204,36,5.7,6-62,1,0,1,27:09,Kentucky,16,away,0,1,0,70,0,4,10,30,8-16,0-0,423,260,30-52,5.0,163,33,4.9,3-30,3,0,3,32:51,,,,0,0,1
467,400603891,Missouri,3,away,1,0,9,0,2,0,50,0,3,3,,,,10,0-14,1-2,188,108,14-34,3.2,80,19,4.2,6-37,1,1,0,21:36,Vanderbilt,10,home,1,1,0,,,,4,18,8-19,0-1,304,136,17-28,4.9,168,49,3.4,5-59,1,1,0,38:24,71,0,7,,,
468,400603890,Texas A&M,3,away,1,0,-4,0,1,0,31,0,2,3,14,0,3,12,6-20,0-2,192,134,18-45,3.0,58,27,2.1,13-100,3,2,1,24:12,Ole Miss,23,home,2,0,2,,,,11,28,8-19,0-0,471,241,26-41,5.9,230,51,4.5,10-108,4,1,3,35:48,19,0,5,-2,0,1
469,400603887,Auburn,46,away,0,6,,,,0,81,0,3,8,0,0,1,22,8-17,2-3,416,254,19-34,7.5,162,52,3.1,2-25,0,0,0,27:09,Arkansas,54,home,0,4,3,7,0,1,8,29,9-16,2-2,457,244,20-32,7.6,213,49,4.3,3-25,1,0,1,32:51,4,0,1,,,
470,400603888,Western Kentucky,20,away,0,0,8,0,1,3,125,0,7,2,,,,24,5-15,1-4,428,325,37-61,5.3,103,23,4.5,7-62,2,1,1,29:11,LSU,48,home,1,3,3,47,0,3,12,21,6-12,0-0,497,286,11-20,14.3,211,43,4.9,7-65,0,0,0,30:49,4,0,1,7,0,1
471,400787337,Western Michigan,35,home,2,2,0,0,1,3,63,0,3,5,,,,25,7-13,1-2,421,278,25-32,8.7,143,47,3.0,5-38,0,0,0,36:51,Miami (OH),13,away,0,1,0,76,0,4,7,12,4-14,0-2,276,218,14-27,8.1,58,27,2.1,8-64,2,2,0,23:09,,,,,,
472,400787333,Buffalo,41,home,0,3,8,0,1,0,27,0,2,11,82,2,4,19,5-14,0-0,373,212,21-32,6.6,161,34,4.7,8-65,0,0,0,30:59,Ohio,17,away,0,2,0,19,0,1,5,22,10-18,1-4,424,370,33-54,6.9,54,34,1.6,7-60,4,0,4,29:01,11,0,1,,,
473,400787334,Bowling Green,48,away,0,1,6,0,3,5,23,0,1,12,36,0,2,31,13-23,2-2,602,449,29-45,10.0,153,46,3.3,8-85,0,0,0,35:31,Kent State,0,home,0,0,0,78,0,4,0,10,1-11,0-0,166,111,12-25,4.4,55,26,2.1,8-69,2,0,2,24:29,,,,,,
474,400787336,Central Michigan,23,away,1,0,0,0,1,2,39,0,2,11,,,,20,6-14,0-0,434,316,30-39,8.1,118,31,3.8,10-55,2,1,1,36:42,Ball State,21,home,1,1,1,137,1,4,3,17,2-12,1-3,299,187,25-40,4.7,112,29,3.9,5-50,1,1,0,23:18,2,0,1,0,0,1
475,400787335,Northern Illinois,49,home,0,3,6,0,3,4,29,0,1,7,0,0,1,34,15-23,1-1,590,267,24-38,7.0,323,59,5.5,8-68,0,0,0,31:53,Eastern Michigan,21,away,0,3,0,101,0,6,3,26,8-18,0-1,376,219,26-43,5.1,157,44,3.6,7-75,1,0,1,28:07,42,0,3,,,
476,400756962,Georgia Tech,22,home,0,1,13,0,3,0,1,0,1,10,0,0,1,15,5-14,1-1,328,67,4-10,6.7,261,49,5.3,5-41,2,0,2,34:51,Florida State,16,away,0,1,0,,,,10,17,2-10,0-0,280,210,20-31,6.8,70,24,2.9,6-45,1,0,1,25:09,1,0,1,63,0,2
477,400756959,Louisville,17,home,1,1,3,0,6,0,19,0,1,5,,,,18,6-17,0-0,365,230,15-26,8.8,135,48,2.8,8-49,4,2,2,35:57,Boston College,14,away,2,1,0,37,0,2,2,4,1-14,0-1,79,93,9-22,4.2,-14,30,-0.5,4-25,1,1,0,24:03,45,1,3,0,0,2
478,400756960,Miami,0,home,1,0,10,0,1,0,86,0,4,,,,,6,4-18,0-1,146,93,13-32,2.9,53,29,1.8,7-88,3,0,3,26:08,Clemson,58,away,0,6,1,11,0,1,10,33,8-14,1-1,567,151,17-25,6.0,416,63,6.6,4-29,1,1,0,33:52,1,0,1,78,1,3
479,400756964,Wake Forest,17,home,0,2,9,0,4,0,51,0,2,5,,,,17,4-16,0-1,271,122,14-30,4.1,149,38,3.9,3-35,1,0,1,33:00,NC State,35,away,0,2,2,26,0,2,5,19,4-13,0-1,469,227,20-34,6.7,242,30,8.1,6-46,0,0,0,27:00,51,1,3,0,0,1
480,400756961,Duke,45,away,0,1,6,0,2,4,21,0,1,13,,,,20,8-18,0-0,449,270,19-40,6.8,179,32,5.6,7-22,0,0,0,23:09,Virginia Tech,43,home,0,2,3,69,0,4,11,28,11-22,1-1,452,270,24-47,5.7,182,53,3.4,5-35,0,0,0,36:51,2,0,2,,,
481,400756963,Virginia,13,away,1,0,,,,1,14,0,1,7,0,0,1,23,5-14,0-1,353,148,17-30,4.9,205,39,5.3,10-62,5,1,4,33:57,North Carolina,26,home,1,3,0,58,0,2,8,24,2-8,0-0,422,226,21-26,8.7,196,38,5.2,13-135,2,1,1,26:03,1,0,2,46,0,4
482,400760496,Rice,38,home,1,3,1,0,1,2,64,0,3,8,,,,21,7-14,0-0,432,267,20-30,8.9,165,35,4.7,8-64,2,2,0,28:24,Army,31,away,2,3,1,39,0,2,7,18,4-14,0-2,396,18,2-10,1.8,378,56,6.8,2-24,1,1,0,31:36,8,0,1,,,
483,400763443,Kansas,10,away,0,0,,,,1,131,0,5,4,,,,9,5-16,0-0,221,191,12-31,6.2,30,27,1.1,10-102,2,0,2,22:37,Oklahoma State,58,home,0,4,3,47,0,2,8,33,6-13,1-1,583,381,27-36,10.6,202,47,4.3,2-25,0,0,0,37:23,63,1,5,18,0,2
484,400763444,Texas,23,home,0,3,-1,0,2,0,44,0,3,5,0,0,1,20,7-15,0-1,373,99,10-16,6.2,274,53,5.2,3-35,0,0,0,30:40,Kansas State,9,away,0,0,1,72,0,3,3,15,4-14,1-2,242,107,11-24,4.5,135,37,3.6,5-27,1,0,1,29:20,11,0,1,,,
485,400763441,Iowa State,27,away,1,1,22,0,2,3,91,0,5,3,-1,0,1,23,5-16,2-3,388,156,15-29,5.4,232,55,4.2,4-30,4,2,2,34:35,Baylor,45,home,2,3,3,48,0,3,9,27,7-15,2-2,485,209,17-38,5.5,276,49,5.6,9-48,2,1,1,25:25,6,0,1,15,0,2
486,400763442,Texas Tech,27,away,1,2,,,,1,163,0,7,9,45,0,1,28,12-18,0-1,425,253,29-45,5.6,172,40,4.3,7-57,4,0,4,28:20,Oklahoma,63,home,0,7,2,22,0,1,9,35,10-13,1-1,617,212,15-22,9.6,405,57,7.1,3-34,2,1,1,31:40,,,,33,0,4
487,400756965,Pittsburgh,23,away,0,2,4,0,1,0,104,0,5,11,19,0,2,24,9-17,2-2,427,239,21-28,8.5,188,46,4.1,6-60,0,0,0,36:37,Syracuse,20,home,0,0,2,,,,8,16,5-11,1-1,353,217,22-31,7.0,136,23,5.9,4-39,2,0,2,23:23,12,0,1,,,
488,400790884,San Diego State,48,home,3,5,,,,1,43,0,2,12,8,0,1,19,8-16,0-0,429,93,6-10,9.3,336,61,5.5,6-60,0,0,0,37:15,Utah State,14,away,0,1,1,88,0,4,2,16,3-11,1-2,239,95,9-20,4.8,144,36,4.0,5-55,4,3,1,22:45,7,0,2,,,
489,400787267,Wyoming,14,away,1,1,,,,1,80,0,4,2,,,,16,3-10,0-0,233,123,12-21,5.9,110,33,3.3,5-35,1,0,1,28:25,Boise State,34,home,0,1,3,58,0,2,10,24,12-19,1-1,418,211,22-28,7.5,207,47,4.4,8-74,1,1,0,31:35,12,0,3,45,0,1
490,400787269,San José State,31,home,1,2,7,0,1,2,50,0,3,7,11,0,1,25,9-15,0-2,498,181,16-20,9.1,317,57,5.6,5-50,0,0,0,36:59,New Mexico,21,away,0,3,0,66,0,3,3,15,2-9,0-0,335,130,8-20,6.5,205,32,6.4,3-34,2,1,1,23:01,23,0,1,,,
491,400787266,Fresno State,14,away,1,2,-1,0,1,0,21,0,1,2,,,,12,2-12,0-2,311,177,14-39,4.5,134,17,7.9,5-39,1,0,1,17:22,Air Force,42,home,0,5,1,,,,6,26,8-18,3-5,586,128,6-11,11.6,458,79,5.8,5-38,1,1,0,42:38,-3,0,2,17,0,1
492,400787268,Hawai'i,20,away,0,0,60,0,3,2,77,0,3,8,36,0,1,19,2-9,0-0,325,291,27-40,7.3,34,24,1.4,10-79,4,1,3,23:34,Nevada,30,home,1,2,1,65,0,2,12,20,6-15,0-1,372,128,12-23,5.6,244,56,4.4,4-35,1,0,1,36:26,,,,53,0,3
493,400763551,Rutgers,7,home,1,0,,,,1,64,0,5,1,,,,12,5-15,1-1,293,189,13-27,7.0,104,29,3.6,7-55,1,0,1,27:20,Ohio State,49,away,0,4,3,20,0,1,7,27,5-10,2-3,528,247,17-21,11.8,281,49,5.7,0-0,1,1,0,32:40,28,0,2,0,0,1
