,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
179,242692426,Vanderbilt,26,away,0,1,28,0,2,2,6,19,9-17,2-3,329,187,15-23,7.7,153,46,3.3,0-0,2,2,0,18:01,Navy,29,home,2,3,18,0,3,1,3,,,,17,6-15,4-4,366,189,9-14,12.6,190,52,3.7,0-0,0,0,0,18:01,,,
180,242690150,Duke,21,home,0,0,,,,0,3,8,1-9,0-0,185,122,8-19,5.4,83,27,3.1,0-0,5,4,1,11:04,Maryland,55,away,4,3,33,0,2,4,13,0,0,1,35,15-20,0-0,685,413,25-40,10.2,277,60,4.6,0-0,3,0,3,25:15,87,1,3
181,242690153,Louisville,34,away,1,4,12,0,2,0,10,30,8-13,1-1,455,189,18-24,7.4,278,52,5.3,0-0,0,0,0,22:29,North Carolina,0,home,0,0,9,0,1,0,,,,,11,3-11,2-3,222,164,14-26,5.6,77,22,3.5,0-0,3,1,2,14:09,2,0,2
182,242690154,Boston College,14,away,0,1,72,0,4,1,2,22,7-18,0-1,451,283,21-38,7.1,182,37,4.9,0-0,1,0,1,17:34,Wake Forest,17,home,0,0,25,0,2,2,5,1,0,1,20,8-17,1-1,369,215,14-23,9.1,159,49,3.2,0-0,1,0,1,19:20,14,0,1
183,242690052,Florida State,41,home,3,3,70,0,5,1,11,20,8-20,1-2,370,206,20-34,5.4,186,51,3.6,0-0,0,0,0,23:08,Clemson,22,away,0,0,0,0,1,1,2,,,,11,3-12,0-0,173,115,10-26,3.4,85,26,3.3,0-0,6,3,3,12:25,45,1,3
184,242690259,Virginia Tech,16,home,1,0,107,0,3,1,10,13,5-17,1-2,192,234,11-26,6.0,36,43,0.8,0-0,1,1,0,20:34,NC State,17,away,1,2,23,0,4,0,5,,,,12,3-13,0-0,223,78,6-17,4.6,145,39,3.7,0-0,3,1,2,16:05,12,0,1
185,242690084,Indiana,20,home,0,0,89,1,2,1,8,12,2-13,1-1,258,166,12-22,7.0,105,37,2.8,0-0,2,0,2,17:45,Michigan State,30,away,0,3,43,0,6,0,12,0,0,2,18,2-12,0-2,413,177,15-23,7.5,241,48,5.0,0-0,2,0,2,18:53,22,0,2
186,242690356,Purdue,38,away,3,1,6,0,2,4,8,28,12-21,1-2,515,377,35-50,7.3,149,37,4.0,0-0,0,0,0,20:13,Illinois,30,home,0,0,2,0,1,3,12,,,,25,7-14,0-0,390,235,22-37,5.8,175,34,5.1,0-0,3,3,0,16:21,,,
187,242690275,Penn State,3,away,1,0,0,0,5,0,3,9,1-13,0-1,157,118,8-28,3.1,70,26,2.7,0-0,3,1,2,13:39,Wisconsin,16,home,1,1,49,0,6,0,10,39,0,2,17,5-16,1-1,280,158,12-29,5.2,130,46,2.8,0-0,3,1,2,22:39,54,0,2
188,242690130,Michigan,30,home,3,2,0,0,2,1,6,18,6-14,0-0,329,254,16-26,9.1,93,39,2.4,0-0,2,2,0,19:35,Iowa,17,away,2,0,,,,2,5,,,,16,2-13,0-1,255,300,24-32,8.4,-15,28,-0.5,0-0,5,3,2,17:05,25,1,2
189,242690135,Northwestern,17,away,0,1,,,,0,5,13,3-13,0-1,267,127,14-28,4.5,140,27,5.2,0-0,1,0,1,15:05,Minnesota,43,home,0,3,10,0,7,3,7,0,0,1,22,12-19,1-1,454,203,14-23,8.8,251,52,4.8,0-0,0,0,0,21:23,,,
190,242690258,Syracuse,10,away,0,1,0,0,1,0,4,20,5-13,1-2,254,154,15-23,6.1,113,38,3.0,0-0,0,0,0,18:31,Virginia,31,home,0,3,71,0,5,1,,,,,17,5-10,1-1,427,211,11-12,16.8,225,39,5.8,0-0,0,0,0,18:10,,,
191,242690024,Stanford,28,home,0,2,22,0,3,2,4,17,9-16,1-2,327,212,23-35,5.2,144,30,4.8,0-0,1,0,1,18:59,USC,31,away,0,3,40,0,5,1,7,66,0,1,23,7-12,0-0,383,303,23-30,9.5,99,34,2.9,0-0,1,0,1,17:24,0,0,1
192,242690087,Notre Dame,38,home,4,1,20,0,2,4,8,22,5-16,0-1,412,266,17-32,8.3,146,46,3.2,0-0,1,0,1,19:17,Washington,3,away,0,0,10,0,5,0,3,0,0,1,20,3-15,0-2,335,223,17-44,5.1,112,34,3.3,0-0,5,4,1,17:22,18,0,1
193,242690009,Oregon State,14,away,0,1,43,0,5,1,2,19,6-16,0-1,365,423,29-53,7.2,-19,22,-0.9,0-0,5,3,2,17:15,Arizona State,27,home,3,2,41,0,6,1,9,38,0,2,21,4-15,0-0,249,124,16-40,3.1,125,35,3.6,0-0,0,0,0,19:18,,,
194,242690012,Washington State,20,away,2,1,58,0,7,2,2,18,5-15,1-2,310,289,18-37,7.6,28,35,0.8,0-0,4,4,0,15:16,Arizona,19,home,4,0,25,0,4,2,7,,,,14,7-19,0-1,263,195,15-31,5.9,80,41,2.0,0-0,2,2,0,20:51,,,
195,242692483,Idaho,10,away,2,0,25,0,2,1,4,19,3-13,0-1,272,223,23-39,5.4,60,27,2.2,0-0,2,0,2,18:49,Oregon,48,home,0,2,55,0,6,3,6,37,1,2,27,4-10,1-2,455,241,16-27,8.4,227,48,4.7,0-0,2,2,0,17:40,,,
196,242690221,Furman,38,away,0,0,,,,3,8,20,0-0,0-0,423,275,14-26,10.8,141,38,3.7,8-43,2,0,2,15:24,Pittsburgh,41,home,0,1,-2,0,3,3,11,44,1,2,28,8-15,0-2,479,413,30-36,10.6,99,45,2.2,0-0,0,0,0,21:16,,,
197,242690277,James Madison,10,away,1,0,,,,0,4,16,0-0,0-0,220,132,13-23,6.3,74,42,1.8,8-45,2,2,0,18:18,West Virginia,45,home,2,1,8,0,2,3,9,,,,20,6-14,1-2,370,220,19-24,8.3,171,46,3.7,0-0,1,1,0,18:22,,,
198,242692649,Toledo,45,home,2,3,9,0,3,2,9,23,5-11,2-2,405,297,22-27,10.2,129,38,3.4,0-0,3,3,0,17:24,Temple,17,away,3,2,9,0,2,0,5,,,,14,5-18,2-5,344,209,15-36,5.7,139,40,3.5,0-0,3,2,1,18:56,88,1,1
199,242692305,Texas Tech,31,away,0,2,18,0,5,2,5,20,5-16,0-1,538,358,28-52,6.8,182,22,8.3,0-0,5,1,4,15:05,Kansas,30,home,1,0,2,0,1,3,6,52,0,4,21,6-18,1-2,336,255,23-47,5.3,86,35,2.5,0-0,3,0,3,21:24,64,0,3
200,242690251,Rice,13,away,1,1,,,,0,7,16,2-13,1-2,228,66,5-12,4.7,172,51,3.4,0-0,1,1,0,19:27,Texas,35,home,1,2,45,0,4,3,5,,,,26,5-10,0-2,525,194,14-24,7.8,339,44,7.7,0-0,3,1,2,17:13,29,0,2
201,242690239,North Texas,14,away,0,1,13,0,3,1,2,8,4-15,0-0,224,143,6-19,6.6,98,35,2.8,0-0,1,0,1,16:32,Baylor,37,home,0,1,60,1,7,,13,33,0,1,24,5-14,1-1,371,213,20-33,6.5,158,39,4.1,0-0,1,0,1,20:07,,,
202,242692655,Tulane,14,home,0,1,47,0,4,1,2,13,3-11,0-1,271,102,9-21,4.4,178,31,5.7,0-0,3,1,2,15:23,Southern Mississippi,32,away,1,2,,,,2,6,41,0,2,25,6-14,0-1,461,160,16-24,6.5,305,51,6.0,0-0,0,0,0,21:17,,,
203,242670248,Miami,38,away,1,3,68,1,5,0,8,15,5-14,0-0,271,130,13-23,4.3,172,40,4.3,0-0,2,2,0,18:20,Houston,13,home,2,1,0,0,2,0,7,,,,16,4-17,0-2,285,160,11-28,5.5,132,44,3.0,0-0,1,1,0,18:21,,,
204,242690151,East Carolina,19,home,1,0,60,0,7,2,7,12,3-14,0-1,203,241,10-25,7.7,11,31,0.4,0-0,2,2,0,13:36,Cincinnati,24,away,2,1,10,0,3,2,4,,,,24,3-13,1-1,372,183,14-25,6.2,217,57,3.8,0-0,2,1,1,23:03,0,0,1
205,242690041,Connecticut,40,home,1,1,34,0,5,4,10,30,3-10,0-0,503,323,27-37,8.2,199,39,5.1,0-0,1,0,1,19:11,Army,3,away,0,0,0,0,1,0,3,8,0,1,17,2-13,0-1,250,126,11-27,4.2,136,36,3.8,0-0,2,1,1,17:23,0,0,1
206,242690254,Air Force,35,away,2,4,0,0,3,1,5,21,11-21,1-1,471,189,11-16,10.6,302,66,4.6,0-0,3,2,1,21:13,Utah,49,home,2,5,65,0,4,2,7,,,,25,7-13,0-1,505,260,14-24,10.8,245,45,5.4,0-0,2,2,0,15:27,,,
207,242680068,Boise State,28,home,0,1,57,0,6,2,8,19,5-16,0-1,399,365,21-29,10.7,89,45,2.0,0-0,2,1,1,19:04,BYU,27,away,1,1,0,0,3,2,9,0,0,1,15,5-17,1-1,415,434,20-35,11.1,25,35,0.7,0-0,0,0,0,17:18,,,
208,242690036,Montana State,14,away,0,0,,,,2,1,17,0-0,0-0,308,177,20-36,5.4,112,22,5.1,9-65,1,0,1,15:39,Colorado State,39,home,0,2,44,0,5,2,13,19,0,1,25,9-17,1-1,431,344,23-37,8.6,113,43,2.6,0-0,1,0,1,21:01,,,
209,242692751,Ole Miss,32,away,1,3,60,0,3,0,14,34,5-15,1-2,567,372,26-56,6.2,221,44,5.0,0-0,6,2,4,17:57,Wyoming,37,home,2,1,87,1,1,2,13,0,0,4,24,3-13,1-1,397,259,16-32,7.5,158,38,4.2,0-0,2,1,1,18:38,12,0,1
210,242690021,Nevada,10,away,1,1,6,0,2,0,4,18,7-20,0-2,355,295,26-53,5.1,84,28,3.0,0-0,2,0,2,17:36,San Diego State,27,home,0,1,51,0,6,2,9,21,0,2,22,5-17,3-3,408,275,23-40,6.6,146,39,3.7,0-0,3,1,2,19:05,24,0,2
211,242690166,New Mexico State,3,home,0,0,,,,0,,10,4-13,0-0,124,68,8-18,3.3,64,30,2.1,0-0,2,1,1,13:52,New Mexico,38,away,1,2,13,0,3,0,8,0,0,1,25,7-13,1-1,409,88,7-13,6.8,321,62,5.2,0-0,1,0,1,22:48,0,0,1
212,242692439,Utah State,31,away,1,1,46,0,1,1,11,14,5-15,0-0,291,183,12-26,6.8,114,33,3.5,0-0,0,0,0,14:30,UNLV,21,home,0,2,11,0,2,1,3,,,,24,8-16,1-3,550,302,20-35,8.1,267,45,5.9,0-0,5,1,4,21:18,171,1,4
213,242692628,South Florida,45,away,0,5,7,0,4,1,9,26,13-21,1-1,407,382,22-34,9.5,83,55,1.5,0-0,4,4,0,21:33,TCU,44,home,4,4,28,0,2,2,8,,,,21,1-12,1-1,324,175,11-22,7.6,157,44,3.6,0-0,0,0,0,14:15,,,
214,242690309,Louisiana,24,home,2,1,16,0,3,2,6,22,5-15,0-1,375,183,16-27,6.8,192,49,3.9,0-0,1,1,0,19:28,Middle Tennessee,17,away,1,1,-2,0,2,1,5,,,,19,9-16,1-1,336,242,35-46,5.3,94,25,3.8,0-0,3,2,1,18:56,21,0,1
215,242682459,Northern Illinois,34,home,0,4,0,0,1,0,10,27,9-15,0-1,483,191,16-23,8.3,292,54,5.4,0-0,0,0,0,19:29,Bowling Green,17,away,0,2,3,0,1,0,5,,,,25,6-12,0-0,417,282,29-42,6.5,142,29,4.9,0-0,0,0,0,16:25,,,
216,242692633,Tennessee,42,home,0,2,6,0,6,4,6,26,4-12,0-0,595,260,13-22,11.3,347,51,6.8,0-0,0,0,0,20:27,Louisiana Tech,17,away,0,1,1,0,5,1,5,,,,16,3-13,0-0,330,294,18-33,8.0,66,29,2.3,0-0,2,0,2,16:27,0,0,2
217,242690057,Kentucky,3,away,0,0,4,0,1,0,3,10,4-16,0-2,207,134,17-35,3.8,73,27,2.7,0-0,2,1,1,16:16,Florida,20,home,1,1,57,0,4,1,8,0,0,1,26,10-18,0-1,523,261,25-43,6.1,262,40,6.6,0-0,3,0,3,20:24,11,0,3
218,242692579,Troy,7,away,1,1,1,0,4,0,1,9,3-11,0-1,207,120,9-23,4.7,99,28,3.5,0-0,2,0,2,14:12,South Carolina,17,home,0,2,1,0,5,0,5,10,0,2,18,8-18,0-0,331,220,16-24,8.3,132,47,2.8,0-0,3,1,2,22:28,1,0,2
219,242690008,Arkansas,27,home,1,2,0,0,1,,3,17,3-12,1-1,333,147,7-12,10.2,211,49,4.3,0-0,1,0,1,17:24,Alabama,10,away,0,1,12,0,6,0,4,0,0,1,14,6-14,0-1,328,57,6-18,3.2,271,46,5.9,0-0,2,1,1,19:16,7,0,1
220,242690099,LSU,51,home,1,4,19,0,6,2,9,31,11-15,0-0,599,327,18-23,14.2,272,58,4.7,0-0,4,4,0,23:36,Mississippi State,0,away,4,0,,,,0,,,,,7,2-10,0-0,130,112,8-26,3.5,40,22,1.8,0-0,5,1,4,12:30,74,1,4
221,242690002,The Citadel,3,away,2,0,,,,0,3,8,0-0,0-0,169,63,6-15,4.7,98,32,3.1,5-50,1,0,1,15:53,Auburn,33,home,0,3,71,0,3,1,7,-2,0,1,33,6-11,0-0,593,370,22-32,11.2,234,50,4.7,0-0,2,2,0,20:47,,,
222,242672309,Akron,24,away,1,1,13,0,4,2,6,14,5-15,1-1,278,186,17-29,6.1,100,31,3.2,0-0,1,0,1,17:22,Kent State,19,home,0,1,80,1,6,1,1,0,0,1,23,8-20,1-3,390,210,24-41,4.7,198,43,4.6,0-0,1,1,0,19:17,,,
223,242692050,Ball State,41,home,2,2,16,0,2,3,11,26,5-13,0-0,476,326,19-36,8.8,158,37,4.3,0-0,0,0,0,17:43,Western Michigan,14,away,0,0,19,0,3,2,2,,,,16,9-18,0-2,298,227,24-35,6.0,89,34,2.6,0-0,2,2,0,18:56,,,
224,242692199,Eastern Illinois,31,away,0,1,,,,1,7,20,0-0,0-0,431,235,14-23,10.2,196,42,4.7,5-29,1,0,1,16:38,Eastern Michigan,28,home,0,1,47,0,5,2,8,5,0,1,22,6-16,2-2,461,291,17-28,10.0,182,49,3.7,0-0,1,0,1,19:30,,,
225,242692567,SMU,36,home,0,2,37,0,4,3,4,22,8-16,1-1,389,199,14-24,7.4,212,49,4.3,0-0,0,0,0,17:27,San José State,13,away,0,0,13,0,2,1,7,,,,16,4-15,1-2,273,102,13-26,3.9,171,36,4.8,0-0,0,0,0,19:13,,,
226,242692433,Louisiana Monroe,21,home,1,2,24,0,4,1,3,23,7-16,0-0,434,194,11-23,7.6,260,55,4.7,0-0,5,4,1,21:30,Arkansas State,28,away,4,1,68,0,4,2,4,0,0,1,18,2-10,0-0,341,128,11-23,5.6,213,37,5.8,0-0,2,1,1,15:13,19,0,1
227,242690202,Missouri State,7,away,1,0,,,,0,1,14,0-0,0-0,257,126,13-28,4.5,131,33,4.0,6-65,2,0,2,17:03,Tulsa,49,home,0,2,43,1,3,3,7,47,1,2,33,5-10,2-3,512,237,23-34,6.8,280,45,6.2,0-0,2,1,1,19:31,,,
228,242742005,Air Force,21,home,1,0,37,0,4,2,7,25,9-19,1-1,415,247,18-24,9.7,182,57,3.2,0-0,2,0,2,20:53,Navy,24,away,0,3,5,0,3,0,6,6,0,2,14,1-10,1-1,321,117,5-10,10.5,216,46,4.7,0-0,2,1,1,15:13,0,0,1
229,242760150,The Citadel,10,away,2,0,,,,0,4,14,0-0,0-0,281,137,10-23,6.0,142,36,3.9,7-42,3,1,2,16:15,Duke,28,home,1,1,4,0,1,0,4,20,0,2,18,9-16,0-0,397,206,18-25,8.2,191,43,4.4,0-0,3,2,1,20:38,,,
230,242760052,Florida State,38,home,0,2,13,0,5,3,8,22,5-14,2-3,442,211,20-31,6.2,249,37,6.7,0-0,1,0,1,17:11,North Carolina,16,away,0,0,32,0,4,1,10,0,0,1,18,0-11,0-1,363,280,20-33,8.0,100,35,2.9,0-0,1,0,1,19:07,28,0,1
231,242760152,NC State,27,home,0,3,52,0,4,1,3,25,7-15,0-1,455,280,21-31,8.4,196,50,3.9,0-0,1,0,1,22:13,Wake Forest,21,away,0,2,4,0,1,0,3,22,1,1,14,3-14,0-0,279,82,11-18,4.3,202,42,4.8,0-0,0,0,0,14:27,,,
232,242762294,Iowa,38,home,1,4,11,0,1,1,8,20,7-12,0-0,464,347,25-37,9.2,124,27,4.6,0-0,1,0,1,17:33,Michigan State,16,away,0,1,0,0,4,0,10,0,0,1,27,7-20,1-2,449,248,29-54,4.5,204,36,5.7,0-0,1,1,0,18:59,,,
233,242760275,Wisconsin,24,home,2,3,42,0,5,0,6,18,9-17,1-1,357,103,9-20,4.9,258,50,5.2,0-0,2,2,0,20:44,Illinois,7,away,2,0,,,,1,1,,,,16,8-18,0-0,206,176,20-41,4.0,42,27,1.6,0-0,2,2,0,15:18,,,
234,242760084,Indiana,14,home,3,0,-4,0,2,1,2,13,0-12,3-3,214,173,14-22,7.0,61,38,1.6,0-0,0,0,0,19:03,Michigan,35,away,0,1,78,1,7,3,5,,,,21,10-15,0-1,424,356,19-26,12.7,93,39,2.4,0-0,3,3,0,17:37,,,
235,242760077,Northwestern,33,home,2,2,23,0,5,2,9,24,11-20,0-0,444,278,24-44,6.3,166,39,4.3,0-0,2,0,2,17:00,Ohio State,27,away,0,1,72,1,5,1,9,6,0,2,20,7-18,1-1,308,239,18-38,5.6,97,37,2.6,0-0,3,2,1,19:00,0,0,1
236,242760135,Penn State,7,away,0,0,43,0,5,1,1,16,9-18,0-1,271,271,24-48,5.2,21,22,1.0,0-0,2,1,1,15:11,Minnesota,16,home,1,2,3,0,4,0,4,0,0,1,18,6-17,1-2,401,120,8-18,6.3,288,56,5.1,0-0,1,0,1,21:29,5,0,1
237,242760087,Notre Dame,16,home,0,1,5,0,2,1,4,28,8-18,2-4,536,487,29-49,9.4,76,36,2.1,0-0,1,1,0,20:32,Purdue,41,away,1,0,,,,4,11,,,,22,4-10,0-0,512,430,22-32,12.9,99,28,3.5,0-0,0,0,0,16:34,,,
238,242760026,San Diego State,10,away,0,1,25,0,3,0,4,21,5-17,0-3,402,266,31-53,5.0,139,28,5.0,0-0,2,0,2,17:38,UCLA,33,home,0,1,25,0,3,1,15,52,1,2,19,8-19,1-1,410,219,15-31,6.6,205,42,4.9,0-0,1,0,1,19:04,0,0,1
239,242760024,Stanford,27,home,0,3,72,1,9,0,3,15,7-16,0-3,456,271,23-35,7.3,202,34,5.9,0-0,4,1,3,17:14,Washington,13,away,1,1,0,0,1,1,1,37,0,3,16,6-19,1-3,302,241,17-39,5.4,91,40,2.3,0-0,1,0,1,19:24,51,0,1
240,242762483,Oregon,13,home,0,0,0,0,3,1,7,19,5-16,2-3,311,212,17-31,5.7,134,43,3.1,0-0,0,0,0,20:11,Arizona State,28,away,0,1,36,0,3,3,4,,,,15,6-13,0-0,283,190,14-23,7.1,119,33,3.6,0-0,0,0,0,16:28,,,
241,242760204,Oregon State,7,home,1,1,4,0,2,0,1,14,7-21,0-4,302,224,21-49,4.3,91,28,3.3,0-0,2,0,2,18:11,California,49,away,0,2,33,0,6,5,7,21,0,2,20,2-7,0-0,433,290,14-18,15.4,156,39,4.0,0-0,3,1,2,18:30,0,0,2
242,242760059,Miami,27,away,1,0,34,0,4,3,9,16,5-16,0-1,364,258,14-26,8.6,140,38,3.7,0-0,0,0,0,18:38,Georgia Tech,3,home,0,0,21,0,6,0,3,,,,15,4-14,0-0,230,96,8-26,2.6,162,37,4.4,0-0,4,1,3,18:02,48,0,3
243,242760183,Rutgers,31,away,2,1,13,0,3,3,7,28,8-19,0-1,490,360,30-50,7.2,130,42,3.1,0-0,4,4,0,21:38,Syracuse,41,home,4,4,8,0,3,1,11,,,,20,3-11,0-0,501,141,11-25,5.2,370,40,9.3,0-0,4,2,2,15:08,7,0,2
244,242740041,Connecticut,29,home,1,1,74,0,5,1,11,25,3-15,0-0,395,237,23-43,5.5,158,35,4.5,0-0,2,1,1,20:16,Pittsburgh,17,away,1,1,11,0,3,1,5,-6,0,1,14,4-16,0-1,349,296,11-31,8.6,82,34,2.4,0-0,2,1,1,16:25,9,1,1
245,242760259,Virginia Tech,19,home,1,0,57,0,8,0,13,21,7-19,0-0,334,151,16-34,4.2,192,47,4.1,0-0,2,0,2,21:53,West Virginia,13,away,0,1,51,0,3,0,1,34,1,2,10,0-13,1-2,247,118,10-21,5.4,134,36,3.7,0-0,2,1,1,14:47,0,0,1
246,242760103,UMass,7,away,0,1,,,,0,,8,0-0,0-0,147,107,13-31,3.9,26,29,0.9,4-48,1,0,1,16:03,Boston College,29,home,0,2,47,0,5,1,11,0,0,1,26,8-16,0-0,516,259,18-33,7.7,261,46,5.7,0-0,3,0,3,20:37,,,
247,242760218,Bowling Green,70,away,1,5,69,0,6,4,10,22,6-12,2-3,639,367,21-26,14.1,272,45,6.0,0-0,1,0,1,20:39,Temple,16,home,0,1,0,0,2,1,4,22,0,1,14,3-13,0-0,294,208,13-24,8.2,97,35,2.8,0-0,1,1,0,15:22,,,
248,242760158,Kansas,8,away,1,0,22,0,3,0,6,16,3-19,1-3,305,212,24-49,4.1,105,33,3.2,0-0,1,0,1,20:54,Nebraska,14,home,0,1,8,0,6,1,2,4,0,1,11,3-12,0-0,322,186,16-24,7.6,139,32,4.3,0-0,4,1,3,15:15,37,0,3
249,242760142,Missouri,17,home,0,1,0,0,3,1,5,22,11-20,1-1,417,210,16-25,7.6,228,55,4.1,0-0,1,1,0,21:05,Colorado,9,away,1,1,12,0,3,0,3,,,,13,5-12,0-1,251,177,18-28,6.1,80,28,2.9,0-0,3,0,3,15:35,2,0,3
250,242760245,Texas A&M,42,home,2,5,10,0,2,1,6,12,2-8,0-0,309,129,7-12,10.8,180,31,5.8,0-0,1,1,0,12:11,Kansas State,30,away,1,1,0,0,4,3,6,,,,28,9-20,3-4,369,261,29-45,5.5,123,45,2.7,0-0,4,2,2,24:27,32,0,2
251,242760197,Oklahoma State,36,home,7,3,43,0,4,1,12,18,10-19,0-0,349,169,9-16,10.0,189,55,3.4,0-0,1,0,1,21:29,Iowa State,7,away,0,0,4,0,2,1,1,15,0,1,14,5-14,0-0,219,204,13-24,6.7,59,37,1.6,0-0,7,7,0,15:11,,,
252,242760251,Baylor,14,away,0,0,83,0,6,1,2,14,4-17,2-4,266,210,22-42,4.7,70,25,2.8,0-0,2,1,1,16:36,Texas,44,home,1,4,31,0,2,2,6,6,0,1,25,7-16,1-1,507,204,17-26,7.8,303,51,5.9,0-0,0,0,0,20:40,,,
253,242760201,Oklahoma,28,home,2,1,3,0,1,3,4,18,9-16,2-2,372,151,15-24,6.3,221,40,5.5,0-0,0,0,0,16:43,Texas Tech,13,away,0,1,4,0,2,0,7,,,,27,10-18,1-3,425,387,36-55,6.7,56,24,2.3,0-0,5,2,3,19:42,42,0,3
254,242760058,South Florida,20,home,1,1,32,0,3,1,8,13,2-12,0-1,205,152,14-35,4.3,55,25,2.2,0-0,4,0,4,14:13,Southern Mississippi,27,away,0,1,,,,2,9,31,0,4,21,8-19,0-2,312,209,14-27,7.4,112,50,2.2,0-0,1,1,0,22:34,,,
255,242760235,Memphis,41,home,2,4,51,0,3,1,11,27,7-15,2-2,501,168,16-28,6.0,333,49,6.8,0-0,2,0,2,19:39,Houston,14,away,0,0,,,,1,2,75,1,2,18,5-14,0-3,285,260,18-27,8.1,65,38,1.7,0-0,2,2,0,17:01,,,
256,242762132,UAB,30,away,1,0,79,0,5,2,12,13,3-16,0-0,223,118,12-30,3.6,116,34,3.4,0-0,0,0,0,17:13,Cincinnati,27,home,0,0,12,0,3,3,9,,,,21,6-18,0-1,403,305,29-52,5.8,103,30,3.4,0-0,2,1,1,21:18,30,1,1
257,242760097,East Carolina,7,away,1,0,26,0,3,1,1,17,7-17,0-0,235,219,21-36,5.1,53,38,1.4,0-0,5,2,3,20:31,Louisville,59,home,2,6,65,0,6,2,11,47,0,3,25,3-9,1-2,549,341,24-31,10.8,215,38,5.7,0-0,1,1,0,16:08,,,
258,242730276,Miami (OH),25,away,0,2,45,0,6,1,5,16,4-14,0-1,263,190,14-24,6.0,119,42,2.8,0-0,7,5,2,17:41,Marshall,33,home,5,1,38,0,4,3,9,12,0,2,22,2-14,2-2,338,208,23-37,5.0,154,35,4.4,0-0,1,0,1,18:34,20,0,1
259,242760349,TCU,21,away,0,2,32,0,6,1,3,22,5-14,0-1,404,266,20-33,7.3,164,46,3.6,0-0,2,0,2,18:46,Army,17,home,0,2,4,0,3,0,5,5,0,2,15,3-16,0-1,343,230,12-26,8.2,129,39,3.3,0-0,0,0,0,17:55,,,
260,242750167,New Mexico,7,home,2,0,8,0,5,0,1,8,3-17,0-0,157,103,7-24,3.5,74,35,2.1,0-0,1,0,1,14:43,Utah,28,away,0,4,31,0,11,0,4,30,0,1,24,9-18,1-1,466,201,15-29,6.5,278,53,5.2,0-0,3,2,1,21:35,0,0,1
261,242760036,Colorado State,21,home,0,2,6,0,2,1,3,19,3-12,1-2,462,366,22-36,10.0,103,30,3.4,0-0,2,1,1,16:46,BYU,31,away,1,3,28,0,4,1,7,0,0,1,27,5-17,1-3,445,245,24-42,5.7,207,46,4.5,0-0,1,0,1,19:39,0,0,1
262,242762751,Louisiana Monroe,10,away,0,0,29,0,2,1,4,15,4-15,1-2,236,154,15-33,4.4,91,30,3.0,0-0,0,0,0,15:46,Wyoming,31,home,0,3,64,0,4,1,7,,,,30,9-16,0-1,436,185,16-28,6.3,261,53,4.9,0-0,1,0,1,20:54,0,0,1
263,242762439,Nevada,13,away,1,0,30,0,2,1,7,26,6-16,1-2,418,348,32-52,6.2,98,33,3.0,0-0,5,2,3,20:31,UNLV,48,home,2,4,0,0,1,2,11,117,0,3,19,3-10,0-1,366,130,11-19,6.7,238,47,5.1,0-0,1,1,0,15:56,,,
264,242760249,North Texas,30,home,3,2,13,0,3,1,12,24,4-11,0-0,461,285,17-23,12.4,176,40,4.4,0-0,2,2,0,17:06,Middle Tennessee,21,away,2,1,0,0,1,1,3,,,,23,9-17,0-1,387,268,22-30,8.1,144,43,3.3,0-0,4,3,1,19:34,,,
265,242762638,UTEP,45,home,1,2,-4,0,3,3,9,22,8-17,0-1,445,190,15-20,8.9,266,58,4.6,0-0,1,1,0,22:19,New Mexico State,0,away,1,0,3,0,2,0,,,,,9,3-14,0-0,226,113,9-28,3.9,116,32,3.6,0-0,3,1,2,14:19,36,0,2
266,242762199,Eastern Michigan,41,home,2,3,28,0,4,2,11,22,7-18,1-3,444,234,22-43,5.3,216,42,5.1,0-0,2,1,1,16:01,Idaho,45,away,1,6,-2,0,1,0,9,28,0,1,24,7-16,0-0,464,329,28-36,8.8,146,42,3.5,0-0,2,2,0,20:01,,,
267,242762084,Buffalo,48,home,0,5,0,0,1,1,12,17,6-12,0-0,440,203,5-7,27.9,245,45,5.4,0-0,0,0,0,16:21,UCF,20,away,0,2,37,0,3,1,,,,,26,4-13,3-5,473,312,23-35,7.7,203,46,4.4,0-0,3,0,3,20:04,11,0,3
