,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,262382107,2006-08-26T23:00:00.000Z,Catawba,Winston-Salem,,,False,regular,,fcs
1,262432117,2006-08-31T22:00:00.000Z,Central Michigan,Boston College,1371.0,1681.0,False,regular,fbs,fbs
2,262432717,2006-08-31T23:00:00.000Z,Western Carolina,Chowan,,,False,regular,fcs,
3,262432447,2006-08-31T23:00:00.000Z,Nicholls,Southern Arkansas,,,False,regular,fcs,
4,262430202,2006-08-31T23:00:00.000Z,Tulsa,Stephen F. Austin,,,False,regular,fbs,fcs
5,262432084,2006-08-31T23:00:00.000Z,Buffalo,Temple,1170.0,1113.0,False,regular,fbs,fbs
6,262432325,2006-08-31T23:00:00.000Z,La Salle,Wagner,,,False,regular,fcs,fcs
7,262432335,2006-08-31T23:00:00.000Z,Liberty,St. Paul's College,,,False,regular,fcs,
8,262432393,2006-08-31T23:00:00.000Z,Middle Tennessee,Florida International,1415.0,1307.0,True,regular,fbs,fbs
9,262432619,2006-08-31T23:00:00.000Z,Stony Brook,Hofstra,,,False,regular,fcs,fcs
10,262432710,2006-08-31T23:05:00.000Z,Western Illinois,Morehead State,,,False,regular,fcs,fcs
11,262430041,2006-08-31T23:30:00.000Z,Connecticut,Rhode Island,,,False,regular,fbs,fcs
12,262432050,2006-08-31T23:30:00.000Z,Ball State,Eastern Michigan,1258.0,1315.0,True,regular,fbs,fbs
13,262432754,2006-08-31T23:30:00.000Z,Youngstown State,Slippery Rock,,,False,regular,fcs,
14,262432309,2006-08-31T23:30:00.000Z,Kent State,Minnesota,1263.0,1638.0,False,regular,fbs,fbs
15,262430193,2006-08-31T23:30:00.000Z,Miami (OH),Northwestern,1576.0,1515.0,False,regular,fbs,fbs
16,262432433,2006-09-01T00:00:00.000Z,Louisiana Monroe,Alcorn State,,,False,regular,fbs,fcs
17,262430079,2006-09-01T00:00:00.000Z,Southern Illinois,Lock Haven,,,False,regular,fcs,
18,262432181,2006-09-01T00:00:00.000Z,Drake,Northern Iowa,,,False,regular,fcs,fcs
19,262430066,2006-09-01T00:00:00.000Z,Iowa State,Toledo,1659.0,1568.0,False,regular,fbs,fbs
20,262432535,2006-09-01T00:00:00.000Z,Samford,Miles,,,False,regular,fcs,
21,262432635,2006-09-01T00:00:00.000Z,Tennessee Tech,Chattanooga,,,False,regular,fcs,fcs
22,262432110,2006-09-01T00:00:00.000Z,Central Arkansas,Henderson State,,,False,regular,fcs,
23,262430344,2006-09-01T00:00:00.000Z,Mississippi State,South Carolina,1369.0,1536.0,True,regular,fbs,fbs
24,262430166,2006-09-01T01:00:00.000Z,New Mexico State,Southeastern Louisiana,,,False,regular,fbs,fcs
25,262430068,2006-09-01T01:00:00.000Z,Boise State,Sacramento State,,,False,regular,fbs,fcs
26,262430009,2006-09-01T02:00:00.000Z,Arizona State,Northern Arizona,,,False,regular,fbs,fcs
27,262430204,2006-09-01T02:00:00.000Z,Oregon State,Eastern Washington,,,False,regular,fbs,fcs
28,262430021,2006-09-01T02:30:00.000Z,San Diego State,UTEP,1494.0,1437.0,False,regular,fbs,fbs
29,262440278,2006-09-02T00:00:00.000Z,Fresno State,Nevada,1691.0,1416.0,True,regular,fbs,fbs
30,262442049,2006-09-02T02:00:00.000Z,San Diego,Azusa Pacific,,,False,regular,fcs,
31,262450127,2006-09-02T16:00:00.000Z,Michigan State,Idaho,1600.0,1170.0,False,regular,fbs,fbs
32,262452755,2006-09-02T16:00:00.000Z,Grambling,Hampton,,,False,regular,fcs,fcs
33,262450251,2006-09-02T16:00:00.000Z,Texas,North Texas,2105.0,1188.0,False,regular,fbs,fbs
34,262450130,2006-09-02T16:00:00.000Z,Michigan,Vanderbilt,1733.0,1445.0,False,regular,fbs,fbs
35,262452294,2006-09-02T16:03:00.000Z,Iowa,Montana,,,False,regular,fbs,fcs
36,262450294,2006-09-02T16:30:00.000Z,Jacksonville,Gardner-Webb,,,False,regular,fcs,fcs
37,262450061,2006-09-02T16:30:00.000Z,Georgia,Western Kentucky,1796.0,1452.0,False,regular,fbs,fcs
38,262450113,2006-09-02T17:00:00.000Z,UMass,Colgate,,,False,regular,fcs,fcs
39,262452678,2006-09-02T17:00:00.000Z,VMI,Davidson,,,False,regular,fcs,fcs
40,262452329,2006-09-02T17:00:00.000Z,Lehigh,Albany,,,False,regular,fcs,fcs
41,262450046,2006-09-02T17:00:00.000Z,Georgetown,Holy Cross,,,True,regular,fcs,fcs
42,262452598,2006-09-02T17:00:00.000Z,St Francis (PA),St. Peter's,,,False,regular,fcs,fcs
43,262450314,2006-09-02T17:00:00.000Z,Iona,Montclair State,,,False,regular,fcs,
44,262452168,2006-09-02T17:00:00.000Z,Dayton,Robert Morris,,,False,regular,fcs,fcs
45,262452790,2006-09-02T17:00:00.000Z,Albion,Butler,,,False,regular,,fcs
46,262452509,2006-09-02T17:00:00.000Z,Purdue,Indiana State,,,False,regular,fbs,fcs
47,262452169,2006-09-02T17:00:00.000Z,Delaware State,Florida A&M,,,True,regular,fcs,fcs
48,262450231,2006-09-02T17:30:00.000Z,Furman,Jacksonville State,,,False,regular,fcs,fcs
49,262450259,2006-09-02T17:30:00.000Z,Virginia Tech,Northeastern,,,False,regular,fbs,fcs
50,262452506,2006-09-02T17:30:00.000Z,Presbyterian College,Charleston Southern,,,False,regular,fcs,fcs
51,262452529,2006-09-02T18:00:00.000Z,Sacred Heart,Lafayette,,,False,regular,fcs,fcs
52,262452741,2006-09-02T18:00:00.000Z,Wisconsin Lutheran,Valparaiso,,,False,regular,,fcs
53,262450277,2006-09-02T19:30:00.000Z,West Virginia,Marshall,1774.0,1382.0,False,regular,fbs,fbs
54,262450153,2006-09-02T19:30:00.000Z,North Carolina,Rutgers,1458.0,1501.0,False,regular,fbs,fbs
55,262450264,2006-09-02T19:30:00.000Z,Washington,San José State,1443.0,1256.0,False,regular,fbs,fbs
56,262452483,2006-09-02T19:30:00.000Z,Oregon,Stanford,1688.0,1489.0,True,regular,fbs,fbs
57,262450158,2006-09-02T19:30:00.000Z,Nebraska,Louisiana Tech,1581.0,1507.0,False,regular,fbs,fbs
58,262450213,2006-09-02T19:30:00.000Z,Penn State,Akron,1783.0,1429.0,False,regular,fbs,fbs
59,262450228,2006-09-02T19:30:00.000Z,Clemson,Florida Atlantic,1664.0,1159.0,False,regular,fbs,fbs
