,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,222340258,2002-08-22T23:30:00.000Z,Virginia,Colorado State,1432.0,1561.0,True,regular,fbs,fbs
1,222350275,2002-08-24T00:00:00.000Z,Wisconsin,Fresno State,1532.0,1713.0,False,regular,fbs,fbs
2,222360194,2002-08-24T18:30:00.000Z,Ohio State,Texas Tech,1665.0,1657.0,False,regular,fbs,fbs
3,222360152,2002-08-24T20:30:00.000Z,NC State,New Mexico,1572.0,1570.0,True,regular,fbs,fbs
4,222360158,2002-08-24T23:45:00.000Z,Nebraska,Arizona State,1834.0,1507.0,False,regular,fbs,fbs
5,222360066,2002-08-25T00:30:00.000Z,Iowa State,Florida State,1559.0,1769.0,False,regular,fbs,fbs
6,222370259,2002-08-25T18:30:00.000Z,Virginia Tech,Arkansas State,1729.0,1117.0,False,regular,fbs,fbs
7,222412649,2002-08-29T23:00:00.000Z,Toledo,Cal Poly,,,False,regular,fbs,
8,222410189,2002-08-29T23:00:00.000Z,Bowling Green,Tennessee Tech,,,False,regular,fbs,
9,222412309,2002-08-29T23:00:00.000Z,Kent State,New Hampshire,,,False,regular,fbs,
10,222410218,2002-08-29T23:00:00.000Z,Temple,Richmond,,,False,regular,fbs,
11,222410058,2002-08-29T23:00:00.000Z,South Florida,Florida Atlantic,1539.0,1500.0,False,regular,fbs,
12,222412117,2002-08-29T23:30:00.000Z,Central Michigan,Sam Houston State,,,False,regular,fbs,
13,222412711,2002-08-29T23:30:00.000Z,Western Michigan,Indiana State,,,False,regular,fbs,
14,222410252,2002-08-29T23:30:00.000Z,BYU,Syracuse,1605.0,1706.0,False,regular,fbs,fbs
15,222412084,2002-08-29T23:30:00.000Z,Buffalo,Lehigh,,,False,regular,fbs,
16,222412459,2002-08-29T23:35:00.000Z,Northern Illinois,Wake Forest,1453.0,1454.0,False,regular,fbs,fbs
17,222410278,2002-08-30T02:00:00.000Z,Fresno State,San Diego State,1710.0,1359.0,False,regular,fbs,fbs
18,222410204,2002-08-30T02:00:00.000Z,Oregon State,Eastern Kentucky,,,False,regular,fbs,
19,222420202,2002-08-31T00:00:00.000Z,Tulsa,Oklahoma,1169.0,1823.0,False,regular,fbs,fbs
20,222430130,2002-08-31T16:00:00.000Z,Michigan,Washington,1698.0,1565.0,True,regular,fbs,fbs
21,222432294,2002-08-31T16:00:00.000Z,Iowa,Akron,1659.0,1409.0,False,regular,fbs,fbs
22,222432005,2002-08-31T16:00:00.000Z,Air Force,Northwestern,1389.0,1417.0,True,regular,fbs,fbs
23,222430103,2002-08-31T16:00:00.000Z,Boston College,Connecticut,1645.0,1143.0,False,regular,fbs,fbs
24,222430213,2002-08-31T16:10:00.000Z,Penn State,UCF,1580.0,1665.0,False,regular,fbs,fbs
25,222430333,2002-08-31T16:30:00.000Z,Alabama,Middle Tennessee,1672.0,1547.0,False,regular,fbs,fbs
26,222430066,2002-08-31T16:30:00.000Z,Iowa State,Kansas,1562.0,1261.0,True,regular,fbs,fbs
27,222430038,2002-08-31T17:00:00.000Z,Colorado,Colorado State,1695.0,1562.0,False,regular,fbs,fbs
