,id,date,home_team,away_team,home_pregame_elo,away_pregame_elo,conference_game,season_type,home_division,away_division
0,401128622,2019-08-24T16:00:00.000Z,Colgate,Villanova,,,False,regular,fcs,fcs
1,401127303,2019-08-24T19:00:00.000Z,Samford,Youngstown State,,,False,regular,fcs,fcs
2,401110723,2019-08-24T23:00:00.000Z,Florida,Miami,1683.0,1611.0,False,regular,fbs,fbs
3,401114164,2019-08-25T02:30:00.000Z,Hawai'i,Arizona,1281.0,1467.0,False,regular,fbs,fbs
4,401128597,2019-08-29T22:00:00.000Z,Morehead State,Union College,,,False,regular,fcs,
5,401117854,2019-08-29T23:00:00.000Z,Cincinnati,UCLA,1625.0,1431.0,False,regular,fbs,fbs
6,401127043,2019-08-29T23:00:00.000Z,Stony Brook,Bryant,,,False,regular,fcs,fcs
7,401128354,2019-08-29T23:00:00.000Z,Eastern Kentucky,Valparaiso,,,False,regular,fcs,fcs
8,401128490,2019-08-29T23:00:00.000Z,Chattanooga,Eastern Illinois,,,False,regular,fcs,fcs
9,401127042,2019-08-29T23:00:00.000Z,Richmond,Jacksonville,,,False,regular,fcs,fcs
10,401128370,2019-08-29T23:00:00.000Z,Murray State,Pikeville,,,False,regular,fcs,
11,401119255,2019-08-29T23:00:00.000Z,Buffalo,Robert Morris,,,False,regular,fbs,fcs
12,401119254,2019-08-29T23:00:00.000Z,Bowling Green,Morgan State,,,False,regular,fbs,fcs
13,401117855,2019-08-29T23:00:00.000Z,Connecticut,Wagner,,,False,regular,fbs,fcs
14,401127039,2019-08-29T23:00:00.000Z,Delaware,Delaware State,,,False,regular,fcs,fcs
15,401128724,2019-08-29T23:30:00.000Z,UT Martin,Northwestern State,,,False,regular,fcs,fcs
16,401117853,2019-08-29T23:30:00.000Z,UCF,Florida A&M,,,False,regular,fbs,fcs
17,401135910,2019-08-29T23:30:00.000Z,Charlotte,Gardner-Webb,,,False,regular,fbs,fcs
18,401114246,2019-08-29T23:30:00.000Z,Western Kentucky,Central Arkansas,,,False,regular,fbs,fcs
19,401127297,2019-08-29T23:30:00.000Z,Southeast Missouri State,Southern Illinois,,,False,regular,fcs,fcs
20,401128709,2019-08-30T00:00:00.000Z,Lamar,Bethel (TN),,,False,regular,fcs,
21,401127029,2019-08-30T00:00:00.000Z,North Alabama,Western Illinois,,,False,regular,fcs,fcs
22,401127240,2019-08-30T00:00:00.000Z,Austin Peay,North Carolina Central,,,False,regular,fcs,fcs
23,401128362,2019-08-30T00:00:00.000Z,Southeastern Louisiana,Jacksonville State,,,False,regular,fcs,fcs
24,401111653,2019-08-30T00:00:00.000Z,Clemson,Georgia Tech,2092.0,1571.0,True,regular,fbs,fbs
25,401114237,2019-08-30T00:00:00.000Z,UAB,Alabama State,,,False,regular,fbs,fcs
26,401114236,2019-08-30T00:00:00.000Z,Tulane,Florida International,1451.0,1471.0,False,regular,fbs,fbs
27,401110731,2019-08-30T00:30:00.000Z,Texas A&M,Texas State,1739.0,1217.0,False,regular,fbs,fbs
28,401119253,2019-08-30T00:50:00.000Z,Central Michigan,Albany,,,False,regular,fbs,fcs
29,401112229,2019-08-30T01:00:00.000Z,Minnesota,South Dakota State,,,False,regular,fbs,fcs
30,401126954,2019-08-30T01:00:00.000Z,Northern Arizona,Missouri State,,,False,regular,fcs,fcs
31,401114153,2019-08-30T02:00:00.000Z,Arizona State,Kent State,1597.0,1165.0,False,regular,fbs,fbs
32,401117493,2019-08-30T02:00:00.000Z,San José State,Northern Colorado,,,False,regular,fbs,fcs
33,401114223,2019-08-30T02:15:00.000Z,BYU,Utah,1553.0,1657.0,False,regular,fbs,fbs
34,401114238,2019-08-30T22:00:00.000Z,Army,Rice,1745.0,1185.0,False,regular,fbs,fbs
35,401127040,2019-08-30T22:00:00.000Z,Maine,Sacred Heart,,,False,regular,fcs,fcs
36,401112212,2019-08-30T23:00:00.000Z,Michigan State,Tulsa,1615.0,1379.0,False,regular,fbs,fbs
37,401112264,2019-08-30T23:15:00.000Z,Rutgers,UMass,1265.0,1261.0,False,regular,fbs,fbs
38,401117856,2019-08-30T23:55:00.000Z,South Florida,Wisconsin,1423.0,1676.0,False,regular,fbs,fbs
